,Anime_ID,Title,Type,Season,Year,Character,Character_ID,Character_Favorites,Personnel_ID,Personnel_Name,Role_Main,Role_Supporting
297,48455,Beyblade Burst Dynamite Battle,ONA,,2021.0,"Daikokuten, Bell",194465,3,10013,Tamura Mutsumi,True,False
298,39783,5-toubun no Hanayome ∬,TV,Winter,2021.0,"Uesugi, Fuutarou",159332,1163,10013,Tamura Mutsumi,True,False
299,40814,Seitokai Yakuindomo Movie 2,Movie,,2021.0,"Dejima, Sayaka",32927,23,10013,Tamura Mutsumi,False,True
300,41312,Kami-tachi ni Hirowareta Otoko,TV,Fall,2020.0,Camil,223436,1,10013,Tamura Mutsumi,False,True
301,40454,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka III,TV,Fall,2020.0,"Deimne, Finne",116205,35,10013,Tamura Mutsumi,False,True
302,40540,Sword Art Online: Alicization - War of Underworld 2nd Season,TV,Summer,2020.0,"Synthesis Twenty-Seven, Renly",178198,10,10013,Tamura Mutsumi,False,True
303,41341,Sword Art Online: Alicization - War of Underworld Recap,TV Special,,2020.0,"Synthesis Twenty-Seven, Renly",178198,10,10013,Tamura Mutsumi,False,True
304,40956,Enen no Shouboutai: Ni no Shou,TV,Summer,2020.0,"Son, Nataku",179670,4,10013,Tamura Mutsumi,False,True
305,40532,Appare-Ranman!,TV,Spring,2020.0,"Isshiki, Kosame",178399,33,10013,Tamura Mutsumi,True,False
306,38555,Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta...,TV,Spring,2020.0,"Stuart, Alan",166520,99,10013,Tamura Mutsumi,True,False
307,40815,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,TV,Spring,2020.0,Lutz,172399,66,10013,Tamura Mutsumi,True,False
308,40327,Mewkledreamy,TV,Spring,2020.0,Rei,184545,1,10013,Tamura Mutsumi,True,False
309,40841,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen OVA,OVA,,2020.0,Lutz,172399,66,10013,Tamura Mutsumi,True,False
310,38088,Digimon Adventure: Last Evolution Kizuna,Movie,,2020.0,"Izumi, Koushirou",2277,209,10013,Tamura Mutsumi,True,False
311,39735,Baja no Studio: Baja no Mita Umi,OVA,,2020.0,Ga-chan,153295,2,10013,Tamura Mutsumi,True,False
312,40610,Healin' Good♡Precure,TV,Winter,2020.0,Daruizen,177993,11,10013,Tamura Mutsumi,False,True
313,40453,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka II OVA,OVA,,2020.0,"Deimne, Finne",116205,35,10013,Tamura Mutsumi,False,True
314,40897,Marulk-chan no Nichijou,Movie,,2020.0,Nat,151696,12,10013,Tamura Mutsumi,False,True
315,40230,Housekishou Richard-shi no Nazo Kantei,TV,Winter,2020.0,"Yasaka, Hajime",185483,1,10013,Tamura Mutsumi,False,True
316,41454,Eizouken Mini Anime,ONA,,2020.0,"Kanamori, Sayaka",172493,1894,10013,Tamura Mutsumi,True,False
317,39792,Eizouken ni wa Te wo Dasu na!,TV,Winter,2020.0,"Kanamori, Sayaka",172493,1894,10013,Tamura Mutsumi,True,False
318,40046,Id:Invaded,TV,Winter,2020.0,"Kazuta, Haruka",181237,1,10013,Tamura Mutsumi,False,True
319,40714,Youkai Watch Jam: Youkai Gakuen Y - N to no Souguu,TV,Winter,2020.0,"Jiba, Jinpei",187785,4,10013,Tamura Mutsumi,True,False
320,39529,Youkai Watch Movie 6: Youkai Gakuen Y - Neko wa Hero ni Nareru ka,Movie,,2019.0,"Jiba, Jinpei",187785,4,10013,Tamura Mutsumi,True,False
321,39597,Sword Art Online: Alicization - War of Underworld,TV,Fall,2019.0,"Synthesis Twenty-Seven, Renly",178198,10,10013,Tamura Mutsumi,False,True
322,39468,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen,TV,Fall,2019.0,Lutz,172399,66,10013,Tamura Mutsumi,True,False
323,37347,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka II,TV,Summer,2019.0,"Deimne, Finne",116205,35,10013,Tamura Mutsumi,False,True
324,38671,Enen no Shouboutai,TV,Summer,2019.0,"Son, Nataku",179670,4,10013,Tamura Mutsumi,False,True
325,38691,Dr. Stone,TV,Summer,2019.0,"Ooki, Taiju",148992,285,10013,Tamura Mutsumi,True,False
326,39324,"Uchi no Ko no Tame naraba, Ore wa Moshikashitara Maou mo Taoseru kamo Shirenai.",TV,Summer,2019.0,Rudy,172062,2,10013,Tamura Mutsumi,False,True
327,39699,King of Prism: Shiny Seven Stars,TV,Spring,2019.0,"Kougami, Taiga",134765,14,10013,Tamura Mutsumi,True,False
328,37960,King of Prism: Shiny Seven Stars I - Prologue x Yukinojou x Taiga,Movie,,2019.0,"Kougami, Taiga",134765,14,10013,Tamura Mutsumi,True,False
329,37348,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Movie: Orion no Ya,Movie,,2019.0,"Deimne, Finne",116205,35,10013,Tamura Mutsumi,False,True
330,37232,Merc Storia: Mukiryoku no Shounen to Bin no Naka no Shoujo,TV,Fall,2018.0,Yuu,165043,11,10013,Tamura Mutsumi,True,False
331,35842,FLCL Alternative,Movie,,2018.0,"Motoyama, Man ",165008,1,10013,Tamura Mutsumi,False,True
332,36704,Free! Dive to the Future,TV,Summer,2018.0,"Toono, Hiyori",158607,19,10013,Tamura Mutsumi,False,True
333,36466,Digimon Adventure tri. 6: Bokura no Mirai,Movie,,2018.0,"Izumi, Koushirou",2277,209,10013,Tamura Mutsumi,True,False
334,35968,Wotaku ni Koi wa Muzukashii,TV,Spring,2018.0,"Nifuji, Hirotaka",134463,3263,10013,Tamura Mutsumi,True,False
335,37324,Youkai Watch: Shadow Side,TV,Spring,2018.0,"Arihoshi, Akinori",160564,2,10013,Tamura Mutsumi,True,False
336,36470,Tada-kun wa Koi wo Shinai,TV,Spring,2018.0,"Tada, Mitsuyoshi",156087,214,10013,Tamura Mutsumi,True,False
337,36934,Captain Tsubasa (2018),TV,Spring,2018.0,"Ishizaki, Ryou",46468,20,10013,Tamura Mutsumi,True,False
338,35849,Darling in the FranXX,TV,Winter,2018.0,Zorome,155683,145,10013,Tamura Mutsumi,True,False
339,35828,Miira no Kaikata,TV,Winter,2018.0,"Kashiwagi, Sora",143987,44,10013,Tamura Mutsumi,True,False
340,34471,Youkai Watch Movie 4: Shadow Side - Oni-ou no Fukkatsu,Movie,,2017.0,"Arihoshi, Akinori",160564,2,10013,Tamura Mutsumi,True,False
341,35965,Baja no Studio,OVA,,2017.0,Ga-chan,153295,2,10013,Tamura Mutsumi,True,False
342,35062,Mahoutsukai no Yome,TV,Fall,2017.0,"Swayne, Alice",149024,20,10013,Tamura Mutsumi,False,True
343,35557,Houseki no Kuni,TV,Fall,2017.0,Morganite,123159,12,10013,Tamura Mutsumi,False,True
344,34962,Digimon Adventure tri. 5: Kyousei,Movie,,2017.0,"Izumi, Koushirou",2277,209,10013,Tamura Mutsumi,True,False
345,35363,"Kobayashi-san Chi no Maid Dragon: Valentine, Soshite Onsen! - Amari Kitai Shinaide Kudasai",Special,,2017.0,Kobayashi,136726,3090,10013,Tamura Mutsumi,True,False
346,34504,Seitokai Yakuindomo Movie,Movie,,2017.0,"Dejima, Sayaka",32927,23,10013,Tamura Mutsumi,False,True
347,34599,Made in Abyss,TV,Summer,2017.0,Nat,151696,12,10013,Tamura Mutsumi,False,True
348,33184,Battle Girl High School,TV,Summer,2017.0,"Kusunoki, Asuha",148714,4,10013,Tamura Mutsumi,True,False
349,32887,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Gaiden: Sword Oratoria,TV,Spring,2017.0,"Deimne, Finne",116205,35,10013,Tamura Mutsumi,False,True
350,33502,Shuumatsu Nani Shitemasu ka? Isogashii desu ka? Sukutte Moratte Ii desu ka?,TV,Spring,2017.0,"Kandel, Souwong",148752,1,10013,Tamura Mutsumi,False,True
351,35145,Kobayashi-san Chi no OO Dragon,Special,,2017.0,Kobayashi,136726,3090,10013,Tamura Mutsumi,True,False
352,34428,Overlord Movie 2: Shikkoku no Eiyuu,Movie,,2017.0,"Beiron, Ninya",119081,2,10013,Tamura Mutsumi,False,True
353,34299,Digimon Adventure tri. 4: Soushitsu,Movie,,2017.0,"Izumi, Koushirou",2277,209,10013,Tamura Mutsumi,True,False
354,34161,Overlord Movie 1: Fushisha no Ou,Movie,,2017.0,"Beiron, Ninya",119081,2,10013,Tamura Mutsumi,False,True
355,33206,Kobayashi-san Chi no Maid Dragon,TV,Winter,2017.0,Kobayashi,136726,3090,10013,Tamura Mutsumi,True,False
356,33051,Kidou Senshi Gundam: Tekketsu no Orphans 2nd Season,TV,Fall,2016.0,"Mass, Ride",132554,4,10013,Tamura Mutsumi,False,True
357,31631,Monster Hunter Stories: Ride On,TV,Fall,2016.0,Ryuto,141446,8,10013,Tamura Mutsumi,True,False
358,32551,Digimon Adventure tri. 3: Kokuhaku,Movie,,2016.0,"Izumi, Koushirou",2277,209,10013,Tamura Mutsumi,True,False
359,32324,Shounen Sunday CM: Major 2nd,CM,,2016.0,"Shigeno, Daigo",40457,42,10013,Tamura Mutsumi,True,False
360,32670,Battle Spirits: Double Drive,TV,Spring,2016.0,"Albatrosa, Yoku",138143,1,10013,Tamura Mutsumi,True,False
361,31737,Gakusen Toshi Asterisk 2nd Season,TV,Spring,2016.0,"Pareto, Camilla",132679,1,10013,Tamura Mutsumi,False,True
362,32108,Digimon Adventure tri. 2: Ketsui,Movie,,2016.0,"Izumi, Koushirou",2277,209,10013,Tamura Mutsumi,True,False
363,30749,Saijaku Muhai no Bahamut,TV,Winter,2016.0,"Arcadia, Lux",128323,177,10013,Tamura Mutsumi,True,False
364,31637,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri Part 2",TV,Winter,2016.0,"Caty, Beefeater E",140094,2,10013,Tamura Mutsumi,False,True
365,25687,Digimon Adventure tri. 1: Saikai,Movie,,2015.0,"Izumi, Koushirou",2277,209,10013,Tamura Mutsumi,True,False
366,31050,Cyborg 009 VS Devilman,OVA,,2015.0,Abel,133973,1,10013,Tamura Mutsumi,False,True
367,31251,Kidou Senshi Gundam: Tekketsu no Orphans,TV,Fall,2015.0,"Mass, Ride",132554,4,10013,Tamura Mutsumi,False,True
368,31318,Comet Lucifer,TV,Fall,2015.0,"Yang, Patrick",134006,1,10013,Tamura Mutsumi,False,True
369,30544,Gakusen Toshi Asterisk,TV,Fall,2015.0,"Pareto, Camilla",132679,1,10013,Tamura Mutsumi,False,True
370,29803,Overlord,TV,Summer,2015.0,"Beiron, Ninya",119081,2,10013,Tamura Mutsumi,False,True
371,28171,Shokugeki no Souma,TV,Spring,2015.0,"Hayama, Akira",96901,430,10013,Tamura Mutsumi,False,True
372,28121,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,TV,Spring,2015.0,"Deimne, Finne",116205,35,10013,Tamura Mutsumi,False,True
373,21353,Tokyo ESP,TV,Summer,2014.0,"Azuma, Kyoutarou",40585,12,10013,Tamura Mutsumi,True,False
374,26123,Seitokai Yakuindomo* OVA,OVA,,2014.0,"Dejima, Sayaka",32927,23,10013,Tamura Mutsumi,False,True
375,16123,Saki: Zenkoku-hen,TV,Winter,2014.0,"Kainou, Yoshiko",67687,1,10013,Tamura Mutsumi,False,True
376,20847,Seitokai Yakuindomo*,TV,Winter,2014.0,"Dejima, Sayaka",32927,23,10013,Tamura Mutsumi,False,True
377,20039,Kill Me Baby: Butsuzou Kegatte Nise Halloween,OVA,,2013.0,Sonya,32769,135,10013,Tamura Mutsumi,True,False
378,18115,Magi: The Kingdom of Magic,TV,Fall,2013.0,"Saluja, Alibaba",42501,2947,10013,Tamura Mutsumi,True,False
379,18277,Strike the Blood,TV,Fall,2013.0,"Akatsuki, Kojou",89019,611,10013,Tamura Mutsumi,True,False
380,15039,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie,Movie,,2013.0,"Yadomi, Jinta",40591,1486,10013,Tamura Mutsumi,True,False
381,16512,Devil Survivor 2 The Animation,TV,Spring,2013.0,"Shijima, Daichi",64293,24,10013,Tamura Mutsumi,True,False
382,18599,Chocotan!,Special,,2013.0,Happy,101117,1,10013,Tamura Mutsumi,False,True
383,13331,Jormungand: Perfect Order,TV,Fall,2012.0,"Mar, Jonathan",36566,512,10013,Tamura Mutsumi,True,False
384,14513,Magi: The Labyrinth of Magic,TV,Fall,2012.0,"Saluja, Alibaba",42501,2947,10013,Tamura Mutsumi,True,False
385,14989,Chousoku Henkei Gyrozetter,TV,Fall,2012.0,"Gunji, Souta",75348,4,10013,Tamura Mutsumi,True,False
386,12015,Tiger & Bunny Movie 1: The Beginning,Movie,,2012.0,"Kaburagi, Kotetsu T.",40851,2074,10013,Tamura Mutsumi,True,False
387,12487,Kyoukaisenjou no Horizon II,TV,Summer,2012.0,"Neshinbara, Toussaint",43320,2,10013,Tamura Mutsumi,False,True
388,12413,Jormungand,TV,Spring,2012.0,"Mar, Jonathan",36566,512,10013,Tamura Mutsumi,True,False
389,10447,Aquarion Evol,TV,Winter,2012.0,"Suzushiro, Cayenne",52791,6,10013,Tamura Mutsumi,False,True
390,11079,Kill Me Baby,TV,Winter,2012.0,Sonya,32769,135,10013,Tamura Mutsumi,True,False
391,10620,Mirai Nikki (TV),TV,Fall,2011.0,"Wakaba, Moe",73005,2,10013,Tamura Mutsumi,False,True
392,6773,Shakugan no Shana III (Final),TV,Fall,2011.0,Pirsoyn,50391,1,10013,Tamura Mutsumi,False,True
393,10456,Kyoukaisenjou no Horizon,TV,Fall,2011.0,"Neshinbara, Toussaint",43320,2,10013,Tamura Mutsumi,False,True
394,9750,Itsuka Tenma no Kuro Usagi,TV,Summer,2011.0,"Kurenai, Gekkou",35622,22,10013,Tamura Mutsumi,True,False
395,9618,Asobi ni Iku yo!: Asobi ni Oide,OVA,,2011.0,"Kakazu, Kio",33421,14,10013,Tamura Mutsumi,True,False
396,10119,Seitokai Yakuindomo OVA,OVA,,2011.0,"Dejima, Sayaka",32927,23,10013,Tamura Mutsumi,False,True
397,9989,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,TV,Spring,2011.0,"Yadomi, Jinta",40591,1486,10013,Tamura Mutsumi,True,False
398,9941,Tiger & Bunny,TV,Spring,2011.0,"Kaburagi, Kotetsu T.",40851,2074,10013,Tamura Mutsumi,True,False
399,8426,Hourou Musuko,TV,Winter,2011.0,"Oka, Takanori",33504,1,10013,Tamura Mutsumi,False,True
400,10180,Otome Youkai Zakuro Picture Drama,Special,,2010.0,Kiri,37190,2,10013,Tamura Mutsumi,True,False
401,8726,Soredemo Machi wa Mawatteiru,TV,Fall,2010.0,"Arashiyama, Takeru",37576,1,10013,Tamura Mutsumi,False,True
402,8476,Otome Youkai Zakuro,TV,Fall,2010.0,"Hanadate, Takatoshi",37189,5,10013,Tamura Mutsumi,False,True
403,8476,Otome Youkai Zakuro,TV,Fall,2010.0,Kiri,37190,2,10013,Tamura Mutsumi,False,True
404,8246,Naruto: Shippuuden Movie 4 - The Lost Tower,Movie,,2010.0,"Hatake, Kakashi",85,48192,10013,Tamura Mutsumi,False,True
405,6166,Asobi ni Iku yo!,TV,Summer,2010.0,"Kakazu, Kio",33421,14,10013,Tamura Mutsumi,True,False
406,8675,Seitokai Yakuindomo,TV,Summer,2010.0,"Dejima, Sayaka",32927,23,10013,Tamura Mutsumi,False,True
407,7152,Anyamal Tantei Kiruminzoo,TV,Fall,2009.0,"Inomata, Ken",26530,1,10013,Tamura Mutsumi,False,True
408,4789,ef: A Tale of Melodies.,TV,Fall,2008.0,"Tsutsumi, Kyosuke",4690,5,10013,Tamura Mutsumi,False,True
409,4884,Tales of the Abyss,TV,Fall,2008.0,"Fon Fabre, Luke",5107,357,10013,Tamura Mutsumi,True,False
410,4884,Tales of the Abyss,TV,Fall,2008.0,Asch,6012,133,10013,Tamura Mutsumi,True,False
411,5082,Battle Spirits: Shounen Toppa Bashin,TV,Fall,2008.0,"Bashin, Toppa",28268,1,10013,Tamura Mutsumi,True,False
412,1735,Naruto: Shippuuden,TV,Winter,2007.0,"Hatake, Kakashi",85,48192,10013,Tamura Mutsumi,True,False
413,21,One Piece,TV,Fall,1999.0,York,226839,5,10013,Tamura Mutsumi,False,True
421,516,Keroro Gunsou,TV,Spring,2004.0,Joriri,105189,3,10017,Sugawara Junichi,False,True
422,21,One Piece,TV,Fall,1999.0,Minatomo,178645,1,10017,Sugawara Junichi,False,True
423,1440,Ninja Mono,OVA,,1996.0,Nikko,30724,1,10017,Sugawara Junichi,False,True
424,4451,Tanin no Kankei,OVA,,1994.0,Kishida,51473,1,10017,Sugawara Junichi,False,True
425,9513,Beelzebub,TV,Winter,2011.0,Abe,39883,2,10018,Kondou Takayuki,False,True
426,1543,Yoake Mae yori Ruriiro na: Crescent Love,TV,Fall,2006.0,Assistant,1071,1,10018,Kondou Takayuki,False,True
427,56894,Dragon Ball Daima,TV,Fall,2024.0,Yamcha,4014,426,10019,Mendoza Ricardo,False,True
428,51673,Shaman King: Flowers,TV,Winter,2024.0,Kalim,20882,2,10019,Mendoza Ricardo,False,True
429,42916,Sword Art Online: Progressive Movie - Hoshi Naki Yoru no Aria,Movie,,2021.0,"Tozawa, Misumi",194725,79,10019,Mendoza Ricardo,True,False
430,42205,Shaman King (2021),TV,Spring,2021.0,Kalim,20882,2,10019,Mendoza Ricardo,False,True
431,36040,Saint Seiya: Knights of the Zodiac,ONA,,2019.0,"Dragon, Shiryuu",5922,609,10019,Mendoza Ricardo,True,False
432,36215,One Piece: Episode of East Blue - Luffy to 4-nin no Nakama no Daibouken,TV Special,,2017.0,Pearl,21373,5,10019,Mendoza Ricardo,False,True
433,32071,Gantz:O,Movie,,2016.0,"Muroya, Nobuo",28737,1,10019,Mendoza Ricardo,False,True
434,30694,Dragon Ball Super,TV,Summer,2015.0,Yamcha,4014,426,10019,Mendoza Ricardo,False,True
435,10687,Saint Seiya: Legend of Sanctuary,Movie,,2014.0,"Dragon, Shiryuu",5922,609,10019,Mendoza Ricardo,True,False
436,22777,Dragon Ball Kai (2014),TV,Spring,2014.0,Yamcha,4014,426,10019,Mendoza Ricardo,False,True
437,14837,Dragon Ball Z Movie 14: Kami to Kami,Movie,,2013.0,Yamcha,4014,426,10019,Mendoza Ricardo,False,True
438,17115,Pokemon Best Wishes! Season 2: Episode N,TV,Winter,2013.0,Achroma,66341,16,10019,Mendoza Ricardo,False,True
439,12929,Saint Seiya Omega,TV,Spring,2012.0,"Dragon, Shiryuu",5922,609,10019,Mendoza Ricardo,False,True
440,10370,Metal Fight Beyblade 4D,TV,Spring,2011.0,Blader DJ,50519,2,10019,Mendoza Ricardo,False,True
441,8410,Metal Fight Beyblade: Baku,TV,Spring,2010.0,Blader DJ,50519,2,10019,Mendoza Ricardo,False,True
442,6033,Dragon Ball Kai,TV,Spring,2009.0,Yamcha,4014,426,10019,Mendoza Ricardo,False,True
443,6033,Dragon Ball Kai,TV,Spring,2009.0,Guldo,6148,9,10019,Mendoza Ricardo,False,True
444,5962,Metal Fight Beyblade,TV,Spring,2009.0,Blader DJ,50519,2,10019,Mendoza Ricardo,False,True
445,3515,Saint Seiya: Meiou Hades Elysion-hen,OVA,,2008.0,"Dragon, Shiryuu",5922,609,10019,Mendoza Ricardo,True,False
446,2156,Bakugan Battle Brawlers,TV,Spring,2007.0,"Von Hertzon, Klaus",140086,3,10019,Mendoza Ricardo,False,True
447,1735,Naruto: Shippuuden,TV,Winter,2007.0,Pain,3180,9206,10019,Mendoza Ricardo,False,True
448,1565,Pokemon Diamond & Pearl,TV,Fall,2006.0,Hyouta,18958,4,10019,Mendoza Ricardo,False,True
449,1738,Muteki Kanban Musume,TV,Summer,2006.0,"Ohta, Akihiko",4709,1,10019,Mendoza Ricardo,False,True
450,1253,Saint Seiya: Meiou Hades Meikai-hen,OVA,,2005.0,"Dragon, Shiryuu",5922,609,10019,Mendoza Ricardo,True,False
451,269,Bleach,TV,Fall,2004.0,"Aizen, Sousuke",1086,13611,10019,Mendoza Ricardo,False,True
452,1894,Yu☆Gi☆Oh! Hikari no Pyramid,Movie,,2004.0,"Kaiba, Seto",1378,3154,10019,Mendoza Ricardo,True,False
453,1259,Saint Seiya: Tenkai-hen Josou - Overture,Movie,,2004.0,"Dragon, Shiryuu",5922,609,10019,Mendoza Ricardo,True,False
454,6154,Saint Seiya: Meiou Hades Juuni Kyuu-hen - Yomigaerishi Gold Saint-tachi no Shinwa,,,,"Dragon, Shiryuu",5922,609,10019,Mendoza Ricardo,False,True
