,Synonyms,Japanese,English,German,Spanish,French,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Theme,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Genre,Themes,Demographics
105,,まるまるマヌル,,,,,['TV'],50,Finished Airing,"Jan 6, 2020 to Dec 15, 2020",['Winter 2020'],Mondays at 00:30 (JST),"None found,","None found,",['Kachidoki Studio'],['Web manga'],,,,1 min. per ep.,G - All Ages,[],#17424,#15324,717,0,,"The comedy story follows the daily life of a somewhat flippant Pallas's cat or manul named Manul-kun, an orange tabby cat named Chatora-kun, Sukofu-kun, and other cats. (Source: ANN)",[],Marumaru Manul,['Comedy'],,
106,,しまじろうのわお!,,,,,['TV'],Unknown,Currently Airing,"Apr 2, 2012 to ?",['Spring 2012'],Mondays at 07:30 (JST),"None found,","None found,",['The Answer Studio'],Other,"['Adventure', 'Comedy', 'Fantasy']",,['Kids'],8 min.,G - All Ages,[],#14107,#15530,682,1,,Fourth season of the Shimajirou children's television series.,"['Prequel (TV) Shimajirou Hesoka', '']",Shimajirou no Wow!,,,
107,,マヌ～ルのゆうべ,,,,,['TV'],Unknown,Currently Airing,"Nov 11, 2018 to ?",['Fall 2018'],Sundays at Unknown,['NHK'],"None found,","None found,",['Web manga'],,,,1 min.,PG-13 - Teens 13 or older,[],#17389,#15745,648,1,,"Within the nature ""Darwin Kita! Kikimono Shin Densetsu"" program on NHK1.5 airs the short Manul no Yuube, based on a web manga/comic of the same name. It following animal characters who visit the bar Manul no Yuube. The bar is run by the Mama who is a Pallas's cat (Otocolobus manul) and serviced by the hostess Tsunomin who is a Brazilian treehopper (Bocydium globulare).",[],Manul no Yuube,['Slice of Life'],,
108,,캐치! 티니핑,Catch! Teenieping: Fairies of Emotion,,,,['TV'],52,Finished Airing,"Mar 19, 2020 to Apr 1, 2021",['Spring 2020'],Unknown,"None found,","None found,",['SAMG Entertainment'],Original,,,['Kids'],11 min. per ep.,PG - Children,6.24,#8592,#16259,573,4,145,"Catch! Teenieping revolves around mischievous creatures called Teenieping that like to enter people's minds, but their playful nature and magical powers can wreak havoc in their hosts' lives. When the Teenieping are set loose on Earth, Princess Romi of the Emotion Kingdom becomes an ordinary girl that has to turn into a magical girl to stop them, all while balancing her new civilian life as a worker for the Bakery Heartrose with her coworkers Ian, Kyle, and Jun. (Source: Wikipedia)","['Sequel (TV) Banjjagbanjjag Catch! Tiniping', '']",Catch! Tiniping,['Fantasy'],"['Mahou Shoujo', 'School']",
109,Rice Monster Pap,ごはんかいじゅうパップ,,,,,['TV'],Unknown,Currently Airing,"Apr 25, 2011 to ?",['Spring 2011'],Not scheduled once per week,"None found,","None found,",['DLE'],Original,"['Action', 'Comedy']",,['Kids'],30 sec.,G - All Ages,[],#20724,#16384,561,0,,"A series of short, 30-second segments featuring Gohan Kaijuu Pap and various ""side dish"" monsters to produce delicious meals.",[],Gohan Kaijuu Pap,,,
110,Yowamon,よわむしモンスターズ,,,,,['TV'],Unknown,Currently Airing,"Dec 25, 2012 to ?",['Winter 2013'],Not scheduled once per week,['NHK'],"None found,","None found,",Original,,,['Kids'],1 min.,PG - Children,[],#15983,#16702,523,0,,An NHK toddler's anime following cowardly creatures representing typical Halloween monsters like Dracula and a witch.,[],Yowamushi Monsters,,,
111,,のりものまん モービルランドのカークン,,,,,['TV'],104,Finished Airing,"Apr 2, 2020 to Mar 24, 2022",['Spring 2020'],Thursdays at 17:20 (JST),"None found,","None found,",['CloverWorks'],Original,,['Racing'],['Kids'],5 min. per ep.,PG - Children,[],#18109,#16779,517,0,,"The anime will depict various vehicles as characters in the ""Mobile Land"" island. The protagonist Car-kun arrives at the island as a delivery worker. Through his deliveries, he gets to know the residents of Mobile Land, all while following traffic rules and having his deliveries stopped by the meddling Sabibi. (Source: ANN)",[],Norimono Man: Mobile Land no Car-kun,['Comedy'],,
112,Meow Meow Japanese History,ねこねこ日本史 第5期,,,,,['TV'],32,Finished Airing,"Apr 8, 2020 to Mar 3, 2021",['Spring 2020'],Wednesdays at 06:45 (JST),['NHK'],"None found,","None found,",['Web manga'],,,['Kids'],9 min. per ep.,G - All Ages,[],#17979,#17137,481,0,,Fifth season of Neko Neko Nihonshi.,"['Prequel (TV) Neko Neko Nihonshi 4th Season', 'Adaptation (Manga) Neko Neko Nihonshi']",Neko Neko Nihonshi 5th Season,,"['Anthropomorphic', 'Historical', 'Parody', 'Samurai']",
113,,えほん寄席,,,,,['TV'],73,Finished Airing,"Apr 2006 to Nov 11, 2023",['Spring 2006'],Unknown,"['NHK', 'Pony Canyon']","None found,","None found,",Other,,,['Kids'],5 min. per ep.,PG - Children,[],#20385,#17172,478,0,,Anime rakugo of classic Japanese horror tales shown in a wide variety of art styles.,[],Ehon Yose,['Horror'],"['Historical', 'Performing Arts']",
114,,바이트 초이카,Bite-Choicar,,,,['TV'],26,Finished Airing,"Apr 18, 2020 to May 23, 2021",['Spring 2020'],Saturdays at 07:15 (JST),"None found,","None found,","None found,",Original,,['Racing'],['Kids'],30 min. per ep.,PG - Children,[],#19501,#17305,464,2,,"Chashin was selected by the legendary choicar ""Stormbone,"" as the strongest racer, and will showcase a new concept of bite racing. Bite racing is a new racing game that never hits a rail with two cars chasing in a match. The bite-free rail running on the track creates a more realistic racing experience. Various types of super cars such as speed type, balance type, and power type create unique racing on 3 types of tracks (crash track, line track, outdoor race). (Source: enewstoday.co.kr)","['Sequel (TV) Bite-Choicar Hyper', '']",Bite-Choicar,,,
115,,耐え子の日常,,,,,['TV'],132,Finished Airing,"Jul 1, 2020 to Dec 31, 2020",['Summer 2020'],Not scheduled once per week,"None found,","None found,",['DLE'],['Manga'],,['Workplace'],,1 min. per ep.,G - All Ages,[],#14539,#17502,448,1,,Sequel of Taeko no Nichijou.,"['Prequel (TV) Taeko no Nichijou', '']",Taeko no Nichijou 2nd Season,['Slice of Life'],,
116,,オトッペ,,,,,['TV'],265,Finished Airing,"Apr 3, 2017 to Mar 31, 2023",['Spring 2017'],Mondays at 08:40 (JST),['NHK'],"None found,","None found,",Original,,['Music'],['Kids'],3 min. per ep.,G - All Ages,[],#18281,#17733,429,0,,"The series follows a young girl named Shina who hopes to become the world's best DJ, and is interested in new sounds. Shina explores a mysterious world filled with Otoppe, strange creatures capable of unique sounds.",[],Otoppe,['Fantasy'],,
117,Pokkories,ぽっこりーず,Poccolies,,,,['TV'],50,Finished Airing,"Apr 6, 2020 to Mar 15, 2021",['Spring 2020'],Mondays at 23:29 (JST),"None found,","None found,",['Kachidoki Studio'],Other,,,['Kids'],1 min. per ep.,G - All Ages,[],#18444,#18014,410,1,,"The 2018 LINE sticker set Poccolies is inspiring a series of anime shorts. The story of the sticker set is that a positive and honest boy named Patsuhiko lives on Pokkori Island, along with the shrewd and mysterious Ham, and a reliable older brother figure named Kangaroo. The sticker set follows their daily lives. (Source: ANN)",[],Poccolies,['Slice of Life'],,
118,,パッコロリン,Pakkororin,,,,['TV'],Unknown,Currently Airing,"Mar 28, 2011 to ?",['Spring 2011'],Not scheduled once per week,['NHK'],"None found,",['Three-d'],Original,,,['Kids'],1 min.,G - All Ages,[],#18309,#18233,393,0,,"A minute long children's anime that follows 3 siblings. Two brothers who are rectangular and circular shaped, and a sister who is triangluar shaped. They have unique personalities and foster growth and discovery through their play time.",[],Pakkororin,,,
119,"Shin Nippon History: Minna ga Shiranai, Atarashii Nihon no Rekishi.",新ニッポンヒストリー,,,,,['TV'],Unknown,Currently Airing,"Jan 6, 2020 to ?",['Winter 2020'],Mondays at 01:00 (JST),"None found,","None found,","None found,",Original,,['Historical'],,23 min.,G - All Ages,[],#14130,#18536,369,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Shin Nippon History,['Comedy'],,
120,Happy Smile ♡ Dream,おりがみにんじゃ コーヤン＠きんてれ,,,,,['TV'],Unknown,Currently Airing,"Apr 7, 2020 to ?",['Spring 2020'],Tuesdays at 07:30 (JST),['TV Tokyo'],"None found,",['Directions'],Unknown,,,['Kids'],Unknown,PG - Children,[],#18240,#18651,360,0,,"Koyan, the Origami Ninja, came to Earth from his planet Origamio to find the magical stone ""Hapiton"" that has the ability to make people happy. On the way, he was joined by childhood friend Namin anda new friend Lublin. One day, a villain called Evilrun appeared. Evilrun has a black hole in her stomach and tries to inhale anything. Every time an event happens, Evilrun gets in the way of Koyan and friends. But what Evilrun's aim is remains a mystery...",[],Origami Ninja Koyankinte,['Comedy'],,
121,Wasimo 8,わしも-wasimo-(第8シリーズ),,,,,['TV'],40,Finished Airing,"Mar 30, 2020 to Dec 15, 2020",['Spring 2020'],Mondays at 06:00 (JST),"None found,","None found,","None found,",Picture book,"['Comedy', 'Sci-Fi', 'Slice of Life']",['School'],['Kids'],10 min. per ep.,G - All Ages,[],#15138,#20114,271,1,,Eighth season of the Washimo series.,"['Prequel (TV) Washimo 7th Season', 'Sequel (TV) Washimo 9th Season']",Washimo 8th Season,,,
122,,시간여행자 루크,Time Traveler Luke,,,,['TV'],52,Finished Airing,"May 9, 2020 to Jul 10, 2021",['Spring 2020'],Unknown,"None found,","None found,",['ANYZAC'],Original,"['Action', 'Adventure', 'Sci-Fi']",,['Kids'],11 min. per ep.,PG - Children,[],#14284,#20346,258,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Sigan Yeohaengja Luke,,,
123,,신비아파트 고스트볼 더블X,,,,,['TV'],26,Finished Airing,"Mar 5, 2020 to Jan 21, 2021",['Spring 2020'],Unknown,['CJ ENM'],"None found,",['Studio BAZOOKA'],Original,"['Fantasy', 'Supernatural']",,['Kids'],8 min. per ep.,G - All Ages,[],#14303,#20458,252,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (TV) Sinbi Apartment: Ghost Ball X-ui Tansaeng', 'Sequel (TV) Sinbi Apartment: Ghost Ball Z', 'Sequel (TV) Sinbi Apartment: Ghost Ball Zero', '']",Sinbi Apartment: Ghost Ball Double X,,,
124,,브레드 이발소 2,Bread Barbershop 2,,,,['TV'],26,Finished Airing,"Jun 6, 2020 to Dec 26, 2020",['Summer 2020'],Unknown,"None found,","None found,","None found,",Unknown,"['Comedy', 'Fantasy']",['Anthropomorphic'],,10 min. per ep.,PG - Children,[],#19451,#21655,186,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (TV) Beuledeu Ibalso', 'Sequel (TV) Beuledeu Ibalso 3']",Beuledeu Ibalso 2,,,
125,,むかしばなしのおへや　〜伝えたい日本昔話〜,,,,,['TV'],Unknown,Currently Airing,"Jun 14, 2020 to ?",['Summer 2020'],Not scheduled once per week,['BS-TBS'],"None found,",['Oddjob'],Other,,,['Kids'],18 min.,G - All Ages,[],#17842,#21854,174,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Mukashibanashi no Oheya: Tsutaetai Nihon Mukashibanashi,['Fantasy'],,
126,"Mabeobsonyeo Deedee, Mabeobsonyeo Didi",마법소녀 디디,,,,,['TV'],13,Finished Airing,"Jul 30, 2020 to Nov 26, 2020",['Summer 2020'],Unknown,"None found,","None found,","None found,",Original,,['Mahou Shoujo'],['Kids'],12 min. per ep.,PG - Children,[],#17298,#22313,155,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Sequel (TV) Mabeobsonyeo Dee Dee 2', '']",Mabeobsonyeo Dee Dee,['Fantasy'],,
127,,미니특공대 슈퍼공룡파워 파트 2,,,,,['TV'],26,Finished Airing,"Aug 27, 2020 to Dec 4, 2020",['Summer 2020'],Unknown,"None found,","None found,",['SAMG Entertainment'],Original,,,['Kids'],11 min. per ep.,PG - Children,[],#17663,#23832,110,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (TV) Miniforce: Super Dino Power', '']",Miniforce: Super Dino Power Part 2,['Action'],"['Anthropomorphic', 'Mecha']",
128,,또봇 V  시즌 2,Tobot: Galaxy Detectives Season 2,,,,['TV'],48,Finished Airing,"Mar 19, 2020 to Mar 4, 2021",['Spring 2020'],Unknown,"None found,","None found,","None found,",Original,"['Action', 'Sci-Fi']",['Mecha'],['Kids'],11 min. per ep.,PG - Children,[],#14802,#26102,75,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"[""Prequel (TV) Tobot V: Swag's Secret"", 'Sequel (TV) Tobot V: Ujusuhodae']",Tobot V Season 2,,,
129,,BURN THE WITCH,,Burn The Witch,,,['ONA'],3,Finished Airing,"Oct 2, 2020",,,"['Shueisha', 'Twin Engine', 'Bandai Namco Arts']",['VIZ Media'],"['Studio Colorido', 'team Yamahitsuji']",['Manga'],"['Action', 'Fantasy']",,['Shounen'],21 min. per ep.,PG-13 - Teens 13 or older,7.14,#3669,#985,"262,995",704,126160,"Although citizens of London view dragons as a fairy-tale myth, statistics confirm that 72% of the city's deaths are caused by these grotesque beings. Unable to see them, the public is oblivious to their existence. However, in a mirror dimension to ""Front London,"" exists a place where dragons can be seen with the naked eye—""Reverse London."" Ninny Spangcole is a member of a popular girl group. But in Reverse London, she works as a ""Witch"" at Wing Bind—an organization that dispatches agents to exterminate the beasts and protect the citizens of both Londons using magic. Ninny and her partner, Noel Niihashi, in addition to their jobs, safeguard Balgo Ywain Parks, a young man with an odd connection to the dragons. Thanks to the Wing Bind's hard work, there were no fatal dragon attacks for almost a century. But the peace shatters when Balgo's presence unexpectedly causes a Dark Dragon to wreak havoc in the city. The witches are further inconvenienced when Ninny's troublesome former bandmate appears in Reverse London—in tandem with another powerful dragon. [Written by MAL Rewrite]","['Prequel (TV Special) Burn the Witch #0.8', 'Adaptation (Manga) Burn the Witch']",Burn the Witch,,,
130,"TGCF, Tian Guan Ci Fu",天官賜福,Heaven Official's Blessing,,La Bendición del Oficial del Cielo,Heaven Official's Blessing,['ONA'],11,Finished Airing,"Oct 31, 2020 to Jan 2, 2021",,,['bilibili'],['Funimation'],['Haoliners Animation League'],Web novel,"['Action', 'Adventure', 'Drama', 'Fantasy']",,,26 min. per ep.,PG-13 - Teens 13 or older,8.42,#182,#1570,"159,000","5,788",69054,"The heavens shake, the thunder rumbles, and Xie Lian appears with an apologetic smile—again! Eight hundred years prior, he was a beloved martial god, known as the Crown Prince of Xianle. Now, he ascends to the heavenly realm for the third time, but simply as a pitiful scrap-collecting god with no followers behind him. On his first mission, Xie Lian finds himself alone in the dark moonlit night. There, a gentle man dressed in red guides him through the forest. However, as abruptly as he appeared, the man suddenly dissipates into a swarm of silver butterflies. Xie Lian later learns that this mysterious stranger was none other than Hua Cheng, the Crimson Rain Sought Flower, a Ghost King feared by both demons and gods alike. But before Xie Lian can figure out why Hua Cheng would help a Heavenly Official like himself, he meets San Lang. A young man possessing great knowledge on not only the Ghost King, but also the now forgotten Crown Prince, San Lang decides to accompany Xie Lian on his journey of unveiling the mysteries of the past. [Written by MAL Rewrite]","['Sequel (ONA) Tian Guan Cifu Special', 'Adaptation (Novel) Tian Guan Cifu']",Tian Guan Cifu,,"['Historical', 'Mythology']",
131,"Quan Zhi Gao Shou 2nd Season, Full-Time Expert 2nd Season, Master of Skills 2nd Season",全职高手2,The King's Avatar 2,,,,['ONA'],12,Finished Airing,"Sep 25, 2020 to Dec 4, 2020",,,"['Tencent Penguin Pictures', 'China Literature Limited', 'Colored Pencil Animation Japan']","None found,",['Colored Pencil Animation'],Web novel,,['Video Game'],,24 min. per ep.,PG-13 - Teens 13 or older,7.91,#813,#1894,"123,993",564,46243,"The ""Unspecialized"" character Lord Grim is infamous in the 10th server of the popular online game Glory. His reputation alone is enough to draw many curious players to his newly formed Guild Happy. Other competing guilds have enough to worry about with some of their own members abandoning them for Happy. However, they are also concerned by rumors that the person behind Lord Grim is really the retired professional gamer and ""Glory Textbook"" Ye Qiu, whom they have little chance of opposing. Unsure of the truth, the powerhouse guilds attempt to suppress Lord Grim's growing influence, harboring differing motives for doing so. But regardless of what obstacles he faces, Lord Grim is determined to break into the cross-server of Glory—the Heavenly Domain—where characters, including himself, can reach even greater levels. There, he hopes to round out the team of rookies who will fight alongside him in the Challenger League, which would be only their first step toward the coveted Glory Championship. [Written by MAL Rewrite]","['Prequel (ONA) Quanzhi Gaoshou', 'Prequel (ONA) Quanzhi Gaoshou Specials', 'Sequel (ONA) Quanzhi Gaoshou 3', 'Adaptation (Manhua) Quanzhi Gaoshou']",Quanzhi Gaoshou 2,['Action'],,
132,,スーパードラゴンボールヒーローズ,,,,,['ONA'],56,Finished Airing,"Jul 1, 2018 to Aug 8, 2024",,,['Bandai'],"None found,","['Toei Animation', 'Dimps']",Game,"['Action', 'Comedy', 'Fantasy']",['Martial Arts'],['Shounen'],8 min. per ep.,PG-13 - Teens 13 or older,5.73,#11230,#2562,"78,710",255,30759,"In May 2018, V-Jump announced the promotional anime for Dragon Ball Heroes, a Japanese arcade and trading card game. The video game has been adapted to a Nintendo Switch port for western audiences, whilst the card game is released under the name ""Dragon Ball Super TCG"" and is combined with the other card game of the same name in japan. The anime is expected to be short and it is not expected to broadcast on TV. It has adapted the game's Prison Planet Arc, as long as the manga original arc ""Big Bang Mission"" and ""Ultra God Misson"", also fully detailed in the Heroes manga published in Saikyou Jump, although under 2 separate canons. They have never been published officially in English. The first episode debuted July 1, 2018 at Aeon Lake Town.","['Adaptation (Manga) Super Dragon Ball Heroes: Ankoku Makai Mission!', 'Adaptation (Manga) Super Dragon Ball Heroes: Universe Mission!!', 'Adaptation (Manga) Super Dragon Ball Heroes: Big Bang Mission!!!', 'Adaptation (Manga) Super Dragon Ball Heroes: Ultra God Mission!!!!']",Super Dragon Ball Heroes,,,
133,"Horogura, HoloGra",ホロのぐらふぃてぃ,Holo Graffiti,,,,['ONA'],Unknown,Currently Airing,"May 5, 2019 to ?",,,"None found,","None found,",['Hololive Production'],Other,,,,1 min.,PG-13 - Teens 13 or older,8.16,#450,#3086,"56,790","1,898",17890,"From unraveling the secrets of opening and closing doors to defusing surprise packages more commonly known as bombs, there is never a dull day at the Hololive Production office! Holo no Graffiti follows an eccentric cast of Virtual YouTubers, also known as ""VTubers,"" going about their absurd yet hilarious daily lives, detailing all their cute moments and mishaps. [Written by MAL Rewrite]",[],Holo no Graffiti,['Comedy'],,
134,,PUPARIA,Puparia,,,,['ONA'],1,Finished Airing,"Nov 20, 2020",,,"None found,","None found,","None found,",Original,,,,3 min.,PG-13 - Teens 13 or older,7.60,#1573,#3128,"55,262",326,27238,Independent short animation by Shingo Tamagawa.,[],Puparia,['Avant Garde'],,
135,"The Hero's Return, Yingxiong? Wo Zao Jiu Bu Dang Le, 英雄？我早就不当了",英雄再临,Hero Return,,,,['ONA'],12,Finished Airing,"Oct 18, 2020 to Dec 27, 2020",,,['Tencent Penguin Pictures'],"None found,",['Big Firebird Culture'],Novel,"['Action', 'Sci-Fi']",,,16 min. per ep.,R - 17+ (violence & profanity),6.89,#4860,#3428,"46,552",192,13112,"Zero was mankind’s first real superhero. Under his watch, countless other superheros appeared and followed in his footsteps. However, after 5 years of war, Zero disappeared without a trace. (Source: zeroscans)","['Adaptation (Manhua) Yingxiong Zai Lin', '']",Yingxiong Zai Lin,,,
136,,ぶらどらぶ,,,,,['ONA'],12,Finished Airing,"Dec 18, 2020 to Mar 14, 2021",,,"['Production I.G', 'Ichigo Animation', 'Comic Animation']","None found,",['Drive'],Original,"['Comedy', 'Supernatural']",,,24 min. per ep.,PG-13 - Teens 13 or older,5.84,#10698,#4083,"33,485",78,8194,"Mitsugu Banba is a high school girl who finds meaning in donating blood. She frequently visits a blood bank to donate blood, despite being harshly treated by the nurse. One day, she encounters a beautiful girl who looks like she's from overseas at the blood bank. The pale girl looks like she's about to faint any minute, but then, she starts destroying the blood bank. The girl loses consciousness and Mitsugu takes her home... (Source: Official Website)",[],Vlad Love,,"['School', 'Vampire']",
137,,魔道祖師Q,The Master of Diabolism Q,,,,['ONA'],30,Finished Airing,"Jul 31, 2020 to Jan 29, 2021",,,['Tencent Penguin Pictures'],"None found,",['B.CMAY PICTURES'],Web novel,"['Comedy', 'Fantasy']",,,5 min. per ep.,PG-13 - Teens 13 or older,8.19,#407,#4606,"25,746",245,9900,"The cultivation classes in the Cloud Recesses have started, and Wei Wuxian is as mischievous as ever. From getting in trouble for cheating to tempting the ever-so-cold and stoic Lan Wangji into breaking one of the three thousand strict rules of the Gusu Lan Clan—he's done it all. Although almost everything Wei Wuxian does is against Lan Wangji's principles, an unbreakable bond forms between the two. This chibi spin-off is a refreshing compilation of the hilarious and adorable moments of Mo Dao Zu Shi that shows not only how impish Wei Wuxian can be, but also the bashful side of the icy Lan Wangji. [Written by MAL Rewrite]","['Adaptation (Manhua) Mo Dao Zu Shi', 'Adaptation (Novel) Mo Dao Zu Shi']",Mo Dao Zu Shi Q,,"['Historical', 'Mythology', 'Reincarnation']",
138,Otokoi,大人にゃ恋の仕方がわからねぇ！,Adults Dunno How to Love!,,,,['ONA'],8,Finished Airing,"Oct 5, 2020 to Nov 23, 2020",,,"['Studio Mausu', 'Suiseisha']","None found,",['Ether Kitten'],['Manga'],,,['Josei'],6 min. per ep.,Rx - Hentai,5.80,N/A,#5633,"15,498",49,4293,"Although Mio Sudou is popular and successful, five years after a failed engagement, she finds little interest in pursuing men. At a group date, she meets Shuuji Mashima—a professional consultant who seems to express a strong disinterest in women. But when Mio calls him out on his arrogance, Shuuji invites her to a hotel room to prove her initial impression wrong. Despite it being their first sexual encounter in years, the two discover satisfaction and pleasure they never experienced before. Chasing that incomparable sensation, Mio and Shuuji work together to help each other find the once lost feeling of yearning. However, they may soon realize that their deepest desire is, in fact, the person standing in front of them. [Written by MAL Rewrite]","['Adaptation (Manga) Otona nya Koi no Shikata ga Wakaranee!', '']",Otona nya Koi no Shikata ga Wakaranee!,['Hentai'],,
139,,万圣街2,All Saints Street 2,,,,['ONA'],12,Finished Airing,"Oct 14, 2020 to Dec 16, 2020",,,['Tencent Penguin Pictures'],['Aniplex of America'],"['Fenz', 'HMCH']",['Web manga'],"['Comedy', 'Fantasy']",,,4 min. per ep.,PG-13 - Teens 13 or older,8.02,#638,#5907,"13,832",61,7346,"""Dear Mom and Dad, it's already been a year since I left home. Don't worry- I'm doing great! I can take care of myself now. And I've learned to take care of others, too. Before, I never could have imagined having so many friends. But now, I can hardly imagine living without them. I think... Here, is my second home."" It was all a lie. Suspicion. Betrayal. Conspiracy. (Source: PV)","['Prequel (ONA) Wan Sheng Jie', 'Sequel (ONA) Wan Sheng Jie 3', 'Adaptation (Manhua) 1031 Wan Sheng Jie', '']",Wan Sheng Jie 2,,"['Mythology', 'Urban Fantasy']",
140,Shi Yi Chang An: Ming Yue Ji Shi You,拾忆长安·明月几时有,Memory of Chang'an,,,,['ONA'],12,Finished Airing,"Oct 28, 2020 to Jan 6, 2021",,,['bilibili'],"None found,",['Lingsanwu Animation'],['Manga'],,['Historical'],,16 min. per ep.,PG-13 - Teens 13 or older,6.91,#4774,#6621,"10,385",61,3082,"Young and fierce Princess Emela of Xiyue is traveling to the city of Chang'an to marry the reserved and solemn ninth prince of Tang, Li Qiang. While still on her journey, she already becomes the target of a rebel ambush. However, the princess must not only face the rebels but also break the fortress around the prince's heart. Taking the name Li Mingyue after her wedding, she is determined to make her marriage work to keep her country safe from war. Unfortunately, amid a court rife with treachery and conspiracies threatening the peace, the newlyweds will need to cautiously navigate the complex waters of both state and private affairs. [Written by MAL Rewrite]","['Sequel (ONA) Shi Yi Chang An: Mingyue Jishi You Er', '']",Shi Yi Chang An: Mingyue Jishi You,['Romance'],,
141,"Xie Wang Zhui Qi Zhi Yishi Qingcheng, Xie Wang Zhui Qi 2nd Season, The Demonic King Who Chases His Wife 2nd Season",邪王追妻之一世倾城,Be My Wife,,,,['ONA'],12,Finished Airing,"Dec 4, 2020 to Feb 19, 2021",,,"['iQIYI', 'High Energy Studio']","None found,",['Big Firebird Culture'],Web novel,"['Action', 'Comedy', 'Drama', 'Fantasy', 'Romance']",['Martial Arts'],,23 min. per ep.,PG-13 - Teens 13 or older,7.35,#2607,#6689,"10,135",49,3455,"The well-known special agent, Su Luo, was betrayed and killed. And before she knew it, she was reborn as the most useless Fourth Lady in Su Residence within Bi Luo Land. The public despised her and scorned her, and Lord Jin is the only person who's trying to pursue her. With the help of Lord Jin, Su Luo went to participate in a test in the Holy Temple. They realized that Su Luo is a rare talent. Numerous factions and people tried to stop Su Luo from growing stronger for their own benefit. And, her mysterious identity will be revealed soon. (Source: iQIYI)","['Prequel (ONA) Xie Wang Zhui Qi', 'Sequel (ONA) Xie Wang Zhui Qi 3: Shen Nu Guilai']",Xie Wang Zhui Qi: Yishi Qingcheng,,,
142,,吞噬星空,Swallowed Star,,,,['ONA'],26,Finished Airing,"Nov 29, 2020 to May 16, 2021",,,"['Tencent Animation & Comics', 'Tencent Penguin Pictures']","None found,",['Sparkly Key Animation Studio'],Novel,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",['Martial Arts'],,21 min. per ep.,PG-13 - Teens 13 or older,8.05,#601,#6848,"9,581",154,3437,"One day, an unknown RR virus appeared on earth, and the world fell into disaster. Infected animals mutate into frightening and massively attacking monsters. When humans face destruction, they build walls and build base cities as the last bastion of man. The trials experienced by mankind during this period of time are called the ""Period of Nirvana."" In extreme living environments, human power is also gradually advancing and evolving, and martial arts are emerging, and human power is qualitatively increasing compared to before. And the best of them is called the Warriors. Luo Feng, 18, also aspires to be one of them. Currently, she will take the college entrance exam and face a choice at a crossroads in her life, but suddenly a monster attack affects the trajectory of her life. Under the threat of powerful monsters, the inhabitants of the city are in danger, but the military is powerless. Only one soldier stood up and maintained the security of the base city. Luo Feng is infected by a warrior force, and secretly he decides to become a fighter to protect his loved ones. This is the beginning of everything, the starting point of Luo Feng's journey as a martial artist, and also the beginning of his legendary life. Luo Feng aspires to be a martial artist, but the road ahead is not smooth. The first thing he has to deal with is the influence of the outside environment that is not visible to him. Luo Feng's family's condition was alarming and life was difficult, his parents could not provide more help and could only rely on his own efforts. Ultimately, under constant hard work, Luo Feng continues to explore his own potential and is recognized by his increased abilities and self-improvement. Not only that, Luo Feng not only shouldered the burden of supporting the family, but also joined other justice fighters to face evil monsters to protect the homeland of mankind and for the better survival and development of mankind. In a desperate doomsday situation, can Luo Feng and the other soldiers drive away the monsters and successfully protect the human world? (Source: Animexin)","['Sequel (ONA) Tunshi Xingkong 2nd Season', 'Adaptation (Manhua) Tunshi Xingkong']",Tunshi Xingkong,,,
143,,べあべあべあくまー！,,,,,['ONA'],12,Finished Airing,"Oct 9, 2020 to Dec 25, 2020",,,"['Nippon Columbia', 'Kanon Sound']","None found,",['EMT Squared'],['Light novel'],,['Isekai'],,30 sec. per ep.,PG-13 - Teens 13 or older,6.59,#6525,#6888,"9,465",24,4354,Mini anime for Kuma Kuma Kuma Bear released weekly on the Kadokawa Anime YouTube channel.,[],Bear Bear Bear Kuma!,['Comedy'],,
144,"Suddenly, Egyptian Gods",とーとつにエジプト神,"Oh, Suddenly Egyptian God","Oh, Suddenly Eyptian God","Oh, Suddenly Egyptian God","Oh, Suddenly Egyptian God",['ONA'],10,Finished Airing,"Dec 7, 2020 to Feb 8, 2021",,,"None found,","None found,",['Typhoon Graphics'],Other,"['Comedy', 'Fantasy']",['Mythology'],,5 min. per ep.,G - All Ages,6.60,#6501,#7237,"8,417",29,3656,"During the day, the Egyptian gods take their jobs very seriously. However, in their spare time, the deities enjoy themselves as much as they can by partaking in a wide range of activities. Toutotsu ni Egypt Shin gives insight into the energetic lives of the gods and the sudden chaos they find themselves in on a daily basis. [Written by MAL Rewrite]","['Sequel (ONA) Toutotsu ni Egypt Shin 2', '']",Toutotsu ni Egypt Shin,,,
