,Personnel_ID,K_SimilarActors,Total_SharedProjects,K_Reccomendations,True_Positive(Train),Precision(Train),True_Positive(Test),Precision(Test)
106,2,3,37,20,8,0.4,11,0.55
107,2,3,37,30,9,0.3,12,0.4
108,2,3,37,40,9,0.225,14,0.35
109,2,3,37,50,11,0.22,16,0.32
110,2,4,44,10,3,0.3,6,0.6
111,2,4,44,20,8,0.4,11,0.55
112,2,4,44,30,8,0.26666666666666666,12,0.4
113,2,4,44,40,10,0.25,15,0.375
114,2,4,44,50,10,0.2,15,0.3
115,2,5,66,10,5,0.5,6,0.6
116,2,5,66,20,5,0.25,9,0.45
117,2,5,66,30,9,0.3,12,0.4
118,2,5,66,40,11,0.275,13,0.325
119,2,5,66,50,13,0.26,15,0.3
120,2,6,88,10,5,0.5,6,0.6
121,2,6,88,20,6,0.3,10,0.5
122,2,6,88,30,9,0.3,12,0.4
123,2,6,88,40,11,0.275,13,0.325
124,2,6,88,50,13,0.26,15,0.3
125,2,7,101,10,5,0.5,6,0.6
126,2,7,101,20,6,0.3,9,0.45
127,2,7,101,30,10,0.3333333333333333,13,0.43333333333333335
128,2,7,101,40,11,0.275,13,0.325
129,2,7,101,50,14,0.28,15,0.3
130,2,8,115,10,4,0.4,5,0.5
131,2,8,115,20,5,0.25,9,0.45
132,2,8,115,30,6,0.2,11,0.36666666666666664
133,2,8,115,40,10,0.25,15,0.375
134,2,8,115,50,12,0.24,15,0.3
135,2,9,123,10,4,0.4,5,0.5
136,2,9,123,20,5,0.25,9,0.45
137,2,9,123,30,6,0.2,11,0.36666666666666664
138,2,9,123,40,10,0.25,15,0.375
139,2,9,123,50,11,0.22,15,0.3
140,2,10,139,10,4,0.4,5,0.5
141,2,10,139,20,5,0.25,9,0.45
142,2,10,139,30,8,0.26666666666666666,12,0.4
143,2,10,139,40,10,0.25,14,0.35
144,2,10,139,50,11,0.22,15,0.3
145,2,11,149,10,4,0.4,5,0.5
146,2,11,149,20,5,0.25,8,0.4
147,2,11,149,30,8,0.26666666666666666,12,0.4
148,2,11,149,40,10,0.25,14,0.35
149,2,11,149,50,11,0.22,15,0.3
150,2,12,158,10,4,0.4,5,0.5
151,2,12,158,20,5,0.25,8,0.4
152,2,12,158,30,8,0.26666666666666666,12,0.4
153,2,12,158,40,10,0.25,14,0.35
154,2,12,158,50,11,0.22,15,0.3
155,2,13,163,10,4,0.4,5,0.5
156,2,13,163,20,5,0.25,8,0.4
157,2,13,163,30,8,0.26666666666666666,12,0.4
158,2,13,163,40,10,0.25,14,0.35
159,2,13,163,50,11,0.22,15,0.3
160,2,14,171,10,4,0.4,5,0.5
161,2,14,171,20,5,0.25,8,0.4
162,2,14,171,30,8,0.26666666666666666,12,0.4
163,2,14,171,40,10,0.25,14,0.35
164,2,14,171,50,11,0.22,15,0.3
165,2,15,182,10,4,0.4,5,0.5
166,2,15,182,20,5,0.25,7,0.35
167,2,15,182,30,8,0.26666666666666666,12,0.4
168,2,15,182,40,10,0.25,14,0.35
169,2,15,182,50,11,0.22,15,0.3
170,2,16,191,10,4,0.4,5,0.5
171,2,16,191,20,5,0.25,7,0.35
172,2,16,191,30,8,0.26666666666666666,12,0.4
173,2,16,191,40,9,0.225,12,0.3
174,2,16,191,50,13,0.26,15,0.3
175,2,17,197,10,4,0.4,5,0.5
176,2,17,197,20,5,0.25,9,0.45
177,2,17,197,30,8,0.26666666666666666,14,0.4666666666666667
178,2,17,197,40,9,0.225,14,0.35
179,2,17,197,50,11,0.22,17,0.34
180,2,18,206,10,4,0.4,4,0.4
181,2,18,206,20,5,0.25,9,0.45
182,2,18,206,30,8,0.26666666666666666,13,0.43333333333333335
183,2,18,206,40,9,0.225,14,0.35
184,2,18,206,50,11,0.22,16,0.32
185,2,19,222,10,4,0.4,4,0.4
186,2,19,222,20,4,0.2,6,0.3
187,2,19,222,30,5,0.16666666666666666,11,0.36666666666666664
188,2,19,222,40,8,0.2,14,0.35
189,2,19,222,50,10,0.2,14,0.28
190,3,1,7,10,2,0.2,3,0.3
191,3,1,7,20,2,0.1,3,0.15
192,3,1,7,30,2,0.06666666666666667,3,0.1
193,3,1,7,40,2,0.05,3,0.075
194,3,1,7,50,2,0.04,3,0.06
195,3,2,20,10,3,0.3,3,0.3
196,3,2,20,20,4,0.2,4,0.2
197,3,2,20,30,4,0.13333333333333333,4,0.13333333333333333
198,3,2,20,40,4,0.1,4,0.1
199,3,2,20,50,4,0.08,4,0.08
200,3,3,27,10,6,0.6,5,0.5
201,3,3,27,20,6,0.3,6,0.3
202,3,3,27,30,7,0.23333333333333334,7,0.23333333333333334
203,3,3,27,40,7,0.175,7,0.175
204,3,3,27,50,7,0.14,7,0.14
205,3,4,34,10,7,0.7,6,0.6
206,3,4,34,20,8,0.4,8,0.4
207,3,4,34,30,9,0.3,11,0.36666666666666664
208,3,4,34,40,9,0.225,11,0.275
209,3,4,34,50,9,0.18,11,0.22
210,3,5,39,10,7,0.7,6,0.6
211,3,5,39,20,7,0.35,7,0.35
212,3,5,39,30,8,0.26666666666666666,9,0.3
213,3,5,39,40,8,0.2,9,0.225
214,3,5,39,50,9,0.18,11,0.22
215,3,6,48,10,7,0.7,6,0.6
216,3,6,48,20,9,0.45,8,0.4
217,3,6,48,30,11,0.36666666666666664,10,0.3333333333333333
218,3,6,48,40,12,0.3,12,0.3
219,3,6,48,50,12,0.24,12,0.24
220,3,7,52,10,7,0.7,7,0.7
221,3,7,52,20,10,0.5,10,0.5
222,3,7,52,30,11,0.36666666666666664,10,0.3333333333333333
223,3,7,52,40,11,0.275,10,0.25
224,3,7,52,50,12,0.24,12,0.24
225,3,8,60,10,7,0.7,6,0.6
226,3,8,60,20,8,0.4,8,0.4
227,3,8,60,30,11,0.36666666666666664,10,0.3333333333333333
228,3,8,60,40,11,0.275,10,0.25
229,3,8,60,50,12,0.24,12,0.24
230,3,9,62,10,7,0.7,6,0.6
231,3,9,62,20,9,0.45,10,0.5
232,3,9,62,30,11,0.36666666666666664,11,0.36666666666666664
233,3,9,62,40,11,0.275,11,0.275
234,3,9,62,50,12,0.24,14,0.28
235,3,10,70,10,6,0.6,5,0.5
236,3,10,70,20,8,0.4,9,0.45
237,3,10,70,30,11,0.36666666666666664,11,0.36666666666666664
238,3,10,70,40,11,0.275,11,0.275
239,3,10,70,50,12,0.24,14,0.28
240,3,11,75,10,6,0.6,5,0.5
241,3,11,75,20,10,0.5,10,0.5
242,3,11,75,30,11,0.36666666666666664,11,0.36666666666666664
243,3,11,75,40,11,0.275,11,0.275
244,3,11,75,50,12,0.24,14,0.28
245,3,12,81,10,7,0.7,6,0.6
246,3,12,81,20,11,0.55,10,0.5
247,3,12,81,30,11,0.36666666666666664,11,0.36666666666666664
248,3,12,81,40,11,0.275,11,0.275
249,3,12,81,50,11,0.22,11,0.22
250,3,13,85,10,6,0.6,5,0.5
251,3,13,85,20,10,0.5,9,0.45
252,3,13,85,30,11,0.36666666666666664,11,0.36666666666666664
253,3,13,85,40,11,0.275,11,0.275
254,3,13,85,50,11,0.22,11,0.22
255,3,14,93,10,6,0.6,5,0.5
256,3,14,93,20,9,0.45,7,0.35
257,3,14,93,30,11,0.36666666666666664,11,0.36666666666666664
258,3,14,93,40,11,0.275,11,0.275
259,3,14,93,50,11,0.22,11,0.22
260,3,15,95,10,6,0.6,5,0.5
261,3,15,95,20,9,0.45,7,0.35
262,3,15,95,30,11,0.36666666666666664,11,0.36666666666666664
263,3,15,95,40,11,0.275,12,0.3
264,3,15,95,50,11,0.22,12,0.24
265,3,16,98,10,6,0.6,5,0.5
266,3,16,98,20,9,0.45,7,0.35
267,3,16,98,30,11,0.36666666666666664,10,0.3333333333333333
268,3,16,98,40,11,0.275,12,0.3
269,3,16,98,50,11,0.22,12,0.24
270,3,17,102,10,6,0.6,5,0.5
271,3,17,102,20,8,0.4,6,0.3
272,3,17,102,30,11,0.36666666666666664,9,0.3
273,3,17,102,40,11,0.275,12,0.3
274,3,17,102,50,11,0.22,12,0.24
275,3,18,108,10,6,0.6,5,0.5
276,3,18,108,20,8,0.4,6,0.3
277,3,18,108,30,10,0.3333333333333333,8,0.26666666666666666
278,3,18,108,40,11,0.275,12,0.3
279,3,18,108,50,11,0.22,12,0.24
280,3,19,113,10,6,0.6,5,0.5
281,3,19,113,20,6,0.3,5,0.25
282,3,19,113,30,9,0.3,7,0.23333333333333334
283,3,19,113,40,11,0.275,10,0.25
284,3,19,113,50,11,0.22,12,0.24
285,5,1,7,10,1,0.1,1,0.1
286,5,1,7,20,1,0.05,1,0.05
287,5,1,7,30,1,0.03333333333333333,1,0.03333333333333333
288,5,1,7,40,1,0.025,1,0.025
289,5,1,7,50,2,0.04,2,0.04
290,5,2,15,10,1,0.1,1,0.1
291,5,2,15,20,1,0.05,1,0.05
292,5,2,15,30,1,0.03333333333333333,1,0.03333333333333333
293,5,2,15,40,1,0.025,1,0.025
294,5,2,15,50,1,0.02,1,0.02
295,5,3,37,10,5,0.5,5,0.5
296,5,3,37,20,5,0.25,5,0.25
297,5,3,37,30,5,0.16666666666666666,5,0.16666666666666666
298,5,3,37,40,5,0.125,5,0.125
299,5,3,37,50,5,0.1,5,0.1
300,5,4,39,10,5,0.5,5,0.5
301,5,4,39,20,5,0.25,5,0.25
302,5,4,39,30,5,0.16666666666666666,5,0.16666666666666666
303,5,4,39,40,5,0.125,5,0.125
304,5,4,39,50,5,0.1,5,0.1
305,5,5,58,10,5,0.5,4,0.4
306,5,5,58,20,8,0.4,6,0.3
307,5,5,58,30,9,0.3,7,0.23333333333333334
308,5,5,58,40,10,0.25,9,0.225
309,5,5,58,50,12,0.24,11,0.22
310,5,6,69,10,5,0.5,5,0.5
311,5,6,69,20,6,0.3,6,0.3
312,5,6,69,30,9,0.3,7,0.23333333333333334
313,5,6,69,40,10,0.25,9,0.225
314,5,6,69,50,12,0.24,11,0.22
315,5,7,75,10,6,0.6,4,0.4
316,5,7,75,20,6,0.3,5,0.25
317,5,7,75,30,9,0.3,7,0.23333333333333334
318,5,7,75,40,10,0.25,9,0.225
319,5,7,75,50,12,0.24,12,0.24
320,5,8,82,10,6,0.6,4,0.4
321,5,8,82,20,6,0.3,5,0.25
322,5,8,82,30,9,0.3,7,0.23333333333333334
323,5,8,82,40,10,0.25,9,0.225
324,5,8,82,50,11,0.22,11,0.22
325,5,9,86,10,6,0.6,4,0.4
326,5,9,86,20,7,0.35,6,0.3
327,5,9,86,30,10,0.3333333333333333,7,0.23333333333333334
328,5,9,86,40,10,0.25,9,0.225
329,5,9,86,50,11,0.22,11,0.22
330,5,10,91,10,5,0.5,4,0.4
331,5,10,91,20,7,0.35,6,0.3
332,5,10,91,30,10,0.3333333333333333,7,0.23333333333333334
333,5,10,91,40,10,0.25,9,0.225
334,5,10,91,50,11,0.22,10,0.2
335,5,11,97,10,5,0.5,4,0.4
336,5,11,97,20,7,0.35,6,0.3
337,5,11,97,30,10,0.3333333333333333,7,0.23333333333333334
338,5,11,97,40,10,0.25,8,0.2
339,5,11,97,50,10,0.2,10,0.2
340,5,12,103,10,5,0.5,4,0.4
341,5,12,103,20,7,0.35,6,0.3
342,5,12,103,30,10,0.3333333333333333,7,0.23333333333333334
343,5,12,103,40,10,0.25,7,0.175
344,5,12,103,50,10,0.2,8,0.16
345,5,13,124,10,5,0.5,4,0.4
346,5,13,124,20,7,0.35,5,0.25
347,5,13,124,30,7,0.23333333333333334,6,0.2
348,5,13,124,40,10,0.25,7,0.175
349,5,13,124,50,10,0.2,7,0.14
350,5,14,134,10,4,0.4,3,0.3
351,5,14,134,20,7,0.35,6,0.3
352,5,14,134,30,7,0.23333333333333334,6,0.2
353,5,14,134,40,8,0.2,7,0.175
354,5,14,134,50,10,0.2,8,0.16
355,5,15,143,10,4,0.4,3,0.3
356,5,15,143,20,7,0.35,6,0.3
357,5,15,143,30,7,0.23333333333333334,6,0.2
358,5,15,143,40,8,0.2,7,0.175
359,5,15,143,50,10,0.2,8,0.16
360,5,16,152,10,4,0.4,3,0.3
361,5,16,152,20,7,0.35,5,0.25
362,5,16,152,30,7,0.23333333333333334,6,0.2
363,5,16,152,40,8,0.2,6,0.15
364,5,16,152,50,10,0.2,8,0.16
365,5,17,155,10,4,0.4,3,0.3
366,5,17,155,20,6,0.3,4,0.2
367,5,17,155,30,7,0.23333333333333334,6,0.2
368,5,17,155,40,8,0.2,6,0.15
369,5,17,155,50,10,0.2,8,0.16
370,5,18,160,10,4,0.4,3,0.3
371,5,18,160,20,6,0.3,4,0.2
372,5,18,160,30,7,0.23333333333333334,6,0.2
373,5,18,160,40,8,0.2,6,0.15
374,5,18,160,50,10,0.2,7,0.14
375,5,19,179,10,4,0.4,3,0.3
376,5,19,179,20,6,0.3,4,0.2
377,5,19,179,30,7,0.23333333333333334,6,0.2
378,5,19,179,40,8,0.2,6,0.15
379,5,19,179,50,8,0.16,6,0.12
380,6,1,7,10,4,0.4,4,0.4
381,6,1,7,20,4,0.2,6,0.3
382,6,1,7,30,4,0.13333333333333333,6,0.2
383,6,1,7,40,4,0.1,7,0.175
384,6,1,7,50,5,0.1,7,0.14
385,6,2,14,10,2,0.2,1,0.1
386,6,2,14,20,3,0.15,3,0.15
387,6,2,14,30,3,0.1,4,0.13333333333333333
388,6,2,14,40,3,0.075,4,0.1
389,6,2,14,50,3,0.06,5,0.1
390,6,3,22,10,2,0.2,1,0.1
391,6,3,22,20,2,0.1,1,0.05
392,6,3,22,30,2,0.06666666666666667,2,0.06666666666666667
393,6,3,22,40,2,0.05,4,0.1
394,6,3,22,50,2,0.04,4,0.08
395,6,4,27,10,2,0.2,2,0.2
396,6,4,27,20,2,0.1,2,0.1
397,6,4,27,30,2,0.06666666666666667,2,0.06666666666666667
398,6,4,27,40,2,0.05,3,0.075
399,6,4,27,50,2,0.04,4,0.08
400,6,5,32,10,2,0.2,2,0.2
401,6,5,32,20,2,0.1,2,0.1
402,6,5,32,30,2,0.06666666666666667,2,0.06666666666666667
403,6,5,32,40,3,0.075,3,0.075
404,6,5,32,50,3,0.06,5,0.1
405,6,6,39,10,2,0.2,1,0.1
406,6,6,39,20,2,0.1,2,0.1
407,6,6,39,30,2,0.06666666666666667,2,0.06666666666666667
408,6,6,39,40,2,0.05,2,0.05
409,6,6,39,50,3,0.06,3,0.06
410,6,7,50,10,2,0.2,1,0.1
411,6,7,50,20,2,0.1,2,0.1
412,6,7,50,30,4,0.13333333333333333,3,0.1
413,6,7,50,40,5,0.125,6,0.15
414,6,7,50,50,5,0.1,6,0.12
415,6,8,67,10,1,0.1,1,0.1
416,6,8,67,20,2,0.1,2,0.1
417,6,8,67,30,2,0.06666666666666667,2,0.06666666666666667
418,6,8,67,40,4,0.1,6,0.15
419,6,8,67,50,5,0.1,8,0.16
420,6,9,72,10,1,0.1,1,0.1
421,6,9,72,20,2,0.1,2,0.1
422,6,9,72,30,2,0.06666666666666667,2,0.06666666666666667
423,6,9,72,40,2,0.05,2,0.05
424,6,9,72,50,4,0.08,6,0.12
425,6,10,80,10,1,0.1,1,0.1
426,6,10,80,20,2,0.1,2,0.1
427,6,10,80,30,2,0.06666666666666667,2,0.06666666666666667
428,6,10,80,40,2,0.05,2,0.05
429,6,10,80,50,2,0.04,2,0.04
430,6,11,95,10,1,0.1,2,0.2
431,6,11,95,20,3,0.15,4,0.2
432,6,11,95,30,3,0.1,4,0.13333333333333333
433,6,11,95,40,4,0.1,5,0.125
434,6,11,95,50,5,0.1,6,0.12
435,6,12,103,10,1,0.1,1,0.1
436,6,12,103,20,3,0.15,4,0.2
437,6,12,103,30,3,0.1,4,0.13333333333333333
438,6,12,103,40,4,0.1,5,0.125
439,6,12,103,50,5,0.1,6,0.12
440,6,13,113,10,1,0.1,1,0.1
441,6,13,113,20,1,0.05,2,0.1
442,6,13,113,30,3,0.1,4,0.13333333333333333
443,6,13,113,40,3,0.075,4,0.1
444,6,13,113,50,3,0.06,4,0.08
445,6,14,126,10,1,0.1,1,0.1
446,6,14,126,20,1,0.05,1,0.05
447,6,14,126,30,3,0.1,3,0.1
448,6,14,126,40,3,0.075,4,0.1
449,6,14,126,50,3,0.06,4,0.08
450,6,15,131,10,1,0.1,1,0.1
451,6,15,131,20,1,0.05,1,0.05
452,6,15,131,30,2,0.06666666666666667,2,0.06666666666666667
453,6,15,131,40,3,0.075,4,0.1
454,6,15,131,50,3,0.06,4,0.08
455,6,16,154,10,1,0.1,1,0.1
456,6,16,154,20,1,0.05,1,0.05
457,6,16,154,30,1,0.03333333333333333,2,0.06666666666666667
458,6,16,154,40,3,0.075,4,0.1
459,6,16,154,50,3,0.06,4,0.08
460,6,17,165,10,1,0.1,1,0.1
461,6,17,165,20,1,0.05,1,0.05
462,6,17,165,30,1,0.03333333333333333,4,0.13333333333333333
463,6,17,165,40,2,0.05,5,0.125
464,6,17,165,50,3,0.06,7,0.14
465,6,18,168,10,1,0.1,1,0.1
466,6,18,168,20,1,0.05,1,0.05
467,6,18,168,30,1,0.03333333333333333,4,0.13333333333333333
468,6,18,168,40,2,0.05,5,0.125
469,6,18,168,50,3,0.06,7,0.14
470,6,19,175,10,1,0.1,1,0.1
471,6,19,175,20,1,0.05,1,0.05
472,6,19,175,30,1,0.03333333333333333,3,0.1
473,6,19,175,40,1,0.025,4,0.1
474,6,19,175,50,2,0.04,5,0.1
475,8,1,22,10,6,0.6,6,0.6
476,8,1,22,20,7,0.35,7,0.35
477,8,1,22,30,7,0.23333333333333334,9,0.3
478,8,1,22,40,7,0.175,10,0.25
479,8,1,22,50,10,0.2,13,0.26
480,8,2,33,10,6,0.6,7,0.7
481,8,2,33,20,9,0.45,10,0.5
482,8,2,33,30,9,0.3,10,0.3333333333333333
483,8,2,33,40,9,0.225,11,0.275
484,8,2,33,50,11,0.22,13,0.26
485,8,3,45,10,6,0.6,5,0.5
486,8,3,45,20,10,0.5,11,0.55
487,8,3,45,30,11,0.36666666666666664,14,0.4666666666666667
488,8,3,45,40,11,0.275,14,0.35
489,8,3,45,50,13,0.26,15,0.3
490,8,4,60,10,7,0.7,6,0.6
491,8,4,60,20,11,0.55,12,0.6
492,8,4,60,30,15,0.5,17,0.5666666666666667
493,8,4,60,40,15,0.375,18,0.45
494,8,4,60,50,16,0.32,19,0.38
495,8,5,68,10,8,0.8,7,0.7
496,8,5,68,20,13,0.65,12,0.6
497,8,5,68,30,15,0.5,15,0.5
498,8,5,68,40,16,0.4,19,0.475
499,8,5,68,50,17,0.34,21,0.42
500,8,6,85,10,8,0.8,7,0.7
501,8,6,85,20,12,0.6,12,0.6
502,8,6,85,30,20,0.6666666666666666,16,0.5333333333333333
503,8,6,85,40,24,0.6,19,0.475
504,8,6,85,50,25,0.5,23,0.46
505,8,7,97,10,8,0.8,7,0.7
506,8,7,97,20,12,0.6,12,0.6
507,8,7,97,30,16,0.5333333333333333,16,0.5333333333333333
508,8,7,97,40,24,0.6,18,0.45
509,8,7,97,50,26,0.52,20,0.4
510,8,8,113,10,9,0.9,6,0.6
511,8,8,113,20,17,0.85,12,0.6
512,8,8,113,30,20,0.6666666666666666,17,0.5666666666666667
513,8,8,113,40,24,0.6,20,0.5
514,8,8,113,50,26,0.52,20,0.4
515,8,9,132,10,9,0.9,6,0.6
516,8,9,132,20,17,0.85,12,0.6
517,8,9,132,30,21,0.7,18,0.6
518,8,9,132,40,24,0.6,19,0.475
519,8,9,132,50,26,0.52,20,0.4
520,8,10,157,10,8,0.8,7,0.7
521,8,10,157,20,15,0.75,11,0.55
522,8,10,157,30,20,0.6666666666666666,17,0.5666666666666667
523,8,10,157,40,23,0.575,19,0.475
524,8,10,157,50,26,0.52,20,0.4
525,8,11,167,10,8,0.8,7,0.7
526,8,11,167,20,15,0.75,12,0.6
527,8,11,167,30,19,0.6333333333333333,16,0.5333333333333333
528,8,11,167,40,23,0.575,20,0.5
529,8,11,167,50,25,0.5,21,0.42
530,8,12,183,10,7,0.7,6,0.6
531,8,12,183,20,15,0.75,13,0.65
532,8,12,183,30,20,0.6666666666666666,16,0.5333333333333333
533,8,12,183,40,25,0.625,21,0.525
534,8,12,183,50,26,0.52,22,0.44
535,8,13,197,10,7,0.7,6,0.6
536,8,13,197,20,15,0.75,11,0.55
537,8,13,197,30,19,0.6333333333333333,15,0.5
538,8,13,197,40,24,0.6,18,0.45
539,8,13,197,50,28,0.56,23,0.46
540,8,14,209,10,7,0.7,5,0.5
541,8,14,209,20,15,0.75,11,0.55
542,8,14,209,30,20,0.6666666666666666,16,0.5333333333333333
543,8,14,209,40,24,0.6,19,0.475
544,8,14,209,50,28,0.56,23,0.46
545,8,15,220,10,9,0.9,6,0.6
546,8,15,220,20,15,0.75,10,0.5
547,8,15,220,30,19,0.6333333333333333,16,0.5333333333333333
548,8,15,220,40,25,0.625,20,0.5
549,8,15,220,50,28,0.56,22,0.44
550,8,16,242,10,8,0.8,6,0.6
551,8,16,242,20,14,0.7,10,0.5
552,8,16,242,30,17,0.5666666666666667,14,0.4666666666666667
553,8,16,242,40,22,0.55,18,0.45
554,8,16,242,50,27,0.54,21,0.42
555,8,17,258,10,8,0.8,6,0.6
556,8,17,258,20,14,0.7,10,0.5
557,8,17,258,30,17,0.5666666666666667,14,0.4666666666666667
558,8,17,258,40,21,0.525,17,0.425
559,8,17,258,50,26,0.52,20,0.4
560,8,18,269,10,7,0.7,5,0.5
561,8,18,269,20,12,0.6,9,0.45
562,8,18,269,30,17,0.5666666666666667,12,0.4
563,8,18,269,40,19,0.475,16,0.4
564,8,18,269,50,25,0.5,20,0.4
565,8,19,288,10,8,0.8,6,0.6
566,8,19,288,20,13,0.65,10,0.5
567,8,19,288,30,16,0.5333333333333333,11,0.36666666666666664
568,8,19,288,40,17,0.425,14,0.35
569,8,19,288,50,24,0.48,18,0.36
570,16,1,13,10,6,0.6,5,0.5
571,16,1,13,20,6,0.3,5,0.25
572,16,1,13,30,6,0.2,5,0.16666666666666666
573,16,1,13,40,6,0.15,5,0.125
574,16,1,13,50,7,0.14,5,0.1
575,16,2,18,10,6,0.6,5,0.5
576,16,2,18,20,6,0.3,5,0.25
577,16,2,18,30,6,0.2,5,0.16666666666666666
578,16,2,18,40,6,0.15,5,0.125
579,16,2,18,50,6,0.12,5,0.1
580,16,3,20,10,5,0.5,4,0.4
581,16,3,20,20,5,0.25,4,0.2
582,16,3,20,30,5,0.16666666666666666,4,0.13333333333333333
583,16,3,20,40,6,0.15,4,0.1
584,16,3,20,50,7,0.14,4,0.08
585,16,4,23,10,5,0.5,4,0.4
586,16,4,23,20,5,0.25,4,0.2
587,16,4,23,30,5,0.16666666666666666,4,0.13333333333333333
588,16,4,23,40,5,0.125,4,0.1
589,16,4,23,50,6,0.12,4,0.08
590,16,5,26,10,5,0.5,4,0.4
