,Personnel_ID,Work_References,True_Positives,Total_Recommendations,Precision
294,65,5,3,10,0.3
295,65,6,1,10,0.1
296,65,7,3,10,0.3
297,65,8,3,10,0.3
298,65,9,2,10,0.2
299,65,10,0,10,0.0
300,67,1,8,10,0.8
301,67,2,3,10,0.3
302,67,3,5,10,0.5
303,67,4,2,10,0.2
304,67,5,2,10,0.2
305,67,6,1,10,0.1
306,67,7,4,10,0.4
307,67,8,4,10,0.4
308,67,9,4,10,0.4
309,67,10,4,10,0.4
310,70,1,3,10,0.3
311,70,2,5,10,0.5
312,70,3,3,10,0.3
313,70,4,2,10,0.2
314,70,5,1,10,0.1
315,70,6,0,10,0.0
316,70,7,0,10,0.0
317,70,8,0,10,0.0
318,70,9,0,10,0.0
319,70,10,0,10,0.0
320,75,1,8,10,0.8
321,75,2,8,10,0.8
322,75,3,4,10,0.4
323,75,4,5,10,0.5
324,75,5,4,10,0.4
325,75,6,7,10,0.7
326,75,7,8,10,0.8
327,75,8,8,10,0.8
328,75,9,8,10,0.8
329,75,10,7,10,0.7
330,76,1,8,10,0.8
331,76,2,5,10,0.5
332,76,3,6,10,0.6
333,76,4,5,10,0.5
334,76,5,6,10,0.6
335,76,6,6,10,0.6
336,76,7,6,10,0.6
337,76,8,5,10,0.5
338,76,9,5,10,0.5
339,76,10,5,10,0.5
340,79,1,3,10,0.3
341,79,2,5,10,0.5
342,79,3,7,10,0.7
343,79,4,9,10,0.9
344,79,5,8,10,0.8
345,79,6,7,10,0.7
346,79,7,4,10,0.4
347,79,8,5,10,0.5
348,79,9,6,10,0.6
349,79,10,6,10,0.6
350,80,1,0,10,0.0
351,80,2,1,10,0.1
352,80,3,1,10,0.1
353,80,4,0,10,0.0
354,80,5,0,10,0.0
355,80,6,0,10,0.0
356,80,7,0,10,0.0
357,80,8,0,10,0.0
358,80,9,0,10,0.0
359,80,10,0,10,0.0
360,81,1,0,10,0.0
361,81,2,2,10,0.2
362,81,3,5,10,0.5
363,81,4,5,10,0.5
364,81,5,4,10,0.4
365,81,6,3,10,0.3
366,81,7,3,10,0.3
367,81,8,2,10,0.2
368,81,9,2,10,0.2
369,81,10,2,10,0.2
370,82,1,4,10,0.4
371,82,2,2,10,0.2
372,82,3,3,10,0.3
373,82,4,3,10,0.3
374,82,5,3,10,0.3
375,82,6,2,10,0.2
376,82,7,2,10,0.2
377,82,8,2,10,0.2
378,82,9,5,10,0.5
379,82,10,4,10,0.4
380,85,1,0,10,0.0
381,85,2,4,10,0.4
382,85,3,4,10,0.4
383,85,4,2,10,0.2
384,85,5,1,10,0.1
385,85,6,3,10,0.3
386,85,7,2,10,0.2
387,85,8,1,10,0.1
388,85,9,2,10,0.2
389,85,10,2,10,0.2
390,86,1,5,10,0.5
391,86,2,0,10,0.0
392,86,3,4,10,0.4
393,86,4,5,10,0.5
394,86,5,3,10,0.3
395,86,6,2,10,0.2
396,86,7,1,10,0.1
397,86,8,0,10,0.0
398,86,9,2,10,0.2
399,86,10,2,10,0.2
400,87,1,8,10,0.8
401,87,2,3,10,0.3
402,87,3,1,10,0.1
403,87,4,2,10,0.2
404,87,5,1,10,0.1
405,87,6,1,10,0.1
406,87,7,1,10,0.1
407,87,8,1,10,0.1
408,87,9,1,10,0.1
409,87,10,1,10,0.1
410,88,1,3,10,0.3
411,88,2,3,10,0.3
412,88,3,5,10,0.5
413,88,4,6,10,0.6
414,88,5,1,10,0.1
415,88,6,1,10,0.1
416,88,7,1,10,0.1
417,88,8,1,10,0.1
418,88,9,3,10,0.3
419,88,10,6,10,0.6
420,90,1,4,10,0.4
421,90,2,5,10,0.5
422,90,3,8,10,0.8
423,90,4,8,10,0.8
424,90,5,7,10,0.7
425,90,6,7,10,0.7
426,90,7,6,10,0.6
427,90,8,6,10,0.6
428,90,9,6,10,0.6
429,90,10,6,10,0.6
430,91,1,0,10,0.0
431,91,2,1,10,0.1
432,91,3,1,10,0.1
433,91,4,5,10,0.5
434,91,5,6,10,0.6
435,91,6,6,10,0.6
436,91,7,6,10,0.6
437,91,8,5,10,0.5
438,91,9,5,10,0.5
439,91,10,5,10,0.5
440,92,1,4,10,0.4
441,92,2,4,10,0.4
442,92,3,6,10,0.6
443,92,4,2,10,0.2
444,92,5,0,10,0.0
445,92,6,0,10,0.0
446,92,7,0,10,0.0
447,92,8,2,10,0.2
448,92,9,2,10,0.2
449,92,10,1,10,0.1
450,93,1,5,10,0.5
451,93,2,7,10,0.7
452,93,3,6,10,0.6
453,93,4,6,10,0.6
454,93,5,6,10,0.6
455,93,6,6,10,0.6
456,93,7,4,10,0.4
457,93,8,3,10,0.3
458,93,9,3,10,0.3
459,93,10,2,10,0.2
460,95,1,7,10,0.7
461,95,2,6,10,0.6
462,95,3,7,10,0.7
463,95,4,7,10,0.7
464,95,5,7,10,0.7
465,95,6,5,10,0.5
466,95,7,8,10,0.8
467,95,8,7,10,0.7
468,95,9,7,10,0.7
469,95,10,8,10,0.8
470,99,1,1,10,0.1
471,99,2,2,10,0.2
472,99,3,1,10,0.1
473,99,4,4,10,0.4
474,99,5,7,10,0.7
475,99,6,7,10,0.7
476,99,7,8,10,0.8
477,99,8,8,10,0.8
478,99,9,7,10,0.7
479,99,10,6,10,0.6
480,112,1,1,10,0.1
481,112,2,1,10,0.1
482,112,3,2,10,0.2
483,112,4,2,10,0.2
484,112,5,2,10,0.2
485,112,6,4,10,0.4
486,112,7,3,10,0.3
487,112,8,3,10,0.3
488,112,9,2,10,0.2
489,112,10,2,10,0.2
490,113,1,4,10,0.4
491,113,2,3,10,0.3
492,113,3,3,10,0.3
493,113,4,2,10,0.2
494,113,5,2,10,0.2
495,113,6,2,10,0.2
496,113,7,2,10,0.2
497,113,8,2,10,0.2
498,113,9,2,10,0.2
499,113,10,1,10,0.1
500,116,1,8,10,0.8
501,116,2,8,10,0.8
502,116,3,5,10,0.5
503,116,4,7,10,0.7
504,116,5,7,10,0.7
505,116,6,7,10,0.7
506,116,7,6,10,0.6
507,116,8,5,10,0.5
508,116,9,5,10,0.5
509,116,10,6,10,0.6
510,117,1,8,10,0.8
511,117,2,8,10,0.8
512,117,3,5,10,0.5
513,117,4,6,10,0.6
514,117,5,5,10,0.5
515,117,6,5,10,0.5
516,117,7,4,10,0.4
517,117,8,4,10,0.4
518,117,9,3,10,0.3
519,117,10,3,10,0.3
520,118,1,3,10,0.3
521,118,2,10,10,1.0
522,118,3,10,10,1.0
523,118,4,10,10,1.0
524,118,5,10,10,1.0
525,118,6,10,10,1.0
526,118,7,10,10,1.0
527,118,8,10,10,1.0
528,118,9,10,10,1.0
529,118,10,10,10,1.0
530,123,1,8,10,0.8
531,123,2,7,10,0.7
532,123,3,7,10,0.7
533,123,4,7,10,0.7
534,123,5,6,10,0.6
535,123,6,2,10,0.2
536,123,7,3,10,0.3
537,123,8,4,10,0.4
538,123,9,4,10,0.4
539,123,10,4,10,0.4
540,124,1,4,10,0.4
541,124,2,4,10,0.4
542,124,3,1,10,0.1
543,124,4,4,10,0.4
544,124,5,3,10,0.3
545,124,6,3,10,0.3
546,124,7,3,10,0.3
547,124,8,4,10,0.4
548,124,9,4,10,0.4
549,124,10,3,10,0.3
550,125,1,8,10,0.8
551,125,2,5,10,0.5
552,125,3,6,10,0.6
553,125,4,5,10,0.5
554,125,5,4,10,0.4
555,125,6,6,10,0.6
556,125,7,5,10,0.5
557,125,8,5,10,0.5
558,125,9,4,10,0.4
559,125,10,4,10,0.4
560,128,1,8,10,0.8
561,128,2,5,10,0.5
562,128,3,5,10,0.5
563,128,4,4,10,0.4
564,128,5,5,10,0.5
565,128,6,4,10,0.4
566,128,7,4,10,0.4
567,128,8,5,10,0.5
568,128,9,4,10,0.4
569,128,10,6,10,0.6
570,130,1,7,10,0.7
571,130,2,5,10,0.5
572,130,3,3,10,0.3
573,130,4,5,10,0.5
574,130,5,5,10,0.5
575,130,6,3,10,0.3
576,130,7,2,10,0.2
577,130,8,2,10,0.2
578,130,9,2,10,0.2
579,130,10,2,10,0.2
580,131,1,6,10,0.6
581,131,2,5,10,0.5
582,131,3,3,10,0.3
583,131,4,3,10,0.3
584,131,5,2,10,0.2
585,131,6,3,10,0.3
586,131,7,2,10,0.2
587,131,8,1,10,0.1
588,131,9,0,10,0.0
589,131,10,1,10,0.1
590,134,1,0,10,0.0
591,134,2,4,10,0.4
592,134,3,5,10,0.5
593,134,4,4,10,0.4
594,134,5,3,10,0.3
595,134,6,2,10,0.2
596,134,7,1,10,0.1
597,134,8,0,10,0.0
598,134,9,0,10,0.0
599,134,10,0,10,0.0
600,140,1,3,10,0.3
601,140,2,3,10,0.3
602,140,3,3,10,0.3
603,140,4,2,10,0.2
604,140,5,2,10,0.2
605,140,6,1,10,0.1
606,140,7,1,10,0.1
607,140,8,1,10,0.1
608,140,9,3,10,0.3
609,140,10,2,10,0.2
610,146,1,1,10,0.1
611,146,2,3,10,0.3
612,146,3,4,10,0.4
613,146,4,6,10,0.6
614,146,5,3,10,0.3
615,146,6,4,10,0.4
616,146,7,5,10,0.5
617,146,8,4,10,0.4
618,146,9,3,10,0.3
619,146,10,2,10,0.2
620,148,1,3,10,0.3
621,148,2,3,10,0.3
622,148,3,3,10,0.3
623,148,4,3,10,0.3
624,148,5,3,10,0.3
625,148,6,2,10,0.2
626,148,7,2,10,0.2
627,148,8,1,10,0.1
628,148,9,0,10,0.0
629,148,10,0,10,0.0
630,158,1,3,10,0.3
631,158,2,9,10,0.9
632,158,3,9,10,0.9
633,158,4,8,10,0.8
634,158,5,8,10,0.8
635,158,6,7,10,0.7
636,158,7,7,10,0.7
637,158,8,7,10,0.7
638,158,9,8,10,0.8
639,158,10,8,10,0.8
640,159,1,2,10,0.2
641,159,2,3,10,0.3
642,159,3,3,10,0.3
643,159,4,8,10,0.8
644,159,5,7,10,0.7
645,159,6,2,10,0.2
646,159,7,6,10,0.6
647,159,8,7,10,0.7
648,159,9,7,10,0.7
649,159,10,7,10,0.7
650,160,1,4,10,0.4
651,160,2,2,10,0.2
652,160,3,6,10,0.6
653,160,4,7,10,0.7
654,160,5,7,10,0.7
655,160,6,2,10,0.2
656,160,7,7,10,0.7
657,160,8,6,10,0.6
658,160,9,7,10,0.7
659,160,10,6,10,0.6
660,177,1,1,10,0.1
661,177,2,3,10,0.3
662,177,3,2,10,0.2
663,177,4,1,10,0.1
664,177,5,1,10,0.1
665,177,6,0,10,0.0
666,177,7,0,10,0.0
667,177,8,0,10,0.0
668,177,9,0,10,0.0
669,177,10,0,10,0.0
670,178,1,2,10,0.2
671,178,2,3,10,0.3
672,178,3,6,10,0.6
673,178,4,6,10,0.6
674,178,5,6,10,0.6
675,178,6,5,10,0.5
676,178,7,5,10,0.5
677,178,8,4,10,0.4
678,178,9,4,10,0.4
679,178,10,3,10,0.3
680,185,1,3,10,0.3
681,185,2,7,10,0.7
682,185,3,6,10,0.6
683,185,4,5,10,0.5
684,185,5,4,10,0.4
685,185,6,3,10,0.3
686,185,7,6,10,0.6
687,185,8,6,10,0.6
688,185,9,6,10,0.6
689,185,10,6,10,0.6
690,189,1,2,10,0.2
691,189,2,2,10,0.2
692,189,3,1,10,0.1
693,189,4,1,10,0.1
694,189,5,1,10,0.1
695,189,6,0,10,0.0
696,189,7,1,10,0.1
697,189,8,1,10,0.1
698,189,9,2,10,0.2
699,189,10,0,10,0.0
700,190,1,4,10,0.4
701,190,2,3,10,0.3
702,190,3,3,10,0.3
703,190,4,4,10,0.4
704,190,5,4,10,0.4
705,190,6,2,10,0.2
706,190,7,2,10,0.2
707,190,8,2,10,0.2
708,190,9,2,10,0.2
709,190,10,1,10,0.1
710,192,1,5,10,0.5
711,192,2,5,10,0.5
712,192,3,4,10,0.4
713,192,4,4,10,0.4
714,192,5,4,10,0.4
715,192,6,4,10,0.4
716,192,7,4,10,0.4
717,192,8,3,10,0.3
718,192,9,3,10,0.3
719,192,10,4,10,0.4
720,196,1,6,10,0.6
721,196,2,6,10,0.6
722,196,3,6,10,0.6
723,196,4,5,10,0.5
724,196,5,4,10,0.4
725,196,6,7,10,0.7
726,196,7,10,10,1.0
727,196,8,10,10,1.0
728,196,9,10,10,1.0
729,196,10,10,10,1.0
730,202,1,0,10,0.0
731,202,2,2,10,0.2
732,202,3,3,10,0.3
733,202,4,2,10,0.2
734,202,5,3,10,0.3
735,202,6,3,10,0.3
736,202,7,10,10,1.0
737,202,8,10,10,1.0
738,202,9,9,10,0.9
739,202,10,9,10,0.9
740,203,1,10,10,1.0
741,203,2,9,10,0.9
742,203,3,8,10,0.8
743,203,4,9,10,0.9
744,203,5,10,10,1.0
745,203,6,10,10,1.0
746,203,7,9,10,0.9
747,203,8,8,10,0.8
748,203,9,7,10,0.7
749,203,10,7,10,0.7
750,205,1,4,10,0.4
751,205,2,3,10,0.3
752,205,3,4,10,0.4
753,205,4,5,10,0.5
754,205,5,5,10,0.5
755,205,6,4,10,0.4
756,205,7,5,10,0.5
757,205,8,2,10,0.2
758,205,9,2,10,0.2
759,205,10,2,10,0.2
760,207,1,7,10,0.7
761,207,2,8,10,0.8
762,207,3,5,10,0.5
763,207,4,4,10,0.4
764,207,5,4,10,0.4
765,207,6,3,10,0.3
766,207,7,2,10,0.2
767,207,8,2,10,0.2
768,207,9,2,10,0.2
769,207,10,2,10,0.2
770,212,1,6,10,0.6
771,212,2,5,10,0.5
772,212,3,4,10,0.4
773,212,4,3,10,0.3
774,212,5,5,10,0.5
775,212,6,5,10,0.5
776,212,7,5,10,0.5
777,212,8,5,10,0.5
778,212,9,5,10,0.5
779,212,10,6,10,0.6
780,225,1,1,10,0.1
781,225,2,0,10,0.0
782,225,3,0,10,0.0
783,225,4,3,10,0.3
784,225,5,1,10,0.1
785,225,6,4,10,0.4
786,225,7,3,10,0.3
787,225,8,4,10,0.4
788,225,9,3,10,0.3
789,225,10,3,10,0.3
790,241,1,4,10,0.4
791,241,2,3,10,0.3
792,241,3,3,10,0.3
793,241,4,3,10,0.3
794,241,5,3,10,0.3
795,241,6,4,10,0.4
796,241,7,4,10,0.4
797,241,8,2,10,0.2
798,241,9,5,10,0.5
799,241,10,4,10,0.4
800,245,1,6,10,0.6
801,245,2,5,10,0.5
802,245,3,7,10,0.7
803,245,4,5,10,0.5
804,245,5,9,10,0.9
805,245,6,9,10,0.9
806,245,7,9,10,0.9
807,245,8,9,10,0.9
808,245,9,9,10,0.9
809,245,10,7,10,0.7
810,253,1,5,10,0.5
811,253,2,10,10,1.0
812,253,3,10,10,1.0
813,253,4,10,10,1.0
814,253,5,10,10,1.0
815,253,6,10,10,1.0
816,253,7,10,10,1.0
817,253,8,10,10,1.0
818,253,9,10,10,1.0
819,253,10,10,10,1.0
820,254,1,4,10,0.4
821,254,2,7,10,0.7
822,254,3,3,10,0.3
823,254,4,3,10,0.3
824,254,5,3,10,0.3
825,254,6,5,10,0.5
826,254,7,5,10,0.5
827,254,8,4,10,0.4
828,254,9,4,10,0.4
829,254,10,6,10,0.6
830,255,1,4,10,0.4
831,255,2,4,10,0.4
832,255,3,6,10,0.6
833,255,4,7,10,0.7
834,255,5,5,10,0.5
835,255,6,4,10,0.4
836,255,7,2,10,0.2
837,255,8,1,10,0.1
838,255,9,0,10,0.0
839,255,10,0,10,0.0
840,259,1,1,10,0.1
841,259,2,4,10,0.4
842,259,3,2,10,0.2
843,259,4,3,10,0.3
844,259,5,3,10,0.3
845,259,6,3,10,0.3
846,259,7,4,10,0.4
847,259,8,2,10,0.2
848,259,9,1,10,0.1
849,259,10,0,10,0.0
850,270,1,3,10,0.3
851,270,2,9,10,0.9
852,270,3,9,10,0.9
853,270,4,10,10,1.0
854,270,5,10,10,1.0
855,270,6,10,10,1.0
856,270,7,9,10,0.9
857,270,8,9,10,0.9
858,270,9,9,10,0.9
859,270,10,8,10,0.8
860,278,1,10,10,1.0
861,278,2,10,10,1.0
862,278,3,10,10,1.0
863,278,4,9,10,0.9
864,278,5,10,10,1.0
865,278,6,10,10,1.0
866,278,7,10,10,1.0
867,278,8,10,10,1.0
868,278,9,10,10,1.0
869,278,10,10,10,1.0
870,281,1,1,10,0.1
871,281,2,4,10,0.4
872,281,3,5,10,0.5
873,281,4,3,10,0.3
874,281,5,3,10,0.3
875,281,6,2,10,0.2
876,281,7,3,10,0.3
877,281,8,3,10,0.3
878,281,9,3,10,0.3
879,281,10,2,10,0.2
880,284,1,9,10,0.9
881,284,2,7,10,0.7
882,284,3,7,10,0.7
883,284,4,7,10,0.7
884,284,5,8,10,0.8
885,284,6,7,10,0.7
886,284,7,7,10,0.7
887,284,8,7,10,0.7
888,284,9,6,10,0.6
889,284,10,6,10,0.6
890,287,1,2,10,0.2
891,287,2,5,10,0.5
892,287,3,4,10,0.4
893,287,4,4,10,0.4
894,287,5,3,10,0.3
895,287,6,3,10,0.3
896,287,7,3,10,0.3
897,287,8,3,10,0.3
898,287,9,2,10,0.2
899,287,10,2,10,0.2
900,300,1,5,10,0.5
901,300,2,8,10,0.8
902,300,3,8,10,0.8
903,300,4,7,10,0.7
904,300,5,6,10,0.6
905,300,6,5,10,0.5
906,300,7,4,10,0.4
907,300,8,3,10,0.3
908,300,9,2,10,0.2
909,300,10,1,10,0.1
910,302,1,3,10,0.3
911,302,2,4,10,0.4
912,302,3,4,10,0.4
913,302,4,3,10,0.3
914,302,5,3,10,0.3
915,302,6,2,10,0.2
916,302,7,1,10,0.1
917,302,8,1,10,0.1
918,302,9,0,10,0.0
919,302,10,0,10,0.0
920,312,1,3,10,0.3
921,312,2,1,10,0.1
922,312,3,1,10,0.1
923,312,4,2,10,0.2
924,312,5,6,10,0.6
925,312,6,7,10,0.7
926,312,7,7,10,0.7
927,312,8,7,10,0.7
928,312,9,6,10,0.6
929,312,10,7,10,0.7
930,313,1,2,10,0.2
931,313,2,1,10,0.1
932,313,3,1,10,0.1
933,313,4,0,10,0.0
934,313,5,0,10,0.0
935,313,6,0,10,0.0
936,313,7,0,10,0.0
937,313,8,0,10,0.0
938,313,9,0,10,0.0
939,313,10,0,10,0.0
940,318,1,1,10,0.1
941,318,2,1,10,0.1
942,318,3,0,10,0.0
943,318,4,1,10,0.1
944,318,5,7,10,0.7
945,318,6,7,10,0.7
946,318,7,6,10,0.6
947,318,8,5,10,0.5
948,318,9,4,10,0.4
949,318,10,4,10,0.4
950,326,1,2,10,0.2
951,326,2,1,10,0.1
952,326,3,0,10,0.0
953,326,4,0,10,0.0
954,326,5,0,10,0.0
955,326,6,0,10,0.0
956,326,7,0,10,0.0
957,326,8,0,10,0.0
958,326,9,0,10,0.0
959,326,10,1,10,0.1
960,336,1,8,10,0.8
961,336,2,6,10,0.6
962,336,3,6,10,0.6
963,336,4,8,10,0.8
964,336,5,6,10,0.6
965,336,6,4,10,0.4
966,336,7,7,10,0.7
967,336,8,7,10,0.7
968,336,9,7,10,0.7
969,336,10,6,10,0.6
970,339,1,10,10,1.0
971,339,2,10,10,1.0
972,339,3,9,10,0.9
973,339,4,9,10,0.9
974,339,5,9,10,0.9
975,339,6,8,10,0.8
976,339,7,8,10,0.8
977,339,8,8,10,0.8
978,339,9,7,10,0.7
979,339,10,6,10,0.6
980,340,1,6,10,0.6
981,340,2,8,10,0.8
982,340,3,1,10,0.1
983,340,4,2,10,0.2
984,340,5,2,10,0.2
985,340,6,9,10,0.9
986,340,7,7,10,0.7
987,340,8,7,10,0.7
988,340,9,7,10,0.7
989,340,10,6,10,0.6
990,350,1,2,10,0.2
991,350,2,1,10,0.1
992,350,3,2,10,0.2
993,350,4,3,10,0.3
994,350,5,5,10,0.5
