,Japanese,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Theme,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Synonyms,Themes,Genre,German,Spanish,Demographics,French
89,それいけ！アンパンマン,,['TV'],Unknown,Currently Airing,"Oct 3, 1988 to ?",['Fall 1988'],Fridays at 16:20 (JST),"['Sotsu', 'Nippon Television Network']","None found,",['TMS Entertainment'],Picture book,"['Comedy', 'Fantasy']",,['Kids'],24 min.,PG - Children,6.58,#6590,#9183,"4,599",31,1735,"One night, a Star of Life falls down the chimney of a bakery nestled deep in the forest, causing the dough in the oven to come to life. The dough becomes Anpanman, a superhero made of anpan (a sweet roll with bean jam filling). Together with his friends, Anpanman fights his rival Baikinman and helps the malnourished. (Source: ANN)",[],Sore Ike! Anpanman,"Soreike! Anpanman, Go! Anpanman, Anpanman TV",,,,,,
90,ぼのぼの,Bono Bono,['TV'],Unknown,Currently Airing,"Apr 2, 2016 to ?",['Spring 2016'],Saturdays at 04:52 (JST),"['Fuji TV', 'Glovision']","None found,",['Eiken'],['4-koma manga'],"['Comedy', 'Slice of Life']",['Anthropomorphic'],,5 min.,G - All Ages,6.37,#7891,#10230,"3,275",19,759,"Based on the original comic BONO BONO by Mikio Igarashi that has seen over 9,000,000 total copies printed, this is the definitive animated version of the emotionally soothing character-driven series that will make you ask yourself the philosophical question, ""What are living things?"" while laughing at heartwarming gags and being entertained by the interactions of amusing forest friends Bonobono the young sea otter, Chipmunk, Fishing Cat, and more. Enjoy the easygoing days and minor misadventures of Bonobono and his friends! (Source: Fuji Creative)","['Adaptation (Manga) Bonobono', 'Adaptation (Manga) Bono-chan']",Bonobono (TV 2016),,,,Bono Bono,Bono Bono,,Bono Bono
91,ニンジャラ,,['TV'],Unknown,Currently Airing,"Jan 8, 2022 to ?",['Winter 2022'],Saturdays at 07:00 (JST),['TV Tokyo'],['Sentai Filmworks'],['OLM'],Game,,,,23 min.,PG - Children,5.57,#11917,#10494,"3,040",24,424,"The year is 20XX. The ninja, who once forged the history of Japan, were scattered across the country during the Meiji Restoration. As these ninja mingled with the other clans, their bloodline thinned, and they gradually faded from sight. The descendants of these ninja clans, seeking to preserve their heritage, formed the WNA (World Ninja Association) in the hope of carrying on their legacy. And so it was that the WNA succeeded in developing Ninja-Gum, an art which could summon forth the strength of the Shinobi. And yet creating the most powerful Ninja-Gum requires the strongest of ninja DNA. So it was that the Ninjala Tournament was held, that the mightiest of all ninjas could be found... (Source: Official Game website)","['Adaptation (Manga) Ninjala', '']",Ninjala (TV),,,['Action'],,,,
92,しかるねこ,,['TV'],Unknown,Currently Airing,"Mar 22, 2021 to ?",['Spring 2021'],Unknown,"None found,","None found,","None found,",['Manga'],,,,30 sec.,G - All Ages,[],#14192,#11244,"2,433",17,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Adaptation (Manga) Shikaru Neko', '']",Shikaru Neko,,,['Slice of Life'],,,,
93,おじゃる丸,Prince Mackaroo,['TV'],Unknown,Currently Airing,"Oct 5, 1998 to ?",['Fall 1998'],Not scheduled once per week,['NHK'],['Enoki Films'],['Gallop'],Original,"['Adventure', 'Award Winning', 'Comedy', 'Fantasy']",,['Kids'],10 min.,G - All Ages,6.39,#7761,#11546,"2,222",5,553,"In the Heian era, around 1000 years ago, a young boy of noble family named Ojarumaru is bored with his life of privilege. Meanwhile, three demons steal the power-stick of Enma, king of demons, and then lose it. Ojarumaru finds it, and uses it to transport himself to the present time. Here, he is befriended by a young boy named Kazuma, and becomes a member of his family. As time goes on, Ojarumaru makes many new friends, while dodging the comedic efforts of the three demons, Akane, Kisuke, and Aobee, as they try to recover the stick. (from ANN)","['Adaptation (Manga) Ojarumaru', '']",Ojarumaru,,,,,,,
94,ふしぎ駄菓子屋 銭天堂,,['TV'],Unknown,Currently Airing,"Sep 8, 2020 to ?",['Fall 2020'],Tuesdays at 18:45 (JST),"None found,","None found,","['Toei Animation', 'Gallop', 'Kanaban Graphics']",Novel,,,['Kids'],10 min.,G - All Ages,6.03,#9764,#11791,"2,061",5,203,"Zenitendo is a mysterious candy store that only lucky people can reach. All the candy recommended by Beniko, the owner of the store, is perfectly suited to the buyer's troubles. However, it depends on whether the candy will be used or eaten correctly that it can bring happiness or misfortune. (Source: MAL News)","['Prequel (Movie) Fushigi Dagashiya: Zenitendou Movie - Tsuri Taiyaki', '']",Fushigi Dagashiya: Zenitendou,,,['Mystery'],,,,
95,パズドラ,Puzzle & Dragon,['TV'],Unknown,Currently Airing,"Apr 2, 2018 to ?",['Spring 2018'],Mondays at 18:25 (JST),['Akatsuki'],"None found,",['Pierrot'],Game,,['Strategy Game'],['Kids'],24 min.,PG - Children,5.84,#10756,#12377,"1,701",6,147,"The story is set in modern day Japan following the growth of the protagonist Taiga Akashi, an elementary school kid who wants to be a professional gamer someday. (Source: Crunchyroll)",[],Puzzle & Dragon,PazuDora,,,,,,
96,とむとじぇりーごっこ,Tom and Jerry,['TV'],Unknown,Currently Airing,"Nov 11, 2022 to ?",['Fall 2022'],Unknown,['Warner Bros. Japan'],"None found,","['Fanworks', 'Studio Nanahoshi']",Other,,,['Kids'],1 min.,G - All Ages,6.36,#7952,#13121,"1,353",2,517,"To celebrate ""Cheese Day,"" (November 11 in Japan), Cartoon Network Japan aired an anime spin on Tom and Jerry that combines the fast-paced humor of the original with a cute, ""pop"" worldview. The pair are joined by the diaper-wearing Tuffy Mouse, another recurring character from the classic cartoon. (Source: Crunchyroll)",[],Tom to Jerry Gokko,Tom and Jerry Play,,['Comedy'],,,,
97,紙兎ロペ 〜笑う朝には福来たるってマジっすか!?,,['TV'],Unknown,Currently Airing,"Nov 16, 2012 to ?",['Fall 2012'],Not scheduled once per week,"None found,","None found,","None found,",Original,"['Comedy', 'Slice of Life']",,,2 min.,G - All Ages,[],#16806,#13287,"1,296",0,,"Fourth season of Kamiusagi Rope, events occur after the feature film. Airs on Mezamashi TV instead of the theaters.","['Prequel (Movie) Kamiusagi Rope tsuka, Natsuyasumi Rasuichi tte Maji ssuka!?', '']",Kamiusagi Rope: Warau Asa ni wa Fukuraitaru tte Maji ssuka!?,Kamiusagi Rope 4,,,,,,
98,はなかっぱ,,['TV'],Unknown,Currently Airing,"Mar 29, 2010 to ?",['Spring 2010'],Not scheduled once per week,"['Group TAC', 'TOHO animation']","None found,","['Xebec', 'OLM']",Picture book,,,['Kids'],10 min.,PG - Children,6.00,#9923,#14248,"1,002",0,171,Story about Kappa with flowers on their heads.,[],Hanakappa,Hana Kappa,,['Comedy'],,,,
99,しあわせ配達おみくじタネコ,,['TV'],Unknown,Currently Airing,"Mar 26, 2011 to ?",['Spring 2011'],Not scheduled once per week,"None found,","None found,",['Kachidoki Studio'],Original,,,,Unknown,None,[],#14179,#14323,980,4,,"The story centers around a cat who answers people's wishes and delivers happiness. (""Tane"" and ""neko"" are the Japanese words for ""seed"" and ""cat,"" respectively.) (Source: ANN)",[],Shiawase Haitatsu Taneko,,,['Comedy'],,,,
100,しまじろうのわお!,,['TV'],Unknown,Currently Airing,"Apr 2, 2012 to ?",['Spring 2012'],Mondays at 07:30 (JST),"None found,","None found,",['The Answer Studio'],Other,"['Adventure', 'Comedy', 'Fantasy']",,['Kids'],8 min.,G - All Ages,[],#14211,#15582,687,1,,Fourth season of the Shimajirou children's television series.,"['Prequel (TV) Shimajirou Hesoka', '']",Shimajirou no Wow!,,,,,,,
101,マヌ～ルのゆうべ,,['TV'],Unknown,Currently Airing,"Nov 11, 2018 to ?",['Fall 2018'],Sundays at Unknown,['NHK'],"None found,","None found,",['Web manga'],,,,1 min.,PG-13 - Teens 13 or older,[],#17534,#15791,654,1,,"Within the nature ""Darwin Kita! Kikimono Shin Densetsu"" program on NHK1.5 airs the short Manul no Yuube, based on a web manga/comic of the same name. It following animal characters who visit the bar Manul no Yuube. The bar is run by the Mama who is a Pallas's cat (Otocolobus manul) and serviced by the hostess Tsunomin who is a Brazilian treehopper (Bocydium globulare).",[],Manul no Yuube,,,['Slice of Life'],,,,
102,ごはんかいじゅうパップ,,['TV'],Unknown,Currently Airing,"Apr 25, 2011 to ?",['Spring 2011'],Not scheduled once per week,"None found,","None found,",['DLE'],Original,"['Action', 'Comedy']",,['Kids'],30 sec.,G - All Ages,[],#20832,#16419,567,0,,"A series of short, 30-second segments featuring Gohan Kaijuu Pap and various ""side dish"" monsters to produce delicious meals.",[],Gohan Kaijuu Pap,Rice Monster Pap,,,,,,
103,よわむしモンスターズ,,['TV'],Unknown,Currently Airing,"Dec 25, 2012 to ?",['Winter 2013'],Not scheduled once per week,['NHK'],"None found,","None found,",Original,,,['Kids'],1 min.,PG - Children,[],#16116,#16758,527,0,,An NHK toddler's anime following cowardly creatures representing typical Halloween monsters like Dracula and a witch.,[],Yowamushi Monsters,Yowamon,,,,,,
104,えほん寄席,,['TV'],73,Finished Airing,"Apr 2006 to Nov 11, 2023",['Spring 2006'],Unknown,"['NHK', 'Pony Canyon']","None found,","None found,",Other,,,['Kids'],5 min. per ep.,PG - Children,[],#20492,#17163,487,0,,Anime rakugo of classic Japanese horror tales shown in a wide variety of art styles.,[],Ehon Yose,,"['Historical', 'Performing Arts']",['Horror'],,,,
105,パッコロリン,Pakkororin,['TV'],Unknown,Currently Airing,"Mar 28, 2011 to ?",['Spring 2011'],Not scheduled once per week,['NHK'],"None found,",['Three-d'],Original,,,['Kids'],1 min.,G - All Ages,[],#18456,#18293,397,0,,"A minute long children's anime that follows 3 siblings. Two brothers who are rectangular and circular shaped, and a sister who is triangluar shaped. They have unique personalities and foster growth and discovery through their play time.",[],Pakkororin,,,,,,,
106,新ニッポンヒストリー,,['TV'],Unknown,Currently Airing,"Jan 6, 2020 to ?",['Winter 2020'],Mondays at 01:00 (JST),"None found,","None found,","None found,",Original,,['Historical'],,23 min.,G - All Ages,[],#14234,#18531,377,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Shin Nippon History,"Shin Nippon History: Minna ga Shiranai, Atarashii Nihon no Rekishi.",,['Comedy'],,,,
107,おりがみにんじゃ コーヤン＠きんてれ,,['TV'],Unknown,Currently Airing,"Apr 7, 2020 to ?",['Spring 2020'],Tuesdays at 07:30 (JST),['TV Tokyo'],"None found,",['Directions'],Unknown,,,['Kids'],Unknown,PG - Children,[],#18387,#18666,366,0,,"Koyan, the Origami Ninja, came to Earth from his planet Origamio to find the magical stone ""Hapiton"" that has the ability to make people happy. On the way, he was joined by childhood friend Namin anda new friend Lublin. One day, a villain called Evilrun appeared. Evilrun has a black hole in her stomach and tries to inhale anything. Every time an event happens, Evilrun gets in the way of Koyan and friends. But what Evilrun's aim is remains a mystery...",[],Origami Ninja Koyankinte,Happy Smile ♡ Dream,,['Comedy'],,,,
108,アイラブみー,,['TV'],Unknown,Currently Airing,"Oct 23, 2022 to ?",['Fall 2022'],Unknown,['NHK'],"None found,",['Oddjob'],Original,,,['Kids'],10 min.,G - All Ages,[],#21441,#19855,290,0,,The second season of I Love Me.,"['Prequel (TV) I Love Me', '']",I Love Me 2nd Season,,,,,,,
109,ようこそ認知症世界へ,,['TV'],Unknown,Currently Airing,"Aug 14, 2022 to ?",['Summer 2022'],Unknown,['NHK'],"None found,","None found,",Original,"['Adventure', 'Slice of Life']",['Educational'],,5 min.,G - All Ages,[],#16103,#20747,242,0,,"Travel through the words of people with dementia by seeing how they experience the everyday and problems they face. (Source: Official site, translated)",[],Youkoso Ninchishou Sekai e,,,,,,,
110,むかしばなしのおへや　〜伝えたい日本昔話〜,,['TV'],Unknown,Currently Airing,"Jun 14, 2020 to ?",['Summer 2020'],Not scheduled once per week,['BS-TBS'],"None found,",['Oddjob'],Other,,,['Kids'],18 min.,G - All Ages,[],#17989,#21874,179,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Mukashibanashi no Oheya: Tsutaetai Nihon Mukashibanashi,,,['Fantasy'],,,,
111,출동! 슈퍼윙스7,Super Wings 7,['TV'],40,Finished Airing,"Feb 27, 2023 to Jul 11, 2023",['Winter 2023'],Unknown,"None found,","None found,","None found,",Original,,['Racing'],['Kids'],11 min. per ep.,PG - Children,[],#19996,#22565,150,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (TV) Chuldong! Super Wings 6', '']",Chuldong! Super Wings 7,,,['Adventure'],,,,
112,메카드볼 메가,,['TV'],26,Finished Airing,"Nov 5, 2022 to May 6, 2023",['Fall 2022'],Unknown,"None found,","None found,","None found,",Original,,,['Kids'],13 min. per ep.,PG - Children,[],#17614,#22888,139,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (TV) Mecard Ball', '']",Mecard Ball Mega,,"['Mecha', 'Racing', 'Strategy Game']",['Action'],,,,
113,린다의 신기한 여행 2,The Curious World of Linda 2,['TV'],8,Finished Airing,"Dec 25, 2022 to Sep 2, 2023",['Winter 2023'],Unknown,"None found,","None found,","None found,",Original,,,['Kids'],14 min. per ep.,PG - Children,[],#17336,#23207,128,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (TV) Lindaui Singihan Yeohaeng', '']",Lindaui Singihan Yeohaeng 2,,,['Adventure'],,,,
114,크리켓팡 시즌2,,['TV'],13,Finished Airing,"Jan 13, 2023 to Sep 15, 2023",['Winter 2023'],Unknown,"None found,","None found,","None found,",Original,,,['Kids'],Unknown,PG - Children,[],#20070,#23234,128,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (TV) Cricket Pang', '']",Cricket Pang Season 2,,,['Comedy'],,,,
115,뿡뿡빵빵 부부맨,,['TV'],26,Finished Airing,"Feb 27, 2023 to May 23, 2023",['Winter 2023'],Unknown,['CJ ENM'],"None found,","None found,",Original,,['Super Power'],['Kids'],11 min. per ep.,G - All Ages,[],#18661,#23472,122,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Ppungppungppangppang Bubumaen,,,['Comedy'],,,,
116,スーパードラゴンボールヒーローズ,,['ONA'],56,Finished Airing,"Jul 1, 2018 to Aug 8, 2024",,,['Bandai'],"None found,","['Toei Animation', 'Dimps']",Game,"['Action', 'Comedy', 'Fantasy']",['Martial Arts'],['Shounen'],8 min. per ep.,PG-13 - Teens 13 or older,5.73,#11260,#2568,"79,064",256,30948,"In May 2018, V-Jump announced the promotional anime for Dragon Ball Heroes, a Japanese arcade and trading card game. The video game has been adapted to a Nintendo Switch port for western audiences, whilst the card game is released under the name ""Dragon Ball Super TCG"" and is combined with the other card game of the same name in japan. The anime is expected to be short and it is not expected to broadcast on TV. It has adapted the game's Prison Planet Arc, as long as the manga original arc ""Big Bang Mission"" and ""Ultra God Misson"", also fully detailed in the Heroes manga published in Saikyou Jump, although under 2 separate canons. They have never been published officially in English. The first episode debuted July 1, 2018 at Aeon Lake Town.","['Adaptation (Manga) Super Dragon Ball Heroes: Ankoku Makai Mission!', 'Adaptation (Manga) Super Dragon Ball Heroes: Universe Mission!!', 'Adaptation (Manga) Super Dragon Ball Heroes: Big Bang Mission!!!', 'Adaptation (Manga) Super Dragon Ball Heroes: Ultra God Mission!!!!']",Super Dragon Ball Heroes,,,,,,,
117,ホロのぐらふぃてぃ,Holo Graffiti,['ONA'],Unknown,Currently Airing,"May 5, 2019 to ?",,,"None found,","None found,",['Hololive Production'],Other,,,,1 min.,PG-13 - Teens 13 or older,8.16,#449,#3098,"56,852","1,893",17907,"From unraveling the secrets of opening and closing doors to defusing surprise packages more commonly known as bombs, there is never a dull day at the Hololive Production office! Holo no Graffiti follows an eccentric cast of Virtual YouTubers, also known as ""VTubers,"" going about their absurd yet hilarious daily lives, detailing all their cute moments and mishaps. [Written by MAL Rewrite]",[],Holo no Graffiti,"Horogura, HoloGra",,['Comedy'],,,,
118,爱上她的理由,The Girl Downstairs,['ONA'],22,Finished Airing,"Apr 20, 2023 to Jun 29, 2023",,,"['bilibili', 'Studio Goindol']","None found,",['Red Dog Culture House'],['Web manga'],"['Drama', 'Romance']",,,14 min. per ep.,PG-13 - Teens 13 or older,7.86,#895,#3792,"39,225",432,12315,"The day Lee Joon joins Minsong University to reunite with Kim Margo, his high school crush, he is attacked by his new neighbor Lee Duna, a gorgeous former idol. Violent and impulsive, Duna turns Joon's world upside down. Later, to Joon's confusion, Margo seems incapable of making time to meet with him. To add to his dismay, Joon meets fellow student Choi Ira at a party. She becomes enamored with him after the pair partake in a risqué game. As Joon progressively discovers the truth about Duna's troubled past and Margo's harsh family conditions, he tries to sort out his tangled feelings. [Written by MAL Rewrite]","['Sequel (ONA) Aishang Ta de Liyou Extra', 'Adaptation (Manhwa) The Girl Downstairs']",Aishang Ta de Liyou,"Lee Du-Na!, 이두나!, Shita no Kai ni wa Mio ga Iru, 下の階には澪がいる","['Adult Cast', 'Love Polygon']",,,,,
119,鏢人,Blades of the Guardians,['ONA'],15,Finished Airing,"Jun 1, 2023 to Aug 17, 2023",,,['Tencent Penguin Pictures'],"None found,",['Colored Pencil Animation'],['Manga'],,['Historical'],,20 min. per ep.,R - 17+ (violence & profanity),7.55,#1757,#3908,"36,687",389,4124,"An extraordinary guard walks in the desert of the western regions escaping the slaughter by the government. He took a surveillance assignment bound for the Chang capital. The task was thought of as something simple, but in reality it is a path full of crises and dangers. Here begins a journey that will affect the fate of the world.","['Adaptation (Manhua) Biao Ren', '']",Biao Ren: Blades of the Guardians,"Hyoujin: Blades of the Guardians, ヒョウ人, Blades of the Guardians",,['Action'],,,,
120,大奥,Ōoku: The Inner Chambers,['ONA'],10,Finished Airing,"Jun 29, 2023",,,['Netflix'],"None found,",['Studio Deen'],['Manga'],,,['Shoujo'],31 min. per ep.,R - 17+ (violence & profanity),7.41,#2327,#4450,"28,014",163,12735,"Edo-period Japan stands strong and proud, decades after its imminent doom was prophesied. The new shogun, Yoshimune ""Nobu"" Tokugawa, encounters an array of traditions that, to her modern judgment, make little sense. An epidemic exclusively rages among men, resulting in men making up only one-fifth of the population. Still, three thousand young, agile, and beautiful men serve in the Oooku—the shogun's Inner Chambers. To unearth the origins of the existing hierarchy where women head their families and govern the nation, Nobu reviews the chronicles of the odd disease. Customs and traditions have changed to accommodate for the plague; these new laws dictate the current culture and reflect the cruel story of the first female shogun, Iemitsu Tokugawa. Most notably, these customs seem to lead back to the moment a young monk, Arikoto Madenokoji, must abandon his way of life and devote his remaining days to the shogun and her Oooku. [Written by MAL Rewrite]","['Adaptation (Manga) Oooku', '']",Oooku,,"['Historical', 'Samurai']",['Drama'],,,,
121,全职法师VI,Full-Time Magister 6th Season,['ONA'],12,Finished Airing,"Jun 2, 2023 to Aug 11, 2023",,,"['Tencent Penguin Pictures', 'China Literature Limited', 'Yuewen Animation & Comics']","None found,",['Foch Film'],Web novel,"['Action', 'Fantasy']",['School'],,23 min. per ep.,PG-13 - Teens 13 or older,7.11,#3871,#5104,"20,320",149,4618,Sixth season of Quanzhi Fashi.,"['Prequel (ONA) Quanzhi Fashi V', 'Sequel (ONA) Quanzhi Fashi Tebie Pian: Shenmi Weituo', 'Adaptation (Manhua) Quanzhi Fashi', '']",Quanzhi Fashi VI,Quanzhi Fashi 6th Season,,,,,,
122,ヴィンランド・サガ SEASON2 Same old story,,['ONA'],1,Finished Airing,"May 12, 2023",,,"None found,","None found,",['MAPPA'],['Manga'],"['Action', 'Adventure', 'Drama']",,['Seinen'],1 min.,R - 17+ (violence & profanity),6.90,#4856,#5478,"16,914",27,5390,Additional scene intended to air as part of Vinland Saga Season 2's 18th episode.,[],Vinland Saga Season 2: Same Old Story,Vinland Saga Season 2 Episode 18.5,"['Gore', 'Historical']",,,,,
123,爱幽的密室,X&Y,['ONA'],16,Finished Airing,"Apr 12, 2023 to Jul 19, 2023",,,['bilibili'],"None found,",['Lingsanwu Animation'],['Manga'],"['Mystery', 'Suspense']",,,17 min. per ep.,PG-13 - Teens 13 or older,7.25,#3089,#5595,"15,977",129,5115,"After going out for late-night drinks, Yan Yuechu and his colleague Hu Zhi find refuge from the rain in a rather unusual place: the building harboring Xu Aiyou's escape game, XY. Despite the game's infamy and its mysterious owner, the duo decides to give it a try. With one hour to solve riddles and find their way out of a maze of eerie rooms, Yan Yuechu and Hu Zhi manage to clear the game in time. However, glimpses of what appears to be Xu Aiyou's troubled past scattered throughout the game leave a deep impression on the men—an impression so lasting that vivid scenes from new escape games creep into their dreams. The following day, Yan Yuechu receives a letter advising him to stay away from escape games. Although he does not receive conclusive answers from Xu Aiyou, he dreams once more that he must solve a puzzle to escape from his own bedroom. But was it truly a dream? Unsure where reality ends and illusions begin, Yan Yuechu will have to uncover the truth behind XY if he wishes to preserve his sanity. [Written by MAL Rewrite]",[],Aiyou de Mishi,Aiyou's Secret Room,,,,,,
124,ウマ娘 プリティーダービー Road to the Top,,['ONA'],4,Finished Airing,"Apr 16, 2023 to May 7, 2023",,,"None found,","None found,",['CygamesPictures'],Game,,,,25 min. per ep.,PG-13 - Teens 13 or older,7.80,#1051,#5703,"15,251",93,7262,"The anime will stream online and focus on T.M. Opera O, Admire Vega, Narita Top Road, and other Uma Musume aiming to win the Classic competitions. (Source: MAL News)",[],Uma Musume: Pretty Derby - Road to the Top,,"['Anthropomorphic', 'Racing']",['Sports'],,,,
125,幻日のリムル -SUNSHINE in the SLIME-,,['ONA'],2,Finished Airing,"Jun 21, 2023 to Jul 18, 2023",,,"None found,","None found,",['AQUA ARIS'],Original,"['Comedy', 'Fantasy']",['Isekai'],,9 min. per ep.,PG-13 - Teens 13 or older,5.82,#10818,#6989,"9,205",39,1918,A collaboration anime between Genjitsu no Yohane: Sunshine in the Mirror and Tensei shitara Slime Datta Ken.,[],Genjitsu no Rimuru: Sunshine in the Slime,Rimuru the Parhelion: Sunshine in the Slime,,,,,,
126,区区不才，在下野怪,Monster But Wild,['ONA'],12,Finished Airing,"Apr 16, 2023 to Jun 25, 2023",,,"['bilibili', 'Fenz']","None found,",['Kung Fu Frog Animation'],['Web manga'],"['Action', 'Adventure', 'Comedy', 'Fantasy']",['Isekai'],,19 min. per ep.,PG-13 - Teens 13 or older,6.85,#5082,#6997,"9,172",35,2396,"The player Dongdong accidentally entered the Azure World and became the weakest wild monster. After signing a contract with the heroine Bubble to become the strongest pet, he led Bubble and his companions to embark on funny and exciting adventures in the Azure world. Dongdong also discovered the phenomenon that game NPCs and wild monsters gradually awakened and yearned for the human world. To find out the truth and return to real life. The protagonist group led by Dongdong, awakened NPCs, ordinary game players, and other forces began to wrestle around the connection between the two worlds. (Source: Bilibili, Google translated)","['Sequel (ONA) Ququ Bucai, Zaixia Yeguai 2nd Season', '']","Ququ Bucai, Zaixia Yeguai","怎么办! 我穿越成了最弱小野怪, Zenmeban! Wo Chuanyue Cheng Le Zui Ruoxiao Ye Guai, What Do I Do?! I Have Transmigrated Into the Weakest Little Monster",,,,,,
127,ULTRAMAN FINAL,,['ONA'],12,Finished Airing,"May 11, 2023",,,"['Dentsu', 'Tsuburaya Productions', 'Bandai Namco Filmworks', 'Bandai Namco Music Live']","None found,","['Production I.G', 'Sola Digital Arts']",['Manga'],"['Action', 'Sci-Fi']",['Super Power'],['Seinen'],24 min. per ep.,R - 17+ (violence & profanity),7.25,#3082,#8381,"5,871",18,2255,Final Season of Ultraman.,"['Prequel (ONA) Ultraman Season 2', 'Adaptation (Manga) Ultraman']",Ultraman Final,,,,,,,
128,斗罗大陆Ⅱ绝世唐门,Soul Land 2: The Peerless Tang Clan,['ONA'],104,Currently Airing,"Jun 24, 2023 to ?",,,"['Tencent Penguin Pictures', 'Xuanshi Tangmen']","None found,",['Sparkly Key Animation Studio'],Web novel,"['Action', 'Adventure', 'Fantasy']",['Martial Arts'],,20 min. per ep.,PG-13 - Teens 13 or older,8.07,#560,#8910,"5,020",97,1341,"A strange continent in another world. No magic, no battle qi, no martial arts, only martial spirits. Ten thousand years after the Tang clan was founded on the Douluo continent, the Tang clan has declined to the verge of extinction. A whole new generation of proud talents has been born. Will the new generation of the Seven monsters of Shrek be able to reestablish the Tang Clan and compose a new tale of greatness for the unrivaled Tang Clan? (Source: IMDB)","['Prequel (ONA) Douluo Dalu 2nd Season', 'Adaptation (Manhua) Douluo Dalu II: Jueshi Tangmen']",Douluo Dalu II: Jueshi Tangmen,"The Unrivaled Tang Sect, Combat Continent II, Soul Land 2: Peerless Tang Sect, 斗罗大陆2绝世唐门",,,,,,
129,,Edens Zero Recap Movie,['ONA'],1,Finished Airing,"Apr 1, 2023",,,"None found,","None found,",['J.C.Staff'],['Manga'],"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",['Space'],['Shounen'],1 hr. 11 min.,PG-13 - Teens 13 or older,6.68,#6034,#8971,"4,933",18,1407,Recap movie of Edens Zero season 1 narrated by Shiki and Pino.,[],Edens Zero (Recap Movie),,,,,,,
130,,Yakitori: Soldiers of Misfortune,['ONA'],6,Finished Airing,"May 18, 2023",,,"None found,","None found,",['ARECT'],Novel,"['Action', 'Sci-Fi']",,,31 min. per ep.,R - 17+ (violence & profanity),6.47,#7253,#9053,"4,765",15,2237,"With Earth colonized by a superior alien civilization, Akira's only chance at a better future is to enlist as an expendable Yakitori foot soldier. (Source: Netflix)",[],Yakitori,,"['Military', 'Space']",,,,,
131,漣蒼士に純潔を捧ぐ,Offering My Virginity to a Gangster,['ONA'],8,Finished Airing,"Apr 3, 2023 to Jun 5, 2023",,,['Suiseisha'],"None found,",['Studio Hokiboshi'],['Web manga'],,['Organized Crime'],['Josei'],6 min. per ep.,Rx - Hentai,6.18,N/A,#9660,"3,938",19,1027,"""If it's my beloved wife's wish, I will devote my body and flesh to it."" Deeply touched by his tattooed body, I can't take it anymore...! A regular office lady meets a gangster on her trip. ""Please pretend to be my wife, just for tonight."" He takes my hand and looks at me like I'm a treasure... The passionate love of a gentleman melts me in the head... This is the dramatic love between a gangster and a virgin office lady! (Source: Coolmic.me)",[],Sazanami Soushi ni Junketsu wo Sasagu,"I give my virginity to Soushi Sazanami. Now, let's take our time to love her.",,['Hentai'],,,,
132,希灵纪元,Xyrin Empire,['ONA'],16,Finished Airing,"Apr 7, 2023 to Jul 14, 2023",,,['bilibili'],"None found,",['Wawayu Animation'],Web novel,"['Action', 'Comedy', 'Sci-Fi']",,,18 min. per ep.,PG-13 - Teens 13 or older,6.42,#7619,#10023,"3,497",10,470,"Chen Jun, an aimless wannabe otaku, suddenly became the Emperor of a multiverse-spanning kingdom. The Empress Sandora, the Empire's 1.2-meter-tall female general Pandora, and the Supernatural Bureau's Big Sis Lin Xue have all said they're not up to the task. Even Chen Jun's childhood sweetheart, the energetic Xu Qianqian, also said he must become the Emperor. Chen Jun did not have a choice and started his busy life by saving the world from Monday to Friday and playing games during the weekends. (Source: Bilibili)",[],Xiling Jiyuan,,,,,,,
133,あんさんぶるスターズ！！追憶セレクション 『エレメント』,Ensemble Stars!! Reminiscences Selection Element,['ONA'],6,Finished Airing,"Apr 6, 2023 to Apr 11, 2023",,,['Happy Elements'],"None found,",['DandeLion Animation Studio'],Game,,['Idols (Male)'],,12 min. per ep.,PG-13 - Teens 13 or older,7.55,#1760,#10282,"3,225",43,742,"New Ensemble Stars!! web animated series based on the game story ""Element"".",[],Ensemble Stars!! Tsuioku Selection Element,,,,,,,
