,Synonyms,Japanese,English,German,Spanish,French,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Theme,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Themes,Genre,Demographics
10,,キャロル&チューズデイ,Carole & Tuesday,Carole und Tuesday,Carole y Tuesday,,['TV'],24,Finished Airing,"Apr 11, 2019 to Oct 3, 2019",['Spring 2019'],Thursdays at 00:55 (JST),"['Fuji TV', 'flying DOG', 'BS Fuji', 'Hakuhodo DY Music & Pictures', 'Hakuhodo DY Media Partners']",['Sentai Filmworks'],['Bones'],Original,"['Drama', 'Sci-Fi']",['Music'],,22 min. per ep.,PG-13 - Teens 13 or older,7.85,#927,#756,"338,984","3,047",148721,"It has been 50 years since mankind began its migration to the terraformed Mars, where they live in comfort due to advancements in AI. Carole lives in the metropolis of Alba City, working part-time by day and playing keyboard by night. Tuesday has run away from her home in Hershell City to escape the grip of her wealthy family, and instead hopes to pursue music with her acoustic guitar. After a fateful encounter, the two decide to perform music together. Up against the AI singers that dominate the music world, the two of them believe that together they can convey their feelings through their songs. Will hard work and luck be enough for the duo to create the biggest miracle that Mars has ever seen? [Written by MAL Rewrite]","['Adaptation (Manga) Carole & Tuesday', '']",Carole & Tuesday,,,
11,Stop This Sound!,この音とまれ！,Kono Oto Tomare!: Sounds of Life,Kono Oto Tomare!: Sounds of Life,Kono Oto Tomare!: Sounds of Life,Kono Oto Tomare!: Sounds of Life,['TV'],13,Finished Airing,"Apr 7, 2019 to Jun 30, 2019",['Spring 2019'],Sundays at 01:00 (JST),"['WOWOW', 'Movic', 'KlockWorx', 'Memory-Tech', 'King Records', 'Shueisha', 'Pony Canyon Enterprises']",['Funimation'],['Platinum Vision'],['Manga'],,,['Shounen'],23 min. per ep.,PG-13 - Teens 13 or older,7.93,#763,#788,"327,536","2,583",128686,"Gen Kudou, a koto maker, believes that his delinquent grandson Chika would never understand the profoundness of the traditional musical instrument. In an attempt to make up for his naivety and understand the words of his late grandfather, Chika tries to join the Tokise High School Koto Club. Even though the club is in dire need of members, new club president Takezou Kurata is unwilling to easily accept Chika's application due to his bad reputation. Nonetheless, after seeing Chika's seriousness and enthusiasm, Takezou allows the problem child to join, along with koto prodigy Satowa Houzuki and three of Chika's energetic friends. Kono Oto Tomare! follows the merry band of musicians as they aspire to play at the national competition. [Written by MAL Rewrite]","['Sequel (TV) Kono Oto Tomare! Part 2', 'Adaptation (Manga) Kono Oto Tomare!']",Kono Oto Tomare!,"['Music', 'School']",['Drama'],
12,,淫らな青ちゃんは勉強ができない,Ao-chan Can't Study!,Ao-chan Can't Study!,Ao-chan Can't Study!,Ao-chan Can't Study!,['TV'],12,Finished Airing,"Apr 6, 2019 to Jun 22, 2019",['Spring 2019'],Saturdays at 02:10 (JST),"['Mainichi Broadcasting System', 'Kodansha', 'DMM pictures']",['Sentai Filmworks'],['SILVER LINK.'],['Manga'],"['Comedy', 'Romance', 'Ecchi']",['School'],['Shounen'],12 min. per ep.,PG-13 - Teens 13 or older,6.70,#5882,#892,"291,260",605,141419,"""Show them your A-O face!"" As an innocent child, Ao Horie would unhesitantly proclaim the origins of her name. Now that she is in high school, she is determined to study hard in order to one day escape the influence of her lascivious father, a famous erotic author. However, when the amiable Takumi Kijima confesses to Horie, her mind runs wild with scandalous thoughts. Moans eager to escape, legs crossing, and a warmth spreading through her body, Horie cannot help but misconstrue Kijima's rather pure motivations. To make things worse, no matter how hard she tries to ward off Kijima, his advances do not stop. Now, if only she could just study! [Written by MAL Rewrite]","['Adaptation (Manga) Midara na Ao-chan wa Benkyou ga Dekinai', '']",Midara na Ao-chan wa Benkyou ga Dekinai,,,
13,,続・終物語,,,,,['TV'],6,Finished Airing,"May 19, 2019 to Jun 23, 2019",['Spring 2019'],Sundays at 00:00 (JST),"['Aniplex', 'Kodansha']",['Aniplex of America'],['Shaft'],['Light novel'],"['Comedy', 'Mystery', 'Supernatural']",['Vampire'],,28 min. per ep.,R - 17+ (violence & profanity),8.44,#175,#1087,"239,365","1,025",114835,"Graduation day is finally here, marking the end of Koyomi Araragi's eccentric high school life full of peculiar relationships with otherworldly beings. However, Araragi is unexpectedly absorbed into his own bathroom mirror and trapped inside a bizarre world where everything he knows is completely reversed—the haughty Karen Araragi is shorter than usual, poker-faced Yotsugi Ononoki is brimming with emotion, and cute ghost girl Mayoi Hachikuji is a grown woman! But not everything is as it seems. Zoku Owarimonogatari details the story of Araragi's endeavors in this new world as he struggles to return to his home and understand the nature of this bizarre dimension. [Written by MAL Rewrite]","['Prequel (TV Special) Owarimonogatari 2nd Season', 'Sequel (ONA) Monogatari Series: Off & Monster Season', 'Adaptation (Light Novel) Monogatari Series: Final Season', '']",Zoku Owarimonogatari,,,
14,"Hitoribocchi no ○○ Seikatsu, Hitori Bocchi's ○○ Lifestyle",ひとりぼっちの○○生活,,,,,['TV'],12,Finished Airing,"Apr 6, 2019 to Jun 22, 2019",['Spring 2019'],Saturdays at 02:25 (JST),"['Frontier Works', 'Mainichi Broadcasting System', 'Half H.P Studio', 'AT-X', 'CyberStep', 'Kanetsu Investment', 'Kadokawa', 'Global Solutions']","None found,",['C2C'],['4-koma manga'],,,['Shounen'],23 min. per ep.,PG-13 - Teens 13 or older,7.47,#2064,#1150,"226,532","1,271",101725,"Many of us know what it is like to transition to a new school with few to no friends in a new environment, going through the arduous process of getting to know people again. Bocchi Hitori knows this struggle all too well, having just graduated from elementary school and thrown into middle school. Unfortunately, she suffers from extreme social anxiety: she faints when overwhelmed, vomits when nervous, and draws up ridiculously convoluted plans to avoid social contact. It does not help that her only friend from elementary school, Kai Yawara, will not be attending the same middle school as Bocchi. However, wanting to help her, Kai severs ties with Bocchi and promises to reconcile with her when she befriends all of her classmates in her new middle school class. Even though Bocchi has no faith in herself, she is determined to be friends with Kai again. Summoning all of her courage, Bocchi takes on the daunting challenge of making friends with her entire class, starting with the delinquent-looking girl sitting in front of her... [Written by MAL Rewrite]","['Adaptation (Manga) Hitoribocchi no ○○ Seikatsu', '']",Hitoribocchi no Marumaru Seikatsu,"['CGDCT', 'School']",['Comedy'],
15,Senryuu Girl,川柳少女,Senryu Girl,Senryu Girl,Senryu Girl,Senryu Girl,['TV'],12,Finished Airing,"Apr 6, 2019 to Jun 22, 2019",['Spring 2019'],Saturdays at 01:55 (JST),"['Mainichi Broadcasting System', 'Kodansha', 'DMM pictures']",['Sentai Filmworks'],['Connect'],['4-koma manga'],"['Comedy', 'Romance']",,['Shounen'],12 min. per ep.,PG-13 - Teens 13 or older,7.36,#2527,#1326,"192,834",455,82198,"To the students of Karai High School, Nanako Yukishiro is a pretty, calm, and cute 16-year-old. However, Nanako is no ordinary girl, as she cannot speak! Instead, Nanako communicates through senryuu—17-syllable-long poems. Sixteen-year-old Eiji Busujima used to be delinquent in his middle school years. However, he has since turned over a new leaf due to his newfound love of senryuu. Despite his menacing looks, Eiji gets along well with Nanako as a fellow member of the Literature Club. Even though Nanako is mute, the adorable pair have no problem communicating with each other. Senryuu Shoujo is a light and relaxing story of two teenagers' daily lives. [Written by MAL Rewrite]","['Adaptation (Manga) Senryuu Shoujo', '']",Senryuu Shoujo,"['Love Status Quo', 'School']",,
16,,Fairy gone フェアリーゴーン,Fairy Gone,,,,['TV'],12,Finished Airing,"Apr 8, 2019 to Jun 24, 2019",['Spring 2019'],Mondays at 00:00 (JST),"['Mainichi Broadcasting System', 'Movic', 'AT-X', 'TOHO animation', 'Medicos Entertainment', 'BS11', 'Sanyo']",['Funimation'],['P.A. Works'],Original,"['Action', 'Fantasy']",,,23 min. per ep.,PG-13 - Teens 13 or older,5.80,#10967,#1465,"172,060",216,55351,"""Once upon a time, fairies were tools of war."" The story takes place in a world where fairies possess and dwell in animals, giving them mysterious abilities. By removing the organs of a possessed animal and transplanting them into humans, fairies can be summoned as an alter ego and be used as a weapon. Such individuals who used fairies as war tools were called ""Fairy Soldiers."" Once the war was over and they completed their roles, the soldiers lost their purpose. Some began working for the government, some joined the mafia, and some even became terrorists, as each chose their own way to live. Nine years have passed since the war. The protagonist Mariya is a new recruit of ""Dorothea,"" an organization which investigates and suppresses fairy-related crimes. Amidst the unstable political situation, criminals with lingering wounds from the war and past conflicts emerge and engage in terrorism as an act of revenge. This is the story of Fairy Soldiers, fighting for their own justice in a chaotic postwar world. (Source: MAL News)","['Sequel (TV) Fairy Gone Part 2', '']",Fairy Gone,"['Adult Cast', 'Military']",,
17,Yuno,この世の果てで恋を唄う少女YU-NO,YU-NO: A Girl Who Chants Love at the Bound of This World,YU-NO: A Girl Who Chants Love at the Bound of This World,YU-NO: A Girl Who Chants Love at the Bound of this World,YU-NO: A Girl Who Chants Love at the Bound of This World,['TV'],26,Finished Airing,"Apr 2, 2019 to Oct 1, 2019",['Spring 2019'],Tuesdays at 23:00 (JST),"['Genco', 'AT-X', 'BS Fuji', 'MAGES.', 'NBCUniversal Entertainment Japan', 'Nagoya Broadcasting Network', 'bilibili', 'Yomiuri TV Enterprise', 'ABC Animation']",['Funimation'],['feel.'],Visual novel,"['Drama', 'Sci-Fi']",,,23 min. per ep.,PG-13 - Teens 13 or older,6.59,#6552,#1493,"169,682",540,53678,"Takuya Arima is a young student whose father, a historian who has conducted various researches, disappeared recently. During a summer vacation Takuya receives a peculiar package from his missing father, along with a letter containing information about the existence of various parallel worlds. At first Takuya doesn't take it seriously, but soon he realizes that he possesses a device that allows him to travel to alternate dimensions. Is his father alive, after all? If so, where is he? (Source: VNDB)","['Adaptation (Manga) Kono Yo no Hate de Koi wo Utau Shoujo Yu-no', '']",Kono Yo no Hate de Koi wo Utau Shoujo YU-NO,,,
18,Magmel of the Sea Blue,群青のマグメル,Ultramarine Magmell,,Ultramarine Magmell,,['TV'],13,Finished Airing,"Apr 7, 2019 to Jun 30, 2019",['Spring 2019'],Sundays at 22:00 (JST),"['Shueisha', 'bilibili', 'Yomiuri TV Enterprise', 'FanFan Inc.', 'Shun Produce']","None found,",['Pierrot Plus'],['Manga'],"['Action', 'Adventure', 'Fantasy']",['Super Power'],['Shounen'],24 min. per ep.,PG-13 - Teens 13 or older,6.12,#9264,#1513,"167,332",192,77423,"A new era of exploration begins with the sudden appearance of a new continent known as Magmell. Magmell's vast trove of never-before-seen natural resources spurs on the exploration of its vast landscape. However, the unknown is not always docile. In order to sustain the expeditions, people known as ""anglers"" specialize in dealing with Magmell's dangerous wildlife. One such angler is the highly-skilled and experienced Inyou, who performs search and rescue operations for clients with the help of his assistant, Zero. [Written by MAL Rewrite]","['Adaptation (Manhua) Magmel of the Sea Blue', '']",Gunjou no Magmell,,,
19,,さらざんまい,Sarazanmai,,,,['TV'],11,Finished Airing,"Apr 12, 2019 to Jun 21, 2019",['Spring 2019'],Fridays at 00:55 (JST),"['Aniplex', 'Dentsu', 'Movic', 'Fuji TV', 'Gentosha Comics']",['Funimation'],"['MAPPA', 'Lapin Track']",Original,"['Action', 'Supernatural']",['Anthropomorphic'],,22 min. per ep.,PG-13 - Teens 13 or older,7.47,#2081,#1749,"137,858","1,392",49999,"After the noble Kappa Kingdom falls to the Otter Empire, the Kappa prince Keppi loses much of his power and becomes helpless against the unseen Kapa-zombies. These zombies plague the world, and are the creations of the Otters and manifestations of people's deepest desires. With no other choice, Keppi must rely on three young boys: Kazuki Yasaka, who must carry a box with him wherever he goes; Enta Jinnai, Kazuki's childhood friend; and Tooi Kuji, a delinquent and a school truant. By having the mythical organ called a shirikodama removed from them, the boys are able to become Kappa themselves and fight the Kapa-zombies. However, to defeat them, the boys must connect with each other via their minds, bodies, and—most importantly—secrets. As the Kappa Kingdom relies on these boys, they must reveal themselves as they have never done before, all the while learning that connections are fragile and truly precious things. [Written by MAL Rewrite]","['Adaptation (Novel) Sarazanmai', 'Adaptation (Manga) Sarazanmai']",Sarazanmai,,,
20,Daiya no Ace: Act II,ダイヤのA[エース] actII,Ace of Diamond Act II,Ace Of Diamond: Act II,Ace of the Diamond Act II,Ace of Diamond Act II,['TV'],52,Finished Airing,"Apr 2, 2019 to Mar 31, 2020",['Spring 2019'],Tuesdays at 17:55 (JST),"['TV Tokyo', 'Sotsu', 'Pony Canyon', 'Kodansha', 'AT-X', 'DAX Production']","None found,",['Madhouse'],['Manga'],,,['Shounen'],24 min. per ep.,PG-13 - Teens 13 or older,8.27,#314,#2294,"95,213","1,039",47864,"The hallowed ground of Koshien Stadium is the ""field of dreams,"" where the ambitions of high school baseball players come true. After emerging victorious in the autumn tournament last year, Seidou High School baseball's team has finally earned the right to compete there for the first time in seven years. Beyond the spring tournament looms the battle to decide who is the best team in the nation — the Summer Koshien. With the third-year players due to retire after the summer tournament, the team has to integrate the experience of the seniors and the potential of the newcomers to overcome familiar and new opponents alike and win the coveted national title. Meanwhile, pitcher Eijun Sawamura is as determined as ever to earn jersey No. 1 and seize the position of ""ace"" from his persistent rival, Satoru Furuya. As the team prepares for their greatest challenge yet, Sawamura and Furuya carry on their struggle to lead their team to glory and become the star of the game: the true ""Ace of the Diamond."" [Written by MAL Rewrite]","['Prequel (TV) Diamond no Ace: Second Season', 'Sequel (TV) Diamond no Ace: Act II (Zoku-hen)', 'Adaptation (Manga) Diamond no Ace Act II', '']",Diamond no Ace: Act II,"['School', 'Team Sports']",['Sports'],
