,Synonyms,Japanese,English,German,Spanish,French,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Theme,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Themes,Genre,Demographics
101,,ぴったんこ!! ねこざかな,,,,,['TV'],93,Finished Airing,"Oct 9, 2017 to Dec 23, 2019",['Fall 2017'],Unknown,"None found,","None found,","None found,",Unknown,,,,5 min. per ep.,G - All Ages,[],#21057,#16535,556,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (TV) Pittanko! Nekozakana', 'Sequel (TV) Pittanko!! Nekozakana (2020)']",Pittanko!! Nekozakana,,,
102,,愛玩怪獣,,,,,['TV'],50,Finished Airing,"Oct 7, 2018 to Sep 22, 2019",['Fall 2018'],Sundays at 06:54 (JST),['TV Tokyo'],"None found,",['Shimogumi'],Other,"['Action', 'Comedy', 'Fantasy', 'Sci-Fi']",['Parody'],,3 min. per ep.,PG-13 - Teens 13 or older,[],#16498,#16588,548,0,,"The surreal world view of ""scary cute"" monsters that rampage endlessly. They look and act like toys but being several stories tall, the destruction on Japan is devastating.",[],Aigan Kaijuu,,,
103,Yowamon,よわむしモンスターズ,,,,,['TV'],Unknown,Currently Airing,"Dec 25, 2012 to ?",['Winter 2013'],Not scheduled once per week,['NHK'],"None found,","None found,",Original,,,['Kids'],1 min.,PG - Children,[],#16128,#16778,527,0,,An NHK toddler's anime following cowardly creatures representing typical Halloween monsters like Dracula and a witch.,[],Yowamushi Monsters,,,
104,,えほん寄席,,,,,['TV'],73,Finished Airing,"Apr 2006 to Nov 11, 2023",['Spring 2006'],Unknown,"['NHK', 'Pony Canyon']","None found,","None found,",Other,,,['Kids'],5 min. per ep.,PG - Children,[],#17862,#17183,487,0,,Anime rakugo of classic Japanese horror tales shown in a wide variety of art styles.,[],Ehon Yose,"['Historical', 'Performing Arts']",['Horror'],
105,,オトッペ,,,,,['TV'],265,Finished Airing,"Apr 3, 2017 to Mar 31, 2023",['Spring 2017'],Mondays at 08:40 (JST),['NHK'],"None found,","None found,",Original,,['Music'],['Kids'],3 min. per ep.,G - All Ages,[],#20907,#17772,435,0,,"The series follows a young girl named Shina who hopes to become the world's best DJ, and is interested in new sounds. Shina explores a mysterious world filled with Otoppe, strange creatures capable of unique sounds.",[],Otoppe,,['Fantasy'],
106,,출동! 슈퍼윙스3,Super Wings 3,Super Wings Staffel 3,Super Wings Temporada 3,Super Wings Saison 3,['TV'],40,Finished Airing,"Sep 1, 2018 to Jun 30, 2019",['Fall 2018'],Unknown,"None found,","None found,","None found,",Original,,['Racing'],['Kids'],11 min. per ep.,PG - Children,[],#17362,#18192,404,1,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (TV) Chuldong! Super Wings 2', 'Sequel (TV) Chuldong! Super Wings 4']",Chuldong! Super Wings 3,,['Adventure'],
107,,パッコロリン,Pakkororin,,,,['TV'],Unknown,Currently Airing,"Mar 28, 2011 to ?",['Spring 2011'],Not scheduled once per week,['NHK'],"None found,",['Three-d'],Original,,,['Kids'],1 min.,G - All Ages,[],#20935,#18313,397,0,,"A minute long children's anime that follows 3 siblings. Two brothers who are rectangular and circular shaped, and a sister who is triangluar shaped. They have unique personalities and foster growth and discovery through their play time.",[],Pakkororin,,,
108,Reizouko no Tsuke no Suke!,れいぞうこのつけのすけ！,,,,,['TV'],65,Finished Airing,"Oct 1, 2018 to Mar 17, 2020",['Fall 2018'],Mondays at 07:05 (JST),['Shogakukan-Shueisha Productions'],"None found,","None found,",Original,,['Parody'],['Kids'],1 min. per ep.,G - All Ages,[],#21334,#18785,358,0,,A gag anime about foods in a refrigerator. The anime airs within the Oha Suta children's morning TV program and will receive a simultaneous manga serialization by Kazumata Oguri.,[],Reizouko no Tsukenosuke!,,['Comedy'],
109,Capsule Boy 2: Save the Universe,캡슐보이2 우주를 지켜라,,,,,['TV'],26,Finished Airing,"Jan 12, 2019 to Jul 6, 2019",['Winter 2019'],Unknown,"None found,","None found,","None found,",Original,,,['Kids'],24 min. per ep.,G - All Ages,[],#17140,#20565,251,0,,The second season of Capsule Boy. SBS took over broadcasting the show. The art style has been changed for a more modern anime-esque appearance and some voice actors did not reprise their character's roles.,"['Prequel (TV) Capsule Boy', '']",Capsule Boy 2: Ujuleul Jikyeola,,['Sci-Fi'],
110,He Jing Shaonian,메탈리온 (核晶少年),Metallions,,,,['TV'],104,Finished Airing,"Feb 8, 2019 to Feb 28, 2020",['Winter 2019'],Unknown,"None found,","None found,","None found,",Unknown,"['Action', 'Sci-Fi']",['Mecha'],['Kids'],10 min. per ep.,PG - Children,[],#20195,#21135,220,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Metallion,,,
111,"Chuldong! Aenimeol Leseukyu, Go! Animal Rescue",출동! 애니멀 레스큐,Animal Rescue,,,,['TV'],52,Finished Airing,"Feb 16, 2019 to Apr 23, 2020",['Winter 2019'],Unknown,"None found,","None found,","None found,",Original,"['Fantasy', 'Sci-Fi']",,['Kids'],11 min. per ep.,PG - Children,[],#17359,#21719,190,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Chuldong! Animal Rescue,,,
112,,원더볼즈2,,,,,['TV'],26,Finished Airing,"Feb 25, 2019 to Jun 24, 2019",['Winter 2019'],Unknown,['Studio Goindol'],"None found,","None found,",Original,,,['Kids'],3 min. per ep.,PG - Children,[],#15355,#22334,161,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (TV) Wonder Balls', '']",Wonder Balls Season 2,,['Comedy'],
113,"Ttobos V, Tobot GD",또봇 V,Tobot: Galaxy Detectives,,,,['TV'],52,Finished Airing,"Jul 12, 2018 to Aug 1, 2019",['Summer 2018'],Unknown,"None found,","None found,","None found,",Original,"['Action', 'Sci-Fi']",['Mecha'],['Kids'],11 min. per ep.,PG - Children,[],#14923,#22733,145,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"[""Prequel (TV) Tobot V: Swag's Secret"", ""Sequel (TV) Tobot V: Swag's Secret"", 'Sequel (TV) Tobot V Season 2', '']",Tobot V,,,
114,Seven Seeds,7SEEDS,7 Seeds,,,,['ONA'],12,Finished Airing,"Jun 28, 2019",,,"['Nihon Ad Systems', 'BS Fuji']","None found,",['Gonzo'],['Manga'],"['Adventure', 'Drama', 'Mystery', 'Sci-Fi', 'Suspense']",,['Shoujo'],25 min. per ep.,R+ - Mild Nudity,6.56,#6700,#1712,"141,910",413,69497,"Imagine this: you are living a normal day in your life. Maybe you are out with friends, eating your family's home-cooked meal or spending time with your girlfriend. When you next wake up, you are suddenly thrust into a strange, new world, surrounded by five strangers on a rapidly sinking boat in the middle of a storm. For Natsu Iwashimizu, this is her new reality. Humanity has perished, and all that remains of the Japanese population are five groups of men and women who were chosen to be sent to the future in hopes of continuing mankind's existence. While every other person chosen has a useful talent such as martial arts, knowledge, or architecture, Natsu is a shy high school girl who cannot even raise her voice to shout. The new world is dangerous beyond imagination, and although Natsu seems to lack helpful skills, she must go with the others making their way to the ""Seven Fuji"" in order to survive. [Written by MAL Rewrite]","['Sequel (ONA) 7 Seeds 2nd Season', 'Adaptation (Manga) 7 Seeds']",7 Seeds,"['Psychological', 'Survival']",,
115,,みるタイツ,,,,,['ONA'],12,Finished Airing,"May 11, 2019 to Jul 27, 2019",,,['TRUSS'],"None found,",['Yokohama Animation Laboratory'],Original,,['School'],,4 min. per ep.,PG-13 - Teens 13 or older,6.40,#7680,#1843,"129,062",638,54986,"Light showers accompany falling cherry blossoms as they flood the view of another April morning, marking the start of a new school year for students Homi Moegi, Ren Aikawa, and Yua Nakabeni. Discovering that they all share the same class, the three playfully reunite as the new semester begins. Starting another important time of their lives, the girls deepen their friendship through laughter, happiness, sadness, and all other struggles that come their way—all the while wearing dazzling, silky nylon tights. [Written by MAL Rewrite]",[],Miru Tights,,['Ecchi'],
116,Aggretsuko 2nd Season,アグレッシブ烈子第2期,Aggretsuko (ONA) 2nd Season,,Aggretsuko Temporada 2,,['ONA'],10,Finished Airing,"Jun 14, 2019",,,"['Sanrio', 'Netflix']","None found,",['Fanworks'],Other,,,,16 min. per ep.,PG-13 - Teens 13 or older,7.73,#1208,#1919,"122,229",247,81436,"Red panda Retsuko continues to work at her cyclic office job, with the occasional stress-venting via death metal karaoke on the side. With the company of her newfound friends Gori and Washimi, life is more enjoyable than ever before. But some new shake-ups to her status quo threaten to add more stress to her life. At the office, new employee Anai seems like a fine addition to the company. Yet when Retsuko is placed in charge of his training, she finds that beneath his steadfast dedication, he may pose a threat to the stability of the workplace. Meanwhile, at home, Retsuko's mother pays an abrupt visit, fully intent on having her daughter finally settle down and find a man. With this in mind, she sets Retsuko up for various marriage appointments, much to her chagrin. Now, Retsuko finds all the more reasons to head to the karaoke bar and unleash her furious diatribes. However, knowing that this will not truly solve her problems, she decides to make a more spontaneous choice to avoid her issues. And so, Retsuko finds herself set upon another self-reflecting journey, coming to learn more about herself and love, with the ever cathartic support of death metal karaoke. [Written by MAL Rewrite]","['Prequel (ONA) Aggressive Retsuko: We Wish You a Metal Christmas', 'Sequel (ONA) Aggressive Retsuko (ONA) 3rd Season']",Aggressive Retsuko (ONA) 2nd Season,"['Anthropomorphic', 'Workplace']",['Comedy'],
117,,スーパードラゴンボールヒーローズ,,,,,['ONA'],56,Finished Airing,"Jul 1, 2018 to Aug 8, 2024",,,['Bandai'],"None found,","['Toei Animation', 'Dimps']",Game,"['Action', 'Comedy', 'Fantasy']",['Martial Arts'],['Shounen'],8 min. per ep.,PG-13 - Teens 13 or older,5.73,#11262,#2567,"79,108",255,30974,"In May 2018, V-Jump announced the promotional anime for Dragon Ball Heroes, a Japanese arcade and trading card game. The video game has been adapted to a Nintendo Switch port for western audiences, whilst the card game is released under the name ""Dragon Ball Super TCG"" and is combined with the other card game of the same name in japan. The anime is expected to be short and it is not expected to broadcast on TV. It has adapted the game's Prison Planet Arc, as long as the manga original arc ""Big Bang Mission"" and ""Ultra God Misson"", also fully detailed in the Heroes manga published in Saikyou Jump, although under 2 separate canons. They have never been published officially in English. The first episode debuted July 1, 2018 at Aeon Lake Town.","['Adaptation (Manga) Super Dragon Ball Heroes: Ankoku Makai Mission!', 'Adaptation (Manga) Super Dragon Ball Heroes: Universe Mission!!', 'Adaptation (Manga) Super Dragon Ball Heroes: Big Bang Mission!!!', 'Adaptation (Manga) Super Dragon Ball Heroes: Ultra God Mission!!!!']",Super Dragon Ball Heroes,,,
118,"Horogura, HoloGra",ホロのぐらふぃてぃ,Holo Graffiti,,,,['ONA'],Unknown,Currently Airing,"May 5, 2019 to ?",,,"None found,","None found,",['Hololive Production'],Other,,,,1 min.,PG-13 - Teens 13 or older,8.16,#449,#3100,"56,859","1,892",17911,"From unraveling the secrets of opening and closing doors to defusing surprise packages more commonly known as bombs, there is never a dull day at the Hololive Production office! Holo no Graffiti follows an eccentric cast of Virtual YouTubers, also known as ""VTubers,"" going about their absurd yet hilarious daily lives, detailing all their cute moments and mishaps. [Written by MAL Rewrite]",[],Holo no Graffiti,,['Comedy'],
119,"Miss Washer!: Her and I in Female Bath!?, Washer! She and I in the Women's Bath!?",洗い屋さん! ~俺とアイツが女湯で!?~,"Backwasher! Her and I, in the Women's Bath!?",,,,['ONA'],8,Finished Airing,"Apr 8, 2019 to May 20, 2019",,,['Picante Circus'],"None found,",['Magic Bus'],['Manga'],"['Comedy', 'Hentai']",,,7 min. per ep.,Rx - Hentai,6.62,N/A,#3365,"48,617",231,19327,"""Is This Really Massage...?"" Souta started to work part-time at Sentou, which is his hometown, as a back washer, he ends up washing Aoi, who is his classmate but trying to cover her identity... As he massages her with days of hate from her harassment continues, He realized that Aoi has in love with him one-sided...! When he touches her hot skin, She realizes that the one who washes her is Souta. A love comedy between a clumsy guy and girl behind the red curtain! (Source: MAL News)","['Adaptation (Manga) Asoko Araiya-san!', '']",Araiya-san!: Ore to Aitsu ga Onnayu de!?,,,
120,,PROMARE（プロメア）リオ編,,,,,['ONA'],1,Finished Airing,"May 24, 2019",,,['XFLAG'],['GKIDS'],['Trigger'],Original,"['Action', 'Sci-Fi']",,,10 min.,PG-13 - Teens 13 or older,7.01,#4378,#4260,"30,618",17,15334,A direct continuation of Side:Galo set a day before the film.,"['Sequel (Movie) Promare', '']",Promare: Lio-hen,"['Mecha', 'Super Power']",,
121,,PROMARE（プロメア）ガロ編,,,,,['ONA'],1,Finished Airing,"May 24, 2019",,,['XFLAG'],['GKIDS'],['Trigger'],Original,"['Action', 'Sci-Fi']",,,10 min.,PG-13 - Teens 13 or older,6.88,#4929,#4305,"29,984",10,15183,A prequel set one day before the events of the Promare film.,"['Sequel (Movie) Promare', '']",Promare: Galo-hen,"['Mecha', 'Super Power']",,
122,,ULTRAMAN,Ultraman,,,,['ONA'],13,Finished Airing,"Apr 1, 2019",,,"['Dentsu', 'Tsuburaya Productions', 'Fields', 'Bandai Namco Arts', 'Netflix', 'G holdings']","None found,","['Production I.G', 'Sola Digital Arts']",['Manga'],"['Action', 'Sci-Fi']",['Super Power'],['Seinen'],23 min. per ep.,R - 17+ (violence & profanity),6.69,#5999,#4332,"29,576",89,14594,"Fifty years ago, an extraterrestrial giant of light known as Ultraman saved the earth but vanished. Ultraman's human host, Shin Hayata, was left with no memory of his time as a hero. Hayata's young son, Shinjirou, is found to have been born with a more powerful and durable body than any normal human. The organization who aided Ultraman, the SSSP, reveals Hayata's past to him. His father then dons a power suit again, assuming the role of Ultraman once more. One night, Shinjirou is attacked by an alien named Bemular and rescued by his father, who is severely injured in the battle. With dangerous aliens lurking in the city and Hayata out of commission, it falls to Shinjirou to pick up the torch. But in working with the SSSP as the new Ultraman, Shinjirou finds himself wondering how far is he willing to go to help people. [Written by MAL Rewrite]","['Sequel (ONA) Ultraman Season 2', 'Adaptation (Manga) Ultraman']",Ultraman,,,
123,,リラックマとカオルさん,Rilakkuma and Kaoru,,,,['ONA'],13,Finished Airing,"Apr 19, 2019",,,['Netflix'],"None found,",['dwarf'],Other,,,['Kids'],11 min. per ep.,PG - Children,7.67,#1380,#5500,"16,726",181,9001,"Rilakkuma is a soft toy bear who showed up one day to live with a young woman named Kaoru. It spends its days lounging around the apartment. Although there is a zipper on its back, what is inside is a mystery. Rilakkuma loves pancakes, rice omelets, custard pudding and ""dango"" rice dumplings. Its friends are Kaoru's pet bird Kiiroitori and a small white bear cub named Korilakkuma who also showed up out of the blue. (Source: Netflix)","['Sequel (ONA) Rilakkuma to Yuuenchi', '']",Rilakkuma to Kaoru-san,"['Anthropomorphic', 'Iyashikei']",['Slice of Life'],
124,"Ijou Seibutsu Kenbunroku, The Record of Unusual Creatures, Fantastic Creatures' Travelogue, Abnormal Creature Memoirs",異常生物見聞録,Journal of Mysterious Creatures,Journal of the Mysterious Creatures,Journal of the Mysterious Creatures,Journal of the Mysterious Creatures,['ONA'],13,Finished Airing,"Jun 28, 2019 to Sep 20, 2019",,,['bilibili'],"None found,",['MMT Technology'],Web novel,,['Vampire'],,22 min. per ep.,PG-13 - Teens 13 or older,6.36,#7954,#5651,"15,500",49,2952,"Yoshihito, a 23-year-old man who has no job or girlfriend. In order to make ends meet he rents out one of the rooms in his house. While he's showing Lily, his first tenant, around the house, she's suddenly attacked by a vampire named Vivian, and Yoshihito notices that Lily is actually a werewolf. As Yoshihito and Lily start living in the same house, Yoshihito is scouted for an organization that maintains order of the parallel universes, and strange creatures one after another become tenants in his house. (Source: ANN)",[],Yichang Shengwu Jianwenlu,,['Supernatural'],
125,"Valkyrie no Shokutaku, 戦乙女の食卓",女武神的餐桌,Cooking with Valkyries,,,,['ONA'],10,Finished Airing,"Jun 28, 2019 to Aug 30, 2019",,,['miHoYoAnime'],"None found,","['Blade', 'Thundray']",Game,"['Comedy', 'Gourmet']",,,5 min. per ep.,PG-13 - Teens 13 or older,7.09,#3935,#5797,"14,646",74,5088,Join the table with Valkyries this summer for a feast of mouth-watering food and heartwarming memories.,"['Sequel (ONA) Nu Wushen de Canzhuo II', '']",Nu Wushen de Canzhuo,,,
126,"Car & Tue, Carole & Tuesday Mini Series",きゃろる＆ちゅーずでい,,,,,['ONA'],8,Finished Airing,"Jun 28, 2019 to Oct 16, 2019",,,"None found,",['Sentai Filmworks'],['Bones'],Original,,,,1 min. per ep.,PG-13 - Teens 13 or older,5.81,#10894,#8062,"6,443",5,2125,Short flash animation series of Carole & Tuesday released on the official YouTube and Twitter channels.,[],Carole & Tuesday Specials,,['Comedy'],
127,,魔王様、“プチ”リトライ！,"Demon Lord, ""Petit"" Retry!",,,,['ONA'],23,Finished Airing,"Jun 17, 2019 to Sep 28, 2019",,,['On-Lead'],"None found,",['AQUA ARIS'],['Light novel'],,,,41 sec. per ep.,PG-13 - Teens 13 or older,5.90,#10467,#8814,"5,183",7,1233,"Special short of Maou-sama, Retry! published on the official Twitter.",[],"Maou-sama, ""Petit"" Retry!",,['Comedy'],
128,,まちカドまぞく みに,The Demon Girl Next Door Minis,,,,['ONA'],36,Finished Airing,"Jun 24, 2019 to Sep 30, 2019",,,['Magic Capsule'],['Sentai Filmworks'],['AQUA ARIS'],['4-koma manga'],,['Mahou Shoujo'],,25 sec. per ep.,PG-13 - Teens 13 or older,6.11,#9352,#8924,"5,017",2,1115,Short specials uploaded to the official Twitter of the anime Machikado Mazoku and later bundled with the BD/DVD.,"['Sequel (ONA) Machikado Mazoku: 2-choume Mini', '']",Machikado Mazoku Mini,,['Comedy'],
129,Battle Through the Heavens 2nd Season Specials: Song of Desert,斗破苍穹特别篇2沙之澜歌,Fights Break Sphere 2nd Season Specials: Song of Desert,,,,['ONA'],3,Finished Airing,"Apr 14, 2019 to Apr 28, 2019",,,"['Tencent Penguin Pictures', 'China Literature Limited']","None found,",['Motion Magic'],Novel,"['Action', 'Adventure', 'Fantasy']",['Mythology'],,28 min. per ep.,PG-13 - Teens 13 or older,7.70,#1291,#9194,"4,590",13,2329,The tale of Ice Emperor and his journey as a mercenary. The story tells a story of twin Queen Medusas and their intervention with the Ice Emperor.,[],Doupo Cangqiong 2nd Season Specials,,,
130,"Wan Jie Xian Zong Di Er Ji, Wanjie Xianzong 2nd Season",万界仙踪 第2季,The Wonderland of Ten Thousands 2nd Season,,,,['ONA'],40,Finished Airing,"Apr 25, 2019 to Sep 9, 2019",,,"None found,","None found,",['Ruo Hong Culture'],['Web manga'],"['Action', 'Adventure', 'Fantasy', 'Romance']",,,7 min. per ep.,PG-13 - Teens 13 or older,7.24,#3150,#9913,"3,646",5,1631,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (ONA) Wan Jie Xian Zong', 'Sequel (ONA) Wan Jie Xian Zong 3rd Season']",Wan Jie Xian Zong 2nd Season,"['Historical', 'Martial Arts', 'Mythology']",,
131,Spirit Sword Sovereign 2nd Season,灵剑尊 第二季,,,,,['ONA'],30,Finished Airing,"May 28, 2019 to Sep 6, 2019",,,"None found,","None found,",['Suoyi Technology'],Novel,"['Action', 'Adventure', 'Fantasy', 'Romance']",['Martial Arts'],,10 min. per ep.,PG-13 - Teens 13 or older,6.97,#4498,#10435,"3,097",7,1450,"In Xifeng city, the reputation of the Chu family was known as a collapsed clan. But one day, Chu Xing Yun confidently applied for the second family of the Shui Family, Liu Xiang. His actions might be arrogant, but Chu Xing Yun had more knowledge about the future than anyone thought. In another life, Chu Xing Yun was a brave warrior from his family when the war between the Chu clan and Shui tore apart two families.","['Prequel (ONA) Ling Jian Zun', 'Sequel (ONA) Ling Jian Zun 3rd Season']",Ling Jian Zun 2nd Season,,,
132,"THE IDOLM@STER CINDERELLA GIRLS Theater: Tuesday Cinderella Theater 4th Season, Idolmaster Cinderella Girls Theater: Tuesday Cinderella Theater 4th Season, Cingeki (Web) 4th Season",シンデレラガールズ劇場 火曜シンデレラシアター 第4期,THE IDOLM@STER CINDERELLA GIRLS Theater (Web) 4th Season,,,,['ONA'],7,Finished Airing,"Apr 2, 2019 to Jun 25, 2019",,,"None found,","None found,","['Gathering', 'Lesprit']",['4-koma manga'],"['Comedy', 'Slice of Life']",,,1 min. per ep.,PG-13 - Teens 13 or older,6.29,#8336,#10518,"3,026",0,1147,Bonus segments of Cinderella Girls Gekijou 4th Season streamed on The iDOLM@STER Cinderella Girls Mobage following the television broadcast.,"['Prequel (ONA) Cinderella Girls Gekijou: Kayou Cinderella Theater 3rd Season', '']",Cinderella Girls Gekijou: Kayou Cinderella Theater 4th Season,,,
133,"Pokémon Masters Animated Trailer, Pokemon Masters: Trainers Great Gathering Special Animation",『ポケモンマスターズ』トレーナー大集結スペシャルアニメーション,,,,,['ONA'],1,Finished Airing,"Jun 27, 2019",,,['DeNA'],"None found,",['OLM'],Game,"['Action', 'Fantasy']",['Strategy Game'],['Kids'],4 min.,PG - Children,6.27,#8461,#10697,"2,876",0,1205,Original special animated trailer made to promote the release of the game Pokémon Masters. (Source: Bulbapedia),[],Pokemon Masters: Trainers Daishuuketsu Special Animation,,,
134,"Fairy Gone Recaps, Fairy Gone Specials, Fairy Gone Commentary Video",ふぇありーんごー,,,,,['ONA'],4,Finished Airing,"Apr 10, 2019 to May 1, 2019",,,"None found,","None found,",['TOHO animation'],Original,"['Comedy', 'Fantasy']",['Music'],,2 min. per ep.,PG-13 - Teens 13 or older,5.10,#13092,#11207,"2,465",2,461,Specials of Fairy Gone uploaded to the official YouTube channel of TOHO animation.,[],Fairy Ngoo,,,
135,Demon Queen Melissa,女魔王メリッサのHな冒険記,Sexy Chronicles of Demon Queen Melissa,,,,['ONA'],2,Finished Airing,"May 17, 2019 to Jun 7, 2019",,,['BOMB! CUTE! BOMB!'],"None found,",['Office No. 8'],Other,"['Fantasy', 'Hentai']",['Mythology'],,15 min. per ep.,Rx - Hentai,5.66,N/A,#11267,"2,428",6,824,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Onna Maou Melissa no H na Boukenki,,,
136,"The Magnificent Kotobuki Side Story: The Harukaze Squadron of the Great Sky, The Kotobuki Squadron in the Wilderness Side Story: The Harukaze Squadron of the Great Sky, The Harukaze Squadron of the Great Sky",荒野のコトブキ飛行隊 外伝 大空のハルカゼ飛行隊,,,,,['ONA'],12,Finished Airing,"Apr 10, 2019 to Feb 29, 2020",,,"['Digital Frontier', 'Bandai Namco Entertainment', 'Bandai Spirits']","None found,","['WAO World', 'GEMBA']",Original,"['Action', 'Adventure']",['Military'],,14 min. per ep.,PG-13 - Teens 13 or older,6.32,#8173,#11296,"2,402",3,305,"A short spin-off anime released on ""Kouya no Kotobuki Hikoutai: Oozora no Takeoff Girls!"" game app and YouTube. (Source: AniDB)",[],Kouya no Kotobuki Hikoutai Gaiden: Oozora no Harukaze Hikoutai,,,
137,,ちょこっとアニメ けものフレンズ３,,,,,['ONA'],26,Finished Airing,"Apr 2, 2019 to Sep 17, 2021",,,"None found,","None found,","None found,",Game,"['Adventure', 'Comedy', 'Fantasy']",,,1 min. per ep.,PG-13 - Teens 13 or older,5.94,#10211,#11876,"2,018",2,407,A series of anime shorts for the Kemono Friends 3 arcade and smartphone game. (Source: ANN),[],Chokotto Anime Kemono Friends 3,,,
138,"Pateuneoui Yeong-Yeog, Partner-ui Yeong-yeok",파트너의 영역,Partner's Territory,,,,['ONA'],2,Finished Airing,"May 29, 2019 to Dec 15, 2019",,,"None found,","None found,","None found,",['Web manga'],"['Boys Love', 'Slice of Life', 'Erotica']",,,6 min. per ep.,PG-13 - Teens 13 or older,5.30,N/A,#12350,"1,725",2,325,"An irresistible rough romance between three men who invade each other's realm. Lee Je-jae and Shin Jin-gi have been separated and reunited. He now lives with Shin Jin-gi, a married man who is married by contract, but he remembers the selfish Shin Jin-ki who said he was not a homosexual and told him to stop. Meanwhile, a new owner Lee Cheok appears in front of Lee Yi Je, who works as a manager at Soul Brush, and Shin Jin Ki complains about his charismatic appearance. (Source: Naver series, translated)","[""Adaptation (Manhwa) Partner's Territory: Bye and Hi"", '']",Partner's Territory,,,
139,"Mei Chu Xi de Yin Yang Shi Yi Jia, The Good-for-nothing Onmyouji Family",没出息的阴阳师一家,,,,,['ONA'],12,Finished Airing,"Apr 27, 2019 to Jul 13, 2019",,,"None found,","None found,",['Green Monster Team'],['Web manga'],"['Comedy', 'Supernatural']",,,5 min. per ep.,PG-13 - Teens 13 or older,6.17,#9031,#12455,"1,676",3,278,The series follows the daily life of an onmyoji who is not very competent at his work.,"['Sequel (ONA) Mei Chuxi de Yinyangshi Yijia 2', '']",Mei Chuxi de Yinyangshi Yijia,"['Historical', 'Mythology']",,
140,,ねんどのたたかい,Battle of Clay,,,,['ONA'],1,Finished Airing,"May 22, 2019",,,"None found,","None found,","None found,",Original,"['Action', 'Comedy']",,,1 min.,PG - Children,3.75,#13795,#12463,"1,672",1,1088,"Over a decade since its first rendition, the same classic rivalry between the red and yellow claymen continues in 2D! [Written by MAL Rewrite]",[],Nendo no Tatakai (2019),,,
141,Battle Spirits (2019),バトルスピリッツ サーガブレイヴ,,,,,['ONA'],3,Finished Airing,"Jun 14, 2019 to Jan 24, 2020",,,"None found,","None found,",['Bandai Namco Pictures'],Card game,"['Adventure', 'Sci-Fi']",,,24 min. per ep.,PG-13 - Teens 13 or older,6.85,#5105,#12712,"1,540",5,485,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (TV) Battle Spirits: Brave', 'Sequel (ONA) Battle Spirits: Kakumei no Galette']",Battle Spirits: Saga Brave,"['Military', 'Mythology', 'Strategy Game']",,
142,"Qin's Moon: Nine Songs of the Moving Heavens 2, The Legend of Qin: Nine Songs of the Sky 2",天行九歌 第二季,,,,,['ONA'],30,Finished Airing,"Apr 24, 2019 to Nov 8, 2019",,,"None found,","None found,",['Sparkly Key Animation Studio'],Original,"['Action', 'Fantasy']",,,15 min. per ep.,PG-13 - Teens 13 or older,6.56,#6739,#13203,"1,331",2,337,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (ONA) Qin Shi Mingyue: Tian Xing Jiu Ge', '']",Qin Shi Mingyue: Tian Xing Jiu Ge 2nd Season,"['Historical', 'Martial Arts']",,
143,"Ganbare! Kakurease Project, Do Your Best! Hidden Sweat Project, Kao Biore",がんばれ！隠れ汗 プロジェクト,,,,,['ONA'],1,Finished Airing,"May 17, 2019",,,"None found,","None found,",['G-angle'],Original,,,,2 min.,G - All Ages,5.90,#10454,#13395,"1,259",0,445,"An animated commercial for Kao Biore Sarasara Powder Sheets focuses less on a personal hygiene routine, instead opting to tug at viewers' heartstrings. The ad stars three high school friends, one a flutist named Mina and the other a burgeoning photographer named Akane. Mina finds herself getting wistful as the school year is drawing to a close but through the encouragement of her friends (and some well-timed product placement) she's reinvigorated to make the year the best it can be. (Source: ANN)",[],Ganbare! Kakure Ase Project,"['Music', 'School']",['Slice of Life'],
144,,「宇宙」予告編アニメ映像,,,,,['ONA'],1,Finished Airing,"Jun 6, 2019",,,"['Half H.P Studio', 'Flat Studio']","None found,",['A-1 Pictures'],Original,,['Music'],,2 min.,None,6.26,#8506,#13576,"1,205",0,579,Animated trailer for Chronicle's song Cosmos.,[],Cosmos Trailer,,['Slice of Life'],
