,Synonyms,Japanese,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Theme,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,German,Spanish,French,Themes,Genre,Demographics
81,"Dango 3 Kyodai, Three Dango Brothers, Dango San Kyodai, Dango 3 Kyoudai",だんご3兄弟あっという間劇場,,['TV'],50,Finished Airing,Oct 1999 to Mar 2004,['Fall 1999'],Unknown,['NHK'],"None found,","None found,",Unknown,,['Music'],['Kids'],3 min. per ep.,G - All Ages,[],#17565,#18885,354,0,,The hit Danga San Kyoudai song was adapted into shorts that aired on NHK during commercial breaks in Okaasan to Issho's timeslot. The cheery series about three dango brothers was meant to give children quick lessons about sharing and humbleness.,[],Dango San Kyoudai Attoiuma Gekijou,,,,,,
82,,キ・ファイター テラン,Ki Fighter,['TV'],26,Finished Airing,"Aug 21, 2002 to Mar 19, 2003",['Summer 2002'],Unknown,"None found,","None found,","None found,",Unknown,,,['Kids'],22 min. per ep.,PG - Children,[],#19411,#19021,345,0,,"The Grand Evil was sealed in a cave behind an energized shield. But now, thousand years have passed and he is about to regain his former power to break away free from the shield. In order to prevent this disaster, the Elders of Fantasia have to take measure to keep the radioactive power in the shield. They send out nymph warriors to find and fetch Ki-fighter cocoons hidden somewhere in the word. During the mission, the nymphs come across with TaeRang, the Ki-Fighter, our heroic kid. He turns out to be the one who has a power to defeat of the Grand Evil, TaeRang sets on his way to find other weak creatures and their villages that are endangered by the unjust evil power. TeaRang is the one wise and brave kid to set it all to justice. (Source: ANN)",[],Ki-Fighter Taerang,,,,,['Adventure'],
83,Chaechaepong Kimchipong,채채퐁 김치퐁,,['TV'],26,Finished Airing,"Aug 9, 2002 to Feb 28, 2003",['Summer 2002'],Unknown,"None found,","None found,","None found,",Original,"['Adventure', 'Fantasy']",,['Kids'],24 min. per ep.,PG - Children,[],#17179,#19035,344,1,,The story follows as Tochi and Milo travel the world in search of new Kimchi Pong to save their homes and uncover the secrets behind these creatures.,[],Chaechaepong Kimchi Pong,,,,,,
84,"Ha Pi Fuzi, Happy Father and Son",哈皮父子,Happy Father Happy Son,['TV'],104,Finished Airing,Aug 2000 to Aug 2004,['Summer 2000'],Unknown,"None found,","None found,","None found,",Original,"['Comedy', 'Fantasy']",,['Kids'],6 min. per ep.,PG - Children,[],#18440,#22577,152,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Sequel (TV) Happy Fuzi: Chao Neng Pao Dan', '']",Happy Fuzi,,,,,,
85,,검정 고무신,Black Rubber Shoes,['TV'],39,Finished Airing,"Dec 15, 2000 to Jan 5, 2005",['Winter 2001'],Unknown,"None found,","None found,","None found,",['Manga'],,,['Kids'],11 min. per ep.,PG - Children,[],#18179,#23289,130,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Sequel (TV) Geomjeong Gomusin 4', '']",Geomjeong Gomusin,,,,,,
86,Bible Black: Night of the Walpulgiss,バイブルブラック,Bible Black,['OVA'],6,Finished Airing,"Jul 21, 2001 to Jun 25, 2003",,,"['Milky Animation Label', 'Active']",['Media Blasters'],['Studio Jam'],Visual novel,,,,28 min. per ep.,Rx - Hentai,6.58,N/A,#2807,"68,467",580,35687,"Every school has secrets, but few leave a stain that won't wash out. In a certain school, there was once a fun club centered around magic but had turned into murder and a lust for power. Sealed and willfully forgotten, the resulting evil of that day remained chained in the school's basement. Twelve years later, high school student Taki Minase, while inspecting the place where the incident took place, uncloaks the secret plastered in blood—a book of magic called ""Black Bible."" Trying his luck with its love curses, he soon finds out the magic proves real and easily penetrates the hearts and bodies of his fellow classmates. The resulting intercourse leaves the student body very vocal, and Minase's acts do not go unnoticed. What was at first a simple stroke of curiosity becomes much larger and harder to control. Fully swallowed by the unshackled darkness, everyone he knows becomes a victim, including his childhood friend Kurumi Imari. Torn apart, Minase finally realizes his mistakes and that he must reverse them in time if he ever hopes for him and Imari to come together. [Written by MAL Rewrite]","['Prequel (OVA) Bible Black Gaiden', 'Sequel (OVA) Bible Black: New Testament', 'Adaptation (Light Novel) Bible Black: La Noche de Walpurgis', '']",Bible Black,,,,,['Hentai'],
87,"Saint Seiya Hades, Saint Seiya: The Hades Sanctuary Chapter",聖闘士星矢 冥王ハーデス十二宮編,Saint Seiya: The Hades Chapter - Sanctuary,['OVA'],13,Finished Airing,"Nov 9, 2002 to Jul 25, 2003",,,"None found,","None found,",['Toei Animation'],['Manga'],"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",['Mythology'],['Shounen'],29 min. per ep.,PG-13 - Teens 13 or older,8.05,#602,#3018,"59,668",395,36749,"Hades is planning to take over the world, to achieve that goal, he sends out deceased Gold Saints to take Athena's head. Seiya and the other Bronze Saints come to help but their help isn't appreciated by the remaining Gold Saints that are still alive. (Source: ANN)","['Prequel (TV) Saint Seiya', 'Sequel (OVA) Saint Seiya: Meiou Hades Meikai-hen', 'Adaptation (Manga) Saint Seiya', '']",Saint Seiya: Meiou Hades Juuni Kyuu-hen,,Saint Seiya Los Caballeros del Zodiaco 7 : Hades Santuario,"Saint Seiya: Les Chevaliers du Zodiaque: Chapitre Hadès, Le Sanctuaire",,,
88,Onegai Sensei OVA,おねがい☆ティーチャー ヒミツなふたり,Please Teacher!: Secret Couple,['OVA'],1,Finished Airing,"Oct 25, 2002",,,"['Bandai Visual', 'WOWOW', 'Lantis']","['Nozomi Entertainment', 'Bandai Entertainment']",['Daume'],Original,"['Comedy', 'Romance', 'Sci-Fi', 'Ecchi']",,,21 min.,PG-13 - Teens 13 or older,7.27,#2977,#3334,"49,738",54,29567,"Kei and Mizuho are having some marital difficulties, and Mizuho's family decides it's high time for a visit. (Source: ANN)",[],Onegai☆Teacher: Himitsu na Futari,,,,,,
89,,マクロス ゼロ,Macross Zero,['OVA'],5,Finished Airing,"Dec 21, 2002 to Oct 20, 2004",,,"['Bandai Visual', 'Big West']",['Anime Limited'],['Satelight'],Original,"['Action', 'Adventure', 'Sci-Fi']",,,30 min. per ep.,R+ - Mild Nudity,7.48,#2022,#3710,"41,191",125,20312,"Taking place one year before the Zentraedi arrive on Earth, Macross Zero chronicles the final days of the war between the U.N. Spacy and anti-U.N. factions. After being shot down by the anti-U.N.'s newest fighter plane, ace pilot Shin Kudo finds himself on the remote island of Mayan, where technology is almost non-existent. While Shin stays on the island to heal his wounds, the tranqulity of the island is shattered by a battle that involves the UN's newest fighter - the VF-0. (Source: ANN)","['Sequel (TV) Macross', '']",Macross Zero,,,,"['Mecha', 'Military']",,
90,Hack OVA,.hack//LIMINALITY,.hack//Liminality,['OVA'],4,Finished Airing,"Jun 20, 2002 to Apr 10, 2003",,,"['Bandai Visual', 'Bandai', 'CyberConnect2']",['Bandai Entertainment'],['Bee Train'],Original,,['Video Game'],,33 min. per ep.,PG-13 - Teens 13 or older,6.58,#6600,#4029,"34,662",34,17021,"While playing the newly released MMORPG ""The World,"" Minase Mai and Tomonari Kasumi collapse in the real world and are sent to the hospital after hearing a mysterious sound. Only Mai recovers, while her friend Kasumi slips into a mysterious coma. Mai is later approached by the creator of ""The World,"" Tokuoka Junichiro, who unveils to her that, just like her friend, six other players across the country also collapsed while playing ""The World"" and are now in mysterious comas. What exactly is ""The World,"" what is this mysterious sound Mai keeps on hearing, and why are people slipping into comas from this game? Minase, Junichiro, and their acquaintances set off to get to the bottom of this problem before any further harm happens. [Written by MAL Rewrite]",[],.hack//Liminality,,,,,['Mystery'],
91,Green Green,グリーングリーン,,['OVA'],1,Finished Airing,"Dec 20, 2002",,,['StarLink'],"None found,",['Media Factory'],Visual novel,"['Comedy', 'Romance', 'Ecchi']",['School'],,26 min.,PG-13 - Teens 13 or older,5.94,#10206,#4437,"28,287",8,16361,"Hanaoka high school is an all girls' school, and the girls were pretty excited when they heard that boys were admitted into their high school. Smart and elegant boys, that's in their fantasy. However, in reality, the boys who were actually admitted are from the countryside and not smart at all, leave alone being elegant. And in fact, two of them are dirty perverts...",[],Green Green OVA,,,,,,
92,"YKK: Quiet Country Cafe, Yokohama Shopping Journal: Quiet Country Cafe",ヨコハマ買い出し紀行 Quiet Country Cafe,,['OVA'],2,Finished Airing,"Dec 18, 2002 to Mar 5, 2003",,,['SME Visual Works'],"None found,",['Ajia-do'],['Manga'],"['Sci-Fi', 'Slice of Life']",['Iyashikei'],['Seinen'],32 min. per ep.,R+ - Mild Nudity,7.13,#3738,#4912,"22,284",64,10060,"In the twilight of the human age, mankind continues to persevere, resisting the lull of nature's reclamation. For Alpha Hatsuseno and her café, things have not changed. The familiar sights and scenery instill a comforting solace—a sentiment cherished by Alpha. One day, however, a radio weather report forecasts an approaching typhoon that threatens to undermine the enduring peace. After taking refuge at Ojisan's gas station and returning to the café, Alpha is devastated to see that her beloved shop had been ravaged by the storm. Determined to restore it back to its former glory, she resolves to find other jobs as a way to fund the repairs. The journey into the unknown is an opportunity to explore what remains of civilization, and Alpha seizes this chance to expand her view of the outside world. [Written by MAL Rewrite]","['Prequel (OVA) Yokohama Kaidashi Kikou', 'Adaptation (Manga) Yokohama Kaidashi Kikou']",Yokohama Kaidashi Kikou: Quiet Country Cafe,,,,,,
93,,ナースウィッチ小麦ちゃんマジカルて,Nurse Witch Komugi,['OVA'],5,Finished Airing,"Aug 23, 2002 to Apr 2, 2004",,,"['Rondo Robe', 'Pioneer LDC', 'Toshiba Entertainment', 'Toshiba Digital Frontiers']",['ADV Films'],"['Kyoto Animation', 'Tatsunoko Production']",Original,"['Comedy', 'Fantasy']",,,24 min. per ep.,PG-13 - Teens 13 or older,6.64,#6225,#5229,"19,263",88,6798,"Ungrar, the King of Viruses, has escaped from his prison cell in Vaccine World. Maya, the Goddess of Vaccine World sends Mugimaru down to Earth to find a human to accept the powers of Vaccine World and become the Magical Nurse. He finds the best (and the only willing) person for the job when he meets Komugi Nakahara. Komugi is a playful, lazy, and easily distracted (typical) teenager whose dream is to become a cosplay idol. Balancing her career with the Kiri-Pro Promotion Company and her new job battling Ungrar's loyal henchman, the Magical Maid Koyori, Komugi delights audiences in this parody anime series. (Source: ANN)","['Sequel (OVA) Nurse Witch Komugi-chan Magikarte Z', '']",Nurse Witch Komugi-chan Magikarte,,,,"['Gag Humor', 'Mahou Shoujo', 'Otaku Culture', 'Parody']",,
94,,Viper GTS,Viper GTS,['OVA'],3,Finished Airing,"Dec 24, 2002 to Sep 25, 2003",,,['Front Line'],['Media Blasters'],['Studio G-1Neo'],Visual novel,,['Mythology'],,28 min. per ep.,Rx - Hentai,6.97,N/A,#5850,"14,288",116,6734,"Carrera is a female demon whose job is to create a wish granting contract with a human being in exchange for their soul. Along with her partners/rivals Mercedes and Rati, they carry out this job for the benefit of the demon world. When Carrera is summoned by the nerdy Ogawa, she finds him to be more interesting than her previous clients and develops a crush. Mercedes tries to get involved with Ogawa also to compete with Carrera. However, the female angels are upset by this disturbance and are willing to purify the demons with their precious ""holy water"" to save Ogawa's soul. (Source: ANN)",[],Viper GTS,,,,,['Hentai'],
95,"From I''s, I''s OVA, Aizu, From I""s",フロムアイズ ～もうひとつの夏の物語～,I''s,['OVA'],2,Finished Airing,"Dec 9, 2002 to Mar 19, 2003",,,"None found,",['VIZ Media'],"['Pierrot', 'Arms']",['Manga'],"['Drama', 'Romance']",,['Shounen'],29 min. per ep.,PG-13 - Teens 13 or older,5.88,#10529,#6507,"10,960",7,5022,"Aiming to become a modeling artist, Itsuki, a childhood friend of Ichitaka who went to America has come back to Japan. Iori who refused the idol path and started to pursue her ambition to become an actress instead. Ichitaka, wandering on his bicycle alone, tries to decide his choice between the two persons. (Source: AnimeNfo)","[""Adaptation (Manga) I''s"", '']",I''s,"I""S",From I´´s,"I""S",,,
96,Space Pirate Captain Herlock: The Endless Odyssey,SPACE PIRATE CAPTAIN HERLOCK OUTSIDE LEGEND ~The Endless Odyssey~,,['OVA'],13,Finished Airing,"Dec 21, 2002 to Dec 21, 2003",,,"['VAP', 'Pioneer LDC']",['Geneon Entertainment USA'],['Madhouse'],['Manga'],"['Action', 'Adventure', 'Drama', 'Sci-Fi']",['Space'],['Seinen'],25 min. per ep.,PG-13 - Teens 13 or older,7.30,#2832,#6794,"9,920",43,3141,"On an archaelogical mission to the end of the known universe, Professor Daiba unwitting unleashes an ancient horror from its confines. Five years later the malevolent alien force sets in motion a plan which reunites the various crewmembers of the Arcadia to sail the stars once more as well as bring Tadashi Daiba to meet Harlock for the first time (again). (Source: ANN)",[],Space Pirate Captain Herlock: Outside Legend - The Endless Odyssey,"Space Pirate Captain Herlock: Outside Legend, The Endless Odyssey",Space Pirate Captain Herlock: The Endless Odyssey,Space Pirate Captain Herlock: The Endless Odyssey,,,
97,"Vandread Intense Fighting Volume, Vandread Turbulence",ヴァンドレッド　激闘篇,,['OVA'],1,Finished Airing,"Oct 25, 2002",,,"None found,",['Funimation'],['Gonzo'],Original,"['Action', 'Adventure', 'Comedy', 'Sci-Fi', 'Ecchi']",,,1 hr. 26 min.,PG-13 - Teens 13 or older,6.86,#5022,#7297,"8,321",3,3248,"Vandread Gekitouhen (Vandread Turbulence), similiar to Vandread Taidouhen, is an OVA summary of Vandread the Second Stage plus several extra scenes (Source: AniDB)",[],Vandread: Gekitou-hen,,,,"['Mecha', 'Space']",,
98,"Shintaisou (Kari) The Animation: Yousei-tachi no Rondo, Rhythmic Gymnastics",新体操(仮),Princess 69,['OVA'],4,Finished Airing,"Oct 25, 2002 to Aug 22, 2003",,,['Pink Pineapple'],['Media Blasters'],['ORADA COMPANY'],Visual novel,,,,31 min. per ep.,Rx - Hentai,6.27,N/A,#7661,"7,328",37,2624,"A P.E. teacher, Nikusuke, happened to obtain a brief of ""Dark Rhythmic Gymnastics Project"". It is a competition where the players compete with others their lewdness. Following the project, Nikusuke looked for the players with Tomomi, a granddaughter of the board chairman. Their first game was Miku. Tomomi deceived innocent Miku, and she invited Miku out at night.","['Sequel (OVA) Shintaisou: Shin', 'Adaptation (Light Novel) Shintaisou: Kari']",Shintaisou: Kari,,,,,['Hentai'],
99,Stepsister,犠母妹,Step Sister,['OVA'],2,Finished Airing,"Oct 25, 2002 to Mar 28, 2003",,,['Discovery'],['Critical Mass Video'],['Mook Animation'],Visual novel,,,,28 min. per ep.,Rx - Hentai,6.57,N/A,#7903,"6,801",25,2835,"A renowned painter dies of heart disease while being married with Megumi, a woman much younger than he is. His son, Kyosuke, never liked that union and wants Megumi out of the house. Therefore Megumi proposes that Kyosuke can do anything he wants with her daughter Yuna, Kyosuke's stepsister, if he allows them to stay. Naturally, Kyosuke accepts. (Source: AniDB)",[],Gibomai,,,,,['Hentai'],
100,,Happy World!,,['OVA'],3,Finished Airing,"Dec 13, 2002 to Jun 27, 2003",,,"['KSS', 'Soft Garage']","None found,",['Zexcs'],['Manga'],"['Comedy', 'Fantasy', 'Romance', 'Ecchi']",,,26 min. per ep.,PG-13 - Teens 13 or older,5.98,#10032,#8010,"6,566",7,2898,"Oomura Takeshi is one unlucky fellow. He has has this case of bad luck ever since he was little. One day, while on his normal runs with bad luck, he meets an Angel named Elle, and he finds out that his father wished the curse of bad luck upon him. Takeshi has the oppurtunity to pass on the curse, but accepts it to save a young girl. For his noble act, Elle becomes human and lives with Takeshi to protect him from the curse, which is something Takeshi isn't particularly happy with. (Source: ANN)","['Adaptation (Manga) Happy World!', '']",Happy World!,,,,,,
101,"I'll / Crazy KOUZU Basketball Club, Generation basket",I'll/CKBC,I'll/CKBC,['OVA'],2,Finished Airing,"Dec 18, 2002 to Mar 26, 2003",,,"['Aniplex', 'SME Visual Works']",['Media Blasters'],['M.S.C'],['Manga'],,,['Shounen'],30 min. per ep.,PG-13 - Teens 13 or older,6.16,#9070,#8424,"5,842",6,2206,"Pressured by his family's background and expectations, high school student Hitonari Hiiragi has been considering quitting basketball. However, after meeting Akane Tachibana, Hiiragi's love for the sport is reignited. As he joins the Kouzu High School basketball club, Hiiragi aims to pursue his own path in basketball together with his cherished teammates. But despite having fun with his newfound comrades, Hiiragi eventually starts to question whether he can achieve his dreams with the current team and environment. As they each struggle with their differing approaches towards the sport, Hiiragi and the team ponder what it truly means to play basketball together. [Written by MAL Rewrite]","[""Adaptation (Manga) I'll"", '']",I'll/CKBC,,,,"['School', 'Team Sports']",['Sports'],
102,Innocent Nurse Academy,清純看護学院,Nurse Me!,['OVA'],3,Finished Airing,"Oct 25, 2002 to May 30, 2003",,,['Discovery'],['Critical Mass Video'],['AT-2'],Visual novel,"['Comedy', 'Hentai']",,,31 min. per ep.,Rx - Hentai,6.08,N/A,#9304,"4,424",9,1415,"You wouldn't think that a hospital would be the setting for a series of erotic adventures, but when a new crop of nurses' aides reports for duty, they're confronted by an erotic lesson plan that pushes them to the brink of ecstasy... and sanity.",[],Seijun Kango Gakuin,,,,,,
103,"Sakura Wars: Sumire Kanzaki Retirement Show - Su Mi Re, Sakura Wars: Sumire",『サクラ大戦』～神崎すみれ引退記念～「す・み・れ」,Sakura Taisen: Sumire,['OVA'],1,Finished Airing,"Dec 18, 2002",,,"['Sega', 'Imagine']",['Funimation'],['Radix'],Game,"['Drama', 'Sci-Fi']",,,24 min.,PG-13 - Teens 13 or older,6.40,#7684,#9880,"3,699",0,1406,"For years the defense and safety of the Imperial city rested on the shoulders of Sumire Kanzaki of the Flower Division. But this, as with all things, must fade away. As the top star of the Imperial Theatre Company, Sumire was the power and the light from which her comrades drew their own strength and resolve. It was through her that the Flower Division found their courage... and through her that many happy memories were made. Now the curtain rises for one final performance as the star that once shined so brightly begins to grow faint. As the spotlight dims on one legend, another must come center stage. (Source: Funimation)","['Prequel (Movie) Sakura Taisen: Katsudou Shashin', '']",Sakura Taisen: Kanzaki Sumire Intai Kinen - Su Mi Re,,,,"['Mecha', 'Performing Arts']",,
104,,女教師,Hot Juicy Teacher,['OVA'],3,Finished Airing,"Dec 25, 2002 to Aug 25, 2003",,,"['Milky Animation Label', 'MS Pictures']",['JapanAnime'],['Dream Entertainment'],Visual novel,,,,28 min. per ep.,Rx - Hentai,5.91,N/A,#10010,"3,545",1,1119,"This explicit anime takes place at an unusual school in which sex between students and, above all, with teachers, seems to be the norm rather than the exception. This first volume of the aptly named HOT JUICY TEACHER series focuses on Yuichiro, a formerly good-natured student who has turned twisted since being falsely accused of rape at a previous school. At his new school, he encounters a group of perverted, abusive bullies, some of their victims, and any number of extremely attractive and libidinous young instructors. Excellent character design and quality animation set this apart from the genre's many similar titles. (Source: AniDB)","['Adaptation (Light Novel) Onna Kyoushi', '']",Onna Kyoushi,,,,,['Hentai'],
105,Stratosphere no Yosei,ストラトスフェラの妖精,Nymphs of the Stratosphere,['OVA'],3,Finished Airing,"Nov 21, 2002 to Dec 26, 2002",,,"None found,",['Media Blasters'],"None found,",Original,"['Drama', 'Sci-Fi', 'Hentai']",,,30 min. per ep.,Rx - Hentai,5.67,N/A,#10047,"3,500",4,1182,"In the near future, the world as we know it has been spoiled by our negligence. From the stratosphere come five beautiful nymphs in the shape of angels, bearing the fragrance of forbidden fruit. It appears their desire is to bring pleasure to the devastated human race. A young programmer working late spots one of the beautiful girls on his balcony, peeping on a couple across the way. Once she departs he is surprised to find the scent of fruit lingering in the air. He knows he must pursue her, what he is yet to discover is that she's not of this Earth! (Source: AniDB)",[],Stratosphera no Yousei,,,,,,
106,Shin Seiki Inma Seiden,新世紀 淫魔聖伝,Inma Seiden: The Legend of the Beast of Lust,['OVA'],6,Finished Airing,"Mar 25, 2001 to Oct 25, 2002",,,['Green Bunny'],"['NuTech Digital', 'Kitty Media']",['Arms'],Original,"['Supernatural', 'Hentai']",['School'],,27 min. per ep.,Rx - Hentai,6.11,N/A,#10325,"3,197",15,846,"As the related Kameyama and Ootori families battle to lead Ootori Academy, sinister goings-on complicate their internal struggle. Terrifying sexual assaults are taking place, with the assailant concealing his identity with a foreboding iron mask. Sena is attacked by tentacles and a demon, and then the masked man appears before Mao, who tries to fight him off. When she fails to succeed, Hitomi Kameyama comes to her rescue, but the horror has just begun. (Source: NuTech Digital)",[],Shinseiki Inma Seiden,,,Inma Seiden: the Legend of the Bease of Lust - Cris et Châtiments,,,
107,Shokuzai no Kyoushitsu: Bad End,BAD END 贖罪の教室,Voyeur's Digest,['OVA'],2,Finished Airing,"Oct 11, 2002 to Jan 10, 2003",,,['Digital Works'],['Critical Mass Video'],['Y.O.U.C'],Visual novel,,,,28 min. per ep.,Rx - Hentai,5.27,N/A,#10456,"3,090",8,1104,"The written word is a powerful tool… something Mikimoto knows all too well. Talented and devious, Mikimoto has everything it takes to make a top-rated journalist, but what would a journalist be without a good scandal to write about? Developing his own personal underground newspaper, Mikimoto carefully plants the seeds of anger and wanton lust within his male classmates - all aimed towards just one person: the voluptuous Nanase. When his classmates finally go after her to punish her for all of her ""sins,"" Mikimoto silently records every depraved moment. As notoriety of the newspaper spreads, more and more girls are falling prey to the perverse desires of those influenced by it. Even Mikimoto is finding it harder and harder to resist his own dark desires towards one specific full-bosomed beauty, Madoka. Will this master manipulator ultimately fall prey to his own writing talents? (Source: AniDB)","['Adaptation (Light Novel) Shokuzai no Kyoushitsu: Bad End', '']",Bad End,,,,,['Hentai'],
108,,Wind -a breath of heart-,,['OVA'],1,Finished Airing,"Dec 27, 2002",,,['Audio Tanaka'],"None found,",['Ajia-do'],Visual novel,,['School'],,16 min.,PG-13 - Teens 13 or older,5.94,#10247,#10592,"2,968",0,1119,"Set four months after the resolution of the game the anime Wind is based on (via Hikari's ending), the entire gang is planning a big Christmas party. However, with the reappearance of Hikari, weird things start to happen in the city of Kazune. How will things turn out? (Source: AniDB)",[],Wind: A Breath of Heart,,,,,['Comedy'],
109,Ring of White Angels,白き天使達の輪舞,Hardcore Hospital,['OVA'],2,Finished Airing,"Oct 11, 2002 to Dec 13, 2002",,,['Digital Works'],['Critical Mass Video'],['Y.O.U.C'],Visual novel,,,,29 min. per ep.,Rx - Hentai,5.69,N/A,#10750,"2,837",1,948,"Date General Hospital is a place unlike any other. The staff is equipped with ""special nurses"" that aim to meet the needs of any willing and able patient around. This hand selected group of sexual girls are taken under the wing of Dr. Date who upon giving the women his secret stamina drug lets the patients, nurses, and even himself feel pleasure like they have never have before. (Source: ANN)",[],Shiroki Tenshi-tachi no Rondo,,,,,['Hentai'],
110,,ブラインドナイト,,['OVA'],3,Finished Airing,"Nov 22, 2002 to Jul 23, 2004",,,['Japan Home Video'],"None found,",['C&S Production'],Unknown,,,,26 min. per ep.,Rx - Hentai,5.54,N/A,#11131,"2,525",4,676,"When Yoji, a college student finds a demonic book, he decides to follow its writings and make a female student - Rie, his sexual slave. However, he's not satisified with only one slave. (Source: AniDB)",[],Blind Night,,,,,['Hentai'],
111,Hamutarou no Otanjobi,ハム太郎のおたんじょうび 〜ママをたずねて三千てちてち〜,Hamtaro: Hamtaro's Birthday! - 3000 Hammy Steps in Search of Mommy,['OVA'],1,Finished Airing,"Nov 21, 2002",,,"None found,",['VIZ Media'],['TMS Entertainment'],Unknown,"['Adventure', 'Comedy']",,['Kids'],44 min.,G - All Ages,6.60,#6500,#11396,"2,339",2,849,"Laura tells Hamtaro where he came from yet Laura thinks it is not true, just in time for his birthday, Hamtaro sets out with Boss and Oxnard to visit his mother to see if what Laura said is true, while the other Ham-Hams set up a surprise birthday party for him. (Source: Wikipedia)","['Sequel (OVA) Tottoko Hamtarou OVA 2: Hamuchanzu no Takara Sagashi Daisaku - Hamuha! Suteki na Umi no Natsuyasumi', '']",Tottoko Hamtarou OVA 1: Hamtaro no Otanjoubi - Mama wo Tasunete Sanzen Techi Techi,,,,,,
112,"Gakuen Toshi Valanoir, School City Valanoir",学園都市ヴァラノワール 上巻,,['OVA'],2,Finished Airing,"Oct 23, 2002 to Nov 27, 2002",,,['Idea Factory'],"None found,","None found,",Game,,,,50 min. per ep.,PG-13 - Teens 13 or older,4.68,#13541,#12402,"1,704",0,424,"Based on a Playstation 2 game by the same title, Varanoir's story takes place in a Magic University called.. well Varanoir. Students in this university are trained here for war preparation against the devil master. The main characters of the story is Myu, a granddaughter of Jii. Jii was a great swordsman in the past and he taught various sword fighting skills to Myu, although he's working as a chimney cleaner right now in Varanoir. Myu then decides to go to Varanoir for training to become a fighter. In Varanoir, Myu meets Ryuto, a talented student. However, Ryuto always sees Myu as her rival. (Source: AnimeNfo)",[],Gakuentoshi Varanoir Joukan,,,,,['Action'],
113,Fujun Isei Kouyuu: Taisetsu na Kimi he,不純異性交遊 ～大切な君へ～,,['OVA'],1,Finished Airing,"Nov 25, 2002",,,"['Milky Animation Label', 'MS Pictures']","None found,",['Studio OX'],['Manga'],,,,24 min.,Rx - Hentai,5.39,N/A,#12582,"1,608",0,428,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Fujun Isei Kouyuu: Taisetsu na Kimi e,,,,,['Hentai'],
114,,完全無修正 それぞれの放課後,,['OVA'],1,Finished Airing,"Nov 18, 2002",,,['Five Ways'],"None found,",['Shinjukuza'],['Manga'],,['School'],,29 min.,Rx - Hentai,5.16,N/A,#12800,"1,502",2,428,Four friends at school. Three of them get caught up in having sex with older men. Two of them prostitute themselves to a middle-aged man while the other girl is caught masturbating at her teacher's desk. Do these girls really know what they've getting themselves into?,[],Kanzen Mushuusei: Sorezore no Houkago,,,,,['Hentai'],
115,Hal and Bons,ハル&ボンス,,['OVA'],5,Finished Airing,"Oct 2, 2002",,,['Grasshoppa!'],"None found,","None found,",Unknown,"['Comedy', 'Slice of Life']",,,8 min. per ep.,PG-13 - Teens 13 or older,4.84,#13397,#15096,795,1,311,Hal and Bons are a pair of beer drinking slacker dogs. They are joined on their sofa by an anthropomorphic rice cake by the name of Mochi who first interviews them and then decides to give up being an interviewer and move in with them instead. Hal and Bons have mixed feelings about this turn of events - Mochi tastes great but he's rather lacking in social skills and he's starting to smell... (Source: ANN),"['Sequel (OVA) New Hal & Bons', '']",Hal & Bons,,,,,,
116,Inu Yasha: Kagami no Naka no Mugenjou,犬夜叉 鏡の中の夢幻城,InuYasha the Movie 2: The Castle Beyond the Looking Glass,['Movie'],1,Finished Airing,"Dec 21, 2002",,,"['Yomiuri Telecasting', 'TOHO', 'Nippon Television Network', 'Shogakukan', 'Yomiuri TV Enterprise', 'Shogakukan Productions']",['VIZ Media'],['Sunrise'],['Manga'],"['Action', 'Adventure', 'Fantasy', 'Romance']",,['Shounen'],1 hr. 39 min.,PG-13 - Teens 13 or older,7.67,#1372,#2105,"108,584",267,59286,"Fortune smiles on Inuyasha and his allies when they finally defeat their nemesis Naraku, who has caused them unrelenting hardships. Overjoyed by the long-awaited victory, they all hurry to resume their former lives, unaware that danger still lurks around. Kanna and Kagura, two of Naraku's subordinates, make arrangements to set free a sealed demonic entity that claims to be Kaguya, the legendary Princess of the Heavens. Although preoccupied with their own endeavors, Inuyasha's group members reunite by a string of unusual coincidences involving Kanna and Kagura along with an inexplicable phenomenon of repeated full-moon nights. Upon realizing that Kaguya is behind the troubling events and that she holds a terrible power, they join forces once more to stop the disastrous fate she has planned for the world. [Written by MAL Rewrite]",[],InuYasha Movie 2: Kagami no Naka no Mugenjou,InuYasha Film 3: The Castle Beyond the Looking Glass,Inuyasha Película 2: El Castillo de Sueños en el Interior del Espejo,InuYasha Film 2: Le Château des Illusions,"['Historical', 'Mythology', 'Time Travel']",,
