,Synonyms,Japanese,English,German,Spanish,French,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Demographic,Theme,Genre,Demographics
92,,爆丸バトルブローラーズ Mechtanium Surge,Bakugan: Mechtanium Surge,,,,['ONA'],46,Finished Airing,Sep 2018 to 2018,,,"None found,",['Nelvana'],['TMS Entertainment'],Original,"['Action', 'Adventure', 'Fantasy']",,24 min. per ep.,G - All Ages,6.24,#8583,#3410,"47,471",73,27726,"After returning from the feuding realms of Gundalia and Neathia, Danma Kuusou and his companions continue their lives on Earth. Now, a year later, the virtual reality world of Bakugan Interspace has finally recovered from the alien invasion and has once again become a place for brawlers to gather and challenge themselves. It turns out, however, that whenever Danma's Bakugan, Pyrus Dragonoid, unleashes his might in battle, the Interspace experiences new disruptions. Unable to harness the incredible powers granted to him by Code Eve—the Bakugan Mother spirit—he struggles to maintain control over the Mechtogan contained within him. When it goes out of control, the mysterious mechanical entity wreaks havoc on the battlefield, attacking friends and foes alike. To make matters worse, Bakugan Interspace is at risk of being infiltrated again. An unknown mastermind is sending mutated Chaos Bakugan into the system in order to brainwash brawlers and take control of the virtual realm. In anticipation of the inevitable confrontation, Danma must find a way to keep the Mechtogan's destructive force at bay and rally the Battle Brawlers once again. [Written by MAL Rewrite]","['Prequel (TV) Bakugan Battle Brawlers: Gundalian Invaders', '']",Bakugan Battle Brawlers: Mechtanium Surge,,['Strategy Game'],,
93,"Afterschool Pleiades, Hokago no Pleiades",放課後のプレアデス,Wish Upon the Pleiades,,,,['ONA'],4,Finished Airing,"Feb 1, 2011",,,"['Dentsu', 'Dentsu Razorfish', 'Dentsu Tec', 'SUBARU']","None found,",['Gainax'],Original,"['Action', 'Sci-Fi']",,5 min. per ep.,G - All Ages,6.12,#9258,#5320,"18,426",15,9286,"Subaru is a young girl who likes to see the stars. One day, she opens the door to her school's observation room, only to find a large indoor garden instead! She meets a boy named Minato who says some strange things, telling her to leave soon after their meeting. As if the day wasn't weird enough, Subaru accidentally finds a strange blobby creature who runs off with her compass, leading her to stumble into a club room with girls wearing witch costumes! Subaru recognizes her friend Aoi in the group, and despite Aoi's protests, Subaru decides to join the club. Shortly after, she gets a strange automobile-like staff and a magical transformation from the club's ""president,"" the blobby creature from earlier, known as a Pleiadian. Aoi and the other members—Itsuki, Hikaru, and Nanako—have been looking for engine fragments of the spaceship that the Pleiadian used to travel in, so that it can go back to its home. But it seems that these girls are not the only ones searching for the fragments... [Written by MAL Rewrite]",[],Houkago no Pleiades,,['Space'],,
94,,罗小黑战记,The Legend of Luoxiaohei,,,,['ONA'],28,Finished Airing,"Mar 17, 2011 to Aug 27, 2019",,,"None found,","None found,",['HMCH'],Original,"['Comedy', 'Supernatural']",,7 min. per ep.,PG-13 - Teens 13 or older,7.70,#1303,#8145,"6,294",65,1695,"The story begins on a rainy night, when a homeless little black cat is brought home by a young girl Luo Xiaobai. She names the cat Luo Xiao Hei. However, Luo Xiao Hei is no ordinary cat: he is a supernatural entity that hosts several small creatures called Heixiu. As Luo Xiao Hei new life soon threatened by the mysterious Diting, who commands three winged wolves. (Source: asiatvforum.com, edited)","['Prequel (Movie) Luo Xiao Hei Zhan Ji (Movie)', 'Sequel (ONA) Luo Xiao Hei Zhan Ji: Zhongsheng Zhi Men']",Luo Xiao Hei Zhan Ji,,,,
95,,スケットダンス SDキャラフラッシュアニメ,,,,,['ONA'],16,Finished Airing,"Mar 7, 2011 to Oct 14, 2011",,,"None found,","None found,",['Tatsunoko Production'],['Manga'],,,1 min. per ep.,PG-13 - Teens 13 or older,6.44,#7429,#9736,"3,859",0,1054,"The SD Character Flash Anime is a special addition to the anime series' official website. Each ""episode"" features a different character, drawn in a super-deformed style, set to a song sung by the character's seiyuu.",[],SKET Dance: SD Character Flash Anime,['Shounen'],['School'],['Comedy'],
96,,A Log Day of Timbre,A Log Day of Timbre,,,,['ONA'],1,Finished Airing,"Feb 25, 2011",,,"None found,","None found,","None found,",Original,,,2 min.,G - All Ages,4.50,#13653,#14275,"1,001",0,575,A special follow up version of Mizue Mirai's Timbre A-Z.,[],A Log Day of Timbre,,,['Avant Garde'],
97,Timbre A-Z,Timbre A to Z,,,,,['ONA'],26,Finished Airing,"Jan 22, 2011 to Feb 16, 2011",,,"None found,","None found,",['Mirai Film'],Original,,,30 sec. per ep.,G - All Ages,4.53,#13637,#14482,944,0,493,A series of short films where Mirai Mizuki uploaded one abstract representation of a letter of the alphabet every day for 26 days.,[],Timbre A to Z,,['Music'],['Avant Garde'],
98,,KAWAII COOK SAN,,,,,['ONA'],1,Finished Airing,"Mar 2, 2011",,,"None found,","None found,",['Kachidoki Studio'],Other,,,1 min.,G - All Ages,4.54,#13630,#16424,570,1,261,"Animation accompanying a song for Kawaii Cook-san, a mascot created by Homme Temoin. On April 14, 2012, it began broadcast on television.",[],Kawaii Cook-san,,['Music'],['Slice of Life'],
99,,ゴールデン★キッズ,,,,,['ONA'],2,Finished Airing,"Jan 21, 2011",,,"None found,","None found,","None found,",['Manga'],,"['School', 'Team Sports']",11 min. per ep.,G - All Ages,5.28,#12735,#16770,529,1,121,"The Koganedai Downtown FC Golden Kids haven't won a single game since they formed. The captain and goal keeper, Goal Kitagawa is determined to win a game with the current members before he moves away next month. However, even after all the determination to win the next game they lose terribly, extending their losing streak to 22 games. Even the adults in the community who support the team begin to get fed up with all the losses. At school, the constantly losing Golden Kids members start to get picked on and bullied, and the adults worry that the bullying will only get worse. When the team members become depressed and lose their will to play, they see Goal practicing outside, silently and as hard as he can. Once again, the Golden Kids start to practice intensely to get that one win. The next game for the Golden Kids will be against the second best team in the Jonan League, the Wild Tigers. Will the Golden Kids finally get their first win ever? What will the adults decide to do with the team? (Source: Official Website)",[],Golden★Kids,,,['Sports'],
100,"Dark Side Cat Versus, Darkness Cat Versus",暗黒キャットVS,,,,,['ONA'],3,Finished Airing,"Jan 21, 2011 to Jan 9, 2012",,,"None found,","None found,",['Fanworks'],Original,"['Action', 'Comedy']",,5 min. per ep.,G - All Ages,5.61,#11736,#16793,527,0,196,The sequel to the Ankoku Cat ONA series.,"['Prequel (ONA) Ankoku Cat', '']",Ankoku Cat VS,,,,
101,Creator's World Project 2,カナイ,kanai,,,,['ONA'],1,Finished Airing,Mar 2011,,,"None found,","None found,","None found,",Original,,,5 min.,G - All Ages,4.93,#13290,#17065,498,0,175,The story follows two girls who grow up on the island of Okinawa and a boy as they discover a robot.,[],Kanai,,['Mecha'],,
102,"Monster ni Natta Domerika, Creator's World Project 1",モンスターになったドメリカ,Domerica the Monster,,,,['ONA'],1,Finished Airing,Mar 2011,,,"None found,","None found,","None found,",Original,"['Action', 'Fantasy']",,4 min.,G - All Ages,5.59,#11827,#17097,495,0,125,"In this ""action epic"" set in the run-down slums, the title character Domerica is transformed into a monster one day. (Source: ANN)",[],Monster ni Natta Domerica,,,,
103,Creator's World Project 3,INTERIOR,,,,,['ONA'],1,Finished Airing,Mar 2011,,,"None found,","None found,",['Echoes'],Original,"['Adventure', 'Comedy']",,4 min.,G - All Ages,5.39,#12466,#17742,440,0,165,"Centers around the unprofitable artist Sam, the unprofitable playwright Borman, and their friend Greg. The one thing they all have in common is that they are poor. The three decide to enter a contest to earn money — but since they cannot afford to mail their entries, they decide to take the long trip to the competition site to bring their entries in person. (Source: ANN)",[],Interior,,,,
104,Creator's World Project 4,化石ドロボウと恐竜石,Fossil Thief and the Dinosaur Stones,,,,['ONA'],1,Finished Airing,Mar 2011,,,"None found,","None found,","None found,",Original,,,6 min.,G - All Ages,5.81,#10898,#17796,435,1,150,The dinosaur fantasy revolves around a 12-year-old named Yuta and Gobi — a moving fossil. The two embark on a journey with Yuta's friends to chase a fossil thief and find Gobi's stolen fossil mother. (Source: ANN),[],Kaseki Dorobou to Kyouryuuseki,['Kids'],,['Adventure'],
105,"Yuruani, Weekly Shimakou Special, Shuukan Shimakou Daikaijuu Shima Kosaku no Maki Special",大怪獣島耕作の巻,,,,,['ONA'],1,Finished Airing,"Jan 4, 2011",,,"None found,","None found,",['DLE'],['Manga'],,,2 min.,PG-13 - Teens 13 or older,[],#14400,#18147,409,0,,Preview episode aired online.,"['Adaptation (Manga) Kachou Shima Kousaku', '']",Shuukan Shimakou Special,,,['Comedy'],
106,,観光大戦SAITAMA～サクヤの戦い～,,,,,['ONA'],4,Finished Airing,"Mar 1, 2011 to May 5, 2011",,,"None found,","None found,","None found,",Unknown,,,7 min. per ep.,G - All Ages,[],#19307,#18732,364,0,,Saitama Prefecture released this promotional 4-episode ONA to highlight more than 50 tourist destinations. (Source: AniDB),[],Kankou Taisen Saitama: Sakuya no Tatakai,,,,
107,,キリンの行進,Marching Giraffes,,,,['ONA'],1,Finished Airing,"Mar 12, 2011",,,"None found,","None found,","None found,",Original,,,2 min.,G - All Ages,[],#19452,#22083,172,0,,A short animation created by UrumaDelvi. Four giraffes are marching to...,[],Kirin no Koushin,,,['Comedy'],
108,,阿狸·信燕,,,,,['ONA'],5,Finished Airing,"Feb 14, 2011 to ?",,,"None found,","None found,","None found,",Picture book,,,3 min. per ep.,PG - Children,[],#16546,#24177,108,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Ali Xin Yan,['Kids'],,['Fantasy'],
109,,シッタカマン！,,,,,['ONA'],8,Finished Airing,"Jan 7, 2011",,,"None found,","None found,",['Kate Arrow'],Original,,,1 min. per ep.,PG - Children,[],#14447,#25013,95,0,,"Kenji and Mamoru's simple questions are challenged by Shittakaman, who pretends to know what he's doing! (Source: Official Site, translated)",[],Sittakaman!,,,['Comedy'],
110,,ギャグショートアニメーション,,,,,['ONA'],37,Finished Airing,"Feb 28, 2011 to Mar 1, 2011",,,"None found,","None found,","None found,",Original,,,2 min. per ep.,PG-13 - Teens 13 or older,[],#18085,#25435,89,0,,A series of short comedic animations.,[],Gag Short Animation,,,['Comedy'],
111,Black Lagoon 3,BLACK LAGOON Roberta's Blood Trail,Black Lagoon: Roberta's Blood Trail,,Black Lagoon: Roberta´s Blood Trail,Black Lagoon : Roberta's Blood Trail,['OVA'],5,Finished Airing,"Jun 27, 2010 to Jun 22, 2011",,,"['Shogakukan-Shueisha Productions', 'NBCUniversal Entertainment Japan']",['Funimation'],['Madhouse'],['Manga'],,"['Adult Cast', 'Organized Crime']",33 min. per ep.,R+ - Mild Nudity,8.02,#642,#825,"313,760","1,430",177878,"Crime never sleeps in Roanapur, and neither does Roberta—a devoted maid and skilled guerilla soldier in service to the Venezuelan Lovelace family. After the assassination of her superior by the US Secret Service, Roberta returns to the city of debauchery in search of vengeance and his killer's head. Meanwhile, young Fernando Garcia Lovelace, the new heir to his father's estate, tails Roberta to Thailand alongside his bodyguard, Fabiola Iglesias. He enlists the help of the Lagoon Company, with the objective of deterring Roberta's warpath and bringing her back to the family. However, with the continued bloodshed and mounting tensions between Roberta, island crime factions, and the US military, it will take a significant amount of strategy—and weaponry—to stop her relentless quest for revenge. [Written by MAL Rewrite]","['Prequel (TV) Black Lagoon: The Second Barrage', 'Adaptation (Manga) Black Lagoon']",Black Lagoon: Roberta's Blood Trail,['Seinen'],,['Action'],
112,"Baka to Test to Shoukanjuu OVA, Baka to Test to Shokanju OVA, The Idiot, the Tests, and the Summoned Creatures OVA, Baka and Test: Summon the Beasts OVA",バカとテストと召喚獣 ～祭～,Baka & Test - Summon the Beasts OVA,,,,['OVA'],2,Finished Airing,"Feb 23, 2011 to Mar 30, 2011",,,"['Lantis', 'Media Factory', 'Enterbrain', 'Cospa', 'Kadokawa Contents Gate', 'T.O Entertainment', 'Hakuhodo DY Media Partners', 'Omnibus Promotion']",['Funimation'],['SILVER LINK.'],['Light novel'],,"['School', 'Super Power']",29 min. per ep.,PG-13 - Teens 13 or older,7.56,#1706,#1855,"128,439",110,74050,OVA of Baka to Test to Shoukanjuu which was announced to be released before the start of the second series.,"['Prequel (TV) Baka to Test to Shoukanjuu', 'Sequel (TV) Baka to Test to Shoukanjuu Ni!', 'Adaptation (Manga) Baka to Test to Shoukanjuu', 'Adaptation (Light Novel) Baka to Test to Shoukanjuu']",Baka to Test to Shoukanjuu: Matsuri,,,['Comedy'],
113,"Nichijou Episode 0, Nichijou OVA, Everyday",日常の０話,Nichijou - My Ordinary Life Episode 0,,,,['OVA'],1,Finished Airing,"Mar 12, 2011",,,['Animation Do'],['Funimation'],['Kyoto Animation'],['Manga'],,"['Gag Humor', 'School']",22 min.,PG-13 - Teens 13 or older,7.41,#2323,#2381,"89,220",61,47268,"While the title suggests a story of simple, everyday school life, the contents are more the opposite. The setting is a strange school where you may see the principal wrestle a deer or a robot's arm hide a rollcake. However there are still normal stories, like making a card castle or taking a test you didn't study for.","['Sequel (TV) Nichijou', 'Adaptation (Manga) Nichijou']",Nichijou: Nichijou no 0-wa,['Shounen'],,['Comedy'],
114,,聖闘士星矢 THE LOST CANVAS 冥王神話 2,Saint Seiya: The Lost Canvas 2,,Saint Seiya: The Lost Canvas Temporada 2,Saint Seiya: The Lost Canvas Saision 2,['OVA'],13,Finished Airing,"Feb 23, 2011 to Jul 20, 2011",,,['Akita Shoten'],['Discotek Media'],['TMS Entertainment'],['Manga'],"['Action', 'Adventure', 'Fantasy']","['Historical', 'Mythology']",24 min. per ep.,PG-13 - Teens 13 or older,8.10,#526,#2589,"78,079",332,46372,The sequel to Saint Seiya: The Lost Canvas - Meiou Shinwa.,"['Prequel (OVA) Saint Seiya: The Lost Canvas - Meiou Shinwa', 'Sequel (TV) Saint Seiya', 'Adaptation (Manga) Saint Seiya: The Lost Canvas - Meiou Shinwa', '']",Saint Seiya: The Lost Canvas - Meiou Shinwa 2,['Shounen'],,,
115,"Sekaiichi Hatsukoi Episode 0, Sekai-ichi Hatsukoi: Onodera Ritsu no Baai, Sekaiichi Hatsukoi Episode 12.5, Sekaiichi Hatsukoi: Yoshino Chiaki no Baai, Sekai'ichi Hatsukoi",世界一初恋 OVA,,,,,['OVA'],2,Finished Airing,"Mar 22, 2011 to Sep 27, 2011",,,['Kadokawa Shoten'],['Funimation'],['Studio Deen'],['Manga'],,,21 min. per ep.,PG-13 - Teens 13 or older,7.84,#949,#2713,"72,771",128,38189,"Two OVA episodes featuring additional stories. Episode 0: Ritsu and Takano used to date back in high school, but broke up due to a misunderstanding. This is that story. Episode 12.5: Hatori and Chiaki go to visit the latter's family. It's really awkward in many, many ways.","['Adaptation (Manga) Sekaiichi Hatsukoi: Onodera Ritsu no Baai', '']",Sekaiichi Hatsukoi OVA,,,['Boys Love'],
116,xxxHOLiC Rou: Adayume,xxxHOLiC 籠,,,,,['OVA'],2,Finished Airing,"Apr 23, 2010 to Mar 9, 2011",,,"['Kodansha', 'Fonishia']","None found,",['Production I.G'],['Manga'],"['Drama', 'Mystery', 'Supernatural']",,34 min. per ep.,PG-13 - Teens 13 or older,8.18,#414,#2735,"71,856",190,33428,"Ten years after the events of xxxHOLiC Shunmuki, a melancholic Kimihiro Watanuki has taken over the shop formerly run by the mysterious Yuuko due to a promise he made to her. His companions Maru, Moro, and Mokona live together with him in relative contentment, and some familiar faces arrive every now and then: former rival turned-steadfast friend Shizuka Doumeki, and the former psychic prodigy Kohane Tsuyuri. While Kohane studies folklore under Doumeki at university, they encounter a case that is perfect for the master of the shop. Eventually, Watanuki receives a visit from Doumeki's grandfather, Haruka. He requests that Watanuki investigates his grandson's dreams. While inside the dream world, he discovers how their past adventures played out from Doumeki's perspective of view, leading Watanuki to discover truths from 10 years ago and secrets about the ties that bind their friendship. [Written by MAL Rewrite]","['Prequel (OVA) xxxHOLiC Shunmuki', 'Adaptation (Manga) xxxHOLiC']",xxxHOLiC Rou,['Seinen'],,,
117,Air Gear OVA,エア・ギア 黒の羽と眠りの森 -Break on the Sky-,,,,,['OVA'],3,Finished Airing,"Nov 17, 2010 to Jun 17, 2011",,,"None found,","None found,",['Satelight'],['Manga'],"['Comedy', 'Sports', 'Ecchi']","['Delinquents', 'School']",27 min. per ep.,R+ - Mild Nudity,7.56,#1701,#2822,"67,552",145,33287,First episode is based on the 16th volume of the manga. Features Ikki vs. Ringo. Second episode is based on the 23rd/24th volume of the manga. Features Kogarasumaru vs. Sleeping Forest inside Inorganic Net.,"['Prequel (TV) Air Gear', 'Adaptation (Manga) Air Gear']",Air Gear: Kuro no Hane to Nemuri no Mori - Break on the Sky,['Shounen'],,,
118,,NARUTO×UT,,,,,['OVA'],1,Finished Airing,"Jan 1, 2011",,,"None found,","None found,",['Pierrot'],['Manga'],"['Action', 'Fantasy']",,6 min.,PG-13 - Teens 13 or older,7.36,#2519,#3170,"54,272",87,26222,"All-new animation offered throughout UNIQLO clothing stores in Japan on January 1, 2011. The DVD contains an exclusive version of Mayonaka Orchestra, by the Japanese rock band Aqua Timez. A limited number of the DVDs was offered as presents to people who bought UNIQLO's Naruto graphic T-shirts online or in their stores. (Source: ANN, edited)",[],Naruto x UT,['Shounen'],,,
119,,.hack//Quantum,,,,,['OVA'],3,Finished Airing,"Jan 28, 2011 to Apr 7, 2011",,,"['Bandai Visual', 'flying DOG', 'Showgate', 'BIGLOBE']",['Funimation'],['Kinema Citrus'],Original,"['Action', 'Adventure', 'Fantasy']",,26 min. per ep.,PG-13 - Teens 13 or older,7.11,#3835,#3672,"41,830",70,20303,"Tobias, Mary, and Sakuya challenge the impregnable ""The One Sin"", but they lose their way in the maze and unintentionally trap other guild members. A mysterious cat is watching their blunder. Is it another player character or NPC?","['Adaptation (Manga) .hack//Quantum+', '']",.hack//Quantum,,['Video Game'],,
120,,HHH トリプルエッチ,,,,,['OVA'],4,Finished Airing,"Nov 26, 2010 to Feb 3, 2012",,,['Mary Jane'],"None found,",['Studio Eromatick'],['Manga'],,,16 min. per ep.,Rx - Hentai,7.28,N/A,#4025,"34,674",313,15492,"HHH Triple Ecchi is a collection of three short stories, depicting the unexpected lavish sexual lives of mundane individuals. Each revels in the truly mesmerizing physique of young women and their wild erotic adventures. Shigure Hen and Shigure Hen Okawari Shigure Takashima is the role model of a perfect high schooler. A charming student council president, she excels in sports and prides herself on countless academic achievements. Being born into a wealthy family, what else could she wish for? When Komatsu Kita catches her ferociously masturbating in an empty classroom after school hours, she instantly turns to him for sexual gratification. A relationship soon blooms between the two—one devoted purely to the seemingly insatiable desires of young adults. Konami Hen When Konami invites her neighbor over for dinner, little does she realize that the person she views as an older brother is actually haunted by sexual fantasies about her. He simply can not get his eyes off her well-endowed chest, and when Konami falls asleep, he decides to take advantage of her. Miyuki Hen Despite being an adult, Miyuki continues to bathe with her step-father. Oblivious as she may be, her parent's true intentions are crystal clear. After all, how can anyone resist such a scrumptious young body, displayed in its glorious entirety? The bath soon turns into something few families use it for. [Written by MAL Rewrite]","['Adaptation (Manga) HHH Triple H♥', '']",HHH Triple Ecchi,,,['Hentai'],
121,,スーパーナチュラル・ザ・アニメーション,Supernatural: The Anime Series,Supernatural: Die Anime Serie,,Supernatural: La Série Animée,['OVA'],22,Finished Airing,"Feb 23, 2011 to Apr 27, 2011",,,"None found,",['Warner Bros. Pictures'],['Madhouse'],Other,"['Action', 'Horror', 'Supernatural']","['Adult Cast', 'Mythology']",24 min. per ep.,R - 17+ (violence & profanity),6.95,#4577,#4102,"33,444",81,10828,"Monsters walk the earth. While some may refute their existence as myths or urban legends, the Winchester brothers—Sam and Dean—know all too well what dangers lurk out there in the dark. Driving around in their 1967 Chevrolet Impala, these brothers have made it their life's mission to destroy anything supernatural that would threaten human lives. From shapeshifters to werewolves, vampires, ghosts, and even demons, the Winchesters track down and kill every evil being they can find, while also searching for the creature that caused them so much personal tragedy. [Written by MAL Rewrite]",[],Supernatural The Animation,,,,
122,Fortune Arterial: Akai Yakusoku OVA,FORTUNE ARTERIAL 赤い約束 たどり着いた場所,,,,,['OVA'],1,Finished Airing,"Feb 23, 2011",,,"None found,","None found,","['feel.', 'Zexcs']",Visual novel,"['Comedy', 'Fantasy', 'Romance']","['Harem', 'Vampire']",24 min.,PG-13 - Teens 13 or older,6.85,#5109,#4456,"28,006",15,13961,"After the school festival, Kohei and friends head to a small cottage out of town and enjoy themselves after working hard.","['Prequel (TV) Fortune Arterial: Akai Yakusoku', 'Adaptation (Manga) Fortune Arterial']",Fortune Arterial: Akai Yakusoku - Tadoritsuita Basho,,,,
123,Nana and Kaoru,ナナとカオル,,,,,['OVA'],1,Finished Airing,"Mar 29, 2011",,,"None found,","None found,",['AIC PLUS+'],['Manga'],"['Comedy', 'Erotica']",,24 min.,R+ - Mild Nudity,5.51,N/A,#4470,"27,864",86,12248,"Kaoru is a 17-year-old virgin who has an S&M fetish. He has always dreamt about an SM relationship with his childhood friend Nana, who is looked upon as perfect and is always the target of boys' eyes. Their relationship has somewhat deteriorated through the years, due to them hanging out with different people and because Kaoru is not taking his education too seriously. One day though, Kaoru's mother gives some of his S&M toys to Nana for safekeeping. Nana finds the leather one-piece that Kaoru bought and tries it on but accidentally locks herself in it and doesn't have the key! Kaoru frees her of the one-piece, but then Nana realizes she may like Kaoru's hobby more than she thought and subsequently the two of them start engaging in so-called ""breathers."" These breathers are intended to relieve Nana of stress, stress originating from her attempts at keeping her grades and her name perfect.","['Adaptation (Manga) Nana to Kaoru', '']",Nana to Kaoru,['Seinen'],['School'],,
124,"Queen's Blade OVA, Utsukushiki Toshi-tachi, Utsukushiki Toushi-tachi, Queen's Blade: Beautiful Fighters",クイーンズブレイド 美しき闘士たち,Queen's Blade: Beautiful Warriors,Queen's Blade: Beautiful Warriors,,,['OVA'],6,Finished Airing,"Aug 8, 2010 to Mar 14, 2011",,,"['Genco', 'Media Factory', 'AT-X', 'Hobby Japan']","['Sentai Filmworks', 'NYAV Post']",['Arms'],Other,"['Action', 'Adventure', 'Fantasy', 'Ecchi']",,28 min. per ep.,R+ - Mild Nudity,6.51,#7018,#4766,"23,999",24,8328,Queen's Blade OVA. Contains short stories from the lives of the warriors after the Queen's Blade competition.,"[""Prequel (TV) Queen's Blade: Gyokuza wo Tsugu Mono"", ""Sequel (OVA) Queen's Blade OVA"", 'Sequel (OVA) Vanquished Queens', '']",Queen's Blade: Utsukushiki Toushi-tachi,,,,
125,"Ah! My Goddess (2011), Oh! My Goddess (2011), Aa! Megami-sama!: Itsumo Futari de, Aa! Megami-sama! OAD",ああっ女神さまっ,Ah! My Goddess: Together Forever,,,,['OVA'],3,Finished Airing,"Feb 23, 2011 to Aug 23, 2013",,,['APPP'],"None found,",['AIC'],['Manga'],"['Comedy', 'Romance', 'Supernatural']",,28 min. per ep.,PG-13 - Teens 13 or older,7.32,#2702,#4829,"23,208",31,9925,"OVAs bundled with volumes 42, 43 & 46 of the Aa! Megami-sama! manga.","['Prequel (TV Special) Aa! Megami-sama! Tatakau Tsubasa', 'Adaptation (Manga) Aa! Megami-sama!']",Aa! Megami-sama! (2011),['Seinen'],,,
126,"Sweet Home: H na Onee-san wa Suki Desu ka?, Sweet Home: H na Onee-san wa Suki Desuka?",Sweet Home～Hなお姉さんは好きですか？～,,,,,['OVA'],3,Finished Airing,"Feb 18, 2011 to Jul 22, 2011",,,['MS Pictures'],['Kitty Media'],['Lyrics'],Visual novel,,,19 min. per ep.,Rx - Hentai,7.16,N/A,#5629,"15,758",94,6309,"Ryuichi is a university student. He used to live alone and enjoyed his school life. But one day, his apartment was destroyed by a fire.... He reluctantly comes back to his house. But his house has been changed to a boarding house for girls...! It seems there is no place for him to live. But they all allow him to stay there together! His new life begins like this.... (Source: Himeya Shop)",[],Sweet Home: H na Oneesan wa Suki desu ka?,,['Harem'],['Hentai'],
127,Anejiru 2 The Animation,姉汁2 THE ANIMATION~白川三姉妹におまかせ~,,,,,['OVA'],2,Finished Airing,"Nov 26, 2010 to Feb 25, 2011",,,['Pink Pineapple'],"None found,",['Office Take Off'],Visual novel,,,28 min. per ep.,Rx - Hentai,6.89,N/A,#5776,"14,787",63,5622,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (OVA) Ane Jiru The Animation: Shirakawa Sanshimai ni Omakase', 'Adaptation (Light Novel) Anejiru: Shirakawa Sanshimai ni Omakase']",Ane Jiru 2 The Animation: Shirakawa Sanshimai ni Omakase,,,['Hentai'],
128,"Hakuoki OVA, Hakuouki Shinsengumi Kitan OVA",薄桜鬼,,,,,['OVA'],2,Finished Airing,Mar 2011,,,"None found,","None found,",['Studio Deen'],Visual novel,"['Action', 'Drama', 'Supernatural']","['Historical', 'Samurai']",8 min. per ep.,PG-13 - Teens 13 or older,7.39,#2431,#5850,"14,264",17,5130,"Two short OVA of Hakuouki distributed to those who purchased all six volumes of the DVD. A fandisc game ""Hakuoki Zuisouroku"" and an official parody ""Hakuoki SSL (a high school parody)"" were animated.","['Adaptation (Manga) Hakuouki SSL', '']",Hakuouki OVA,,,,
129,Saiyuki Gaiden,最遊記外伝,,,,,['OVA'],3,Finished Airing,"Mar 25, 2011 to Nov 25, 2011",,,"['TV Tokyo', 'Dentsu', 'Frontier Works', 'Hakuhodo DY Media Partners']",['Sentai Filmworks'],['Anpro'],['Manga'],"['Action', 'Adventure', 'Drama', 'Fantasy']",,29 min. per ep.,R - 17+ (violence & profanity),7.77,#1111,#5856,"14,228",74,4610,"In their former lives, 500 years before Genjyo Sanzo and his crew of misfits began their journey west, they were gods, but being godly didn't make them act any more divine. When Goku flies into a murderous rage after seeing his best friend die, Heaven's had enough and wants him dead! But Konzen Douji, Field Marshal Tenpou, and General Kenren are willing to do anything to protect Goku, even if it means turning all of Heaven against them. (source: Sentai Filmworks)","['Sequel (OVA) Saiyuuki Reload: Burial', 'Adaptation (Manga) Saiyuuki Gaiden']",Saiyuuki Gaiden,['Shounen'],['Mythology'],,
130,"Kaibutsu Ohjo, Monster Princess, Princess Resurrection (OVA)",怪物王女,,,,,['OVA'],3,Finished Airing,"Dec 9, 2010 to Oct 7, 2011",,,"None found,","None found,",['Tatsunoko Production'],['Manga'],"['Action', 'Comedy', 'Horror', 'Supernatural']",,22 min. per ep.,R - 17+ (violence & profanity),7.02,#4297,#5980,"13,496",13,5420,"Based on a manga by Mitsunaga Yasunori, serialised in Monthly Shounen Sirius. Hiyorimi Hiro moves to a new city to live with his older sister, but dies before he can find her. He then awakens to a new life as a servant of a Princess of the Monster Realm, who just happens to be employing his sister. Monsters soon appear to attack or pester the princess since she is in line for the royal throne, and Hiro must protect her with his life (and repeated deaths). (Soure: ANN)","['Adaptation (Manga) Kaibutsu Oujo', '']",Kaibutsu Oujo (OVA),['Shounen'],,,
131,,ノラゲキ！,Five Numbers!,,,Five Numbers!,['OVA'],1,Finished Airing,"Jan 22, 2011",,,['Showgate'],['Sentai Filmworks'],['Sunrise'],Original,"['Mystery', 'Sci-Fi']",,24 min.,PG-13 - Teens 13 or older,6.08,#9523,#6453,"11,129",2,5270,"In an isolated prison, there are only four prisoners and a cat. One day, a power outage opens all the locks and all of the prisoners are released. However, all of the guards are nowhere to be seen and there are no exits. An extraordinary event occurs in response to an old man's strange behavior. (Source: ANN)",[],Norageki!,,['Space'],,
