,Synonyms,Japanese,English,German,Spanish,French,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Demographic,Theme,Genre,Demographics
21,,ハンドシェイカー,Hand Shakers,,,,['TV'],12,Finished Airing,"Jan 11, 2017 to Mar 29, 2017",['Winter 2017'],Wednesdays at 00:30 (JST),"['Frontier Works', 'Movic', 'Sony Music Communications', 'Medicos Entertainment', 'Kadokawa Media House', 'Kadokawa']","['Funimation', 'Crunchyroll']",['GoHands'],Original,"['Action', 'Sci-Fi']",,23 min. per ep.,PG-13 - Teens 13 or older,5.24,#12829,#2091,"109,618",174,42976,"Those who receive the Revelation of Babel must overcome many battles and trials. By grasping the hand of their special partner, these ""Hand Shakers"" transport themselves to the realm of Ziggurat, an alternate dimension where time no longer exists. Each pair of Hand Shakers must battle it out for the right to meet with God, who will reward them by granting them a single wish. Tazuna Takatsuki, a high school student with a penchant for fixing things, is one of these Hand Shakers. After receiving a request for repairs from Professor Makihara of a nearby university, Tazuna stumbles upon Koyori Akutagawa, a bedridden girl that reminds him of his deceased sister Musubu. Remembering her dying wish to never let go of her hand, Tazuna grasps Koyori's hand and awakens his power as a Hand Shaker. However, Koyori's life is directly tied to her status as a Hand Shaker, meaning if Tazuna was to ever let go of her hand she would die. With meeting God being their only hope for saving her, the duo must find a way to make their unique powers mesh together, overcome the opposing Hand Shakers, and make their wish come true. [Written by MAL Rewrite]","['Prequel (Special) Hand Shakers: Go ago Go', ""Sequel (TV) W'z"", 'Adaptation (Light Novel) Hand Shakers', '']",Hand Shakers,,['Super Power'],,
22,,BanG Dream!（バンドリ！）,BanG Dream!,,,,['TV'],13,Finished Airing,"Jan 21, 2017 to Apr 22, 2017",['Winter 2017'],Saturdays at 22:30 (JST),"['OLM', 'HoriPro', 'Bushiroad', 'Tokyo MX', 'Good Smile Company', 'Overlap', 'Bushiroad Music']",['Sentai Filmworks'],"['Xebec', 'Issen']",Mixed media,,"['CGDCT', 'Music', 'School']",24 min. per ep.,PG-13 - Teens 13 or older,6.99,#4412,#2235,"98,902",852,40974,"When Kasumi Toyama was out camping as a child, she heard the rhythm of the ""Star Beat"" while admiring the starry night sky. This sparkling, heart-pounding sound left a lasting impression on her, and since then, she has constantly been seeking to rediscover that exciting thrill. Now, as a newly enrolled student of Hanasakigawa Girls' High School, Kasumi is more determined than ever to find that long-lost sensation again. She attempts a myriad of school club activities, and even considers taking up a part-time job, but none of these feel suitable for her. That is, until she chances upon a star-shaped guitar in the storage room of an old pawn shop. It leads her to a live house, where she is captivated by watching a live performance for the first time. Spurred from the adrenaline, she instantly decides to form a band without even really knowing why. However, such a venture requires her to confront various hurdles with new friends she makes along the way, all in her pursuit to encounter that twinkling, heart-throbbing ardor once more. [Written by MAL Rewrite]","['Sequel (TV) BanG Dream! 2nd Season', 'Adaptation (Manga) BanG Dream!']",BanG Dream!,,,,
23,Super Lovers Second Season,SUPER LOVERS（スーパーラヴァーズ）  2,Super Lovers 2,,,,['TV'],10,Finished Airing,"Jan 12, 2017 to Mar 16, 2017",['Winter 2017'],Thursdays at 23:30 (JST),"['Movic', 'AT-X', 'DAX Production', 'Nippon Columbia', 'KlockWorx', 'Sony Music Communications', 'Tokyo MX', 'Lawson HMV Entertainment', 'TV Saitama', 'Kadokawa']","None found,",['Studio Deen'],['Manga'],"['Boys Love', 'Comedy', 'Drama']",,24 min. per ep.,PG-13 - Teens 13 or older,7.02,#4316,#2314,"93,605",342,48649,Second season of Super Lovers.,"['Prequel (TV) Super Lovers', 'Adaptation (Manga) Super Lovers']",Super Lovers 2,,,,
24,,けものフレンズ,,,,,['TV'],12,Finished Airing,"Jan 11, 2017 to Mar 29, 2017",['Winter 2017'],Wednesdays at 01:35 (JST),"['TV Tokyo', 'Victor Entertainment', 'AT-X', 'KlockWorx', 'flying DOG', 'Bushiroad', 'Age Global Networks', 'famima.com', 'Docomo Anime Store', 'Just Production', 'Kadokawa', 'Crunchyroll SC Anime Fund']","['Discotek Media', 'Crunchyroll']",['Yaoyorozu'],Game,"['Adventure', 'Award Winning', 'Comedy', 'Fantasy']","['Anthropomorphic', 'Iyashikei']",24 min. per ep.,PG-13 - Teens 13 or older,7.51,#1908,#2469,"84,353","1,093",33909,"Japari Park is an untamed paradise where many humanoid animals, known as ""Friends,"" live their everyday lives in all corners of the natural environmental park. One lazy afternoon in the savannah area, the energetic Serval encounters a peculiar new Friend. Curious, she swiftly takes down the Friend, named Kaban, to try and discover what species she is. To Serval's disappointment, not even Kaban herself knows the answer. The two become friends and set out on a grand adventure through the many habitats, landmarks, and attractions of Japari Park. Their destination is the park library, where they hope to shed some light on Kaban’s identity. Along the way, they meet many other Friends, looking into their lives and helping them out. However, they soon begin to uncover the sinister reality behind the park and their own existence. [Written by MAL Rewrite]","['Sequel (ONA) Kemono Friends: Bus-teki', 'Sequel (TV) Kemono Friends 2', 'Adaptation (Manga) Kemono Friends: Youkoso Japari Park e!', '']",Kemono Friends,,,,
25,"Yowamushi Pedal 3rd Season, Yowapeda 3rd Season",弱虫ペダル NEW GENERATION,,Yowamushi Pedal New Generation,,Yowamushi Pedal New Generation,['TV'],25,Finished Airing,"Jan 10, 2017 to Jun 27, 2017",['Winter 2017'],Tuesdays at 01:35 (JST),"['TV Tokyo', 'Shogakukan-Shueisha Productions', 'TOHO animation', 'Akita Shoten']",['Discotek Media'],['TMS Entertainment'],['Manga'],,,23 min. per ep.,PG-13 - Teens 13 or older,7.63,#1475,#2483,"83,674",123,40269,"Third season of the Yowamushi Pedal series. With the team's combined strength, the Sohoku High bicycle racing club beat reigning champions Hakone Academy at the Interhigh national race and achieved an impressive overall victory. Now that their hot summer has ended and third-years Kinjou, Makishima, and Tadokoro have retired from the team, first-year participants in the Interhigh Onoda Sakamichi, Imaizumi Shunsuke, and Naruko Shoukichi, along with their new captain second-year Teshima Junta and vice-captain Aoyagi Hajime begin preparing as a ""new team"" for their second consecutive championship at the next Interhigh. In order to retake their throne, their rivals Hakone Academy have also incorporated new members and begun training as a new team. Kyoto Fushimi High is lead by the monstrous racer Midousuji Akira. The nation's top schools are all honing their skills to reach the top of the Interhigh. (Source: Crunchyroll)","['Prequel (TV) Yowamushi Pedal: Grande Road', 'Prequel (Movie) Yowamushi Pedal Movie', 'Sequel (TV) Yowamushi Pedal: Glory Line', 'Adaptation (Manga) Yowamushi Pedal']",Yowamushi Pedal: New Generation,['Shounen'],['Racing'],['Sports'],
26,,にゃんこデイズ,Nyanko Days,,,,['TV'],12,Finished Airing,"Jan 8, 2017 to Mar 26, 2017",['Winter 2017'],Sundays at 22:25 (JST),['Quatre Stella'],"None found,",['EMT Squared'],['4-koma manga'],"['Comedy', 'Slice of Life']","['CGDCT', 'Pets']",2 min. per ep.,PG-13 - Teens 13 or older,6.63,#6327,#2624,"76,210",164,36482,"Average high school student Yuuko Konagai tends to be rather shy and socially awkward. Due to this, besides earning rather mediocre grades, she barely has friends inside her class. However, after a monotonous day at school, she returns to her long-awaited haven—home with her cats Maa, Shi, and Ro! With their unique personalities, the three possess bodies similar to those of humans, retaining the ability to speak and communicate. Every day, the adorable bunch awaits their owner's return to shower her with much-needed companionship. Nyanko Days highlights the life of Yuuko and her cats as they brighten up each moment and make new friends in the passing days. [Written by MAL Rewrite]","['Adaptation (Manga) Nyanko Days', '']",Nyanko Days,,,,
27,,エルドライブ 【ēlDLIVE】,elDLIVE,elDLIVE,elDLIVE,élDLIVE,['TV'],12,Finished Airing,"Jan 8, 2017 to Mar 26, 2017",['Winter 2017'],Sundays at 22:00 (JST),"['Yomiuri Telecasting', 'd-rights', 'Half H.P Studio', 'Shueisha', 'Tokuma Japan Communications', 'Tencent Japan']","['Funimation', 'Crunchyroll']",['Pierrot'],['Manga'],"['Action', 'Sci-Fi']",,24 min. per ep.,PG-13 - Teens 13 or older,6.09,#9423,#3328,"49,745",49,18758,"Chuuta Kokonose is an orphan who lives with his aunt. For as long as he can remember, he's had a voice in his head, but other than that he's a normal boy—right until the day when a strange-looking thing follows him home and teleports him to a place filled with more fantastic creatures. It's a space police station, and Rein Brickke, the Chief of Solar System Department, tells him that he's been chosen by the computer as a possible candidate to join the police force. Misuzu Sonokata, a girl from Chuuta's school with an angelic face and ill temper who turns out to be one of Rein Brickke's subordinates, doesn't think him suitable for such a job. Chuuta, who was shocked at first, decides to take the aptitude test after being urged by the voice in his head and to prove Misuzu wrong.","['Adaptation (Manga) ēlDLIVE', '']",ēlDLIVE,['Shounen'],['Space'],,
28,Reikenzan: Hoshikuzu-tachi no Utage 2nd Season,霊剣山 叡智への資格,,,,,['TV'],12,Finished Airing,"Jan 8, 2017 to Mar 26, 2017",['Winter 2017'],Sundays at 00:00 (JST),"['Haoliners Animation League', 'Tencent Animation & Comics']","None found,",['Studio Deen'],['Light novel'],"['Comedy', 'Fantasy']",,24 min. per ep.,PG-13 - Teens 13 or older,6.85,#5081,#3492,"45,781",64,18842,"After two years of studying within the Reiken clan, Ouriku and other inexperienced disciples are ordered to descend to the temporal world for further studies, and Ouriku embarks the journey back to his birthplace. (Source: ANN)","['Prequel (TV) Reikenzan: Hoshikuzu-tachi no Utage', 'Adaptation (Manhua) Congqian Youzuo Lingjianshan']",Reikenzan: Eichi e no Shikaku,,,,
29,,鬼平,Onihei,,,,['TV'],13,Finished Airing,"Jan 10, 2017 to Apr 4, 2017",['Winter 2017'],Tuesdays at 02:05 (JST),"['TV Tokyo', 'TMS Entertainment', 'Bungeishunjuu', 'Jidaigeki Channel']","None found,",['Studio M2'],Novel,"['Action', 'Drama']","['Adult Cast', 'Historical', 'Samurai']",23 min. per ep.,R - 17+ (violence & profanity),7.28,#2958,#3675,"41,774",106,15455,"The blade arts of the ""Devil"" tasked with striking down evils threatening a peaceful Edo! Heizou Hasegawa, upholding the role of chief officer protecting against crime and arson! In 1783, the heart of the Tenmei era, Hasegawa held the office of chief director of the department charged with sustaining safety in the region, suppressing the most vile of thieves and criminals, an individual largely feared, renowned as Devil Heizou... (Source: MAL News)","['Prequel (OVA) Onihei: Sono Otoko, Heizou Hasegawa', 'Adaptation (Manga) Onihei Hankachou']",Onihei,,,,
30,"Yamishibai: Japanese Ghost Stories Fourth Season, Theater of Darkness 4th Season, Japanese Ghost Stories 4",闇芝居 4期,Theatre of Darkness: Yamishibai 4,Theatre of Darkness: Yamishibai 4,Yamishibai: Historias Japonesas de Fantasmas Temporada 4,Theater of Darkness: Yamishibai 4,['TV'],13,Finished Airing,"Jan 16, 2017 to Mar 27, 2017",['Winter 2017'],Mondays at 02:05 (JST),['TV Tokyo'],"None found,",['ILCA'],Original,"['Avant Garde', 'Horror', 'Supernatural']",,4 min. per ep.,PG-13 - Teens 13 or older,5.81,#10866,#4232,"30,980",10,16017,"Excited children gather around the enigmatic masked Storyteller once more. His unique kamishibai storytelling draws them into tales of fear and dread. These are dark and foreboding stories, which could happen to anyone... This season has tales of a salaryman who buries a dead cat, only to be haunted soon after; a college student and her cheap new apartment that hides a ghastly secret; boys exploring an abandoned haunted house before coming across a strange fish tank; a man who finds himself on the wrong bus, and in more danger than he thought possible; and a young couple's visit to an amusement park, which suddenly takes a dark turn. All these stories and more await in Yami Shibai 4. [Written by MAL Rewrite]","['Prequel (TV) Yami Shibai 3', 'Sequel (TV) Yami Shibai 5']",Yami Shibai 4,,,,
31,,南鎌倉高校女子自転車部,Minami Kamakura High School Girls Cycling Club,Minami Kamakura High School Girls Cycling Club,Minami Kamakura High School Girls Cycling Club,Minami Kamakura High School Girls Cycling Club,['TV'],12,Finished Airing,"Jan 7, 2017 to Mar 25, 2017",['Winter 2017'],Saturdays at 00:00 (JST),"['Genco', 'AT-X', 'Exit Tunes', 'Duckbill Entertainment', 'Shanghai Tiantan Culture & Media', 'NADA Holdings', 'My Theater D.D.', 'Crunchyroll SC Anime Fund']","None found,","['J.C.Staff', 'A.C.G.T.']",['Manga'],,"['CGDCT', 'School']",23 min. per ep.,PG-13 - Teens 13 or older,6.36,#7927,#4872,"22,763",20,8397,"Maiharu Hiromi has moved from Nagasaki to Kamakura. She begins her new life in Kamakura and her first day in Minami Kamakura High School by cycling to her school, but she has not ridden a bicycle in many years. On the way to the first day ceremony she almost crashes into Akizuki Tomoe. Obviously Hiromi needs a lot more practice, so Tomoe decides to help Hiromi train to become better at riding a bicycle, and they become good friends. When they discover that the school used to have a bicycle club, the girls, together with Kamikura Fuyune and Higa Natsumi, resurrect the club naming it the Minami Kamakura High School Girls Bicycle Club. (Source: AniDB)","['Adaptation (Manga) Minami Kamakura Koukou Joshi Jitensha-bu', '']",Minami Kamakura Koukou Joshi Jitensha-bu,['Shounen'],,['Sports'],
