,Synonyms,Japanese,English,German,Spanish,French,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Theme,Genre,Demographics
10,,西洋骨董洋菓子店 ~アンティーク~,Antique Bakery,,,,['TV'],12,Finished Airing,"Jul 4, 2008 to Sep 19, 2008",['Summer 2008'],Fridays at 00:45 (JST),"['Dentsu', 'Fuji TV', 'Asmik Ace', 'Sony Music Entertainment', 'Shinshokan']",['Nozomi Entertainment'],"['Nippon Animation', 'Shirogumi']",['Manga'],"['Boys Love', 'Comedy', 'Gourmet']","['Adult Cast', 'Workplace']",['Shoujo'],22 min. per ep.,PG-13 - Teens 13 or older,7.00,#4390,#3743,"40,434",111,16063,"Even though he is the top salesman at his company, Keiichirou Tachibana decides to quit his job to open a bakery. While looking over résumés for a head patissier, one name sticks out in particular: Yuusuke Ono, the young man who confessed his feelings to Keiichirou in high school—and whom Keiichirou harshly shot down. Now, Yuusuke is known both as a genius patissier for his skills in the kitchen, and for possessing a demonic charm that attracts even straight men into his bedroom. Despite their shared past, Keiichirou hires Yuusuke and starts working on making the bakery a success. Before long, the pair is joined by former boxer Eiji Kanda, who is searching for a new career after an injury forced him to retire early. Everything is looking up for the newly-opened bakery named Antique—but the ghosts of the employees' pasts threaten to upset their simple lives. [Written by MAL Rewrite]","['Adaptation (Manga) Seiyou Kottou Yougashiten', '']",Seiyou Kottou Yougashiten: Antique,,,
11,"Slayers 4th Season, Slayers 4th Series, Slayers (TV 2008)",スレイヤーズ,,,,,['TV'],13,Finished Airing,"Jul 3, 2008 to Sep 25, 2008",['Summer 2008'],Thursdays at 01:20 (JST),"None found,","['Funimation', 'NYAV Post']",['J.C.Staff'],['Light novel'],"['Action', 'Adventure', 'Comedy', 'Fantasy']",,,23 min. per ep.,PG-13 - Teens 13 or older,7.25,#3075,#3807,"39,027",42,19243,"Having lost the Sword of Light in the previous battle, Lina and Gourry continue their journey in search of a replacement weapon. On the way, the two of them meet up with Amelia and Zelgadis in the kingdom of Luvinagard while taunting some pirates. Lina is happy to reunite with her old friends, but appearing before her is Luvinagard's Inspector of the Special Investigative Unit; a man called Wizer. However, Lina is amazed at his unusual behavior... (Source: ANN)","['Prequel (TV) Slayers Try', 'Sequel (TV) Slayers Evolution-R', 'Adaptation (Manga) Slayers Revolution', '']",Slayers Revolution,,,
12,Hidamari Sketch 2nd Season,ひだまりスケッチ×365,Hidamari Sketch x 365,,,,['TV'],13,Finished Airing,"Jul 4, 2008 to Sep 26, 2008",['Summer 2008'],Fridays at 01:25 (JST),"['Aniplex', 'Lantis', 'TBS', 'Movic', 'Houbunsha', 'Omnibus Promotion']",['Sentai Filmworks'],['Shaft'],['4-koma manga'],,"['CGDCT', 'Iyashikei', 'School', 'Visual Arts']",,24 min. per ep.,PG-13 - Teens 13 or older,7.82,#994,#4083,"33,798",179,16787,"After passing her entrance exam, Yuno enrolls at Yamabuki High School as part of an art degree. She stays at the Hidamari Apartments along with best friend Miyako, and seniors Hiro and Sae. Each episode follows a day in her life as she mingles with her friends, close peers, overly hyper teachers and closely follows the mundane lives of the high school girls. (Source: ANN)","['Prequel (TV Special) Hidamari Sketch Specials', 'Sequel (Special) Hidamari Sketch x 365 Specials', 'Adaptation (Manga) Hidamari Sketch', '']",Hidamari Sketch x 365,,['Slice of Life'],
13,Someday's Dreamers: Summer Skies,魔法遣いに大切なこと ～夏のソラ～,Someday's Dreamers II: Sora,,,,['TV'],12,Finished Airing,"Jul 3, 2008 to Sep 25, 2008",['Summer 2008'],Unknown,"['TV Asahi', 'Kids Station', 'NEC Interchannel', 'Geneon Entertainment']",['Sentai Filmworks'],['HAL Film Maker'],['Manga'],"['Fantasy', 'Romance', 'Slice of Life']","['Iyashikei', 'Urban Fantasy']",['Shounen'],23 min. per ep.,G - All Ages,7.22,#3274,#4402,"28,742",68,7568,"Get ready for a second magical journey to the world of Someday's Dreamers, where spellcasting is a profession that requires both the proper training AND a license. It's to get that license and fulfill a promise made to her late father that young Sora Suzuki has made the long journey from her distant home in the countryside town of Biei to the big city of Tokyo. It's a daunting challenge, but she's got a little bit of talent, a charming personality and, most important of all, the promise of an internship! What she ISN'T expecting, though, is how different life in the city will be, especially the people themselves. While she gets along with the confident Asagi, Kuroda and the gentle Hiyori, she's completely confused with the mysterious boy Gouta. And yet, as a result of their internships they keep ending up in the same situations and slowly learning to understand more about each other than they ever imagined possible! (Source: Sentai Filmworks)","['Adaptation (Manga) Mahoutsukai ni Taisetsu na Koto: Natsu no Sora', '']",Mahoutsukai ni Taisetsu na Koto: Natsu no Sora,,,
14,,ネオアンジェリーク Abyss -Second Age-,,,,,['TV'],13,Finished Airing,"Jul 7, 2008 to Sep 29, 2008",['Summer 2008'],Mondays at 02:00 (JST),"['Lantis', 'MediaNet', 'Pony Canyon', 'AT-X', 'Koei', 'TYO']",['Sentai Filmworks'],['Yumeta Company'],Visual novel,"['Comedy', 'Fantasy', 'Romance']",,['Josei'],25 min. per ep.,PG-13 - Teens 13 or older,6.97,#4502,#5012,"21,339",40,9232,"Continuing where the first season left off, the sudden increase of Thanatos with the disappearance of the Aube Hunters has now left Arcadia in ruin. Desperation reigns high as the Religious Organization fights to battle the Thanatos. Six months had already past since Hidamari mansion burned to ashes, the Aube Hunters, once hailed as heroes, is now blamed for the appearance of Thanatos. Nevertheless, hope still exists for the reappearance of the Queen's Egg one day, who will become the savior of Arcadia. Unknown to many however, the Aube Hunters have actually been silently waiting for the awakening of Angelique, who has been asleep the entire time.","['Prequel (TV) Neo Angelique Abyss', '']",Neo Angelique Abyss: Second Age,['Reverse Harem'],,
15,,薬師寺涼子の怪奇事件簿,Ryoko's Case File,,,,['TV'],13,Finished Airing,"Jul 6, 2008 to Sep 28, 2008",['Summer 2008'],Sundays at 00:30 (JST),"['Starchild Records', 'GANSIS', 'Fonishia']","None found,",['Doga Kobo'],['Light novel'],"['Mystery', 'Supernatural']","['Adult Cast', 'Detective']",,23 min. per ep.,PG-13 - Teens 13 or older,7.04,#4179,#5106,"20,365",41,6448,"Based on a series of light novels written by Tanaka Yoshiki and illustrated by Kakinouchi Narumi. The story revolves around Ryouko Yakushiji, a 27-year-old multilingual investigator that graduated from Tokyo University's elite Department of Law, and the bizarre cases she faces while working for the Tokyo Metropolitan Police. Yakushiji not only has to deal with supernatural beings in her line of work, but also her rival Yukiko Muromachi, another equally talented and beautiful police investigator. (Source: AniDB)","['Adaptation (Manga) Yakushiji Ryouko no Kaiki Jikenbo', 'Adaptation (Light Novel) Yakushiji Ryouko no Kaiki Jikenbo']",Yakushiji Ryouko no Kaiki Jikenbo,,,
16,"Telepathy Shojo Ran, The Telepathy Girl Ran",テレパシー少女 蘭,,,,,['TV'],26,Finished Airing,"Jun 21, 2008 to Dec 20, 2008",['Summer 2008'],Unknown,"None found,","None found,",['TMS Entertainment'],Novel,,,,24 min. per ep.,PG-13 - Teens 13 or older,6.61,#6439,#6831,"9,792",6,3006,"Ran is a bright and energetic first-grader in junior high school who possesses supernatual abilities. Together with Midori (her friend who also has supernatural powers) and Rui, the threesome are constantly embroiled in mysterious circumstances. Ran is troubled by her powers because it seems to spark off the ill intentions of people in contact with her. However, with the support of her family and peers, Ran learns to deal with her 'other' side and accepts who she is. The threesome also learn how to team up as a whole and solve these mysterious events. (Source: ANN)","['Adaptation (Manga) Telepathy Shoujo ""Ran""', '']",Telepathy Shoujo Ran,['School'],['Fantasy'],
17,Ultraviolet:Code044,ウルトラヴァイオレットコード044,Ultraviolet: Code 044,,,,['TV'],12,Finished Airing,"Jul 1, 2008 to Sep 16, 2008",['Summer 2008'],Tuesdays at 22:00 (JST),"['Sony Pictures Entertainment', 'Tezuka Productions', 'Mill Creek Entertainment']","None found,",['Madhouse'],Other,"['Action', 'Sci-Fi']",,,24 min. per ep.,R - 17+ (violence & profanity),5.78,#11023,#7464,"7,805",4,1543,"044 becomes the strongest female soldier excelling in combat through gene manipulation using a virus. However, in exchange for her abilities, her days become numbered. The next mission of the government is to destroy a bloodthirsty squad, Phage, and its leader King. In her battle, she encounters a Phage soldier, Luka, and finds herself unable to kill him. She wonders why, but as a result, Daxus Jr., the leader of the government group, regards her as a traitor. She is targeted by both Phage and the government, and she runs away with the injured Luka. (Source: ANN)",[],Ultraviolet: Code 044,,,
18,,MISSION-E,,,,,['TV'],12,Finished Airing,"Jul 8, 2008 to Sep 23, 2008",['Summer 2008'],Unknown,"None found,",['Media Blasters'],['Studio Deen'],Original,"['Action', 'Comedy', 'Sci-Fi']",,,24 min. per ep.,PG - Children,6.43,#7501,#8037,"6,506",5,2583,"Chinami and her friends have formed an organization called OZ, with the financial backing of the Kujo Group. Their goal is to peacefully integrate people with Type-E abilities into society, and oppose the Foundation, an organization which seeks to capture and control Type-E users for their own mysterious purposes. (Source: ANN)","['Prequel (TV) Code-E', '']",Mission-E,['School'],,
19,,アキバちゃん,Akiba-chan,,,,['TV'],10,Finished Airing,"Jul 25, 2008 to Aug 1, 2008",['Summer 2008'],Unknown,['Kids Station'],"None found,","None found,",Original,"['Comedy', 'Slice of Life']",,['Kids'],5 min. per ep.,G - All Ages,5.42,#12351,#10549,"3,001",9,1249,"Akiba-chan focuses on the daily life of Akiba-chan and four fellow TV and game fans in the Maison de Akiba apartments. Buildup Entertainment (Gundam: Mission To The Rise, Macross Plus) produced the computer animation with director Junya Kabe (Specter, D) and character designer Poyoyon Rock (Nurse Witch Komugi, Starship Girl Yamamoto Yohko). (Source: yukianimereviews.com)",[],Akiba-chan,,,
20,"Qín Shí Míng Yuè 2, The Legend of Swordsman 2, Qin's Moon 2, Qin Shi Ming Yue 2: Night Ends - Daybreak",秦时明月之夜尽天明,Qin's Moon: Night Ends - Daylight,,,,['TV'],18,Finished Airing,"Jul 17, 2008 to Aug 3, 2008",['Summer 2008'],Unknown,"None found,","None found,",['Sparkly Key Animation Studio'],Novel,"['Action', 'Fantasy']","['Historical', 'Martial Arts']",,22 min. per ep.,PG-13 - Teens 13 or older,6.63,#6332,#12924,"1,443",5,432,"In the second season, Emperor Qin sends Quicksand to destroy Machinery City, the home of the Mohist School. At the same time, Duanmu Rong sends the three kids, Tianming, Shao Yu, and Gao Yu, into the forbidden grounds of the Mohist School, a place where nobody could enter without permission. (Source: AniDB)","['Prequel (TV) Qin Shi Mingyue: Bai Bu Fei Jian', 'Sequel (TV) Qin Shi Mingyue: Zhu Zi Bai Jia']",Qin Shi Mingyue: Ye Jin Tianming,,,
21,"Scarecrowman The Animation, Scarecrow Man",スケアクロウマン,Scarecrowman,,,,['TV'],26,Finished Airing,"Jul 3, 2008 to Dec 25, 2008",['Summer 2008'],Thursdays at 23:00 (JST),['VAP'],"None found,",['TMS Entertainment'],Picture book,,,['Kids'],25 min. per ep.,G - All Ages,[],#13956,#16232,595,0,,"A regular old scarecrow has stood in a field for twenty years when one day, after a lightning storm, he comes to life. He becomes friends with the daughter of a scarecrow shop owner.",[],Scarecrowman,,['Fantasy'],
22,"RoboDz: Fuuun Hen, RoboDz Kazagumo Hen",ロボディーズ-RoboDz-風雲篇,,,,,['TV'],26,Finished Airing,"Jun 2, 2008 to Nov 24, 2008",['Summer 2008'],Unknown,"None found,","None found,",['Toei Animation'],Unknown,,,,5 min. per ep.,PG - Children,[],#21396,#17726,441,0,,"Five minute episodes following the adventures of three robot friends: Nejimaru, Sombrenosuke and Drum-Kan-Be, who coexist with humans of the same world. When an alien invasion called Corporation Baddoru arrives, they are forced to join forces against the invaders.",[],RoboDz,,['Sci-Fi'],
23,Chibinacs³,チビナックス3,,,,,['TV'],25,Finished Airing,"Jun 3, 2008 to Nov 18, 2008",['Summer 2008'],Tuesdays at 00:49 (JST),"None found,","None found,","None found,",Other,,,,3 min. per ep.,G - All Ages,[],#17286,#20073,282,0,,The 3rd and final season of Chibinacs.,"['Prequel (TV) Chibinacs 2.0', '']",Chibinacs 3,,['Comedy'],
24,,ななみちゃん 第5シリーズ,,,,,['TV'],16,Finished Airing,"Jun 8, 2008 to Oct 12, 2008",['Summer 2008'],Unknown,"None found,","None found,","None found,",Other,,,['Kids'],5 min. per ep.,G - All Ages,[],#20566,#21222,217,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (TV) Nanami-chan 4th Series', 'Sequel (TV) Nanami-chan 6th Series']",Nanami-chan 5th Series,,,
25,Naruto Hurricane Chronicles,-ナルト- 疾風伝,Naruto Shippuden,Naruto Shippuden,Naruto Shippuden,Naruto Shippuden,['TV'],500,Finished Airing,"Feb 15, 2007 to Mar 23, 2017",['Winter 2007'],Thursdays at 19:30 (JST),"['TV Tokyo', 'Aniplex', 'KSS', 'Rakuonsha', 'TV Tokyo Music', 'Shueisha']",['VIZ Media'],['Pierrot'],['Manga'],"['Action', 'Adventure', 'Fantasy']",,['Shounen'],23 min. per ep.,PG-13 - Teens 13 or older,8.28,#304,#16,"2,598,118","115,640",1728699,"It has been two and a half years since Naruto Uzumaki left Konohagakure, the Hidden Leaf Village, for intense training following events which fueled his desire to be stronger. Now Akatsuki, the mysterious organization of elite rogue ninja, is closing in on their grand plan which may threaten the safety of the entire shinobi world. Although Naruto is older and sinister events loom on the horizon, he has changed little in personality—still rambunctious and childish—though he is now far more confident and possesses an even greater determination to protect his friends and home. Come whatever may, Naruto will carry on with the fight for what is important to him, even at the expense of his own body, in the continuation of the saga about the boy who wishes to become Hokage. [Written by MAL Rewrite]","['Prequel (TV) Naruto', 'Sequel (Movie) Boruto: Naruto the Movie', 'Sequel (TV) Boruto: Naruto Next Generations', 'Adaptation (Manga) Naruto']",Naruto: Shippuuden,['Martial Arts'],,
26,OP,ONE PIECE,One Piece,,,,['TV'],Unknown,Currently Airing,"Oct 20, 1999 to ?",['Fall 1999'],Sundays at 09:30 (JST),"['Fuji TV', 'TAP', 'Shueisha']","['Funimation', '4Kids Entertainment']",['Toei Animation'],['Manga'],"['Action', 'Adventure', 'Fantasy']",,['Shounen'],24 min.,PG-13 - Teens 13 or older,8.73,#51,#17,"2,496,497","234,738",1419584,"Barely surviving in a barrel after passing through a terrible whirlpool at sea, carefree Monkey D. Luffy ends up aboard a ship under attack by fearsome pirates. Despite being a naive-looking teenager, he is not to be underestimated. Unmatched in battle, Luffy is a pirate himself who resolutely pursues the coveted One Piece treasure and the King of the Pirates title that comes with it. The late King of the Pirates, Gol D. Roger, stirred up the world before his death by disclosing the whereabouts of his hoard of riches and daring everyone to obtain it. Ever since then, countless powerful pirates have sailed dangerous seas for the prized One Piece only to never return. Although Luffy lacks a crew and a proper ship, he is endowed with a superhuman ability and an unbreakable spirit that make him not only a formidable adversary but also an inspiration to many. As he faces numerous challenges with a big smile on his face, Luffy gathers one-of-a-kind companions to join him in his ambitious endeavor, together embracing perils and wonders on their once-in-a-lifetime adventure. [Written by MAL Rewrite]","['Adaptation (Manga) One Piece', 'Adaptation (Light Novel) One Piece: Loguetown-hen']",One Piece,,,
