,Japanese,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Theme,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Synonyms,Themes,Genre,German,Spanish,Demographics,French
10,魔王学院の不適合者 II ～史上最強の魔王の始祖、転生して子孫たちの学校へ通う～ 第2クール,The Misfit of Demon King Academy II Part 2,['TV'],12,Finished Airing,"Apr 12, 2024 to Jul 25, 2024",['Spring 2024'],Fridays at 22:00 (JST),"['Aniplex', 'Yomiuri Telecasting', 'Movic', 'AT-X', 'Tokyo MX', 'Docomo Anime Store', 'Medicos Entertainment', 'BS11', 'Contents Seed', 'Kadokawa', 'ADK Marketing Solutions', 'qooop']",['Aniplex of America'],['SILVER LINK.'],['Light novel'],"['Action', 'Fantasy']",,,23 min. per ep.,R - 17+ (violence & profanity),6.43,#7509,#1402,"180,753",822,40766,"Part two of Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou II.","['Prequel (TV) Maou Gakuin no Futekigousha II: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou', 'Adaptation (Manga) Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou', 'Adaptation (Light Novel) Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou', '']","Maou Gakuin no Futekigousha II: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou Part 2","Maou Gakuin no Futekigousha 2nd Season, The Misfit of Demon King Academy 2nd Season","['Reincarnation', 'School']",,,,,
11,魔王の俺が奴隷エルフを嫁にしたんだが、どう愛でればいい？,An Archdemon's Dilemma: How to Love Your Elf Bride,['TV'],12,Finished Airing,"Apr 5, 2024 to Jun 21, 2024",['Spring 2024'],Fridays at 01:30 (JST),"['Hobby Japan', 'Crunchyroll', 'Kanon Sound', 'DMM.com', 'NetEase', 'BS Asahi', 'Unlimited Produce by TMS']","None found,","[""Brain's Base""]",['Light novel'],"['Action', 'Fantasy', 'Romance']",,,23 min. per ep.,PG-13 - Teens 13 or older,7.29,#2870,#1459,"172,324",687,82306,"The young but feared sorcerer Zagan is a candidate to become a member of the 13 Archdemons—a group of the strongest sorcerers in the world—following the death of their eldest member, Marchosias. When attending the deceased Archdemon's estate auction, Zagan finds something he did not expect: love at first sight. The sorcerer impulsively spends all his money to take Nephelia, a rare elf slave, back to his castle. Given the girl's mysterious and troubling past, there is a lot for Zagan to uncover about his new companion. However, Zagan's lack of experience with the unfamiliar feeling of love leads to many awkward moments between him and Nephelia, whom he calls by the nickname ""Nephy."" As the two grow closer and get more comfortable around each other, it becomes increasingly evident that Nephy's feelings might not be so different from Zagan's. [Written by MAL Rewrite]","['Adaptation (Manga) Maou no Ore ga Dorei Elf wo Yome ni Shitanda ga, Dou Medereba Ii?', 'Adaptation (Light Novel) Maou no Ore ga Dorei Elf wo Yome ni Shitanda ga, Dou Medereba Ii?']","Maou no Ore ga Dorei Elf wo Yome ni Shitanda ga, Dou Medereba Ii?","I, the Demon Lord, Took a Slave Elf as My Wife, but How Do I Love Her?, Madome",,,,,,
12,戦隊大失格,Go! Go! Loser Ranger!,['TV'],12,Finished Airing,"Apr 7, 2024 to Jun 30, 2024",['Spring 2024'],Sundays at 16:30 (JST),"['Shochiku', 'TBS', 'Kodansha', 'DAX Production', 'JR East Marketing & Communications', 'Yostar']","None found,",['Yostar Pictures'],['Manga'],"['Action', 'Fantasy', 'Sci-Fi']",['Urban Fantasy'],['Shounen'],23 min. per ep.,PG-13 - Teens 13 or older,7.32,#2754,#1533,"164,075",737,63373,"For the past 13 years, the Nefarious Monster Army have appeared beneath their floating fortress every Sunday to advance their goal of conquering Earth. Luckily, the Dragon Keepers are here to save the day! Having defeated the majority of the monsters during their initial invasion, the heroes now routinely show up to clear away any remnants of resistance. Unbeknownst to the public, however, every fight beyond the first has been a deliberate show put on by both sides: the Dragon Keepers reap the fame and prestige from fighting imaginary enemies, while the surviving weakest monsters, altogether called Dusters, are allowed to live for another day. Sentouin D, a Duster tired of living this life of shame, leaves the fortress in an attempt to overturn his fate. With the unexpected help of the mysterious ranger Yumeko Suzukiri, he discovers the key to defeating the Dragon Keepers lies in their Divine Artifacts—ultimate weapons crucial to the rangers' transformation and unique powers. Teaming up with Suzukiri to infiltrate the garrison of Red Keeper Sousei Akabane, Sentouin D must defy all expectations to save his species from the cruel hands of humans. [Written by MAL Rewrite]","['Sequel (TV) Sentai Daishikkaku 2nd Season', 'Adaptation (Manga) Sentai Daishikkaku']",Sentai Daishikkaku,Ranger Reject,,,,,,
13,転生貴族、鑑定スキルで成り上がる,"As a Reincarnated Aristocrat, I'll Use My Appraisal Skill to Rise in the World",['TV'],12,Finished Airing,"Apr 7, 2024 to Jun 23, 2024",['Spring 2024'],Sundays at 23:30 (JST),"['Dentsu', 'Lantis', 'CBC Television', 'Kodansha', 'Crunchyroll', 'U-NEXT', 'Tencent Japan', 'Bushiroad Move', 'Bandai Namco Filmworks', 'Bandai Namco Music Live']","None found,",['studio MOTHER'],['Light novel'],"['Adventure', 'Fantasy']",,,23 min. per ep.,PG-13 - Teens 13 or older,7.17,#3545,#1571,"159,791",388,79154,"After passing away, a Japanese office worker finds himself reincarnated in another world as Ars, the newborn son of the noble Louvent family. The Summerforth Empire, where the Louvents rule over a small territory of a few thousand people, is a medieval-like land plagued by social inequality and political instability. As Ars grows older and learns more and more about his new environment, he becomes convinced that war will soon erupt. Fortunately, though Ars was not blessed with unrivaled strength or extraordinary magical aptitude, he does possess Appraisal: a seemingly unique skill that allows him to instantly grasp someone's current abilities and latent talents merely by looking at them. In an effort to prepare his domain for the imminent strife, Ars resolves to enlist the most exceptional people he can find, paying no attention to superficial qualities like race or social status. [Written by MAL Rewrite]","['Sequel (TV) Tensei Kizoku, Kantei Skill de Nariagaru 2nd Season', 'Adaptation (Manga) Tensei Kizoku, Kantei Skill de Nariagaru: Jakushou Ryouchi wo Uketsuida node, Yuushuu na Jinzai wo Fuyashiteitara, Saikyou Ryouchi ni Natteta', 'Adaptation (Light Novel) Tensei Kizoku, Kantei Skill de Nariagaru: Jakushou Ryouchi wo Uketsuida node, Yuushuu na Jinzai wo Fuyashiteitara, Saikyou Ryouchi ni Natteta', '']","Tensei Kizoku, Kantei Skill de Nariagaru",Reincarnated as an Aristocrat with an Appraisal Skill,"['Isekai', 'Reincarnation']",,,,,
14,Re:Monster,Re:Monster,['TV'],12,Finished Airing,"Apr 5, 2024 to Jun 21, 2024",['Spring 2024'],Fridays at 00:00 (JST),"['Genco', 'Pony Canyon', 'BS11', 'Crunchyroll', 'U-NEXT', 'Muse Communication', 'AlphaPolis', 'Saber Links', 'HIAN', 'Studio Tronc', 'Capibara']","None found,",['Studio Deen'],['Light novel'],"['Action', 'Adventure', 'Fantasy']",,,23 min. per ep.,R - 17+ (violence & profanity),6.55,#6772,#1586,"157,636",478,80542,"Tomokui Kanata has been re-incarnated in the weakest goblin, named Goburou, after having undergone an unfortunate death. However Goburou has retained his previous life's memories, an unusual evolution, as well as becoming strong enough to gain status boosts from eating. In this alternate world of survival of the fittest, events unfold with competent subordinates and comrades, delightful case of the tail-wagging dog...","['Adaptation (Manga) Re:Monster', 'Adaptation (Light Novel) Re:Monster']",Re:Monster,ReMonster,"['Isekai', 'Reincarnation']",,,,,
15,魔法科高校の劣等生 第3シーズン,The Irregular at Magic High School Season 3,['TV'],13,Finished Airing,"Apr 5, 2024 to Jun 28, 2024",['Spring 2024'],Fridays at 23:30 (JST),"['Aniplex', 'Square Enix', 'Movic', 'Straight Edge', 'Kadokawa']",['Aniplex of America'],['8bit'],['Light novel'],"['Action', 'Fantasy', 'Romance', 'Sci-Fi']",,,23 min. per ep.,PG-13 - Teens 13 or older,7.04,#4217,#1743,"138,850",472,44604,"Driven by conflicting interest groups, the anti-magic movement is gaining dangerous momentum. Warned by the Yotsuba family, Tatsuya Shiba takes countermeasures to foil the plans of crooked politicians and corrupt journalists. He repels the first attack, which framed First High School as an unofficial venue for military education, but his most formidable enemies have yet to act. If Tatsuya wants to preserve his peaceful life with his sister, Miyuki, he must demonstrate once more that no one in the world can outsmart him. [Written by MAL Rewrite]","['Prequel (TV) Mahouka Koukou no Rettousei: Raihousha-hen', 'Sequel (Movie) Mahouka Koukou no Rettousei Movie: Yotsuba Keishou-hen', 'Adaptation (Manga) Mahouka Koukou no Rettousei: Double Seven-hen', 'Adaptation (Manga) Mahouka Koukou no Rettousei: Koto Nairan-hen']",Mahouka Koukou no Rettousei 3rd Season,,"['School', 'Urban Fantasy']",,,,,
16,Unnamed Memory,Unnamed Memory,['TV'],12,Finished Airing,"Apr 9, 2024 to Jun 25, 2024",['Spring 2024'],Tuesdays at 23:30 (JST),"['AT-X', 'Glovision', 'Sammy', 'Tencent Japan', 'Kadokawa', 'Heart Company', 'Bandai Namco Music Live']","None found,",['ENGI'],['Light novel'],"['Adventure', 'Fantasy', 'Romance']",,,23 min. per ep.,PG-13 - Teens 13 or older,6.73,#5728,#1780,"135,150",612,48073,"As a young boy, Prince Oscar Lyeth Increatos Loz Farsas was cursed by the Witch of Silence, rendering it all but impossible for any woman to bear him a child. After 15 years of fruitlessly seeking a way to lift the spell, Oscar resorts to enlisting the help of a different witch. To this end, he heads to the Azure Tower, home of the Witch of the Azure Moon. Ascending the tower is no easy task; for decades, no one has overcome the array of traps, puzzles, and enemies designed to repulse any challengers. Oscar, however, easily climbs to the top, where he meets the fabled witch, Tinasha. To the prince's surprise, despite being hundreds of years old, Tinasha looks like a beautiful young woman in her late teens. Oscar explains his circumstances to the witch, who quickly perceives the true nature of his affliction. Though she claims that undoing the spell would be tremendously difficult, Tinasha proposes a workaround—to find Oscar a partner capable of withstanding the curse's effects. Realizing that such a woman is right in front of his eyes, Oscar boldly tells the witch to marry him. Though he is promptly rejected, the young prince refuses to back down, and the two eventually reach an agreement: Tinasha will leave the tower and live with Oscar for the next year. As the two continue searching for a way to lift Oscar's curse, word of Tinasha's emergence from isolation spreads, catching the attention of all sorts of old acquaintances. [Written by MAL Rewrite]","['Sequel (TV) Unnamed Memory Act.2', 'Adaptation (Manga) Unnamed Memory', 'Adaptation (Light Novel) Unnamed Memory', '']",Unnamed Memory,,,,,,,
17,じいさんばあさん若返る,Grandpa and Grandma Turn Young Again,['TV'],11,Finished Airing,"Apr 7, 2024 to Jun 16, 2024",['Spring 2024'],Sundays at 23:30 (JST),"['AT-X', 'Nippon Columbia', 'On-Lead', 'Kadokawa']","None found,",['Gekkou'],['Web manga'],"['Comedy', 'Romance', 'Supernatural']",,,24 min. per ep.,PG-13 - Teens 13 or older,7.47,#2071,#1809,"132,583",546,44273,"Shouzou Saitou and his wife, Ine, have been married for nearly sixty years. Though they have not become wealthy or been able to go on a honeymoon in all that time, their love has remained steadfast. The couple spend their days peacefully tending to an orchard of apple trees and receiving visits from their loving family. While tending to the apple tree they planted on their wedding day, which had snapped in half during a typhoon, the couple notices a golden apple hanging from one of the branches. They decide to eat the apple back at home, and the next morning, the couple awakens to find that they have become young again! In their new but familiar bodies, Shouzou and Ine are able to live life as they never had before: they engage in more modern activities together, such as participating in a sports festival and playing video games. As they revisit the memories of their young love, the romance between them is rekindled, inspiring similar feelings in the younger members of their family. [Written by MAL Rewrite]","['Adaptation (Manga) Jiisan Baasan Wakagaeru', '']",Jiisan Baasan Wakagaeru,"Ojiisan to Obaasan ga Wakagaetta Hanashi, A Story About a Grandpa and Grandma Who Returned Back to Their Youth",,,,,,
18,THE NEW GATE,The New Gate,['TV'],12,Finished Airing,"Apr 14, 2024 to Jun 30, 2024",['Spring 2024'],Sundays at 01:30 (JST),"['Mainichi Broadcasting System', 'KlockWorx', 'King Records', 'MAGNET', 'CTW', 'AlphaPolis', 'Studio Bus']","None found,","['Yokohama Animation Laboratory', 'Cloud Hearts']",['Light novel'],"['Action', 'Adventure', 'Fantasy']",['Isekai'],,23 min. per ep.,PG-13 - Teens 13 or older,6.44,#7443,#1878,"125,998",372,57062,"Trapped with thousands of people in The New Gate, a virtual reality game, the elite player Shinya Kiritani resolves to clear the game and finally return home. However, after he manages to single-handedly defeat the final boss, Shinya is transported to a new world—seemingly indistinguishable from the one he just escaped. Shinya discovers that as long as the game menu and his skills are unchanged, he cannot leave this oddly familiar world. In his search of a way to break out from this new dimensional prison, Shinya encounters Tiera Lucent, a hotel receptionist who happens to be a protégée of Schnee Raizar—one of Shinya's former party members. With this glimmer of hope, Shinya strives to reunite with Schnee and find out the truth about The New Gate. [Written by MAL Rewrite]","['Adaptation (Manga) The New Gate', 'Adaptation (Light Novel) The New Gate']",The New Gate,,,,,,,
19,夜桜さんちの大作戦,Mission: Yozakura Family,['TV'],27,Finished Airing,"Apr 7, 2024 to Oct 6, 2024",['Spring 2024'],Sundays at 17:00 (JST),"['Pierrot', 'Mainichi Broadcasting System', 'NBCUniversal Entertainment Japan', 'Shueisha', 'JR East Marketing & Communications']","None found,",['SILVER LINK.'],['Manga'],"['Action', 'Comedy']",,['Shounen'],24 min. per ep.,PG-13 - Teens 13 or older,7.55,#1754,#1879,"125,981",609,35557,"After losing his entire family in a car crash, Taiyou Asano tries to pull away from his childhood friend, Mutsumi Yozakura, but she assures him she is not going anywhere. Nevertheless, Taiyou becomes socially awkward, struggling to make friends at school despite the efforts of his persistent classmates. One day, the vice principal calls Taiyou to his office, only to begin threatening the boy's life. Taiyou is swept away by a stranger and eventually awakens to Mutsumi, who introduces him to her siblings—a family of spies who harbor superhuman abilities. Every generation produces one ordinary human who becomes the family head. Mutsumi is one of these, and the family's mission is to protect her with their lives. The vice principal's real name is Kyoichiro Yozakura, and he is the eldest son of the family. As Kyouichiro believes that Taiyou is a threat to Mutsumi's life, the only way to keep both Taiyou and Mutsumi safe is for them to get married; the family has a rule that prevents them from killing within the Yozakura household. Though at first reluctant, Taiyou agrees in order to protect Mutsumi. Now he must train as a Yozakura spy to ward off the constant threats on the lives of both Mutsumi and himself. [Written by MAL Rewrite]","['Sequel (TV) Yozakura-san Chi no Daisakusen 2nd Season', 'Adaptation (Manga) Yozakura-san Chi no Daisakusen']",Yozakura-san Chi no Daisakusen,Mission of Yozakura Family,,,,,,
20,デート・ア・ライブⅤ,Date A Live V,['TV'],12,Finished Airing,"Apr 10, 2024 to Jun 26, 2024",['Spring 2024'],Wednesdays at 23:30 (JST),"['AT-X', 'Nippon Columbia', 'Docomo Anime Store', 'Kadokawa Media House', 'Kadokawa', 'Geek Pictures']","None found,",['Geek Toys'],['Light novel'],"['Action', 'Fantasy', 'Romance', 'Sci-Fi']",,,23 min. per ep.,R - 17+ (violence & profanity),7.69,#1328,#1913,"123,305","1,311",39347,"Shidou Itsuka faces greater peril than ever due to his continued involvement with Ratatoskr. He has already sealed 10 Spirits, and Isaac Westcott, leader of Deus Ex Machina Industries, has finally decided to kill Shidou and plunder the Spirits' powers for himself. To achieve his goal, Isaac declares an all-out war against Ratatoskr, forcing the organization to exhaust its resources to ensure Shidou's survival. Despite being severely outnumbered and outmatched, a glimmer of hope exists in the form of the Spirit of Time, Kurumi Tokisaki. Shidou must seal and acquire Kurumi's power to travel to the past and confront the Spirit of Origin—the catalyst that started it all. [Written by MAL Rewrite]","['Prequel (TV) Date A Live IV', 'Adaptation (Manga) Date A Live', 'Adaptation (Manga) Date A Live: Tooka Dead End', 'Adaptation (Light Novel) Date A Live']",Date A Live V,"Date A Live 5, Date A Live Fifth Season, DAL 5","['Harem', 'School', 'Urban Fantasy']",,,,,
21,バーテンダー 神のグラス,Bartender Glass of God,['TV'],12,Finished Airing,"Apr 4, 2024 to Jun 20, 2024",['Spring 2024'],Thursdays at 00:00 (JST),"['TV Tokyo', 'TOHO animation', 'Crunchyroll', 'NetEase']","None found,",['Liber'],['Manga'],"['Drama', 'Gourmet']",,['Seinen'],23 min. per ep.,PG-13 - Teens 13 or older,7.38,#2440,#1941,"120,298",480,44017,"Miwa Kurushima and her colleague Yukari Higuchi hunt for a skilled individual to run the counter bar at the famous Hotel Cardinal. The chairman of the hotel demands only one thing of the potential hire: the bartender must be able to craft the ultimate drink known as the ""Glass of God."" Because Miwa does not fully understand the requirement, her search runs dry after everyone she has scouted cannot get past the chairman's scrutiny. Nestled in a quiet and secluded place among the bustling alleys of Ginza is Eden Hall. This cozy bar is maintained by Ryuu Sasakura, a prodigy mixologist who knows exactly what drink will ease his customers' worries at any given time. Every glass that he serves is garnished with humility, providing much-needed solace to people from all walks of life in their time of need. In a chance encounter, the chairman is left speechless by Ryuu's astute bartending skills and is determined to have him join Hotel Cardinal. He becomes one of Ryuu's regulars, attempting daily to convince Ryuu to leave Eden Hall. But even with the assistance of Miwa, it is more difficult than expected to recruit this particular bartender. [Written by MAL Rewrite]","['Adaptation (Manga) Bartender', '']",Bartender: Kami no Glass,,"['Adult Cast', 'Workplace']",,,,,
22,夜のクラゲは泳げない,Jellyfish Can't Swim in the Night,['TV'],12,Finished Airing,"Apr 7, 2024 to Jun 23, 2024",['Spring 2024'],Sundays at 01:00 (JST),"['Movic', 'KlockWorx', 'Asmik Ace', 'Tohokushinsha Film Corporation', 'King Records', 'Kansai Telecasting', 'BS11']",['Sentai Filmworks'],['Doga Kobo'],Original,,['Music'],,23 min. per ep.,PG-13 - Teens 13 or older,7.77,#1115,#1987,"117,400",900,44221,"Mahiru Kouzuki, a skilled artist, gives up on her passion after her elementary school classmates ridicule her colorful jellyfish mural. Several years later, upon encountering an unexpected admirer in Kano Yamanouchi—a former idol with a troubled past—Mahiru decides to pursue her childhood dreams once more. Tasked with designing the mascot for Kano's new music project, JELEE, Mahiru enlists the help of her childhood friend and professional streamer Kiui Watase to make JELEE's first music video. Together with Kim Anouk Mei Takanashi, a pianist and fan of Kano's work as an idol, the girls aim to turn JELEE into a global hit. However, if they want to succeed in this ambitious endeavor, they will first have to free themselves from the shackles of their pasts. [Written by MAL Rewrite]","['Adaptation (Manga) Yoru no Kurage wa Oyogenai', 'Adaptation (Light Novel) Shousetsu Yoru no Kurage wa Oyogenai']",Yoru no Kurage wa Oyogenai,Yorukura,,['Drama'],,,,
23,花野井くんと恋の病,A Condition Called Love,['TV'],12,Finished Airing,"Apr 4, 2024 to Jun 20, 2024",['Spring 2024'],Thursdays at 23:56 (JST),"['TBS', 'Kodansha', 'Good Smile Company', 'Crunchyroll', 'DMM.com']","None found,",['East Fish Studio'],['Manga'],,['School'],['Shoujo'],23 min. per ep.,PG-13 - Teens 13 or older,6.75,#5606,#1990,"117,240",520,41468,"Hotaru Hinase has lived nearly sixteen years without romance. She is satisfied alone as long as she can enjoy the little things in life with her beloved friends and family. In her mind, she is not meant to fall in love, nor does she understand the concept. While out with a friend, Hotaru witnesses the severe breakup of her schoolmate Hananoi, to whom she has never spoken. Afterward, she sees him sitting in the snow and holds her umbrella over him. To her surprise, this gesture results in him confessing his feelings for her at school the next day. Though Hotaru rejects him, Hananoi insists on letting her get to know him. He does whatever he can to woo her, from changing his hairstyle to finding her lost hairpin in the snow. Although she has no romantic feelings towards him, Hotaru believes that by spending more time with him, she will learn how to love. She agrees to date him and slowly begins to navigate what being a girlfriend entails, including how to reciprocate the kind gestures that Hananoi continues to perform for her. [Written by MAL Rewrite]","['Adaptation (Manga) Hananoi-kun to Koi no Yamai', '']",Hananoi-kun to Koi no Yamai,I'm Addicted to You.,,['Romance'],,,,
24,ガールズバンドクライ,,['TV'],13,Finished Airing,"Apr 6, 2024 to Jun 29, 2024",['Spring 2024'],Saturdays at 00:30 (JST),['agehasprings'],"None found,",['Toei Animation'],Original,,['Music'],,23 min. per ep.,PG-13 - Teens 13 or older,8.38,#215,#2160,"103,862","2,305",39141,"Everyone yearns to find their true purpose in life. This is also true for Nina Iseri, a 17-year-old girl looking to enroll in a good university, but the world always seems to work against her. On her very first day in Tokyo, she gets lost, ignored, and locked out of her new apartment. However, an unexpected opportunity arises when Nina meets Momoka Kawaragi, one of her favorite guitarists. After Nina joins Momoka for a street performance, Momoka decides they should start a band together. While Nina initially hesitates, her determination grows as they start acquiring more bandmates—the beautiful drummer Subaru Awa, the aloof keyboardist Tomo Ebizuka, and the intelligent bassist Rupa. The five girls face challenges both in the music industry and within themselves, but their shared passion for music never lets them give up on their dreams. [Written by MAL Rewrite]",[],Girls Band Cry,,,['Drama'],,,,
25,怪異と乙女と神隠し,Mysterious Disappearances,['TV'],12,Finished Airing,"Apr 10, 2024 to Jun 26, 2024",['Spring 2024'],Wednesdays at 22:30 (JST),"['AT-X', 'flying DOG', 'Kansai Telecasting', 'Shogakukan', 'BS NTV', 'Kadokawa', 'dugout']","None found,",['Zero-G'],['Web manga'],"['Mystery', 'Supernatural', 'Ecchi']",,,23 min. per ep.,PG-13 - Teens 13 or older,6.77,#5506,#2314,"93,471",285,29602,"Adult life has brought its share of disillusions to 28-year-old writer Sumireko Ogawa, who was once considered a child prodigy in literature. Facing hostility from editors, she struggles to publish her work and progress in writing her new novel. As Sumireko starts to resign herself to the uneventful life of a book clerk, she is brutally plunged into the realm of mysteries after she reads poetry from a strange book, as she unexpectedly becomes a child again. Sumireko is thrilled to have regained her inspiration and youthful enthusiasm. However, her work colleague Ren Adashino, who happens to be an expert in the occult, warns her that this transformation will eventually kill her unless she reads other verses from the book. Reluctantly agreeing to regain her adult form, Sumireko decides to help Ren and his sister, Oto, in their paranormal investigations. Although Ren's goals are still unclear to Sumireko, the young woman is determined to turn her new exciting life experiences into a lasting literary success. [Written by MAL Rewrite]","['Adaptation (Manga) Kaii to Otome to Kamikakushi', '']",Kaii to Otome to Kamikakushi,"Mysteries, Maidens, And Mysterious Disappearances, Totokami",,,,,,
26,神は遊戯に飢えている。,Gods' Game We Play,['TV'],13,Finished Airing,"Apr 1, 2024 to Jun 24, 2024",['Spring 2024'],Mondays at 21:30 (JST),"['Pony Canyon', 'AT-X', 'Ultra Super Pictures', 'Sammy', 'bilibili', 'Crunchyroll', 'Kadokawa', 'Bit grooove promotion']","None found,",['LIDENFILMS'],['Light novel'],"['Fantasy', 'Suspense']",,,23 min. per ep.,PG-13 - Teens 13 or older,6.27,#8453,#2354,"90,790",258,30694,"When Leoleshea, a dragon god, is accidentally awoken from her sleep within a glacier, she demands this era's very best game player be brought before her. After a year of waiting, she meets Fay Theo Philus, an apostle—a human granted a supernatural ability called an Arise and thus given permission to challenge the gods in games. Fay and Leoleshea realize they share a passion for games, whether it be with cards or a battle of wits with a god. Declaring that she likes this human, Leoleshea allows Fay to call her ""Leshea"" and team up with her to play in the gods' games. Ever since the gods gave humans the ability to challenge them, they have promised to grant any wish after ten victories. Leshea desires to become an official god again, as she previously descended to the human world and lost her status as a divine being. Fay has only one goal: to find the woman who long ago taught him how to play games. Though Leshea and Fay quickly prove themselves to be a capable team, the gods will not allow them ten victories so easily: every game has its own unique conditions and hidden rules. Together, the duo will have to act as a perfect team to finally achieve their goals. [Written by MAL Rewrite]","['Adaptation (Manga) Kami wa Game ni Ueteiru.', 'Adaptation (Light Novel) Kami wa Game ni Ueteiru.']",Kami wa Game ni Ueteiru.,"Kami wa Yuugi ni Ueteiru., The Ultimate Game-Battles of a Boy and the Gods, Kami wa Game ni Ueteiru.: Kamigami ni Idomu Shounen no Kyuukyoku Zunousen, Gods' Games We Play","['High Stakes Game', 'Strategy Game', 'Urban Fantasy']",,,,,
27,ゆるキャン△ SEASON3,Laid-Back Camp Season 3,['TV'],12,Finished Airing,"Apr 4, 2024 to Jun 20, 2024",['Spring 2024'],Thursdays at 23:00 (JST),"['Sotsu', 'Half H.P Studio', 'AT-X', 'KlockWorx', 'Houbunsha', 'MAGES.', '81 Produce', 'BS11', 'FuRyu', 'Sony Music Solutions', 'enish']","None found,",['8bit'],['Manga'],,,,23 min. per ep.,PG-13 - Teens 13 or older,8.01,#661,#2363,"90,332",527,30883,"Within the narrow walls of the Outdoor Activities Club room, the few but lively members carry on the camping spirit as they have fun with DIY club experiments. Exciting experiences such as these have brought Nadeshiko Kagamihara deep into the world of camping, making her want to once again go on a solo trip. However, other plans come first, as Ayano Toki and Rin Shima invite Nadeshiko to camp near Ooi River. Eager to go on their first journey together, the girls set off to forge precious memories that will stick with their hearts for years to come. [Written by MAL Rewrite]","['Prequel (TV) Yuru Camp△ Season 2', 'Sequel (TV) Yuru Camp△ Season 4', 'Adaptation (Manga) Yuru Camp△', '']",Yuru Camp△ Season 3,Yuru Camp 3rd Season,"['CGDCT', 'Iyashikei']",['Slice of Life'],,,,
