,Japanese,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Theme,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Synonyms,German,Spanish,French,Themes,Genre,Demographics
114,战斗王之飓风战魂2,Infinity Nado 2,['TV'],40,Finished Airing,"Oct 2013 to Feb 24, 2014",['Fall 2013'],Unknown,['Alpha Group'],"None found,",['Alpha Animation'],Original,,,,24 min. per ep.,PG - Children,6.19,#8900,#15237,754,5,324,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (TV) Zhandou Wang Zhi Jufeng Zhan Hun', 'Sequel (TV) Zhandou Wang Zhi Jufeng Zhan Hun 3']",Zhandou Wang Zhi Jufeng Zhan Hun 2,King of Warrior 2,,,,,['Action'],
115,しまじろうのわお!,,['TV'],Unknown,Currently Airing,"Apr 2, 2012 to ?",['Spring 2012'],Mondays at 07:30 (JST),"None found,","None found,",['The Answer Studio'],Other,"['Adventure', 'Comedy', 'Fantasy']",,['Kids'],8 min.,G - All Ages,[],#14227,#15593,688,1,,Fourth season of the Shimajirou children's television series.,"['Prequel (TV) Shimajirou Hesoka', '']",Shimajirou no Wow!,,,,,,,
116,秘密結社鷹の爪 MAX,,['TV'],38,Finished Airing,"Apr 5, 2013 to Feb 21, 2014",['Spring 2013'],Unknown,"None found,","None found,",['DLE'],Unknown,,,,5 min. per ep.,PG-13 - Teens 13 or older,6.02,#9841,#15816,654,0,137,Sequel to the previous season.,"['Prequel (TV) Himitsukessha Taka no Tsume NEO', 'Sequel (TV) Himitsukessha Taka no Tsume EX']",Himitsukessha Taka no Tsume MAX,Eagle Talon MAX,,,,"['Parody', 'Super Power']",['Comedy'],
117,鉄人28号ガオ!,,['TV'],151,Finished Airing,"Apr 6, 2013 to Mar 26, 2016",['Spring 2013'],Saturdays at 04:52 (JST),['Fuji TV'],"None found,","['Eiken', 'TYO Animations']",['Manga'],,['Mecha'],,5 min. per ep.,G - All Ages,[],#14807,#16148,605,0,,"This series of anime shorts, roughly five minutes in length, will focus on protagonist Shoutarou Kaneda's everyday life instead of focusing on battle scenes as previous Tetsujin 28 titles have done. The visuals of the title robot, its nemesis Black Ox, and other elements will have a pop-art style. (Source: ANN)",[],Tetsujin 28-gou Gao!,,,,,,['Slice of Life'],
118,안녕 자두야,Hello Jadoo,['TV'],122,Finished Airing,"Jul 18, 2011 to Feb 1, 2016",['Summer 2011'],Not scheduled once per week,"None found,","None found,","None found,",Original,,,['Kids'],11 min. per ep.,PG - Children,6.16,#9061,#16108,609,3,159,"Hello Jadoo is a South-Korean TV show about a girl named Choi Jadoo who is a very free-spirited girl. In every episode, she would always get into drama, whether it was with her parents or school. At the same time, she meets new people and she tries to solve problems occurring.",[],Annyeong Jadoo,Annyeong Jaduya,,,,,['Comedy'],
119,かよえ！チュー学,Kayoe! Chugaku,['TV'],425,Finished Airing,"Jun 6, 2011 to Mar 28, 2014",['Summer 2011'],Not scheduled once per week,"None found,","None found,",['DLE'],Original,,['School'],,1 min. per ep.,None,[],#19337,#16429,568,1,,Wada transfers from the Kansai region to the Toukai region in middle school. The story follows his new set of friends as their fivesome enjoy their everyday lives. All the characters' are names are based on Chunichi Dragons baseball team which is located in the Toukai region.,[],Kayoe! Chuugaku,Kayochu,,,,,['Comedy'],
120,ごはんかいじゅうパップ,,['TV'],Unknown,Currently Airing,"Apr 25, 2011 to ?",['Spring 2011'],Not scheduled once per week,"None found,","None found,",['DLE'],Original,"['Action', 'Comedy']",,['Kids'],30 sec.,G - All Ages,[],#18204,#16436,567,0,,"A series of short, 30-second segments featuring Gohan Kaijuu Pap and various ""side dish"" monsters to produce delicious meals.",[],Gohan Kaijuu Pap,Rice Monster Pap,,,,,,
121,출동! 슈퍼윙스,Super Wings,['TV'],52,Finished Airing,"Sep 1, 2013 to Feb 25, 2016",['Fall 2013'],Unknown,"None found,","None found,","None found,",Original,,['Racing'],['Kids'],12 min. per ep.,PG - Children,5.86,#10651,#16598,547,1,209,"Super Wings follows the adventures of an adorable jet plane named Jett who travels around the world delivering packages to children. On every delivery, Jett encounters new problems that he must solve with the help of his friends the ""Super Wings"": Dizzy, Jerome and Donnie. Together, the team explores different countries and learns the diversity of new cultures. (Source: Official YouTube channel)","['Sequel (TV) Chuldong! Super Wings 2', '']",Chuldong! Super Wings,,Super Wings,Super Wings. ¡Siempre Cumplimos!,Super Wings,,['Adventure'],
122,よわむしモンスターズ,,['TV'],Unknown,Currently Airing,"Dec 25, 2012 to ?",['Winter 2013'],Not scheduled once per week,['NHK'],"None found,","None found,",Original,,,['Kids'],1 min.,PG - Children,[],#16128,#16778,527,0,,An NHK toddler's anime following cowardly creatures representing typical Halloween monsters like Dracula and a witch.,[],Yowamushi Monsters,Yowamon,,,,,,
123,えほん寄席,,['TV'],73,Finished Airing,"Apr 2006 to Nov 11, 2023",['Spring 2006'],Unknown,"['NHK', 'Pony Canyon']","None found,","None found,",Other,,,['Kids'],5 min. per ep.,PG - Children,[],#17862,#17183,487,0,,Anime rakugo of classic Japanese horror tales shown in a wide variety of art styles.,[],Ehon Yose,,,,,"['Historical', 'Performing Arts']",['Horror'],
124,熊出没之丛林总动员,Boonie Bears: Forest Frenzy,['TV'],104,Finished Airing,"Jul 13, 2013 to Sep 25, 2014",['Summer 2013'],Unknown,['Fantawild Animation'],"None found,","None found,",Original,,,['Kids'],13 min. per ep.,PG - Children,5.63,#11671,#17351,469,0,161,"Third season of Boonie Bears. Having had a taste of carnival life in town, the Bear Brothers return to the forest to start anew. But aside from the joy of meeting old friends, the bears must again cope with the dull-but-driven Logger Vick! That shiny-pated villain is determined to crush their renewed efforts to protect the forest they love. If he can dispatch the Bear Brothers, Vick will realize his evil dream of riches through total destruction of the forest. Fortunately the Brothers and their friends have a forest full of surprises in store for him! Boonie Bears: Forest Frenzy features Briar and Bramble Bear doing what they do best: creating non-stop laughs for kids around the world! (Source: Official website)","['Prequel (TV) Xiong Chumo: Huanqiu Da Maoxian', 'Sequel (TV) Xiong Chumo: Chunri Dui Dui Peng']",Xiong Chumo: Conglin Zong Dong Yuan,Forest Frenzy of Boonie Bears,,,,,['Comedy'],
125,パンパカパンツ,Panpaka Pantsu,['TV'],27,Finished Airing,"Oct 1, 2008 to Oct 22, 2015",['Fall 2008'],Unknown,['Shizuoka Broadcasting System'],"None found,",['DLE'],Original,,,['Kids'],15 sec. per ep.,G - All Ages,[],#20946,#17398,466,2,,A series of shorts about pigs who wear underpants.,[],Panpaka Pants,"Panpaka Panties, Panpaka Underwear",,,,,['Comedy'],
126,ともだち8にん,,['TV'],398,Finished Airing,"Mar 28, 2011 to Jan 5, 2019",['Spring 2011'],Not scheduled once per week,"None found,","None found,",['Egg'],Original,,,['Kids'],1 min. per ep.,G - All Ages,[],#14949,#17776,436,0,,"A series oriented to three-year-old children, showing the everydays of 9 characters, each of them having a distinct feature. Children will recognize characters and situations from their own life. Sometimes through conflicts, sometimes through encouragement, they will find everyone's place in the world. The story conveys messages such as ""Nobody's alone"", ""It's good to be different"" and the importance of being connected with others, in a fun way. (Source: Official site)",[],Tomodachi 8-nin,,,,,,['Comedy'],
127,がんばれ！おでんくん,The Adventure of Oden-kun,['TV'],102,Finished Airing,"Jan 12, 2013 to Dec 27, 2014",['Winter 2013'],Saturdays at Unknown,['Sotsu'],"None found,",['Kachidoki Studio'],Picture book,,,,3 min. per ep.,G - All Ages,[],#18104,#17986,421,2,,"In an odd dimensional bubble inside the kettle of an Oden food cart exists Oden village. The residents of Oden village spend their idyllic days waiting for customers to come and eat them. In the meantime, Oden-kun helps other troubled dwellers to realize their dreams. One day, he hears that a customer's mother suffers from cancer so he leaves the kettle and after being eaten, faces the cancer cell Gannosuke. Oden-kun's dream is to meet his own mother. Looking forward to this day, Oden-kun spends his days doing one good deed a day. (Source: ANN)","['Prequel (TV) Oden-kun', '']",Ganbare! Oden-kun,Fight! Oden-kun,,,,,['Comedy'],
128,翼空之巅,Brinken: Skate Revolution,['TV'],40,Finished Airing,"Apr 2013 to Apr 2, 2015",['Spring 2013'],Unknown,"None found,","None found,","None found,",Original,"['Adventure', 'Sports']",,['Kids'],23 min. per ep.,G - All Ages,[],#16023,#18168,405,2,,"In a city of the future, many kids can play with Finger Skateboards--skateboards that can move a simulated character in a battle at will of the player. Our main character enters shop and joins the game along with his 3 friends. They kids go on many adventures and compete against Alexander, the son of a rival company competing against the original shop.",[],Yi Kong Zhi Dian,Brinken: Finger Skate Generation,,,,,,
129,パッコロリン,Pakkororin,['TV'],Unknown,Currently Airing,"Mar 28, 2011 to ?",['Spring 2011'],Not scheduled once per week,['NHK'],"None found,",['Three-d'],Original,,,['Kids'],1 min.,G - All Ages,[],#20935,#18313,397,0,,"A minute long children's anime that follows 3 siblings. Two brothers who are rectangular and circular shaped, and a sister who is triangluar shaped. They have unique personalities and foster growth and discovery through their play time.",[],Pakkororin,,,,,,,
130,빨간 자전거,Red Bicycle,['TV'],302,Finished Airing,"Jan 22, 2013 to Apr 3, 2015",['Winter 2013'],Unknown,"None found,","None found,","None found,",['Manga'],,,['Kids'],4 min. per ep.,G - All Ages,[],#21138,#21012,229,0,,"Against the backdrop of a rural village with a beautiful landscape, Imhwa-ri, a postman riding a red bicycle, tells the story of our daily life with all of our sadness, joy, pain, and laughter. Let's meet with the postman on a red bicycle! (Source: YouTube)","['Adaptation (Manhwa) The Red Bicycle', '']",Ppalgan Jajeongeo,,,,,,['Slice of Life'],
131,키즈 CSI 과학수사대,,['TV'],104,Finished Airing,"Jul 9, 2012 to Sep 15, 2014",['Summer 2012'],Unknown,"None found,","None found,","None found,",Original,"['Adventure', 'Mystery']",,['Kids'],23 min. per ep.,G - All Ages,[],#19411,#21373,208,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Kijeu CSI,"Kijeu CSI Gwahagsusadae, Kids CSI",,,,,,
132,유후와 친구들 2,,['TV'],28,Finished Airing,"Oct 21, 2013 to May 24, 2014",['Fall 2013'],Unknown,"None found,","None found,","None found,",Original,,,['Kids'],11 min. per ep.,PG - Children,[],#16163,#21705,191,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (TV) Yuhuwa Chingudeul', '']",Yuhuwa Chingudeul 2,Yuhuwa Chingudeul 2nd Season,,,,,,
133,彩虹熊之激战幻影怪,,['TV'],26,Finished Airing,Sep 2013 to Mar 2014,['Fall 2013'],Unknown,"None found,","None found,","None found,",Unknown,,['Anthropomorphic'],['Kids'],14 min. per ep.,PG - Children,[],#17113,#23869,114,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Caihong Xiong: Jizhan Huanying Guai,,,,,,['Fantasy'],
134,参娃与天池怪兽,,['TV'],78,Finished Airing,Sep 2012 to Oct 2014,['Fall 2012'],Unknown,"None found,","None found,","None found,",Original,,,['Kids'],13 min. per ep.,PG - Children,[],#17117,#24170,108,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Can Wa Yu Tianchi Guaishou,,,,,,['Fantasy'],
135,恐龙来了,,['TV'],26,Finished Airing,Jul 2013 to Oct 2014,['Summer 2013'],Unknown,"None found,","None found,","None found,",Original,,['Anthropomorphic'],['Kids'],13 min. per ep.,PG - Children,[],#19527,#24050,110,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Konglong Laile,Dinosaurs Are Coming,,,,,['Fantasy'],
136,보글 쿡 원정대,Bubble Cook Expedition,['TV'],52,Finished Airing,"Nov 21, 2013 to Jan 29, 2015",['Fall 2013'],Unknown,"None found,","None found,","None found,",Original,,,['Kids'],23 min. per ep.,G - All Ages,[],#17059,#24324,105,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Bubble Cook Wonjeongdae,,,,,,['Gourmet'],
137,よくわかる魔法科！,The Irregular at Magic High School: Get to Know Magic Studies!,['ONA'],6,Finished Airing,"Feb 22, 2014 to Sep 13, 2014",,,"['Madhouse', 'Aniplex']","None found,","None found,",['Light novel'],,,,3 min. per ep.,PG-13 - Teens 13 or older,6.27,#8478,#4452,"28,017",17,12044,Special introduction videos posted on the official website.,"['Sequel (Special) Yoku Wakaru Mahouka! - Saiseitte Nani?', '']",Yoku Wakaru Mahouka!,Mahouka for Dummies,,,,,['Comedy'],
138,オーバーロード６ 王国の漢たち[下]【ドラマＣＤ付特装版】,Overlord: The Maid Tea Party,['ONA'],1,Finished Airing,"Jan 28, 2014",,,"None found,","None found,","None found,",['Light novel'],,,,5 min.,PG-13 - Teens 13 or older,6.21,#8797,#5944,"13,720",10,4625,"A picture drama ""trailer"" released on Enterbrain's official YouTube channel, the publisher of the Overlord light novel. It promotes the deluxe edition of the 6th light novel volume that people can purchase which has the full audio drama released on CD included. The drama is about the Pleiades gather together for a tea break. Here, they discuss their recent missions and their dedication to Ainz Ooal Gown. (Source: Overlord Wiki)",[],Overlord: Oukoku no Kan-tachi - Drama CD-tsuki Tokusou-ban,Overlord Picture Drama,,,,,['Comedy'],
139,ポレットのイス,Paulette's Chair,['ONA'],1,Finished Airing,"Mar 21, 2014",,,"None found,","None found,",['Studio Colorido'],Original,,,['Kids'],3 min.,G - All Ages,6.97,#4509,#6430,"11,212",5,6952,noitaminA's 10th anniversary commemoration short special.,[],Paulette no Isu,"Poulette no Isu, Pollet no Isu, Poretto no Isu",,,,,['Slice of Life'],
140,ワンダーモモ,,['ONA'],5,Finished Airing,"Feb 6, 2014 to Mar 6, 2014",,,['Bandai Namco Games'],"None found,",['Graphinica'],Game,,,,7 min. per ep.,PG-13 - Teens 13 or older,3.48,#13815,#7517,"7,653",8,4095,"One day, a group of aliens planning to take over the Earth invade Tokyo. Momoko, who aspires to be an idol, gets involved in the ensuing fight, albeit in an unexpected manner. Warudemon, king of the alien empire, uses various tactics to hunt down Momoko and the people around her. Momoko decides to stand up against this aggression. Wonder Momo was originally an arcade game released in 1987. A fairly simplistic (by today's standards) side-scrolling beat 'em up game, featuring a transforming, hoop-wielding heroine. (Source: MAL News)",[],Wonder Momo,,,,,"['Martial Arts', 'School', 'Strategy Game']",['Action'],
141,ガンスリンガー ストラトス,,['ONA'],1,Finished Airing,"Mar 15, 2014",,,"['Square Enix', 'Magic Capsule', 'Project No.9']","None found,","None found,",Game,"['Action', 'Sci-Fi']",,,9 min.,PG-13 - Teens 13 or older,5.99,#9976,#9154,"4,652",5,1398,Animated movie of the popular online multi-player double gun action game Gunslinger Stratos 2 which was streamed on the official YouTube channel of Square Enix.,[],Gunslinger Stratos,,,,,,,
142,みじかもん 第0話,,['ONA'],1,Finished Airing,"Mar 7, 2014",,,"None found,","None found,",['Kinema Citrus'],['Manga'],,,,2 min.,G - All Ages,5.91,#10402,#9470,"4,190",0,2028,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Sequel (ONA) Mijikamon', '']",Mijikamon Episode 0,,,,,,['Comedy'],
143,中国惊奇先生,,['ONA'],63,Finished Airing,"Feb 28, 2014 to May 17, 2016",,,['Tencent Animation & Comics'],"None found,",['Haoliners Animation League'],['Web manga'],"['Comedy', 'Supernatural', 'Suspense']",,,11 min. per ep.,R - 17+ (violence & profanity),6.07,#9573,#10423,"3,106",8,519,"A lost form of magic is revived from the Eastern Han dynasty, meanwhile, dangerous man eating monsters lurk the streets. What will stop these beasts from their mindless terror? (Source: Happy Potato Translations)",[],Zhongguo Jingqi Xiansheng,Chinese Mystery Man,,,,,,
144,マスター・オブ・トルク,,['ONA'],4,Finished Airing,"Mar 20, 2014 to Jul 18, 2014",,,"None found,","None found,",['Shimogumi'],Original,"['Action', 'Sci-Fi']",,,5 min. per ep.,G - All Ages,4.85,#13375,#12183,"1,836",2,716,"It is Tokyo, Japan in the year 2017, just three years before the city's hosting of the 2020 Olympic Games. Throughout the city, the Shutoko metropolitan highway system is being dismantled and renovated, and new areas and facilities are being constructed, all at a feverish pace to complete the work in time for the Games. The Hyuga Corporation—a massive firm that succeeded in pioneering the practical use of artificial muscle fibers—is launching numerous products that supplement human muscle functions, and is in the midst of a massive surge in profits. At its headquarters on National Route 246 in Tokyo's Gaien-mae district, Hyuga Corp. was secretly developing a powered suit that gave people with just an average level of physical fitness the superior skills and abilities of a very select group of professional athletes. This was all a part of the company's plan to completely dominate their competitors and monopolize the industry. Dan Amo works at the General Affairs department of Hyuga Corp. By day, he is a nondescript salaryman, but at night, he relishes the sense of fulfillment his motorcycling lifestyle brings him. However, when night comes to Route 246, a group of mysterious riders in black suits frequently appear, and a freelance journalist, Makina Mikage, is always on their tail. Another figure appears on the scene in Kotaro Hyuga, the heir to the Hyuga Corp. presidency. The threads of an inescapable fate begin to draw these three young riders together... (Source: Yamaha site)","['Sequel (ONA) Master of Torque 2', '']",Master of Torque,,,,,,,
145,たからさがしのなつやすみ,,['ONA'],Unknown,Currently Airing,"Feb 1, 2014 to ?",,,['SANDWICHWORKS'],"None found,","None found,",Original,,,,49 min.,Rx - Hentai,6.40,N/A,#12537,"1,630",14,479,"The story takes place in rural Japan, during an idyllic summer. The innocence of youth... informed by a depraved modern world. (Source: AniDB, edited)",[],Takarasagashi no Natsuyasumi,The Summer Vacation Treasure Hunt,,,,,['Hentai'],
146,昨日青空（动画样片）,Crystal Sky of Yesterday,['ONA'],1,Finished Airing,"Jan 21, 2014",,,"None found,","None found,",['Seven Stone Entertainment'],['Manga'],"['Drama', 'Romance', 'Slice of Life']",['School'],,4 min.,PG-13 - Teens 13 or older,5.97,#10085,#12843,"1,479",1,409,"In the late 90's, in China, Tu Xiaoyi, an high school student, takes no interest in marks and prefers to play video games with his friend nicknamed ""Peanut."" One day, he was chosen by his teacher to become the class representative with Yao Zhetian, a very cute girl. He will experience his first love and disappointments.","['Adaptation (Manhua) Zuori Qing Kong', '']",Zuori Qing Kong Pilot,Zuo Ri Qing Kong Pilot,,,,,,
147,爆テク爆丸ガチ　特別編,,['ONA'],1,Finished Airing,"Feb 5, 2014",,,"None found,","None found,","None found,",['Manga'],,['Strategy Game'],['Shounen'],6 min.,G - All Ages,5.47,#12210,#13409,"1,254",1,434,A web exclusive sequel episode shown on the official Bakugan youtube channel where the Invaders are the last boss.,"['Prequel (TV) Baku Tech! Bakugan Gachi', '']",Baku Tech! Bakugan Gachi Special,Baku Tech! Bakugan Gachi ep 40,,,,,['Action'],
148,Tuzki: LOVE ASSASSIN,,['ONA'],1,Finished Airing,"Feb 12, 2014",,,"None found,","None found,",['Studio 4°C'],Other,"['Comedy', 'Romance']",,,2 min.,R - 17+ (violence & profanity),5.63,#11670,#13432,"1,249",1,624,"Tuzki, a bunny, is playing video games with his dismembered heart when he receives a notification on his smartwatch: it looks like an assassination needs to be carried out! Armed with his bazooka, Tuzki is on the job. That is until he meets his target. [Written by MAL Rewrite]",[],Tuzki: Love Assassin,,,,,,,
149,エクスメイデン,,['ONA'],8,Finished Airing,"Feb 28, 2014 to Jun 20, 2014",,,['Lambert'],"None found,","None found,",Game,"['Comedy', 'Slice of Life']",['School'],,11 min. per ep.,PG-13 - Teens 13 or older,5.66,#11554,#13641,"1,183",0,201,"In 20XX C.E., a mysterious alien race named Firow suddenly appears on Earth. The Firow's dreadful attacks force humanity to engage in a difficult battle. But humanity's last hope, the X Maiden who wear weapons built to destroy the Firow, are about to set out. (Source: ANN)",[],X Maiden,,,,,,,
150,纳米核心,NANOCORE,['ONA'],10,Finished Airing,"Feb 14, 2014 to Jul 31, 2015",,,['Coastline Animation Studio'],"None found,","None found,",Original,,,,24 min. per ep.,PG-13 - Teens 13 or older,5.98,#10003,#13785,"1,132",1,250,"Nanocore is a science fiction Chinese cartoon in 3D. The stage of the story is established on a fictional planet Birthigin. In this young planet, humanity will never stop longing for a bright future despite reason and fear. In revolutions and evolutions, humanity keeps challenging the Creator, and which eventually induces contractions intensified. People choose to wake up and struggle for their own ideals. They end the peace and angers sweep the whole planet, resulting in outbreak of the crisis known as Purple Fog. In time of humans facing their odds of survival, the plan N.S.P led by the elite keeps frustrating until NanoCore's involving. It brings the plan his birth. As the existence, that the elite thinks should lead the development of human weapons, however, he breaks shackles of fate, and arrives at a land where faith no longer exists. He learns to make choices and grows up with them, and the dim future of Birthigin thus begins to change. (Source: Nanocore Tumblr)","['Sequel (ONA) Nanocore 2nd Season', '']",Nanocore,,,,,,['Sci-Fi'],
151,Peeping Life 『新婚ちゃん関西にいらっしゃい』,"Peeping Life: Welcome to Kansai, Newlyweds!",['ONA'],1,Finished Airing,"Mar 27, 2014",,,['CoMix Wave Films'],"None found,","None found,",Unknown,"['Comedy', 'Slice of Life']",,,5 min.,G - All Ages,5.11,#13078,#15167,772,0,259,"The newlyweds have moved to the Kansai region! For now they've settled down, but their room is still a huge mess. They also realize that they've been wasting a lot of electricity, and they begin to ponder ways to cut back on their bills... (Source: Anime Bancho)",[],Peeping Life: Shinkon-chan Kansai ni Irasshai,,,,,,,
152,たばこはダサい,,['ONA'],1,Finished Airing,"Feb 13, 2014",,,"None found,","None found,","None found,",Original,,['School'],,7 min.,PG-13 - Teens 13 or older,4.59,#13598,#15155,774,0,290,A high school basketball player finds himself short of breath due to his smoking.,[],Tobacco wa Dasai,Cigarettes are Lame,,,,,['Slice of Life'],
153,チャンネル5.5,,['ONA'],4,Finished Airing,"Jan 28, 2014 to Mar 10, 2014",,,"None found,","None found,",['DLE'],Unknown,,['Parody'],,3 min. per ep.,PG-13 - Teens 13 or older,5.27,#12756,#15181,767,0,193,Channel 5.5's first series of spoofs parodies Kindaichi Case Files. (Source: Crunchyroll),"['Prequel (ONA) Channel 5.5 Prologue: Shin Bangumi Start!', 'Sequel (ONA) Channel 5.5 2nd Season']",Channel 5.5,,,,,,['Comedy'],
154,ポンコツクエスト×ガッチャマン 特別編,,['ONA'],1,Finished Airing,"Mar 2, 2014",,,['VAP'],"None found,","None found,",Other,"['Comedy', 'Fantasy']",['Parody'],,4 min.,G - All Ages,5.33,#12626,#15621,685,0,166,"A collaboration promotion between the Ponkotsu Quest anime and the 2013 Gatchaman live action film's release on DVD/BD March 5, 2014.",[],Ponkotsu Quest x Gatchaman Special,,,,,,,
155,小夜游,Little Yeyos,['ONA'],1,Finished Airing,"Mar 12, 2014",,,"None found,","None found,",['Light Chaser Animation Studios'],Other,"['Comedy', 'Fantasy']",,['Kids'],3 min.,G - All Ages,5.25,#12817,#17080,494,1,216,"Little Yeyos are seven little spirits living in the mythological Chinese spirit world who wander about only at night. The little intern is always the one who gets ignored and taunted, including today, when he gets kicked out of bed by the female Yeyo to turn off the alarm clock. But the discovery of a mysterious dot of light changes things...if only for a little while. (Source: Official Youtube page)",[],Xiao Yeyou,Xiao Ye You,,,,,,
156,I'm Stuck!!: Life of the Dead,I'm Stuck!!: Life of the Dead,['ONA'],4,Finished Airing,"Mar 2, 2014 to May 8, 2014",,,"None found,","None found,",['Studio Binzo'],Original,"['Comedy', 'Horror']",,,3 min. per ep.,R - 17+ (violence & profanity),4.96,#13261,#17403,466,1,181,Spin-off series of Life of the Dead.,[],I'm Stuck!!: Life of the Dead,Zombie Clay Animation: I'm Stuck!!,,,,,,
157,紙兎ロぺ＆鷹の爪コラボ　映像編,,['ONA'],1,Finished Airing,"Mar 25, 2014",,,"None found,","None found,","None found,",Original,,,,1 min.,G - All Ages,5.13,#13041,#17663,445,0,131,"A collaboration between Kamiusagi Rope, Taka no Tsume, and TOHO Cinemas.",[],Kamiusagi Rope & Taka no Tsume Collab Eizou-hen,"Eagle Talon, The Frogman Show",,,,,['Comedy'],
158,花のずんだ丸 じゃんく,,['ONA'],3,Finished Airing,"Feb 13, 2014 to Feb 27, 2014",,,['CoMix Wave Films'],"None found,","None found,",['Manga'],,,,45 sec. per ep.,G - All Ages,4.94,#13280,#17677,444,0,164,"Zundamaru is back... For now! Even without missions, we elite ninjas face grave dangers every day! (Anime Bancho)",[],Hana no Zundamaru: Junk,,,,,"['Martial Arts', 'Parody']",['Comedy'],
159,ポンコツクエスト 特別編,,['ONA'],Unknown,Currently Airing,"Mar 13, 2014 to ?",,,['VAP'],"None found,",['Pie in the sky'],Original,"['Comedy', 'Fantasy']",['Parody'],,2 min.,G - All Ages,[],#21085,#17768,436,0,,Ponkotsu Quest web specials are not a part of the original series' episode count. They contain original footage and dialogue. Most of the DVD announcement specials are excluded from this entry due to no new footage.,[],Ponkotsu Quest Specials,"vap tte naani?, Ponque Q Shoukai Douga",,,,,,
160,エクスメイデン 居酒屋たまき,,['ONA'],7,Finished Airing,"Mar 10, 2014 to Jun 13, 2014",,,['Lambert'],"None found,","None found,",Unknown,,,,7 min. per ep.,PG-13 - Teens 13 or older,[],#15409,#17832,432,1,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],X Maiden: Izakaya Tamaki,X Maiden Specials,,,,,['Comedy'],
161,もちもちぱんだ,Mochimochi Panda,['ONA'],6,Finished Airing,"Mar 28, 2014 to Nov 8, 2018",,,['Kamio Japan'],"None found,","None found,",Original,,,['Kids'],54 sec. per ep.,G - All Ages,[],#20352,#18178,406,0,,Shorts about pandas with stretchy and gummy cheeks just like mochi.,[],Mochimochi Panda,Moji Moji Panda,,,,,,
162,ももんずさんどうぃっち エピソードZERO,,['ONA'],1,Finished Airing,"Mar 2, 2014",,,"None found,","None found,","None found,",Original,,,['Kids'],5 min.,G - All Ages,5.71,#11317,#18395,390,1,109,Episode 0 of Momon's Sandwitch.,"[""Sequel (ONA) Momon's Sand Witch"", '']",Momon's Sand Witch Episode 0,Momon's Sandwitch Episode 0,,,,,['Comedy'],
163,はだきゃのおとのさま,,['ONA'],2,Finished Airing,"Mar 5, 2014 to Mar 20, 2014",,,['7ji'],"None found,",['The Answer Studio'],Original,,,['Kids'],37 sec. per ep.,G - All Ages,4.77,#13452,#18503,382,0,148,Original 3D Animated shorts from The Answerstudio.,[],Hadakya no Otonosama,,,,,,['Slice of Life'],
164,資生堂×紙兎ロペ,,['ONA'],2,Finished Airing,"Jan 21, 2014 to Jun 21, 2014",,,"None found,","None found,","None found,",Original,"['Comedy', 'Slice of Life']",,,3 min. per ep.,G - All Ages,[],#14285,#18917,350,0,,"A collaboration between Kamiusagi Rope and two of Shiseido's product lines: Anessa and Fullmake Washable Base (FWB). These episodes were included on the 6th DVD of Kamiusagi Rope: Warau Asa ni wa Fukuraitaru tte Maji ssuka!? as episode 23 and 24 released on March 18, 2015.",[],Shiseido x Kamiusagi Rope,"Anessa, FWB",,,,,,
165,ぜんまいじかけのトリュフ,A Clockwork Truffe,['ONA'],2,Finished Airing,"Mar 28, 2014 to Oct 14, 2014",,,['Kamio Japan'],"None found,","None found,",Original,,,,1 min. per ep.,G - All Ages,5.68,#11489,#19062,341,0,135,Truffe is a clockwork spring bear who wishes that one day he may move himself.,[],Zenmaiji-kake no Truffe,,,,,,['Fantasy'],
166,功夫兔与菜包狗,Kung Fu Bunny,['ONA'],12,Finished Airing,"Mar 20, 2014 to Sep 4, 2014",,,"None found,","None found,",['JJJOY Animation Studios'],Original,,,,8 min. per ep.,G - All Ages,[],#18220,#21060,226,0,,"A young cartoonist at home creates on paper a smart rebel Bunny and a smug loyal Doggy. Capturing the Bunny then becomes the Cartoonist's and the Doggy's impossible mission in life that goes on and on, chasing through books, fighting mental monsters, joining aliens, controlling giants, failure after failure. The arena is set for kung fu extravaganzas and witty creative adventures! (Source: Kung Fu Bunny Official Youtube)","['Prequel (ONA) Shaolin Tu Yu Wudang Gou', 'Prequel (ONA) Tuzi Nali Pao', 'Prequel (ONA) Cai Bao Gou Da Fanji', 'Sequel (ONA) Gonfu Tu Yu Cai Bao Gou 2nd Season']",Gonfu Tu Yu Cai Bao Gou,,,,,,['Comedy'],
