,Synonyms,Japanese,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Theme,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,German,Spanish,French,Themes,Genre,Demographics
147,,"おれたち, ともだち!",,['OVA'],1,Finished Airing,"Dec 8, 2006",,,"['Group TAC', 'Toei Video']","None found,","None found,",Unknown,,,['Kids'],52 min.,PG - Children,[],#20875,#20228,274,0,,Based on the children's picture book of the same name by Uchida Rintaro (Story) and Nana Furuya (Illustrations).,[],"Oretachi, Tomodachi!",,,,,['Fantasy'],
148,,ちびねこチョビ／ちびねこコビとおともだち,,['OVA'],1,Finished Airing,"Dec 8, 2006",,,"None found,","None found,",['Toei Animation'],Unknown,,,['Kids'],40 min.,G - All Ages,[],#17278,#20275,272,0,,A double feature based on a best-selling children's book by Sumino Eiko (author of Kiki's Delivery Service). Chibi Neko Chobi is about Chobi running away from home after getting scolded. Chibi Neko Kobi to Tomodachi is about Chobi as an adult and now has given birth to her own litter of 4 kittens. The youngest is a boy named Kobi and due to his own mischief he ends up separated from his family.,[],Chibi Neko Chobi/Chibi Neko Kobi to Tomodachi,,,,,,
149,,チャーミーキティ,,['OVA'],3,Finished Airing,"Nov 15, 2006",,,['Sanrio'],"None found,","None found,",Unknown,,['Pets'],['Kids'],30 min. per ep.,PG - Children,[],#17245,#20439,262,0,,"Three OVA works of the new Sanrio character Charmy Kitty which was born in 2004, the 30th anniversary of Hello Kitty's birth!! Each OVA contains 4-5 short stories. (Source: cdjapan)",[],Charmmy Kitty,,,,,,
150,,うずらちゃんのかくれんぼ,,['OVA'],1,Finished Airing,"Nov 23, 2006",,,"None found,","None found,","None found,",Picture book,,,['Kids'],11 min.,G - All Ages,[],#15189,#24059,111,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Uzura-chan no Kakurenbo,,,,,['Slice of Life'],
151,,パプリカ,Paprika,['Movie'],1,Finished Airing,"Nov 25, 2006",,,['Sony Pictures Entertainment'],['Manga Entertainment'],['Madhouse'],Novel,"['Avant Garde', 'Award Winning', 'Mystery', 'Sci-Fi', 'Suspense']",,,1 hr. 30 min.,R+ - Mild Nudity,8.04,#616,#412,"572,386","5,089",288179,"The world of dreams can be an incredible window into the psyche, showing one's deepest desires, aspirations, and repressed memories. One hopeful tech lab has been developing the ""DC Mini,"" a device with the power to delve into the dreams of others. Atsuko Chiba and Kosaku Tokita have been tirelessly working to develop this technology with the hopes of using it to deeply explore patients' minds and help cure them of their psychological disorders. However, having access to the deepest corners of a person's mind comes with a tremendous responsibility. In the wrong hands, the DC Mini could be used as a form of psychological terrorism and cause mental breakdowns in the minds of targets. When this technology is stolen and people around them start acting strangely, Atsuko and Kosaku know they have a serious problem on their hands. Enlisting the help of Officer Konakawa, who has been receiving this experimental therapy, they search both the real and dream worlds for their mental terrorist. [Written by MAL Rewrite]","['Adaptation (Manga) Paprika', 'Adaptation (Novel) Paprika', 'Adaptation (Manga) Paprika: The Dream-Child', '']",Paprika,,,,"['Adult Cast', 'Psychological']",,
152,,劇場版 BLEACH MEMORIES OF NOBODY,Bleach the Movie: Memories of Nobody,['Movie'],1,Finished Airing,"Dec 16, 2006",,,"['TV Tokyo', 'Dentsu', 'Shueisha']",['VIZ Media'],['Pierrot'],['Manga'],"['Action', 'Adventure', 'Supernatural']",,['Shounen'],1 hr. 33 min.,PG-13 - Teens 13 or older,7.43,#2230,#894,"291,089",657,178355,"When a life ends, its soul departs to its final resting place known as the Soul Society. However, if a soul is left to wander in the human world for too long, it ends up turning into a corrupted ""Hollow"" that feeds on other souls. In such cases, spirits called ""Soul Reapers"" are needed to eliminate the Hollows and guide the lost souls to the Soul Society. Ichigo Kurosaki and Rukia Kuchiki are two Soul Reapers who are used to dealing with Hollows that appear in Karakura Town. But when they encounter the hostile ""Blanks""—souls devoid of memories and immune to the ""soul burial"" used by Reapers—they are thrown for a loop. Senna, a fellow Reaper that neither Ichigo or Rukia are familiar with, comes to their rescue and manages to fend off the Blanks. The mystery deepens when a mirage of the human world suddenly appears over Soul Society. What could be the reason behind the strange phenomena, and how is it connected to Senna, who avoids any questions about her identity? [Written by MAL Rewrite]","['Adaptation (Light Novel) Gekijouban Bleach: Memories of Nobody', '']",Bleach Movie 1: Memories of Nobody,Bleach Der Film: Memories of Nobody,,Bleach Le Film: Memories of Nobody,,,
153,"Tekkon Kinkreet (2006), Black & White, Tekkon Kinkurito, Tekkon Kin Creat",鉄コン筋クリート,Tekkonkinkreet,['Movie'],1,Finished Airing,"Dec 23, 2006",,,"['Aniplex', 'Tokyo MX', 'Beyond C.']",['Sony Pictures Entertainment'],['Studio 4°C'],['Manga'],"['Action', 'Adventure', 'Award Winning', 'Supernatural', 'Suspense']",['Psychological'],['Seinen'],1 hr. 51 min.,R - 17+ (violence & profanity),7.94,#743,#2000,"116,751","1,514",46159,"The streets of Treasure Town are said to belong to ""The Cats."" They know everything that goes on in the city, and no one can stir up trouble without going through them first. In reality, The Cats are a pair of orphan boys called Black and White, who aren’t afraid of anything or anyone. But their rule of the streets is challenged when the Yakuza come to town and start making changes. The wild Black and the carefree White have no one to rely on but themselves to get their Treasure Town back to the way it was. But their bond is tested as they quickly realize going back to how things were may no longer be an option. [Written by MAL Rewrite]","['Adaptation (Manga) Tekkon Kinkreet', '']",Tekkon Kinkreet,Tekkonkinkreet,Tekkonkinkreet,Amer Béton,,,
154,"Animal Crossing, Animal Forest",どうぶつの森,Animal Crossing: The Movie,['Movie'],1,Finished Airing,"Dec 16, 2006",,,"['Nippon Television Network', 'Shogakukan Productions']","None found,",['OLM'],Game,,['Anthropomorphic'],['Kids'],1 hr. 27 min.,G - All Ages,7.07,#4058,#4473,"27,873",171,14268,"On a fateful day, a young girl named Ai takes a taxi to her new home in Animal Village. After being swindled by her landlord, Tanukichi, into working for his delivery service, it is not long before Ai meets other village residents: Kotobuki, the mayor perpetually worried about his reelection; Yuu, the only other human around, with a passion for random antics and costumes; Bouquet, an overly energetic but rather friendly cat; and Sally, an elephant who dreams of being a fashion designer. New friends seem to lurk in every nook and cranny, but despite that, Ai still struggles to find her niche in this town—until some mysterious notes left on the beach give her a glimpse of a greater purpose. [Written by MAL Rewrite]",[],Doubutsu no Mori,,,,,['Slice of Life'],
155,"Gunbuster vs. Diebuster, Top wo Nerae! Gekijouban, Diebuster Movie (2006), DieBuster Movie, Gunbuster Movie, Top wo Nerae!, Gunbuster 2 Movie, Top wo Nerae! 2 Movie",トップをねらえ！＆トップをねらえ２！合体劇場版!!,,['Movie'],2,Finished Airing,"Oct 1, 2006",,,"None found,","['Sentai Filmworks', 'Maiden Japan', 'Bandai Visual USA']",['Gainax'],Original,"['Action', 'Comedy', 'Sci-Fi']",,,1 hr. 38 min. per ep.,PG-13 - Teens 13 or older,7.39,#2410,#5852,"14,265",34,4017,"This double feature comprises of Gunbuster and Die Buster (aka Gunbuster 2) condensed into a single theatrical release told in two parts with a musical intermission in between. The first part, Gunbuster the Movie, condenses the six episodes of the original OVA into a 95-minute movie featuring a new 5.1 audio remix and a redub by the original Japanese cast. The second part, Die Buster the Movie, mixes large chunks of the second OVA series with a few altered or newly-animated scenes to create a truncated take on Nono's story. (Source: ANN)",[],Top wo Nerae! & Top wo Nerae 2! Gattai Movie!!,,,Gunbuster vs. Diebuster,"['Mecha', 'Military', 'Space']",,
156,Digimon Savers the Movie: Ultimate Power! Activate Burst Mode!!,デジモンセイバーズ THE MOVIE 究極パワー！バーストモード発動！！,,['Movie'],1,Finished Airing,"Dec 9, 2006",,,"None found,","None found,",['Toei Animation'],Original,"['Action', 'Adventure', 'Comedy', 'Fantasy']",,,20 min.,PG - Children,6.55,#6787,#5882,"14,088",6,6470,"The human world has been attacked by an unknown force. Using poisoned thorns, it has put all humans to sleep. Agumon, Gaomon and Lalamon are the only ones left to defeat this enemy. Guided by Rhythm, a young girl they saved, they learn that their enemy is called Argomon. But what can the three digimon do, when they can't even evolve. (Source: ANN)",[],Digimon Savers the Movie: Kyuukyoku Power! Burst Mode Hatsudou!!,,,,,,
157,Pretty Cure Splash Star Tic-Tac Crisis Hanging by a Thin Thread!,映画 ふたりはプリキュア Splash Star チクタク危機一髪!,,['Movie'],1,Finished Airing,"Dec 9, 2006",,,"None found,","None found,",['Toei Animation'],Original,,['Mahou Shoujo'],,50 min.,G - All Ages,6.71,#5832,#8340,"5,955",4,2699,"On their way to a singing contest, Mai and Saki meet a mysterious man looking for the oldest clock in town. It turns out that this clock is a portal to the World of Clocks, and the mysterious man is a servant of Dark Fall who wants to stop time to destroy the world. With the help of the clock spirits, Pretty Cure must fight to escape his perfect maze and start time flowing again. Takes place during the second half of Futari wa Precure Splash☆Star.",[],Futari wa Precure: Splash☆Star Movie - Tick Tack Kiki Ippatsu!,,,,,,
158,,トーキョー・ループ,,['Movie'],1,Finished Airing,"Dec 23, 2006",,,"None found,","None found,","None found,",Original,"['Avant Garde', 'Comedy']",,,1 hr. 10 min.,R+ - Mild Nudity,5.14,#13023,#11259,"2,435",5,609,"A series of 16 ""short stories"" created by the creator's group Images Forum. The stories are: Tokyo Strut (Sato Masahiko, Ueta Mio) Tokyo Trip (Tanaami Keiichi) Fishing Vine (Seike Mika) Yuki-chan (Oyama Kei) Dog & Bone (Shiriagari Kotobuki) Public Convenience (Tabaimo) TOKYO (Uda Atsuko) Black Fish (Aihara Nobuhiro) Unbalance (Ito Takashi) Tokyo Girl (Shimao Maho) Manipulated Man (Wada Atsushi) Nuance (Murata Tomoyasu) Hashimoto (Furukawa Taku) Funkorogashi (Kuri Yoji) Fig (Yamamura Koji) 12 O’Clock (Iwai Toshio)",[],Tokyo Loop,,,,,,
159,,アタゴオルは猫の森,Atagoal - Cat's Magical Forest,['Movie'],1,Finished Airing,"Oct 14, 2006",,,['Digital Frontier'],"None found,","None found,",Unknown,,['Anthropomorphic'],['Kids'],1 hr. 20 min.,PG - Children,5.94,#10195,#14560,925,3,222,"Today is the Atagoal town carnival. Talking cats and human townsfolk are having a ball. Enjoying the party to the fullest is our hero, Hideyoshi, a big fat cat, who is always involved in any trouble going on in the town.","['Adaptation (Manga) Atagoul Monogatari', '']",Atagoal wa Neko no Mori,,,,,,
160,"Komaneko: the Stop-motion Movie, Komadori Eiga: Komaneko",こま撮りえいが こまねこ,Komaneko: the Curious Cat,['Movie'],1,Finished Airing,"Dec 9, 2006",,,"None found,","None found,",['dwarf'],Original,,,['Kids'],58 min.,G - All Ages,6.55,#6744,#15638,681,1,241,"Komaneko is the story of a very curious cat, named Koma-chan, that attempts to make her own stop motion. She deals with many challenges, but she also made some friends while creating her movie. Her curiosity makes her even more friends.",[],Komadori Movie: Komaneko,,,,,['Slice of Life'],
161,,おはなしの花,Bloomed Words,['Movie'],1,Finished Airing,Oct 2006,,,"None found,","None found,","None found,",Original,,,,2 min.,G - All Ages,5.56,#11930,#19839,295,2,113,"Short film by Amika Kubo and Seita Inoue, creatively animating a conversation between three people as they talk about traveling.",[],Ohanashi no Hana,,,,,['Slice of Life'],
162,Rozen Maiden: Ouverture,ローゼンメイデン・オーベルテュー,Rozen Maiden: Ouvertüre,['TV Special'],2,Finished Airing,"Dec 23, 2006 to Dec 24, 2006",,,['Mellow Head'],['Sentai Filmworks'],['Nomad'],['Manga'],"['Action', 'Comedy', 'Drama', 'Fantasy']",,['Seinen'],24 min. per ep.,PG-13 - Teens 13 or older,7.71,#1275,#2958,"62,399",211,35206,"As Jun Sakurada fights and lives alongside the Rozen Maidens, special lifelike dolls made to battle each other, he enjoys a rare break in which he is told a story during the events of Rozen Maiden: Träumend. When Jun buys a brooch as a present for Shinku, the fifth doll, she refuses to accept it at any cost. Souseiseki, the fourth doll, then recounts the story of how Shinku and the first doll, Suigintou, first met. This tale tells of the cruel and heartbreaking circumstances surrounding Suigintou's birth, and how the many misunderstandings between her and Shinku shaped their longstanding rivalry fueled by Suigintou's unfettered hate towards Shinku. The stage is set in Rozen Maiden: Ouvertüre in 19th century London as the story delves into the past of these one-time friends and the secrets that they hold. [Written by MAL Rewrite]","['Adaptation (Manga) Rozen Maiden', '']",Rozen Maiden: Ouvertüre,,,,,,
163,"Code Geass: Lelouch of the Rebellion Episode 8.5 and Episode 17.5, Code Geass: Hangyaku no Lelouch Specials",コードギアス 反逆のルルーシュ,Code Geass: Lelouch of the Rebellion Recaps,['TV Special'],2,Finished Airing,"Dec 1, 2006 to Feb 16, 2007",,,"None found,","None found,",['Sunrise'],Original,,,,24 min. per ep.,PG-13 - Teens 13 or older,7.02,#4283,#3848,"38,243",57,16468,Recap episodes of Code Geass. Also known as episodes 8.5 and 17.5.,[],Code Geass: Hangyaku no Lelouch Recaps,,,,"['Mecha', 'Military', 'School', 'Super Power']",['Action'],
164,DiGi Charat: Winter Garden,ウィンターガーデン,Di Gi Charat: Winter Garden,['TV Special'],2,Finished Airing,"Dec 22, 2006 to Dec 23, 2006",,,['Broccoli'],['Sentai Filmworks'],['J.C.Staff'],Original,"['Drama', 'Romance']",,,23 min. per ep.,G - All Ages,6.52,#6954,#7172,"8,666",14,4021,"This is sweet and bitter love story of Dejiko who is a grown up. The story begins on the Christmas day. Dejiko or Di Gi Carat is working part-time at a bakery shop. On her way from the shop, she happens to meet a young guy, Senba Taokuo at a park. Then, she meets him again in a town. While Dejiko begins to care for Tako and she’s looking forward meet him again, Takuo drops in at her shop.... Whether will she succeed in love? (Source: AnimeNfo)",[],Winter Garden,,,,,,
165,"Maria-sama ni wa Naisho, Don't tell the Virgin Mary",マリア様にはないしょ。,Keep it a Secret from Maria-sama,['Special'],5,Finished Airing,"Dec 29, 2006 to Jul 25, 2007",,,"None found,",['Nozomi Entertainment'],['Studio Deen'],['Light novel'],"['Comedy', 'Girls Love']",,['Shoujo'],1 min. per ep.,PG - Children,7.25,#3117,#7521,"7,669",4,3644,"A series of chibi-style ""outtakes"" from the ""shooting"" of the Mariamite series.",[],Maria-sama ga Miteru 3rd Specials,,,,,,
166,Why? What? Shana!,フリアグネ&マリアンヌのなぜなにシャナ! なんでも質問箱! SP,,['Special'],3,Finished Airing,"Oct 27, 2006",,,"None found,","None found,",['J.C.Staff'],['Light novel'],"['Comedy', 'Fantasy']",['Urban Fantasy'],,6 min. per ep.,PG-13 - Teens 13 or older,6.13,#9212,#8688,"5,404",0,1475,Three Naze Nani Shana episodes that were DVD magazine exclusives of the Shakugan no Shana no Subete magazine.,[],Shakugan no Shana: Friagne & Marianne no Naze Nani Shana! Nandemo Shitsumonbako! Specials,,,,,,
167,"Utawarerumono: The Story So Far, Utawarerumono Specials",うたわれるもの,,['Special'],2,Finished Airing,"Nov 22, 2006 to Dec 21, 2006",,,['Lantis'],"None found,",['OLM'],Visual novel,"['Action', 'Drama', 'Fantasy']",,,15 min. per ep.,PG-13 - Teens 13 or older,6.36,#7934,#9296,"4,436",0,1306,DVD recap episodes. The recaps are included in Utawarerumono DVD Volumes 4 and 5.,[],Utawarerumono Recaps,,,,,,
168,Underbar Summer Specials,_summer [アンダーバーサマー],,['Special'],2,Finished Airing,"Oct 27, 2006 to Jan 26, 2007",,,"None found,","None found,",['Rikuentai'],Visual novel,,['Harem'],,4 min. per ep.,PG-13 - Teens 13 or older,5.30,#12691,#10000,"3,552",1,1699,Short specials involving the characters from the main series.,[],_Summer Specials,,,,,,
169,,聖闘士星矢 黄金聖闘士 DATA FILE,,['Special'],3,Finished Airing,"Dec 15, 2006 to Feb 16, 2007",,,"None found,","None found,",['Toei Animation'],['Manga'],"['Action', 'Fantasy']",,['Shounen'],5 min. per ep.,PG-13 - Teens 13 or older,5.96,#10132,#12238,"1,799",3,498,"Short special about Gold Saints, included on DVDs of Saint Seiya: Meiou Hades Meikai-hen series.",[],Saint Seiya: Gold Saints Data File,,,,,,
170,Doraemon Crayon Shin-chan Haru da! Eiga da! 3-Jikan Anime Matsuri 2,ドラえもん (2005) Specials,,['TV Special'],Unknown,Currently Airing,"Apr 15, 2005 to ?",,,"None found,","None found,",['Shin-Ei Animation'],Unknown,,,['Seinen'],45 min.,PG - Children,6.79,#5405,#12794,"1,503",5,469,"59 Doraemon (2005) TV Specials exist as of January 24, 2018.",[],Doraemon (2005) Specials,,,,,['Comedy'],
171,"Yomigaeru Sora, Yomigaeru Sora Pilot",よみがえる空,,['Special'],1,Finished Airing,"Oct 27, 2006",,,['Bandai Visual'],"None found,",['J.C.Staff'],Original,,,,3 min.,PG - Children,6.12,#9282,#12857,"1,476",0,530,"Yomigaeru Sora was initially supposed to have a female protagonist with sharper animation under the name ""Rescue Angel"". Due to Yuji Matsukura (J.C.Staff Executive Officer, Head of Production), Katsushi Sakurabi (Director), and Fumihiko Takayama (Series Composition) outvoting Kiyoshi Sugiyama (Producer), the story was changed to have a male protagonist with simpler animation. Sakurabi's original idea for the anime was made into pilot and the pilot was included with the limited edition of the 7th volume of the DVD release.",[],Rescue Angel,,,,"['Adult Cast', 'Military', 'Workplace']",['Action'],
172,,クレヨンしんちゃん Specials,,['Special'],Unknown,Currently Airing,"Dec 28, 1992 to ?",,,"None found,","None found,",['Shin-Ei Animation'],['Manga'],"['Comedy', 'Ecchi']",['School'],['Seinen'],48 min.,G - All Ages,[],#17447,#15448,712,2,,"87 Crayon Shin-chan TV Specials exist as of August 6, 2022.",[],Crayon Shin-chan Specials,,,,,,
173,,ウサハナ 夢見るバレリーナ,,['Special'],7,Finished Airing,Oct 2006 to Dec 2006,,,['Sanrio'],"None found,",['Asahi Production'],Unknown,,,['Kids'],7 min. per ep.,G - All Ages,[],#15173,#16530,557,0,,Based on a Sanrio product. Hana is a sweet rabbit with a passion for ballet. She is admitted to an important ballet academy in Etoile Island.,[],Usahana: Yumemiru Ballerina,,,,,,
174,Go! Anpanman: Sing! Dance! Everybody's Christmas,それいけ!アンパンマン うたおう!おどろう!みんなのクリスマス,,['TV Special'],1,Finished Airing,"Dec 22, 2006",,,"None found,","None found,",['TMS Entertainment'],Unknown,"['Comedy', 'Fantasy']",['Super Power'],['Kids'],48 min.,PG - Children,[],#14551,#17937,426,0,,A special Christmas episode.,[],Sore Ike! Anpanman: Sing! Dance! Everybody's Christmas,,,,,,
175,"Hoshi no Ojisama Petit Prince, The Little Prince, Le Petit Prince",星の王子さま プチ☆プランス,The Adventures of the Little Prince,['Special'],4,Finished Airing,"Dec 22, 2006",,,"None found,","None found,",['Knack Productions'],Book,,,,24 min. per ep.,G - All Ages,[],#18679,#18030,419,1,,Unaired episodes 36-39 of Hoshi no Oujisama Petit Prince.,"['Prequel (TV) Hoshi no Oujisama Petit Prince', '']",Hoshi no Oujisama Petit☆Prince Specials,,,,,['Adventure'],
