,Synonyms,Japanese,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Genre,Theme,German,Spanish,Demographics,French
10,,夢見る男子は現実主義者,The Dreaming Boy is a Realist,['TV'],12,Finished Airing,"Jul 4, 2023 to Sep 19, 2023",['Summer 2023'],Tuesdays at 02:00 (JST),"['Pony Canyon', 'DAX Production', 'Hobby Japan', 'BS NTV', 'MAGNET']",['Sentai Filmworks'],"['Studio Gokumi', 'AXsiZ']",['Light novel'],"['Comedy', 'Romance']",,,23 min. per ep.,PG-13 - Teens 13 or older,6.63,#6363,#1370,"187,081","1,084",87464,"Wataru Sajou is infamous in his school for persistently seeking the attention of his crush, Aika Natsukawa. His usual day revolves around shadowing her and confessing his undying love at every turn. However, a moment of epiphany leads Wataru to relinquish his childish behavior and face the reality that she will never return his one-sided feelings. He distances himself from Aika and spends his newfound spare time with his friends and in the company of other lovely girls. As Wataru moves on, Aika starts approaching him in unusually suggestive ways—making him question whether giving up on his love was the right decision after all. [Written by MAL Rewrite]","['Adaptation (Manga) Yumemiru Danshi wa Genjitsushugisha', 'Adaptation (Light Novel) Yumemiru Danshi wa Genjitsushugisha']",Yumemiru Danshi wa Genjitsushugisha,,['School'],,,,
11,,実は俺、最強でした?,Am I Actually the Strongest?,['TV'],12,Finished Airing,"Jul 2, 2023 to Oct 1, 2023",['Summer 2023'],Sundays at 02:00 (JST),"['Kodansha', 'DAX Production', 'Avex Pictures', 'Crunchyroll', 'ABC Animation', 'MAGNET', 'ADK Marketing Solutions']","None found,",['Staple Entertainment'],['Light novel'],"['Adventure', 'Fantasy']","['Isekai', 'Reincarnation']",,23 min. per ep.,PG-13 - Teens 13 or older,6.48,#7197,#1384,"184,285",566,87370,"A 20-year-old shut-in is suddenly transported from his apartment, only to appear in front of a goddess who offers him a second chance at life. Although she grants him overpowered magical abilities in this new world, when he awakes as the newborn Prince Reinhardt, his talents are only measured at Level 2. Thinking their child to be an abysmal failure, his royal parents abandon him in the woods. There, the prince, who names himself Haruto, encounters Flay, a Flame Fenrir who decides to devote her life in service to him. Haruto's relative, Gold Zenfis, meets them both in the woods and decides to adopt the child as his own. Nine years pass with Haruto under the care of the Zenfis family. His mastery over his overpowered barrier magic increases by the day, though Haruto would rather not use it to help others. He practices his magic in secret, preferring to have his family believe that he is weak. However, his younger sister, Charlotte, discovers his strength, and with the assistance of Flay, Haruto protects her and the rest of the Zenfis family from harm. With a shifty plot stirring in the kingdom, Haruto only wishes to stay inside and watch anime, but it seems he will have to use his magic to keep the family that took him in safe. [Written by MAL Rewrite]","['Adaptation (Light Novel) Jitsu wa Ore, Saikyou deshita?', '']","Jitsu wa Ore, Saikyou deshita?",,,,,,
12,Nanatsuma,七つの魔剣が支配する,Reign of the Seven Spellblades,['TV'],15,Finished Airing,"Jul 8, 2023 to Oct 14, 2023",['Summer 2023'],Saturdays at 00:30 (JST),"['Sotsu', 'Lantis', 'Movic', 'Magic Capsule', 'Warner Bros. Japan', 'KlockWorx', 'Tokyo MX', 'BS11', 'Konami Digital Entertainment', 'Kadokawa', 'Bandai Namco Music Live']","None found,",['J.C.Staff'],['Light novel'],"['Action', 'Fantasy']",,,23 min. per ep.,PG-13 - Teens 13 or older,6.56,#6741,#1483,"170,439",787,64117,"Impressed by Nanao Hibiya's skill with a sword, Kimberly Magic Academy instructor Theodore McFarlane saves the samurai from certain death amid a fierce battle. With his encouragement, Nanao enrolls in the academy, where she instantly becomes a celebrity after she and four of her peers save a student from an enraged troll. Under the leadership of Oliver Horn, a young man who seems to hide a troubled past, Nanao and her newfound friends start their magical apprenticeship at Kimberly—where only four out of five students make it to graduation in one piece. It does not take long for Oliver and his friends to experience the dangers of the academy firsthand, as a near-death encounter in the labyrinth under the school leaves Nanao grappling with her bloody past. The inexperienced yet determined students must stick together if they want to have a chance to survive and uncover the mysteries that the academy holds. [Written by MAL Rewrite]","['Adaptation (Manga) Nanatsu no Maken ga Shihai suru', 'Adaptation (Light Novel) Nanatsu no Maken ga Shihai suru']",Nanatsu no Maken ga Shihai suru,,['School'],,,,
13,,アンデッドガール・マーダーファルス,Undead Murder Farce,['TV'],13,Finished Airing,"Jul 6, 2023 to Sep 28, 2023",['Summer 2023'],Thursdays at 00:55 (JST),"['Dentsu', 'Kodansha', 'Fuji TV', 'KlockWorx', 'BS Fuji', 'Crunchyroll', 'Tohan Corporation', 'NetEase']","None found,",['Lapin Track'],Novel,"['Fantasy', 'Mystery']","['Adult Cast', 'Detective', 'Historical', 'Urban Fantasy', 'Vampire']",,22 min. per ep.,R - 17+ (violence & profanity),7.86,#914,#1518,"166,402",844,69259,"In 19th-century France, the wife of vampire noble Jean Duchet Godard is murdered in her own home. With the local human authorities unwilling to properly investigate the case, Godard hires a pair of private detectives known to specialize in the supernatural: Tsugaru Shinuchi, a man with a mysterious birdcage; and his partner, Aya Rindou. This enigmatic duo has come from faraway Japan for one purpose—to track down the man who stole both Aya's body and Tsugaru's humanity. [Written by MAL Rewrite]","['Adaptation (Manga) Undead Girl Murder Farce', 'Adaptation (Novel) Undead Girl Murder Farce']",Undead Girl Murder Farce,,,,,,
14,,ライアー・ライアー,,['TV'],12,Finished Airing,"Jul 8, 2023 to Sep 23, 2023",['Summer 2023'],Saturdays at 22:30 (JST),"['Shochiku', 'Tokyo MX', 'CyberAgent', 'Kadokawa', 'BS Asahi', 'Bushiroad Move', 'Geek Pictures', 'qooop']","None found,",['Geek Toys'],['Light novel'],,"['Psychological', 'School', 'Strategy Game']",,23 min. per ep.,PG-13 - Teens 13 or older,6.30,#8280,#1539,"163,280",687,62119,"Hiroto Shinohara is a new transfer student to Academy Island, where games determine student rankings. The more games won, the more stars a student has, with the highest ranking being that of a Seven Star. On Hiroto's first day, he accidentally antagonizes Sarasa Saionji, the so-called Empress of Academy Island and granddaughter of the island's head director. Forced into a game fueled by misunderstandings that he somehow ends up winning, he is thrust into a major bluff where he must lie about his ranking or risk expulsion from the school and island. Fortunately, with the help of the mysterious Company headed by Shirayuki Himeji, Hiroto is not alone in his bluff. The Company will do everything in its power to help him cheat his way through the game challenges sent his way by students wanting to beat him. Though he is a One Star student, he must fight as though he is actually a Seven Star, and overcome insurmountable odds in his quest to search for a missing girl from his past. [Written by MAL Rewrite]","['Adaptation (Manga) Liar Liar', 'Adaptation (Light Novel) Liar Liar']",Liar Liar,['Suspense'],,,,,
15,,ダークギャザリング,Dark Gathering,['TV'],25,Finished Airing,"Jul 10, 2023 to Dec 25, 2023",['Summer 2023'],Mondays at 01:05 (JST),"['Sotsu', 'Pony Canyon', 'Kansai Telecasting', 'NetEase', 'BS Asahi', 'CHOCOLATE']",['Sentai Filmworks'],['OLM'],['Manga'],"['Horror', 'Supernatural']",,['Shounen'],23 min. per ep.,R - 17+ (violence & profanity),7.84,#954,#1554,"161,450","1,190",49527,"Spirits have always been attracted to Keitarou Gentouga due to his strong spiritual presence. A traumatic encounter with one had caused his right hand to be cursed, forcing him to wear a glove at all times. Now a college freshman, Keitarou is trying to live as normal a life as possible. With the encouragement of his childhood friend Eiko Houzuki, he becomes a private tutor. Since he is at the top of his intake class, his first client is the tutoring firm's most promising student, Yayoi Houzuki. To Keitarou's surprise, Yayoi is Eiko's cousin, and she possesses two pupils in each eye—allowing her to see into the spirit world and purposely seek vengeful spirits to exorcise. Ever since a car accident killed both her parents, Yayoi has been searching for the powerful spirit that kidnapped her mother's departed soul. Seeing that spirits are so attracted to Keitarou, she ropes him into helping her collect other evil spirits that will assist in her future fight. Although her quest is dangerous, Keitarou reluctantly decides to join her, even as each new spirit they meet has him questioning his resolve at every turn. [Written by MAL Rewrite]","['Adaptation (Manga) Dark Gathering', '']",Dark Gathering,,['Gore'],,,,
16,"The Devil is a Part-Timer! 3rd Season, Hataraku Maou-sama 3",はたらく魔王さま！！,The Devil is a Part-Timer! Season 2 Part 2,['TV'],12,Finished Airing,"Jul 13, 2023 to Sep 28, 2023",['Summer 2023'],Thursdays at 23:30 (JST),"['Sotsu', 'Lantis', 'Movic', 'KlockWorx', 'Tokyo MX', 'Hakuhodo DY Music & Pictures', 'BS11', 'Kadokawa', 'Bandai Namco Music Live', 'Happinet Phantom Studios']","None found,",['Studio 3Hz'],['Light novel'],"['Comedy', 'Supernatural']",,,23 min. per ep.,PG-13 - Teens 13 or older,6.67,#6110,#1591,"156,786",336,52513,"Following the revelations of the archangel Gabriel, Ente Isla hero Emilia Justina—who lives on Earth under the alias Emi Yusa—starts doubting the validity of her mission to slay the Demon Lord Satan, now reduced to a modest employee of MgRonald's as Sadao Maou. At the same time, Sadao's high school-aged coworker Chiho Sasaki pursues a new dream with hopes to protect not only herself but also her friends. Secretly training with Emi and Suzuno Kamazuki to develop telepathic powers, Chiho's training is cut short when a group of demons abducts her. As angel and demon attacks threaten the fragile peace between the two worlds, Sadao and Emi need to put their troubled past behind them if they want to have a chance to find their new purpose in life. [Written by MAL Rewrite]","['Prequel (TV) Hataraku Maou-sama!!', 'Adaptation (Manga) Hataraku Maou-sama!', 'Adaptation (Light Novel) Hataraku Maou-sama!', '']",Hataraku Maou-sama!! 2nd Season,,,,,,
17,"I Was Reborn as a Vending Machine, Wandering in the Dungeon, I Reincarnated Into a Vending Machine, Orejihanki",自動販売機に生まれ変わった俺は迷宮を彷徨う,"Reborn as a Vending Machine, I Now Wander the Dungeon",['TV'],12,Finished Airing,"Jul 5, 2023 to Sep 20, 2023",['Summer 2023'],Wednesdays at 22:00 (JST),"['VAP', 'Slow Curve', 'Nippon Television Network', 'Nippon Television Music', 'Yomiuri TV Enterprise', 'BS NTV', 'NetEase', 'NTV Wands']","None found,","['Studio Gokumi', 'AXsiZ']",['Light novel'],"['Comedy', 'Fantasy']","['Isekai', 'Reincarnation']",,23 min. per ep.,PG-13 - Teens 13 or older,6.46,#7304,#1617,"153,467",365,73665,"A man with a passion for vending machines awakens to realize that he has not only died, but he has also been reborn as one of his beloved machines! Although he is a modern appliance in a fantasy world, he requires money in order to keep functioning. He is stuck in one location until a young girl named Lammis stumbles upon him. Amazed by the drinks and food he sells, Lammis uses her ""Blessing of Might"" to lift him with ease and take him back to the village of Clearflow Lake. There, she officially dubs him Boxxo. Despite his inability to converse with the villagers, Boxxo becomes an essential part of the community. His goods provide nourishment, and, as he gains new abilities and products, he becomes a staple of daily life. Nobody is as loyal to Boxxo as his first and best customer, Lammis. The more time he spends with her, the more he tries to help her elevate her skills as a young hunter. [Written by MAL Rewrite]","['Sequel (TV) Jidou Hanbaiki ni Umarekawatta Ore wa Meikyuu wo Samayou 2nd Season', 'Adaptation (Manga) Jidou Hanbaiki ni Umarekawatta Ore wa Meikyuu wo Samayou', 'Adaptation (Light Novel) Jidou Hanbaiki ni Umarekawatta Ore wa Meikyuu wo Samayou', '']",Jidou Hanbaiki ni Umarekawatta Ore wa Meikyuu wo Samayou,,,,,,
18,,レベル1だけどユニークスキルで最強です,My Unique Skill Makes Me OP Even at Level 1,['TV'],12,Finished Airing,"Jul 8, 2023 to Sep 23, 2023",['Summer 2023'],Saturdays at 22:00 (JST),"['Kodansha', 'Tokyo MX', 'Amusement Media Academy', 'Crunchyroll', 'Production Ace', 'BS NTV', 'Kappa Entertainment']","None found,",['Maho Film'],['Light novel'],"['Adventure', 'Fantasy']","['Harem', 'Isekai', 'Reincarnation']",,23 min. per ep.,PG-13 - Teens 13 or older,6.22,#8717,#1752,"137,338",318,64302,"As a corporate slave, Ryouta Satou experiences the worst forms of stress, overwork, and loneliness. Even after he is hospitalized due to exhaustion, his days of toil only become worse. Soon enough, the sheer fatigue catches up to him and kills him in his sleep. However, Ryouta is given a second chance at life: he wakes up in another world as a slime drop—much to the surprise of Emily Brown, the petite blonde girl who defeated said slime. Acquainting himself with the rules of this RPG-like world, Ryouta finds out that he will never grow past level 1. However, he also discovers that one of his skills is at the maximum level: the skill which determines the rarity of monster drops. This allows him to acquire not only items of the best quality, but also some that are unheard of. Ryouta sets out to make the most of his ability—meeting new friends, grinding through dungeons, and acquiring unique items along the way. Reveling in his new life seems to be the long-awaited and much-deserved reward for all the tribulations he had suffered. [Written by MAL Rewrite]","['Adaptation (Manga) Level 1 dakedo Unique Skill de Saikyou desu', 'Adaptation (Light Novel) Level 1 dakedo Unique Skill de Saikyou desu']",Level 1 dakedo Unique Skill de Saikyou desu,,,,,,
19,,るろうに剣心 -明治剣客浪漫譚-,Rurouni Kenshin,['TV'],24,Finished Airing,"Jul 7, 2023 to Dec 15, 2023",['Summer 2023'],Fridays at 00:55 (JST),"['Aniplex', 'Dentsu', 'Animax', 'Fuji TV', 'Shueisha']",['Aniplex of America'],['LIDENFILMS'],['Manga'],"['Action', 'Drama']","['Historical', 'Samurai']",['Shounen'],22 min. per ep.,R - 17+ (violence & profanity),7.62,#1515,#1762,"136,500",897,46584,"In the late 19th century, as the cruel times of the Bakumatsu period came to a close, a new Meiji era marked the age of restoration for Japan. With the war over, its infamous hero Hitokiri Battousai disappeared into thin air, leaving only his legend behind. Years later, a seemingly plain wanderer named Kenshin Himura encounters Kaoru Kamiya, the owner of a struggling local dojo in Tokyo. Kaoru pursues a self-proclaimed Battousai who roams the streets, indiscriminately killing citizens and police officers. Furthermore, the warrior professes to use the Kamiya Kasshin-ryu—a sword style developed by Kaoru's father deeply rooted in the essence of life, not death. Kenshin decides to help Kaoru take down the impostor and restore her father's dojo. Unbeknownst to all, Kenshin is none other than the real warrior whose name still terrifies the people. Although Kaoru eventually learns the truth, his oath to atone for his murderous history by bloodlessly protecting the weak moves her, and she welcomes Kenshin to stay at her dojo. However, Kenshin's ideals are soon challenged by ghosts of the past and enemies of the present. [Written by MAL Rewrite]","['Sequel (TV) Rurouni Kenshin: Meiji Kenkaku Romantan - Kyoto Douran', 'Adaptation (Manga) Rurouni Kenshin: Meiji Kenkaku Romantan', 'Adaptation (Manga) Rurouni Kenshin: Tokuhitsuban', '']",Rurouni Kenshin: Meiji Kenkaku Romantan (2023),,,,,,
20,"Class Room✿For Heroes, Hero Classroom",英雄教室,Classroom for Heroes,['TV'],12,Finished Airing,"Jul 9, 2023 to Sep 24, 2023",['Summer 2023'],Sundays at 23:00 (JST),"['Square Enix', 'Lantis', 'Movic', 'Shueisha', 'Jinnan Studio', 'Tencent Japan', 'Bandai Namco Filmworks', 'Bandai Namco Music Live']",['Crunchyroll'],['Actas'],['Light novel'],"['Action', 'Fantasy', 'Ecchi']","['Harem', 'School']",,23 min. per ep.,PG-13 - Teens 13 or older,6.05,#9676,#1806,"133,024",482,49059,"After defeating the Demon Lord, the great hero Blade finds himself on the brink of death. Though he miraculously survives, he loses a significant portion of his strength. Being stripped of his immense power frees Blade from the obligation of being humanity's savior. He chooses to spend his newfound freetime embarking on a new quest, making friends. Blade enrolls at Rosewood Academy, an institution that trains prospective heroes to become bonafide champions of justice. He quickly fits in, befriending his fellow classmates and helping them through the trials and tribulations on the path toward becoming a hero. [Written by MAL Rewrite]","['Adaptation (Manga) Eiyuu Kyoushitsu: Honoo no Empress', 'Adaptation (Manga) Eiyuu Kyoushitsu', 'Adaptation (Light Novel) Eiyuu Kyoushitsu', '']",Eiyuu Kyoushitsu,,,,,,
21,The Great Cleric: A Salaryman's Path to Surviving Another World,聖者無双,The Great Cleric,['TV'],12,Finished Airing,"Jul 7, 2023 to Sep 29, 2023",['Summer 2023'],Fridays at 01:28 (JST),"['TBS', 'Kodansha', 'NBCUniversal Entertainment Japan', 'BS11', 'Crunchyroll', 'Nichion', 'Micro Magazine Publishing', 'MAGNET']","None found,","['Yokohama Animation Laboratory', 'Cloud Hearts']",['Light novel'],"['Adventure', 'Comedy', 'Fantasy']","['Isekai', 'Reincarnation']",,24 min. per ep.,PG-13 - Teens 13 or older,7.11,#3875,#1856,"128,131",365,65294,"Right as he is about to earn a promotion, a salaryman meets an untimely demise. Taking pity, a mysterious being grants him a second life in the land of Galdardia as a teenager. Choosing the name Luciel for himself and a role as a healer, the young man sets off for the nearby town of Merratoni. There, he learns that healers are a coveted resource, yet they often take advantage of others for monetary gain. Vowing to be different from other healers, he joins the local branch of the Healers' Guild and begins unlocking his magical potential. After failing to save someone with his magic, Luciel is determined to get stronger. To improve his physical strength and hone his magic skills, he registers as an adventurer and takes rigorous training under Brod, the chief instructor of the Adventurers' Guild. Soon, Luciel gradually finds his way through Galdardia, gaining a reputation as a selfless healer who aids others regardless of expense. [Written by MAL Rewrite]","['Adaptation (Manga) Seija Musou: Salaryman, Isekai de Ikinokoru Tame ni Ayumu Michi', 'Adaptation (Light Novel) Seija Musou: Salaryman, Isekai de Ikinokoru Tame ni Ayumu Michi']","Seija Musou: Salaryman, Isekai de Ikinokoru Tame ni Ayumu Michi",,,,,,
22,"My Company's Small Senpai, Story of a Small Senior in My Company",うちの会社の小さい先輩の話,My Tiny Senpai,['TV'],12,Finished Airing,"Jul 2, 2023 to Oct 1, 2023",['Summer 2023'],Sundays at 01:30 (JST),"['TV Asahi', 'Takeshobo', 'Nagoya Broadcasting Network', 'Universal Music Japan', 'DMM.com', 'Kadokawa Media House', 'DMM pictures', 'My Theater D.D.', 'Good Smile Film', 'Bit grooove promotion', 'TV Asahi Music', 'Vobile Japan']","None found,",['Project No.9'],['Web manga'],"['Comedy', 'Romance']","['Adult Cast', 'Workplace']",,23 min. per ep.,PG-13 - Teens 13 or older,6.90,#4854,#1887,"125,315",448,45796,"""My senpai from work... is tiny and cute."" Shinozaki is an office worker who is taken care of and coddled by his senior team member Shiori Katase: a gorgeous, profoundly kind, loving, and diminutive woman. Shinozaki certainly hopes that she's not doing it out of duty... but her joy of doing so increasingly exposes her feelings! (Source: MU)","['Adaptation (Manga) Uchi no Kaisha no Chiisai Senpai no Hanashi', '']",Uchi no Kaisha no Chiisai Senpai no Hanashi,,,,,,
23,Dekineko,デキる猫は今日も憂鬱,The Masterful Cat Is Depressed Again Today,['TV'],13,Finished Airing,"Jul 8, 2023 to Sep 30, 2023",['Summer 2023'],Saturdays at 02:23 (JST),"['Frontier Works', 'Mainichi Broadcasting System', 'Kodansha', 'Movic', 'Hakuhodo DY Music & Pictures', 'DMM.com']","None found,",['GoHands'],['Web manga'],,"['Adult Cast', 'Anthropomorphic']",,23 min. per ep.,PG-13 - Teens 13 or older,7.65,#1413,#2024,"114,651",709,44670,"The Maine Coon is one of the largest domesticated cat breeds, standing out among other cats for its impressive size and intelligence. But regular salarywoman Saku Fukuzawa has a hard time explaining why her rescued black cat now towers over her. Yukichi is no run-of-the-mill cat; he is a masterful feline who has taken charge of the chores in the Fukuzawa household. While his master rushes to catch the train during the morning rush hour and works late into the night, the giant cat is diligently packing Saku's lunch, cooking her meals, cleaning their home, and buying groceries. [Written by MAL Rewrite]","['Adaptation (Manga) Dekiru Neko wa Kyou mo Yuuutsu', '']",Dekiru Neko wa Kyou mo Yuuutsu,['Comedy'],,,,,
24,,ヘルク,Helck,['TV'],24,Finished Airing,"Jul 12, 2023 to Dec 20, 2023",['Summer 2023'],Wednesdays at 01:29 (JST),"['Shogakukan-Shueisha Productions', 'Nippon Television Network', 'Shogakukan', 'BS NTV', 'Mixer', 'NetEase', 'Miki Production']",['Sentai Filmworks'],['Satelight'],['Web manga'],"['Action', 'Fantasy']",,,22 min. per ep.,PG-13 - Teens 13 or older,7.28,#2934,#2082,"110,138",326,41927,"Three months have passed since the Demon King was defeated by a hero. Mankind rejoices over their victory, but dwellers of the demon world do not share the same sentiment. With the loss of their king, they must now hold a tournament to decide who will become his successor. Monitoring the competition is the hot-headed yet powerful Vamirio—one of the Four Heavenly Kings. Among all the participants, she is extremely distrustful of one: Helck, a human hero who claims to hate humanity. As much as she wants to get rid of him, it is impossible due to Helck's incredible strength and popularity. Amidst the competition, Vamirio discovers that humans have vanished from various towns. As a result of this puzzling turn of events, Vamirio grows desperate to reveal Helck's true intentions by carefully crafting a plan to make Helck lose. If she proves to be successful, she might uncover where his loyalty truly lies before the demon world is endangered. [Written by MAL Rewrite]","['Adaptation (Manga) Helck', '']",Helck,,,,,,
25,,てんぷる,TenPuru: No One Can Live on Loneliness,['TV'],12,Finished Airing,"Jul 9, 2023 to Sep 24, 2023",['Summer 2023'],Sundays at 01:30 (JST),"['Kodansha', 'KlockWorx', 'King Records', 'Crunchyroll']","None found,",['Gekkou'],['Web manga'],"['Comedy', 'Romance', 'Ecchi']",,,24 min. per ep.,PG-13 - Teens 13 or older,6.70,#5906,#2084,"110,113",417,43954,"From a young age, Akemitsu Akagami was taught by his father that people can never live alone. But underneath the seemingly prudent advice lies a truth that corrupts it—sons of the Akagami lineage are infamous for being heinous playboys. Determined to clear the notoriety of his family name, Akemitsu keeps his distance from girls throughout his life, only to become a victim of his bloodline's instincts, as he falls in love at first sight. In a last-ditch effort to rid himself of these desires, Akemitsu travels to a nearby temple in hopes of receiving Buddhist training. However, chaos ensues when the girl he had fallen for greets him at the door. After the commotion settles, he discovers the temple is actually a nunnery from which his father had borrowed millions before fleeing. Now working at the nunnery to repay the outstanding debts, Akemitsu tries his best to compose himself and stay celibate while being surrounded by lovely girls of all kinds. [Written by MAL Rewrite]","['Adaptation (Manga) Temple', '']",Temple,,['Harem'],,,,
26,"The Most Heretical Last Boss Queen Who Will Become the Source of Tragedy Will Devote Herself for the Sake of the People, Lastame",悲劇の元凶となる最強外道ラスボス女王は民の為に尽くします。,The Most Heretical Last Boss Queen: From Villainess to Savior,['TV'],12,Finished Airing,"Jul 7, 2023 to Sep 22, 2023",['Summer 2023'],Fridays at 00:00 (JST),"['Mainichi Broadcasting System', 'Movic', 'Tokyo MX', 'BS11', 'Ichijinsha', 'Nichion', 'FuRyu', 'MAGNET', 'Myrica Music', 'AQUA ARIS', 'Pia']",['Sentai Filmworks'],['OLM'],['Light novel'],,"['Isekai', 'Villainess']",['Josei'],23 min. per ep.,PG-13 - Teens 13 or older,7.12,#3840,#2098,"108,604",508,48490,"Eight-year-old Pride Royal Ivy suddenly recalls her former life as a fan of the otome game Our Ray of Light. While on her way to replay it, she tragically died, reincarnating as the game's final boss and firstborn princess of Freesia. Her knowledge of the game's events leads everyone to believe she has the power of precognition. But unlike the game's original princess, this new Pride does not wish to torment those around her, such as her younger sister and adopted brother. Haunted by nightmares of her other self's atrocities, Pride resolves to protect her family and country while progressing the story. As the world around her changes, she prepares for the day she will have to die at the hands of the game's main characters. Nevertheless, before that happens, Pride will either transform her kingdom for the better or fall under the weight of her possible crimes. [Written by MAL Rewrite]","['Adaptation (Manga) Higeki no Genkyou to Naru Saikyou Gedou Last Boss Joou wa Tami no Tame ni Tsukushimasu.', 'Adaptation (Manga) Higeki no Genkyou to Naru Saikyou Gedou Last Boss Joou wa Tami no Tame ni Tsukushimasu. To the Savior', 'Adaptation (Light Novel) Higeki no Genkyou to Naru Saikyou Gedou Last Boss Joou wa Tami no Tame ni Tsukushimasu.', '']",Higeki no Genkyou to Naru Saikyou Gedou Last Boss Joou wa Tami no Tame ni Tsukushimasu.,['Fantasy'],,,,,
27,Treat of Reincarnation,おかしな転生,Sweet Reincarnation,['TV'],12,Finished Airing,"Jul 4, 2023 to Sep 19, 2023",['Summer 2023'],Tuesdays at 01:30 (JST),"['Imagin', 'MediaNet', 'Movic', 'KlockWorx', 'Crunchyroll', 'U-NEXT', 'TO Books', 'CTW']","None found,",['SynergySP'],['Light novel'],,"['Isekai', 'Reincarnation']",,23 min. per ep.,PG-13 - Teens 13 or older,6.70,#5892,#2261,"97,528",240,47220,"When a genius patissier dies in a tragic accident before achieving his dream of creating the world's greatest sweets, he is reincarnated as nine-year-old Pastry Mille ""Pas"" Morteln. Now in a medieval world brimming with swords and magic, Pas enjoys a peaceful life in the Fief of Morteln under the authority of his father, the military hero Lord Casserole. However, scarce ingredients render sweets a luxury, so Pas can only dream of baking. Once news arrives of approaching bandits, Pas must learn magic and fight to defend his land, all to one day create a confectionery paradise! [Written by MAL Rewrite]","['Adaptation (Manga) Okashi na Tensei: Saikyou Pâtissier Isekai Kourin', 'Adaptation (Light Novel) Okashi na Tensei']",Okashi na Tensei,['Fantasy'],,,,,
28,,死神坊ちゃんと黒メイド,The Duke of Death and His Maid Season 2,['TV'],12,Finished Airing,"Jul 9, 2023 to Sep 24, 2023",['Summer 2023'],Sundays at 22:00 (JST),"['Shogakukan-Shueisha Productions', 'Shogakukan Music & Digital Entertainment', 'NBCUniversal Entertainment Japan', 'BS11', 'Shogakukan', 'Yomiuri TV Enterprise', 'Bandai Spirits']","None found,",['J.C.Staff'],['Web manga'],"['Comedy', 'Fantasy', 'Romance']","['Love Status Quo', 'Urban Fantasy']",,23 min. per ep.,PG-13 - Teens 13 or older,7.62,#1521,#2330,"92,214",335,31718,"The duke, full of love and kindness, treads carefully around every living being, be it a tender flower or his seductive maid, Alice Lendrott. Were it not for the devotion Alice shows him and the fondness that grows ever stronger between them, the duke would have barely paid heed to his mother's demand: to either lift the dreadful curse placed upon him or lose his family inheritance. Although the duke has no greed for riches, he yearns to be rid of his frightful powers—which cause all he touches to die—for the sake of those closest to him. As the duke, Alice, and their friends enjoy spirited days filled with the ridiculous affairs of the supernatural, the spring deadline looms heavily over them. Nonetheless, the duke refuses to take any shortcuts in this endeavor if it means betraying the trust of his cherished friends. [Written by MAL Rewrite]","['Prequel (TV) Shinigami Bocchan to Kuro Maid', 'Sequel (TV) Shinigami Bocchan to Kuro Maid 3rd Season', 'Adaptation (Manga) Shinigami Bocchan to Kuro Maid', '']",Shinigami Bocchan to Kuro Maid 2nd Season,,,,,,
29,White Saint and Black Pastor,白聖女と黒牧師,Saint Cecilia and Pastor Lawrence,['TV'],12,Finished Airing,"Jul 13, 2023 to Sep 28, 2023",['Summer 2023'],Thursdays at 00:30 (JST),"['Aniplex', 'Kodansha', 'Crunchyroll']","None found,",['Doga Kobo'],['4-koma manga'],"['Fantasy', 'Romance']",,['Shounen'],23 min. per ep.,PG-13 - Teens 13 or older,7.37,#2476,#2366,"90,200",443,32359,"In a small church atop a hill, Pastor Lawrence looks after Saint Cecilia. Her presence is a beacon of hope for the villagers, as her mysterious powers protect them from the weakness of their minds and outside evils. While she appears dignified in front of the villagers, Cecilia allows her lazy side to show when alone with the pastor. Although Cecilia is the guardian of the people, Lawrence is determined to shield her from harm. Unbeknownst to Lawrence, Cecilia harbors a huge crush on him. She accompanies him on his shopping trips and provides him with divine protection every day. Despite Lawrence remaining oblivious to her true feelings, Cecilia continues to shower him with obvious displays of affection as the bond between them grows. [Written by MAL Rewrite]","['Adaptation (Manga) Shiro Seijo to Kuro Bokushi', '']",Shiro Seijo to Kuro Bokushi,,['Love Status Quo'],,,,
