,Synonyms,Japanese,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Genre,Theme,German,Spanish,Demographics,French
100,,しゅわわん!,,['TV'],Unknown,Currently Airing,"Mar 22, 2023 to ?",['Spring 2023'],Not scheduled once per week,['NHK'],"None found,",['KOO-KI'],Original,,,,5 min.,G - All Ages,[],#14375,#19614,304,0,,"Shuwawan! chronicles the family life of real-life photographer and essayist Harumichi Saitou. Saitou and his wife are both deaf, his children are both hearing, and the family communicates in sign language. The anime draws on Saitou's own Ikuji Manga Nikki (Child-rearing Manga Diary) work. (Source: ANN)",[],Shuwawan!,['Slice of Life'],['Childcare'],,,,
101,,アイラブみー,,['TV'],Unknown,Currently Airing,"Oct 23, 2022 to ?",['Fall 2022'],Unknown,['NHK'],"None found,",['Oddjob'],Original,,,['Kids'],10 min.,G - All Ages,[],#21441,#19855,290,0,,The second season of I Love Me.,"['Prequel (TV) I Love Me', '']",I Love Me 2nd Season,,,,,,
102,,ようこそ認知症世界へ,,['TV'],Unknown,Currently Airing,"Aug 14, 2022 to ?",['Summer 2022'],Unknown,['NHK'],"None found,","None found,",Original,"['Adventure', 'Slice of Life']",,,5 min.,G - All Ages,[],#16103,#20747,242,0,,"Travel through the words of people with dementia by seeing how they experience the everyday and problems they face. (Source: Official site, translated)",[],Youkoso Ninchishou Sekai e,,['Educational'],,,,
103,,차징 탑스피너,Charging Topspinner,['TV'],26,Finished Airing,"May 13, 2023 to Dec 15, 2023",['Spring 2023'],Unknown,"None found,","None found,","None found,",Original,,,['Kids'],13 min. per ep.,G - All Ages,[],#19862,#21693,190,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Sequel (TV) Charging Topspinner BX', '']",Charging Topspinner,['Action'],['Strategy Game'],,,,
104,,むかしばなしのおへや　〜伝えたい日本昔話〜,,['TV'],Unknown,Currently Airing,"Jun 14, 2020 to ?",['Summer 2020'],Not scheduled once per week,['BS-TBS'],"None found,",['Oddjob'],Other,,,['Kids'],18 min.,G - All Ages,[],#17989,#21874,179,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Mukashibanashi no Oheya: Tsutaetai Nihon Mukashibanashi,['Fantasy'],,,,,
105,,코드네임X,Code Name X,['TV'],26,Finished Airing,"Apr 8, 2023 to Nov 4, 2023",['Spring 2023'],Unknown,"None found,","None found,","None found,",Original,"['Action', 'Comedy', 'Mystery']",,['Kids'],11 min. per ep.,PG - Children,[],#20024,#21843,181,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Code Name X,,,,,,
106,,메탈카드봇,Metal Cardbot,['TV'],26,Finished Airing,"Mar 30, 2023 to Sep 13, 2023",['Spring 2023'],Unknown,"None found,","None found,",['SAMG Entertainment'],Other,"['Action', 'Sci-Fi']",,['Kids'],13 min. per ep.,PG - Children,[],#17715,#22197,166,0,,"A long time ago, there was a planet named Machina where a race of sentient machines, or Metal Cardbots, resided. One day, the planet suddenly explodes, forcing its inhabitants to live on Earth. To not attract attention, the Cardbots disguise themselves as everyday vehicles. In the present day, Jun, an elementary school kid who loves BMX, accidentally discovers the Metal Breath, a wrist gadget that allows him to capture and power up the Cardbots with different abilities. (Source: IMDb)","['Sequel (TV) Metal Cardbot S', '']",Metal Cardbot,,,,,,
107,Hello Carbot: Jem,헬로 카봇 시즌13,,['TV'],26,Finished Airing,"Apr 30, 2023 to Oct 29, 2023",['Spring 2023'],Unknown,"None found,","None found,","None found,",Original,,"['Mecha', 'Racing']",['Kids'],11 min. per ep.,PG - Children,[],#21126,#22608,149,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (TV) Hello Carbot Season 12', 'Sequel (TV) Hello Carbot Season 14']",Hello Carbot Season 13,['Action'],,,,,
108,,나비의 모험,,['TV'],26,Finished Airing,"May 6, 2023 to Oct 28, 2023",['Spring 2023'],Unknown,"None found,","None found,","None found,",['Manga'],,,['Kids'],15 min. per ep.,G - All Ages,[],#18036,#22936,138,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Nabiui Moheom,['Comedy'],['Pets'],,,,
109,,린다의 신기한 여행 2,The Curious World of Linda 2,['TV'],8,Finished Airing,"Dec 25, 2022 to Sep 2, 2023",['Winter 2023'],Unknown,"None found,","None found,","None found,",Original,,,['Kids'],14 min. per ep.,PG - Children,[],#17336,#23207,128,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (TV) Lindaui Singihan Yeohaeng', '']",Lindaui Singihan Yeohaeng 2,['Adventure'],,,,,
110,,크리켓팡 시즌2,,['TV'],13,Finished Airing,"Jan 13, 2023 to Sep 15, 2023",['Winter 2023'],Unknown,"None found,","None found,","None found,",Original,,,['Kids'],Unknown,PG - Children,[],#20070,#23234,128,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (TV) Cricket Pang', '']",Cricket Pang Season 2,['Comedy'],,,,,
111,,팬티히어로,Pantie Hero,['TV'],26,Finished Airing,"Apr 25, 2023 to Dec 5, 2023",['Spring 2023'],Unknown,"None found,","None found,","None found,",Original,,,['Kids'],11 min. per ep.,PG - Children,[],#18474,#23215,128,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Pantie Hero,['Comedy'],,,,,
112,"Link Click 2nd Season, 時光代理人 -LINK CLICK- II",时光代理人 第二季,Link Click Season 2,['ONA'],12,Finished Airing,"Jul 14, 2023 to Sep 22, 2023",,,"['bilibili', 'BeDream']","None found,",['LAN Studio'],Original,"['Drama', 'Mystery', 'Suspense']","['Adult Cast', 'Super Power', 'Time Travel']",,24 min. per ep.,R - 17+ (violence & profanity),8.64,#82,#1746,"138,096","1,868",60174,"The attempt to capture the mysterious perpetrator who possesses people ends tragically: Lu Guang is rushed to the hospital in a critical state, while Cheng Xiaoshi is arrested for the alleged crime. In light of recent events, the father of Liu Min unleashes his skilled, ruthless lawyer—Qian Jin—after Police Chief Li Xiao, who is spearheading the investigation related to the photo studio owned by Qiao Ling. It appears that no one is safe from the unpredictable and fatal attacks of the adversary who painstakingly hides their identity. As he tries to learn from his past mistakes, Cheng Xiaoshi must act swiftly and decisively to put an end to this devastating trail of death. [Written by MAL Rewrite]","['Prequel (ONA) Shiguang Dailiren', '']",Shiguang Dailiren II,,,,,,
113,The Boy Fascinating the Fighting God 2,範馬刃牙 SON OF OGRE,Baki Hanma 2nd Season,['ONA'],27,Finished Airing,"Jul 26, 2023 to Aug 24, 2023",,,"None found,","None found,",['TMS Entertainment'],['Manga'],,"['Combat Sports', 'Gore']",['Shounen'],25 min. per ep.,R - 17+ (violence & profanity),7.95,#730,#2236,"98,793",488,52640,Second season of Hanma Baki: Son of Ogre.,"['Prequel (ONA) Hanma Baki: Son of Ogre', 'Sequel (Unknown) Baki-dou', 'Adaptation (Manga) Hanma Baki', '']",Hanma Baki: Son of Ogre 2nd Season,['Sports'],,,,,
114,,スーパードラゴンボールヒーローズ,,['ONA'],56,Finished Airing,"Jul 1, 2018 to Aug 8, 2024",,,['Bandai'],"None found,","['Toei Animation', 'Dimps']",Game,"['Action', 'Comedy', 'Fantasy']",,['Shounen'],8 min. per ep.,PG-13 - Teens 13 or older,5.73,#11260,#2568,"79,064",256,30948,"In May 2018, V-Jump announced the promotional anime for Dragon Ball Heroes, a Japanese arcade and trading card game. The video game has been adapted to a Nintendo Switch port for western audiences, whilst the card game is released under the name ""Dragon Ball Super TCG"" and is combined with the other card game of the same name in japan. The anime is expected to be short and it is not expected to broadcast on TV. It has adapted the game's Prison Planet Arc, as long as the manga original arc ""Big Bang Mission"" and ""Ultra God Misson"", also fully detailed in the Heroes manga published in Saikyou Jump, although under 2 separate canons. They have never been published officially in English. The first episode debuted July 1, 2018 at Aeon Lake Town.","['Adaptation (Manga) Super Dragon Ball Heroes: Ankoku Makai Mission!', 'Adaptation (Manga) Super Dragon Ball Heroes: Universe Mission!!', 'Adaptation (Manga) Super Dragon Ball Heroes: Big Bang Mission!!!', 'Adaptation (Manga) Super Dragon Ball Heroes: Ultra God Mission!!!!']",Super Dragon Ball Heroes,,['Martial Arts'],,,,
115,,終末のワルキューレII 後編,Record of Ragnarok II Part 2,['ONA'],5,Finished Airing,"Jul 12, 2023",,,"['Mainichi Broadcasting System', 'Warner Bros. Japan', 'KlockWorx', 'Coamix', 'Sammy']","None found,","['Yumeta Company', 'Graphinica']",['Manga'],"['Action', 'Drama', 'Fantasy']","['Gore', 'Mythology']",['Seinen'],24 min. per ep.,R - 17+ (violence & profanity),7.55,#1749,#2555,"79,838",191,46041,"Following the most recent brutal battle, the gods now hold the lead against mortals in the one-on-one tournament that will decide the fate of humanity. With three wins under the belt of the divine beings, the humans only have 10 matches left to save themselves from extermination. The Supreme God Zeus intends to take the upper hand by sending Buddha—a benevolent demigod loved by all of humanity—into the fray. In a shocking twist, Buddha announces his intention to fight for humanity. Enraged by this betrayal, the gods call upon the Seven Gods of Fortune to take Buddha down. As their battle rages on, a mysterious entity manifests in the middle of the arena, throwing the entire competition into disarray. [Written by MAL Rewrite]","['Prequel (ONA) Shuumatsu no Walküre II', 'Adaptation (Manga) Shuumatsu no Walküre']",Shuumatsu no Walküre II Part 2,,,,,,
116,Tonikaku Kawaii: High School Days,トニカクカワイイ 女子高編,TONIKAWA: Over The Moon For You - High School Days,['ONA'],4,Finished Airing,"Jul 12, 2023 to Aug 23, 2023",,,"['Shogakukan-Shueisha Productions', 'Warner Bros. Japan', 'KlockWorx', 'Shogakukan', 'Crunchyroll']","None found,",['Seven Arcs'],['Manga'],"['Comedy', 'Romance']",,['Shounen'],23 min. per ep.,PG-13 - Teens 13 or older,7.76,#1122,#2858,"66,117",171,31072,"Nasa, at the request of his former junior high school teacher, Ms. Yanagi, finds himself entrusted with teaching a programming class at a high school. But here's the catch—it's an all-girls' school. Surrounded by the limitless energy of teenage girls, Nasa tries to maintain his composure, but deep down, he can't help feeling nervous. A capricious boyfriend, secret admiration for someone, and a multitude of romantic dilemmas that can't be solved by programming, Nasa wonders if he can crack the equation of love! (Source: MAL News)","['Prequel (TV) Tonikaku Kawaii 2nd Season', 'Adaptation (Manga) Tonikaku Kawaii']",Tonikaku Kawaii: Joshikou-hen,,,,,,
117,Kengan Ashura 2nd Season,ケンガンアシュラ Season2,,['ONA'],12,Finished Airing,"Sep 21, 2023",,,"['Pony Canyon', 'Shogakukan', 'Netflix']","None found,",['Larx Entertainment'],['Web manga'],,,,24 min. per ep.,R - 17+ (violence & profanity),7.65,#1419,#3682,"41,521",117,19626,Second season of Kengan Ashura.,"['Prequel (ONA) Kengan Ashura Part 2', 'Sequel (ONA) Kengan Ashura Season 2 Part 2', 'Adaptation (Manga) Kengan Ashura', '']",Kengan Ashura Season 2,['Action'],['Martial Arts'],,,,
118,,MIGNON 민용,,['ONA'],12,Finished Airing,"Aug 11, 2023",,,"None found,","None found,",['ABJ COMPANY'],Original,"['Boys Love', 'Drama']",,,5 min. per ep.,R+ - Mild Nudity,8.02,#636,#4404,"28,624",427,10919,"Underneath the bright city lights lies a bloodied arena bursting with frantic screams and roars. Strong men engage in boxing matches for money, while their audience desperately hopes that their chosen participants will bring them fortune. For the young rising star Mignon, there is only one place that is an escape from the chaos of the ring and his tough life. Mysterious underground doctor Oh Young-One offers his services to injured fighters, and the wide-eyed Mignon finds solace in his quiet infirmary. Young-One is gentle and caring, always tending to Mignon's wounds that mainly come from the cruel world beyond the boxing ring. However, the doctor hides a taboo secret about himself. In a rare moment of carelessness, he exposes it to Mignon, putting his life in immediate danger. Even though Young-One warns Mignon to keep his distance in order to protect him, Mignon remains stubborn and refuses to abandon the one person who makes him feel as though he truly matters. [Written by MAL Rewrite]",[],Mignon,,['Vampire'],,,,
119,,四格勇者,4 Cut Hero,['ONA'],10,Finished Airing,"Jul 17, 2023 to Sep 11, 2023",,,['bilibili'],"None found,",['PHANTOM'],['Web manga'],"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Romance']","['Harem', 'Parody']",,7 min. per ep.,PG-13 - Teens 13 or older,6.57,#6680,#4779,"23,811",80,4554,"The Hero has defeated the Demon King, but the Princess he meant to save turned out to be a Prince. NEETdom, here he comes, but a life of relaxation surrounded by anime is a pretty sweet deal. Unfortunately, he gets caught up in millennia old legends, curses, and a twisted plot involving multiple Kingdoms and many dragons. Through and through, though, he'll follow a path of whimsy, even if that involves him palling it up with ""villains"". (Source: MU)","['Adaptation (Manhwa) 4 Cut Hero', '']",Si Ge Yongzhe,,,,,,
120,"Bastard!! Ankoku no Hakaishin Season 2 (ONA), Bastard!! Heavy Metal, Dark Fantasy: Hell's Requiem Arc",BASTARD!! -暗黒の破壊神- 地獄の鎮魂歌編,"Bastard‼ Heavy Metal, Dark Fantasy Season 2",['ONA'],15,Finished Airing,"Jul 31, 2023",,,"['Warner Bros. Japan', 'Shueisha', 'Felix Film']","None found,",['LIDENFILMS'],['Manga'],"['Action', 'Adventure', 'Fantasy', 'Ecchi']",,['Seinen'],23 min. per ep.,R+ - Mild Nudity,7.08,#3987,#5246,"18,940",63,7376,"Two years after the heroic sacrifice of Dark Schneider in the battle against Abigail, Kall-Su, the final surviving member of the Four Divine Kings, is close to seizing global power. As cities and kingdoms fall one after the other, humanity's last beacon of hope is a group of samurai led by the high priestess Yoko Tia Noto. However, the brutal assaults of Kall-Su's lieutenants against the samurai's fortress quickly make the situation desperate. Once more, Yoko's only way to fix the rapidly devolving crisis is to find Dark Schneider's soul, which has seemingly deserted Lucien Renlen's body since the demise of the kingdom of Metallicana. [Written by MAL Rewrite]","['Prequel (ONA) Bastard!! Ankoku no Hakaishin Part 2 (ONA)', 'Adaptation (Manga) Bastard!! Ankoku no Hakaishin']",Bastard!! Ankoku no Hakaishin: Jigoku no Chinkonka-hen,,['Gore'],,,,
121,,七つの大罪 怨嗟のエジンバラ 後編,The Seven Deadly Sins: Grudge of Edinburgh Part 2,['ONA'],1,Finished Airing,"Aug 8, 2023",,,"None found,","None found,","['Marvy Jack', 'Alfred Imageworks']",['Manga'],"['Action', 'Adventure', 'Fantasy']",,['Shounen'],54 min.,PG-13 - Teens 13 or older,6.56,#6742,#5349,"17,975",14,7680,The second part of Nanatsu no Taizai: Ensa no Edinburgh.,"['Prequel (ONA) Nanatsu no Taizai: Ensa no Edinburgh', '']",Nanatsu no Taizai: Ensa no Edinburgh Part 2,,,,,,
122,Aiyou's Secret Room,爱幽的密室,X&Y,['ONA'],16,Finished Airing,"Apr 12, 2023 to Jul 19, 2023",,,['bilibili'],"None found,",['Lingsanwu Animation'],['Manga'],"['Mystery', 'Suspense']",,,17 min. per ep.,PG-13 - Teens 13 or older,7.25,#3089,#5595,"15,977",129,5116,"After going out for late-night drinks, Yan Yuechu and his colleague Hu Zhi find refuge from the rain in a rather unusual place: the building harboring Xu Aiyou's escape game, XY. Despite the game's infamy and its mysterious owner, the duo decides to give it a try. With one hour to solve riddles and find their way out of a maze of eerie rooms, Yan Yuechu and Hu Zhi manage to clear the game in time. However, glimpses of what appears to be Xu Aiyou's troubled past scattered throughout the game leave a deep impression on the men—an impression so lasting that vivid scenes from new escape games creep into their dreams. The following day, Yan Yuechu receives a letter advising him to stay away from escape games. Although he does not receive conclusive answers from Xu Aiyou, he dreams once more that he must solve a puzzle to escape from his own bedroom. But was it truly a dream? Unsure where reality ends and illusions begin, Yan Yuechu will have to uncover the truth behind XY if he wishes to preserve his sanity. [Written by MAL Rewrite]",[],Aiyou de Mishi,,,,,,
123,Wu Shan Wu Xing 2nd Season,雾山五行·犀川幻紫林,Fog Hill of Five Elements,['ONA'],4,Finished Airing,"Jul 26, 2023 to Aug 16, 2023",,,"['bilibili', 'Nice Boat Animation']","None found,",['Samsara Animation Studio'],Original,"['Action', 'Fantasy', 'Supernatural']","['Historical', 'Martial Arts']",,38 min. per ep.,R - 17+ (violence & profanity),8.34,#248,#5649,"15,516",113,4709,Second season of Wu Shan Wu Xing.,"['Prequel (ONA) Wu Shan Wu Xing (2020)', '']",Wu Shan Wu Xing: Xichuan Huan Zi Lin,,,,,,
124,,放課後のブレス,Pokémon: Paldean Winds,['ONA'],4,Finished Airing,"Sep 6, 2023 to Dec 13, 2023",,,"None found,",['The Pokemon Company International'],['Wit Studio'],Game,,,['Kids'],9 min. per ep.,PG - Children,7.05,#4143,#7498,"7,678",13,2918,"Just before the arrival of a certain transfer student, three students at an academy in Paldea are tasked with making a video showcasing their school. (Source: YouTube)",[],Houkago no Breath,,,,,,
125,Brainless Witch,无脑魔女,Agate,['ONA'],15,Finished Airing,"Jul 4, 2023 to Oct 3, 2023",,,['bilibili'],"None found,",['CUKA'],['Web manga'],"['Drama', 'Fantasy']",,,8 min. per ep.,PG-13 - Teens 13 or older,6.72,#5813,#7903,"6,759",24,1031,"Agate is a demon girl cursed with an eternal life. To forget the past, she throws half of her head into a deep valley and runs away. Unexpectedly, the tears flood the valley floor and form into a lake, triggering a flood in hell. Aloys, the Prince of Ghost comes to the Human World to find out the truth and finally finds the demon girl, starting a story of life and love. (Source: Bilibili YouTube)","['Sequel (ONA) Wu Nao Monu 2nd Season', 'Adaptation (Manhua) Wu Nao Monu']",Wu Nao Monu,,,,,,
126,,火の鳥 エデンの宙,PHOENIX: EDEN17,['ONA'],4,Finished Airing,"Sep 13, 2023",,,"None found,","None found,",['Studio 4°C'],['Manga'],"['Drama', 'Romance', 'Sci-Fi', 'Supernatural', 'Suspense']","['Psychological', 'Space']",['Shounen'],24 min. per ep.,R+ - Mild Nudity,6.60,#6483,#8098,"6,368",10,1904,"From time immemorial to the age of space colonization, there is one legend that has stayed unchanged in every history book—the tale of the immortal bird Phoenix. A being whose blood is said to grant eternal life or wisdom, the radiant figure ensures the continuation of sentient life in the universe as it oversees human civilizations and their development. Yet, mankind remains a slave to its habits; from happiness and sorrow, to wrath and love, a myriad of emotions continue to play an integral part of human life. Simultaneously, time and time again, certain beliefs and agendas persist over the centuries to disturb the fragile equilibrium of the world's preordained nature and principles. It appears that fate and its dynamic variables can manifest itself in many ways—and oftentimes exhibits a bizarre sense of humor... [Written by MAL Rewrite]","['Adaptation (Manga) Hi no Tori (1967)', '']",Hi no Tori: Eden no Sora,,,,,,
127,All Saints Street 4,万圣街4,All Saints Street 4,['ONA'],12,Finished Airing,"Jul 5, 2023 to Jul 15, 2023",,,['Tencent Penguin Pictures'],['Aniplex of America'],"['Fenz', 'HMCH']",['Web manga'],"['Comedy', 'Fantasy']","['Mythology', 'Urban Fantasy']",,4 min. per ep.,PG-13 - Teens 13 or older,7.82,#986,#8245,"6,084",20,2303,Fourth season of Wan Sheng Jie.,"['Prequel (ONA) Wan Sheng Jie 3', 'Adaptation (Manhua) 1031 Wan Sheng Jie']",Wan Sheng Jie 4,,,,,,
128,,仙逆,Renegade Immortal,['ONA'],128,Currently Airing,"Sep 25, 2023 to ?",,,['Tencent Penguin Pictures'],"None found,",['BUILD DREAM'],Novel,"['Action', 'Adventure', 'Fantasy']",,,25 min. per ep.,PG-13 - Teens 13 or older,8.31,#276,#8804,"5,177",129,1268,"Wang Lin is a very smart boy with loving parents. Although he and his parents are shunned by the rest of their relatives, his parents have always held high hopes that he will one day achieve greatness. One day, Wang Lin suddenly gained the chance to walk the path of an immortal but found that he only had mediocre talent at best. Watch Wang Lin as he breaks through his lack of talent and walks the path towards becoming a real immortal! (Source: Xian Ni Wiki)","['Adaptation (Manhua) Xian Ni', 'Adaptation (Novel) Xian Ni']",Xian Ni,,['Historical'],,,,
129,,GAMERA -Rebirth-,,['ONA'],6,Finished Airing,"Sep 7, 2023",,,['Kadokawa'],"None found,",['ENGI'],Other,,,,44 min. per ep.,PG-13 - Teens 13 or older,6.41,#7648,#9131,"4,677",14,1595,The series will focus on Gamera facing off against five different Kaiju.,[],Gamera: Rebirth,['Sci-Fi'],,,,,
130,"Marriage Exchange: The Night of No Return, Marriage Exchange: Amazing Extramarital Sex Compared to My Husband, Married Couple Swap: He's Better Than My Husband",夫婦交歓 ~戻れない夜~,Married Couple Swap,['ONA'],8,Finished Airing,"Jul 2, 2023 to Sep 2, 2023",,,['Suiseisha'],"None found,",['Studio Hokiboshi'],['Manga'],,,,6 min. per ep.,Rx - Hentai,6.48,N/A,#9649,"3,951",35,1341,"Reiji and his wife joined their friends on a getaway to a traditional Japanese inn, hoping to conceive a child. However, their plans took an unexpected turn when Reiji was seduced by his friend's wife, while his own wife engaged in a passionate affair with their mutual friend. Amidst forbidden desires and the thrill of pushing boundaries, the four of them delved deeper into temptation. As they surrendered to their carnal passions, could they ever reclaim the innocence of their marriages? (Source: Coolmic.me)",[],Fuufu Koukan: Modorenai Yoru,['Hentai'],,,,,
131,,境界戦機 極鋼ノ装鬼,AMAIM: Warrior at the Borderline UltraSteel Ogre-Gear,['ONA'],6,Finished Airing,"Aug 10, 2023 to Oct 19, 2023",,,['Bandai Spirits'],"None found,",['Sunrise Beyond'],Original,"['Action', 'Sci-Fi']",,,10 min. per ep.,PG-13 - Teens 13 or older,5.74,#11174,#9698,"3,892",8,788,New entry in the Kyoukai Senki franchise.,[],Kyoukai Senki: Kyokkou no Souki,,['Mecha'],,,,
132,TenPuru x Kanokari,てんぷる×彼女お借りします,,['ONA'],4,Finished Airing,"Aug 5, 2023 to Aug 26, 2023",,,"None found,","None found,",['AQUA ARIS'],['Manga'],,,,1 min. per ep.,PG-13 - Teens 13 or older,5.82,#10861,#9972,"3,556",4,844,"Mini-anime collaboration between Temple & Kanojo, Okarishimasu.",[],"Temple x Kanojo, Okarishimasu",['Comedy'],,,,,
133,"怎么办! 我穿越成了最弱小野怪, Zenmeban! Wo Chuanyue Cheng Le Zui Ruoxiao Ye Guai, What Do I Do?! I Have Transmigrated Into the Weakest Little Monster",区区不才，在下野怪 第二季,Monster But Wild 2nd Season,['ONA'],16,Finished Airing,"Jul 2, 2023 to Oct 15, 2023",,,['bilibili'],"None found,",['Kung Fu Frog Animation'],['Web manga'],"['Action', 'Adventure', 'Comedy', 'Fantasy']",,,19 min. per ep.,PG-13 - Teens 13 or older,6.80,#5366,#10127,"3,381",5,890,"The second season of Ququ Bucai, Zaixia Yeguai.","['Prequel (ONA) Ququ Bucai, Zaixia Yeguai', '']","Ququ Bucai, Zaixia Yeguai 2nd Season",,,,,,
134,,Journey to Bloom,,['ONA'],5,Finished Airing,"Sep 30, 2023 to Oct 29, 2023",,,"None found,","None found,",['P.A. Works'],Game,,,,4 min. per ep.,PG-13 - Teens 13 or older,7.20,#3365,#10192,"3,314",49,1314,A series commemorating the 3rd anniversary of the Project SEKAI COLORFUL STAGE! feat. Hatsune Miku mobile game.,[],Journey to Bloom,['Drama'],['Music'],,,,
135,,シャングリラ・フロンティア ミニアニメ,Shangri-La Frontier Mini Anime,['ONA'],9,Finished Airing,"Sep 28, 2023 to Nov 8, 2023",,,"None found,","None found,",['AQUA ARIS'],['Manga'],,,,2 min. per ep.,PG-13 - Teens 13 or older,6.31,#8211,#10386,"3,127",3,1310,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],"Shangri-La Frontier: Kusoge Hunter, Kamige ni Idoman to su Mini Anime",['Comedy'],['Video Game'],,,,
136,,ChroNoiR Episode.0,ChroNoiR Episode.0,['ONA'],1,Finished Airing,"Jul 28, 2023",,,"None found,","None found,",['A-1 Pictures'],Mixed media,,,,8 min.,R - 17+ (violence & profanity),7.15,#3649,#10553,"2,983",36,662,"The anime tells a story from 150 years ago in the town of Planie. A strange disease that turns humans into the undead has spread throughout the land, causing Planie to become known as the cursed city. The priest Kanae lives in a church on the outskirts of town. Ever since he arrived at the town, the number of cases of the disease have decreased. The fate of the town changes when a mysterious man accompanies Kanae. (Source: Anime News Network)",[],ChroNoiR Episode.0,['Supernatural'],['Vampire'],,,,
137,"Little Shark's Outings, Outgoing Baby Shark, Little Shark's Day Out",おでかけ子ザメ,,['ONA'],60,Finished Airing,"Aug 1, 2023 to May 10, 2024",,,"['Kadokawa', 'dugout']","None found,",['ENGI'],['Manga'],,,,1 min. per ep.,G - All Ages,7.32,#2745,#10632,"2,909",27,904,"The adventures of a baby shark in nostalgia-filled Yauo Town. Whether it's cider on a summer day, freeze pops, radio calisthenics, festival stalls, or hanging out with friends, the world sparkles when reflected in the eyes of the baby shark. (Source: Kadokawa, translated)","['Adaptation (Manga) Odekake Kozame', '']",Odekake Kozame,['Slice of Life'],['Anthropomorphic'],,,,
138,,恶魔法则,Law of Devil,['ONA'],24,Finished Airing,"Sep 29, 2023 to Jan 12, 2024",,,['Tencent Penguin Pictures'],"None found,",['CG Year'],Web novel,"['Action', 'Adventure', 'Fantasy']",,,22 min. per ep.,PG-13 - Teens 13 or older,7.36,#2549,#11696,"2,124",10,734,"Duwei is born into this new world from Earth without a sound, he does not cry, he simply stares at the people around him. As he grows he does not speak and curses this new world he was forced into. His Father a Great General is sure there must be something he has an aptitude for, however he is simply trash. Disregarded by his family as the Retarded heir. This is the story of his journey to discover the truths of this world and use the knowledge of his past life to remove his title of retard, even if he has to become a devil.",[],Emo Faze,,,,,,
139,,风灵玉秀 第二章,Soulmate Adventure Season 2,['ONA'],12,Finished Airing,"Jul 2, 2023 to Sep 10, 2023",,,['bilibili'],"None found,",['Sunflowers'],Original,"['Action', 'Adventure']",,,25 min. per ep.,PG-13 - Teens 13 or older,7.59,#1602,#11972,"1,954",27,468,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (ONA) Feng Ling Yu Xiu', 'Sequel (ONA) Feng Ling Yu Xiu 2nd Season: Tebie Pian']",Feng Ling Yu Xiu 2nd Season,,['Martial Arts'],,,,
140,Requiem Street 3rd Season,镇魂街 第三季,Rakshasa Street 3rd Season,['ONA'],16,Finished Airing,"Jul 29, 2023 to Nov 4, 2023",,,['bilibili'],"None found,",['L²Studio'],['Manga'],"['Action', 'Fantasy', 'Supernatural']",,,22 min. per ep.,PG-13 - Teens 13 or older,7.22,#3238,#11808,"2,054",2,354,The third season of Zhen Hun Jie.,"['Prequel (ONA) Zhen Hun Jie: Bei Luo Shi Men Pian Part 2', 'Sequel (ONA) Zhen Hun Jie 4th Season']",Zhen Hun Jie 3rd Season,,,,,,
141,,第一序列,The First Order,['ONA'],16,Finished Airing,"Jul 19, 2023 to Oct 25, 2023",,,"['Tencent Animation & Comics', 'bilibili']","None found,",['Passion Paint Animation'],Web novel,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",,,19 min. per ep.,PG-13 - Teens 13 or older,7.63,#1482,#12172,"1,830",21,602,"A new era begins in a devastated world gripped by nuclear winter. Humans are no longer in control of the world, and crises emerged one after another. As mankind tried to rebuild order, the protagonist Ren Xiaosu stepped up with his positive energy, and in the process changed the world.",[],Di Yi Xulie,,,,,,
