,Synonyms,Japanese,English,German,Spanish,French,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Demographic,Theme,Genre,Demographics
105,Tokyo University Story,東京大学物語,,,,,['OVA'],2,Finished Airing,"Feb 24, 2004 to Mar 24, 2004",,,['Shogakukan'],"None found,",['Shinkuukan'],['Manga'],"['Comedy', 'Drama', 'Romance', 'Ecchi']",,30 min. per ep.,R - 17+ (violence & profanity),4.79,#13440,#9768,"3,837",3,1466,"Murakami Naoki is the most intelligent student at his high school, but he can't stop obsessing over a girl named Mizuno Haruka. He finally asks her out, and to his surprise, she accepts. After several months of a loving yet obviously doomed romance, it comes time for them to take the entrance exams for Tokyo University. But what would happen to their relationship if only one of them was accepted. (Source: ANN)","['Adaptation (Manga) Tokyo Daigaku Monogatari', '']",Tokyo Daigaku Monogatari,,['School'],,
106,"Hijikata Toshizo: Shiru no Kiseki, Hijikata Toshizo Shiro no Kiseki, Hijikata Toshizo: The White Trail, Toshizo Hijikata: Cornerstone of Understanding",土方歳三　白の軌跡,,,,,['OVA'],1,Finished Airing,"Jan 12, 2004",,,"['Imagica', 'Beyond C.']","None found,",['Studio 4°C'],Original,"['Action', 'Drama']","['Historical', 'Samurai']",32 min.,PG-13 - Teens 13 or older,6.09,#9432,#10055,"3,494",6,1245,"A biographical sketch of the life and ideals of Hijikata Toshizou, Vice Commander of the Shinsengumi, fighting to uphold the Shogunate during the Meiji revolution. (Source: ANN)",[],Hijikata Toshizou: Shiro no Kiseki,,,,
107,"Judgment! XX Angel Rabbie, Divine Punishment: Angel Rabbie OVA, XX Angel Rabbie OVA",天罰エンジェルラビィ☆,,,,,['OVA'],1,Finished Airing,"Jan 23, 2004",,,"['AIC', 'Media Factory', 'Toshiba Entertainment', 'Omnibus Promotion']","None found,",['AIC Spirits'],Visual novel,"['Comedy', 'Sci-Fi']",,23 min.,PG-13 - Teens 13 or older,4.96,#13256,#10420,"3,118",1,1563,"In the far away future, the unison of witchcraft and science brought great changes to mankind. On the moon, the elite of magic and science has been gathered and the ""Magic Town Sorcerium"" built. Day by day, research is done and big wealth awarded to human race. However, this prosperity also brings with it a fight for those interests and leads finally to the ""Big Magic War"" between earth and moon, which causes the downfall of glory. The few surviving humans start to rebuild a new civilization. But forbidden arms (DNA -attackers and -changers) that were used in the big magic war left deep scars and several obscurities like giant creatures and others threaten the humans, being weak having lost all magic and science. Scared as they are, all they wish for is that this terror comes to an end. However, there is someone contrary to those terrors - ""Heaven"" sent ""Angels"", girls with special powers who are sent to various points in history to put things right. This thrilling story describes how the fighting girls protect humanity from terror. But despite the existence of them, the deep darkness is spreading. Lasty Farson, code name Angel Rabbie, is our clumsy and ever-hungry heroine. On her first day, she's late but when trouble strikes, she's sent from the station down to the planet and helps a group of villagers clear out a woman and her gang stealing food and treasure from the people. At the same time, she learns Lukia Shawl, a missing comrade it seems is somehow involved or at least up to something of her own (she'd been missing so long, she was presumed dead). (Source: The Smuggler)",[],Tenbatsu Angel Rabbie☆,,,,
108,,初恋,,,,,['OVA'],2,Finished Airing,"Feb 25, 2004 to Apr 25, 2004",,,['Lemon Heart'],"None found,",['Blue Note'],Visual novel,,,30 min. per ep.,Rx - Hentai,5.69,N/A,#10599,"2,959",1,806,"Based on a game by Runesoft. Hatsushima Minoru was a high school student, who goes to Seiou Kan Gakuen High school which located on the hill in a historical town. He spent a carefree campus lives with his friends. One day in spring, his boy and girl friends announced that they began to go out with each other. Until then, Minoru hadn't wanted to have a lover very much. But he found he yearned for their relations. After a while, when his little sister took him to the tennis mach, he met Sakurai Momoko who was his senior student. (Source: AnimeNfo)",[],Hatsukoi,,,['Hentai'],
109,"Mikagura Tanteidan - Katsudou Shashin, Mikagura Detective Agency",御神楽探偵団,,,,,['OVA'],3,Finished Airing,"Mar 26, 2004 to Sep 24, 2004",,,['Pink Pineapple'],"None found,","None found,",Visual novel,,,30 min. per ep.,Rx - Hentai,5.85,N/A,#11162,"2,499",5,740,"* Based on a game by ELF It was Taisho era. Mikagura Tokito was the director of a detective agency, which has solved a lot of cases. One day he disappeared involved in an accident.Tomoe, Shigeno, and Chizuru, who adored him, got anxious about him. Hearing that Shigeno's elder brother had seen him at a church in a foreign country, so they travelled there hoping to meet him again. However, it was a dead body of a priest in a church which they found there. Furthermore, they found his arms had been cut off from his body. Because they thought his death had something to do with Tokito's disappearance, they would investigate the case. Suddenly they were attacked by men. Being involved in danger, they tried to find Tokito but will they find him? (Source: AnimeNfo)",[],Mikagura Tanteidan,,,['Hentai'],
110,"Shadow Skill: Kuruda-ryu Kousatsu-hou no Himitsu, Shadow Skill: Secret of the Kurudan Style, Shadow Skill 3",SHADOW SKILL ～クルダ流交殺法の秘密～,,,,,['OVA'],1,Finished Airing,"Feb 10, 2004",,,"None found,","None found,","None found,",['Manga'],"['Action', 'Adventure', 'Drama', 'Fantasy']","['Martial Arts', 'Super Power']",1 hr.,PG-13 - Teens 13 or older,5.80,#10934,#11168,"2,496",4,810,"The story takes place in warrior kingdom where a deadly martial art called Shadow Skill is practiced to defend the continued existence of the kingdom. Dreaming of becoming an invincible warrior one day, like the legendary warrior named Scar Face who has defeated 2,000 opponents, the boy named Cau Ban trains hard with his older adopted sister Elle who has mastered Shadow Skill. A deadly combat breaks out when a rouge pack of intruders suddenly assaults the castle to steal a box that contains a secret... (Source: ANN)","['Adaptation (Manga) Shadow Skill', '']",Shadow Skill: Kurudaryuu Kousatsuhou no Himitsu,['Shounen'],,,
111,"Yuki Yoru Ichiya Monogatari, Inyoku Emaki Yuki Yo ni Hime wa Okasareru",雪夜一夜物語,Snow Night Stories,,,,['OVA'],3,Finished Airing,"Mar 18, 2004 to Jul 29, 2005",,,['ChiChinoya'],"None found,",['Schoolzone'],Original,,,15 min. per ep.,Rx - Hentai,5.73,N/A,#11396,"2,339",2,859,"This three episode hentai centers around three love stories. Thief: A young woman wed to a much older man, he couldn't unsatisf her because he finished too fast, one day he leaves to sell some goods, and a Theif enters. Female Pervert Warrior: During the feudal war era, one small country collapsed. While most of the royal family and relatives were killed, the princess and Shingo, her vassal, escaped. But a harsh fate was waiting for the princess. Disgraced Bride: Once upon a time, a clan lord was betrothed to and fell in love with a princess. Her beauty made him speechless, and she always looked so happy. However, the lord's ''affection'' for princess Chiho became stronger every day, and she lives like a bird in a cage, constantly receiving the lord's hard love. (Source: ANN)",[],Yukiyo Ichiya Monogatari,,['Historical'],['Hentai'],
112,,河原崎家の一族2,Kawarazaki-ke no Ichizoku 2,,,,['OVA'],4,Finished Airing,"Jan 23, 2004 to Aug 27, 2004",,,['Pink Pineapple'],"None found,",['Arms'],Visual novel,,,28 min. per ep.,Rx - Hentai,5.52,N/A,#11485,"2,276",2,725,"The continuation of the first OVAs, just with a little twists in the main story line, but it refains the same as the first one. (Source: ANN)","['Prequel (OVA) Kawarazaki-ke no Ichizoku The Animation', '']",Kawarazaki-ke no Ichizoku 2,,,['Hentai'],
113,"Detective Goddess, Megami Tantei",真版女神探偵 VINUS FILE,The Venus Files,Venus File,,,['OVA'],2,Finished Airing,"Feb 27, 2004 to Aug 27, 2004",,,['Shinkuukan'],"['NuTech Digital', 'Critical Mass Video']","None found,",['Manga'],,,29 min. per ep.,Rx - Hentai,5.84,N/A,#11792,"2,076",5,714,"Karen and Rio, members of the Goddess Investigation Agency take it upon themselves to expose the underground organization of rapists and sex traffickers responsible for the murder of Rio's younger sister Aya. With the help of their young apprentice detective Masafumi, the pair follow the trail of trademark narcotics used by the organization, battling not only those they set out to apprehend, but their own demons in the process.","['Prequel (OVA) Megami Tantei Vinus File', '']",Shin-ban Megami Tantei Vinus File,,,['Hentai'],
114,Big Yamato,大ヤマト零号,Great Yamato No. 0,,,,['OVA'],5,Finished Airing,"Mar 31, 2004 to Jun 15, 2007",,,"None found,","None found,",['JCF'],Original,,"['Adult Cast', 'Space']",41 min. per ep.,PG-13 - Teens 13 or older,5.74,#11206,#11926,"1,991",1,601,"In the galactic group there are more than 100,000,000,000 galaxies, and the Milky Way galaxy, the one which includes Earth's solar system, is only one of these... one of many in the immensity of outer space. This story starts in the year 3199, when a mighty enemy attacks the Milky Way from a neighbouring galaxy. The enemy engages the combined forces of the Milky Way, an Alliance of many stellar nations, and defeats them one after another. The remaining Milky Way Alliance forces are reduced to just six fleets. After the Alliance headquarters is destroyed, and when the collapse of the central Milky Way Alliance is imminent, the Great Yamato ""Zero"" surprises everyone and embarks on a mission to assist the Milky Way Alliance in one last great battle.",[],Dai Yamato Zero-gou,,,['Sci-Fi'],
115,,女教師 ―肉体授業―,,,,,['OVA'],2,Finished Airing,"Feb 2, 2004 to Apr 21, 2004",,,['Japan Home Video'],"None found,",['Shura'],Visual novel,,,27 min. per ep.,Rx - Hentai,5.42,N/A,#12316,"1,752",2,528,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Onna Kyoushi: Nikutai Jugyou,,['School'],['Hentai'],
116,,Princess Holiday ～転がるりんご亭千夜一夜～,,,,,['OVA'],2,Finished Airing,"Mar 25, 2004 to May 25, 2004",,,['Lemon Heart'],"None found,",['Datama Film'],Visual novel,"['Fantasy', 'Hentai']",,28 min. per ep.,Rx - Hentai,5.37,N/A,#12325,"1,747",2,584,"The storyline revolves around a princess that has returned after 3 years, and a hero that is given the burden to protect the girls (both the princess and the younger sister). (Source: ANN)","['Adaptation (Light Novel) Princess Holiday: Korogaru Ringotei Senya Ichiya', '']",Princess Holiday: Korogaru Ringo Tei Senya Ichiya,,,,
117,"Hamtaro OVA 3, Tottoko Hamutarou: Hamuchanzu to Niji no Kuni no Oujisama, Hamtaro: Rainbow Rescue",ハムちゃんずと虹の国の王子さま 〜せかいでいちばんのたからもの〜,,,,,['OVA'],1,Finished Airing,"Mar 24, 2004",,,"None found,","None found,",['TMS Entertainment'],Unknown,"['Adventure', 'Comedy']",,45 min.,G - All Ages,6.21,#8803,#12664,"1,569",1,492,"Based on the third Hamtaro game (fourth in Japan), Prince Bo falls from the sky when the rainbow disappears. Now Hamtaro and the Ham-Hams must help him bring back the rainbow. (Source: Wikipedia)","['Prequel (OVA) Tottoko Hamtarou OVA 2: Hamuchanzu no Takara Sagashi Daisaku - Hamuha! Suteki na Umi no Natsuyasumi', 'Sequel (OVA) Tottoko Hamtarou OVA 4: Hamuchanzu no Mezase! Hamuhamu Kin Medal - Hashire! Hashire! Daisakusen']",Tottoko Hamtarou OVA 3: Hamuchanzu to Niji no Kuni no Oujisama - Sekai de Ichiban no Takaramono,['Kids'],,,
118,"Tenshi no Shippo Chu!: Omnibus Tenshi no Utagoe, The Angel's Singing Voice, Tenshi no Shippo Chu Special, Angel Tales Chu Special, Angel Tales Chu! Special, Tenshi no Shippo 2 Special, Tail of Angels Chu! Special",天使のしっぽＣｈｕ！ ~総集編~ 天使の歌声 (うたごえ),,,,,['OVA'],1,Finished Airing,"Jan 22, 2004",,,['Bandai Visual'],"None found,",['Tokyo Kids'],Unknown,"['Fantasy', 'Romance']",,25 min.,PG-13 - Teens 13 or older,6.06,#9634,#14732,887,0,264,This special is a compilation video of the whole season in which each girl has a her own individual song sung by her respective voice actress. It highlights her story and there is a karaoke text frame on the bottom for the watcher to sing-a-long.,[],Tenshi no Shippo Chu!: Tenshi no Utagoe,,,,
119,,フイチンさん,,,,,['OVA'],1,Finished Airing,"Mar 20, 2004",,,"None found,","None found,",['Animaruya'],['Manga'],,,1 hr.,G - All Ages,6.15,#9084,#16620,548,0,193,Based on Ueda Toshiko's shoujo manga.,[],Fuichin-san,['Shoujo'],['Historical'],['Drama'],
120,,あした・きらりん,,,,,['OVA'],1,Finished Airing,"Mar 26, 2004",,,"None found,","None found,",['Animation Staff Room'],Original,,,26 min.,G - All Ages,5.88,#10514,#17216,485,1,114,"Ayako suffers from autism, and all kids in the class mock her except for Yuri - the only girl who shows some kindness towards her. Greatly appreciating that, Ayako gives Yuri a present - a beaded bracelet. Later, the school is preparing for the summer cultural festival, and Ayako's present inspires Yuri with an idea to make a decoration for one of the school's exterior walls - a giant picture made of ropes beaded with empty cans of different colours. All kids including Ayako then gather empty cans from all around the city and start creating the picture. However, the day before the festival is scheduled to open a typhoon hits the city, threatening to ruin the kids' hard work. (Source: AniDB)",[],Ashita Kirarin,['Kids'],,['Drama'],
121,,花と少年,The Flower and the Phoenix,,,,['OVA'],1,Finished Airing,"Jan 1, 2004",,,['Shinano Kikaku'],"None found,",['Toei Animation'],Unknown,,,25 min.,G - All Ages,5.44,#12311,#18966,349,0,117,Yuji and Koichi set off on a journey to find a rare bamboo flower for a school project. In the forest they encounter a legendary phoenix who asks for their help to save the forest.,[],Hana to Shounen,,,['Fantasy'],
122,,キティとダニエルのおどるサンタさんのひみつ,,,,,['OVA'],1,Finished Airing,"Jan 1, 2004",,,['Sanrio'],"None found,","None found,",Original,,,18 min.,G - All Ages,[],#19463,#19460,317,0,,Kitty is spending Christmas Eve with Grandpa Anthony and Grandma Margaret. Daniel is joining but he's really jittery and the only solution comes from Santa-san.,[],Kitty to Daniel no Odoru Santa-san no Himitsu,['Kids'],,['Fantasy'],
123,,盲導犬クイールの一生,,,,,['OVA'],1,Finished Airing,"Mar 13, 2004",,,"None found,","None found,","None found,",Unknown,,,25 min.,G - All Ages,[],#20447,#19611,308,0,,"A biographical anime about Quill, a real life guide dog.",[],Moudouken Quill no Isshou,,['Pets'],['Drama'],
124,Koukaku Kidoutai 2: Innocence,イノセンス,Ghost in the Shell 2: Innocence,Ghost in the Shell 2: Innocence,Ghost in the Shell 2: Innocence,Ghost in The Shell 2: Innocence,['Movie'],1,Finished Airing,"Mar 6, 2004",,,"['Bandai Visual', 'Dentsu', 'Kodansha', 'd-rights', 'Tokuma Shoten', 'Nippon Television Network']","['Funimation', 'Bandai Entertainment', 'GKIDS']",['Production I.G'],['Manga'],"['Action', 'Award Winning', 'Mystery', 'Sci-Fi', 'Suspense']","['Adult Cast', 'Detective', 'Mecha', 'Military', 'Psychological']",1 hr. 39 min.,R - 17+ (violence & profanity),7.78,#1098,#1497,"169,795","1,085",90611,"With Major Motoko Kusanagi missing, Section 9's Batou is assigned to investigate a string of gruesome murders—seemingly at the hands of faulty gynoids, or sex robots. But when a faulty gynoid leaves Batou a cryptic message, he begins to question the cause of their malfunctions. Suspicions of politically motivated murder and an illegal ""ghost"" quickly crop up, drawing Batou and his partner Togusa into a perilous web of conspiracy. As their investigation goes on, the line between man and machine continues to blur, and reality and perception become indistinguishable. Confronting strange and dangerous foes, Batou and Togusa explore a futuristic world filled with machines and living dolls but utterly devoid of humanity. [Written by MAL Rewrite]","['Prequel (Movie) Koukaku Kidoutai', '']",Innocence,['Seinen'],,,
125,,デッド　リーブス,Dead Leaves,,,Dead leaves,['Movie'],1,Finished Airing,"Jan 16, 2004",,,"None found,",['Manga Entertainment'],['Production I.G'],Original,"['Action', 'Comedy', 'Sci-Fi']","['Gore', 'Super Power']",52 min.,R+ - Mild Nudity,7.20,#3352,#2259,"97,902",689,43217,"Shortly after waking up in an unknown street with no clothes or memories, Retro and Pandy team up and begin a life of thrill chasing and violence. Retro's wild antics and Pandy's carefree personality make them the perfect partners in crime to cause mayhem wherever they strike. When an accidental mistake lands them behind bars, Retro and Pandy are sent to Dead Leaves—a high-security prison on the Moon. Once there, they soon discover that the other inmates are clones, all products of genetic mutation experiments. With nothing better to do, they escape from their cell and lead a prison break with the other captives. Armed with a crew of mutants and a hunger for havoc, the chaotic duo begins their wacky escape. [Written by MAL Rewrite]",[],Dead Leaves,,,,
126,,ワンピース呪われた聖剣,One Piece: The Curse of the Sacred Sword,One Piece Film 5: Der Fluch des heiligen Schwerts,One Piece Película 5: La Maldición de la Espada Sagrada,One Piece Film 5: La Malédiction de L'épée Sacrée,['Movie'],1,Finished Airing,"Mar 6, 2004",,,"None found,","None found,",['Toei Animation'],['Manga'],"['Action', 'Adventure', 'Fantasy']",,1 hr. 35 min.,PG-13 - Teens 13 or older,7.10,#3918,#2388,"88,982",38,49846,"Luffy and crew go to an island searching for a legendary sword, said to be the most expensive in the world. Soon attacking marines and beautiful maidens split the crew. Zoro betrays the crew to help an old friend, Luffy and Usopp wander through a cave, and the rest help a village fight marines. When Zoro defeats Sanji he takes the sacred pearls that are the only defense against the evil sword that will plunge the world into darkness. (Source: ANN)",[],One Piece Movie 05: Norowareta Seiken,['Shounen'],,,
127,,ワンピース めざせ！海賊野球王,One Piece: Take Aim! The Pirate Baseball King,,,,['Movie'],1,Finished Airing,"Mar 6, 2004",,,"None found,","None found,",['Toei Animation'],['Manga'],"['Comedy', 'Fantasy', 'Sports']",,5 min.,PG-13 - Teens 13 or older,6.95,#4608,#3840,"38,396",14,20110,Luffy and crew takes on Arlong's crew in baseball. Announced by Bon Clay and Buggy. (Source: ANN),[],One Piece: Mezase! Kaizoku Yakyuu Ou,['Shounen'],['Team Sports'],,
128,,聖闘士星矢 天界編 序奏 ~overture~,Saint Seiya: The Heaven Chapter - Overture,,Saint Seiya Película 5: Los Caballeros del Zodiaco: Capítulo del Cielo - Overture.,Saint Seiya Film 5: Les Chevaliers du Zodiaque: Chapitre du Monde Céleste - Ouverture,['Movie'],1,Finished Airing,"Feb 14, 2004",,,['Shueisha'],"None found,",['Toei Animation'],['Manga'],"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",,1 hr. 20 min.,PG-13 - Teens 13 or older,7.21,#3302,#4638,"25,578",65,14927,"After the Saints' victory against Hades, Seiya is left wounded and motionless in a wheel chair with no possible chance of recovery. Athena's sister Artemis, the Virgin Goddess of the Moon and twin sister of Apollo, makes an elaborate proposal - to restore Seiya's physical health in exchange for the supremacy of Sanctuary. Athena accepts and Artemis and her ""Knights of the Sky"" swiftly take control of Sanctuary. Now Seiya and his fellow Bronze Saints combat the forces of Zeus to regain their homeland but it will not be so easy. Bronze Saints Hydra Ichi and Unicorn Jabu, and Silver Saint Ophiuchus Shaina have join forces with Artemis and Apollo. (Source: ANN)","['Prequel (OVA) Saint Seiya: Meiou Hades Elysion-hen', 'Sequel (TV) Saint Seiya Omega']",Saint Seiya: Tenkai-hen Josou - Overture,['Shounen'],['Mythology'],,
129,Nitaboh: Tsugaru Shamisen Shiso Gaibun,NITABOH 仁太坊―津軽三味線始祖外聞,,,,,['Movie'],1,Finished Airing,"Feb 21, 2004",,,"None found,","None found,",['WAO World'],Other,,"['Historical', 'Music']",1 hr. 39 min.,PG - Children,7.27,#2975,#6740,"10,109",19,3560,"At a young age, Nitaroh is stricken with an illness that leaves him blind. He inherits the shamisen once used by his mother and is taught its basics by a blind traveling shamisen player. In time, with the help of friends old and new, he walks the paths that leads to his ultimate fate—that of founder of the Tsugaru style of shamisen playing. (Source: ANN)",[],Nitaboh,,,,
130,Doraemon: Nobita's Wannyan Space-Time Legend,映画 ドラえもん のび太のワンニャン時空伝,Doraemon the Movie: Nobita in the Wan-Nyan Spacetime Odyssey,,Doraemon Película 25: Doraemon y la Leyenda del Espacio Tiempo,,['Movie'],1,Finished Airing,"Mar 6, 2004",,,"None found,","None found,",['Shin-Ei Animation'],Unknown,"['Adventure', 'Comedy', 'Sci-Fi']",,1 hr. 20 min.,PG - Children,7.38,#2447,#6894,"9,547",10,6097,"One day, Nobita finds a stray dog drowning in a river while playing by the river side. Feeling sorry for the dog, he decides to take it home by hiding it in a ""kennel on the wall"" and names it Ichi (originated from ""One"", which sounds similar to ""wan"", the sound a dog makes according to the Japanese language), and secretly feeds it and plays with Ichi with his Kendama to find. Soon after, he also adopts a stray cat named Zubu (or wet in Japanese, due to the discovery of it in a rainstorm)... and many other stray cats and dogs. With so many stray cats and dogs, Nobita, along with his friends, decide to send them back in time, 300 million years ago, where there was no other living beings around. After using the Ray of Evolution to allow them to operate a food-making machine, they depart, with a promise to return to the present. However, when they try to visit them the next day (from their point of view), they encountered a time-space anomaly, sending them crash landing 1,000 years before their original time-destination— to their surprise, They found out the dogs and cats have evolved enough to form a civilized society that rivaled those of Future Society. As the time machine is broken, they try to find help to repair it so they can continue their chrono-journey, only to learn of a bigger issue — a cluster of asteroids are going to Collide with Earth. Will Nobita finally reunite with Ichi, as he promised? More over, what's with Hachi, a dog who resembles Ichi greatly? The 300 million years of time and space adventure begins. (Source: Wikipedia)","['Adaptation (Manga) Daichouhen Doraemon', '']",Doraemon Movie 25: Nobita no Wan Nyan Jikuuden,['Kids'],,,
131,"Tetsuwan Atom: The Glorious Earth, Astro Boy: Kagayakeru Chikyuu, Astro Boy: The Glorious Earth",Tetsuwan Atom 鉄腕アトム 特別編: 輝ける地球 ~あなたは青く、美しい...~,,,,,['Movie'],1,Finished Airing,"Feb 7, 2004",,,['Tezuka Productions'],"None found,","None found,",Unknown,,,20 min.,G - All Ages,6.09,#9466,#13153,"1,357",0,337,Another Tetsuwan Atom Movie that was shown in the Tezuka Osamu World Cinema in Tokyo until it was closed in 2011. (Source: AniDB),[],"Tetsuwan Atom: Kagayakeru Hoshi - Anata wa Aoku, Utsukushii...",,,['Sci-Fi'],
132,,ドラえもんアニバーサリー25,Doraemon the Movie 25th Anniversary,,,,['Movie'],1,Finished Airing,"Mar 6, 2004",,,"None found,","None found,",['Shin-Ei Animation'],['Manga'],"['Comedy', 'Sci-Fi']",,4 min.,G - All Ages,6.30,#8244,#13466,"1,245",2,501,"A short film screened simultaneously with Doraemon Movie 25: Nobita no Wan Nyan Jikuuden and Pa-Pa-Pa the ★ Movie: Perman - Tako de Pon! Ashi wa Pon!. It reflects on the history of the previous Doraemon films as well as introduces the characters (as well as characters from F. Fujio Fujiko's other works, not just Doraemon-exclusive ones).","['Adaptation (Manga) Doraemon', '']",Doraemon Anniversary 25,,,,"['Kids', 'Shounen']"
133,,Pa-Pa-Pa ザ★ムービー パーマン タコDEポン! アシHAポン!,,,,,['Movie'],1,Finished Airing,"Mar 6, 2004",,,"None found,","None found,",['Shin-Ei Animation'],Unknown,"['Adventure', 'Comedy']",,32 min.,PG - Children,6.45,#7407,#15384,726,0,279,"Dr. Octo who researches octopodes decides to take over the world as he deems the eight legged creatures a more suitable master species than humans. To do this, he takes an idol singer Sumire Hoshino (aka Perman #3) hostage. Mitsuo Suwa (aka Perman #1) likes the idol dearly (as he doesn't know the real identity of his Perman partner) and becomes so angry that he transforms to go rescue her. But fighting a giant octopus is more challenging than it looks! Screened simultaneously with Doraemon Movie 25: Nobita no Wan Nyan Jikuudeni and Doraemon Anniversary 25.",[],Pa-Pa-Pa the ★ Movie: Perman - Tako de Pon! Ashi wa Pon!,['Kids'],['Super Power'],,
134,,蝴蝶夢：梁山伯與祝英台,The Butterfly Lovers: Leon and Jo,,,,['Movie'],1,Finished Airing,"Jan 22, 2004",,,"None found,","None found,","None found,",Other,"['Drama', 'Romance']",,1 hr. 35 min.,G - All Ages,[],#18768,#22904,141,0,,"The Butterfly Lovers is an animated re-telling of the classical Chinese story of two lovers, Liang Shanbo and Zhu Yingtai. (Source: IMDB)",[],Hudie Meng: Liang Shan Bo yu Zhu Ying Tai,,['Historical'],,
135,Hikaru no Go: Journey to the North Star Cup,ヒカルの碁 北斗杯への道,,,,,['Special'],1,Finished Airing,"Jan 3, 2004",,,['Dentsu'],"None found,",['Pierrot'],['Manga'],,,1 hr. 17 min.,PG-13 - Teens 13 or older,7.93,#777,#4704,"24,766",40,13163,"Hikaru is given a phone call asking him to appear in the Japan/China/Korea Junior's Tournament but he finds out he will have to take place in a preliminary tournament to choose Japan's three contestants. Upon discussing this with Akira, he discovers that Akira has already been chosen for the tournament and will not be taking place in the preliminaries. Hikaru then decides not to visit Akira's Go Salon until he takes his place on the team with Akira. That may be tougher than originally planned, as not only does Hikaru have to battle with old friends for one of two coveted spots, but he may have a new challenger, in a promising player from the Kansai Go Institute. (Source: ANN)","['Prequel (TV) Hikaru no Go', 'Adaptation (Manga) Hikaru no Go']",Hikaru no Go: Hokuto Hai e no Michi,['Shounen'],['Strategy Game'],,
136,,機動戦士ガンダムSEED 星のはざまで,Mobile Suit Gundam SEED: After-Phase Between the Stars,,,,['Special'],1,Finished Airing,"Mar 26, 2004",,,"None found,",['Nozomi Entertainment'],['Sunrise'],Original,"['Action', 'Drama', 'Sci-Fi']",,5 min.,PG-13 - Teens 13 or older,6.96,#4558,#5459,"17,102",7,8629,"As the war between ZAFT's Coordinators and Earth's Naturals comes to a close, the survivors of the conflict recuperate. Some of these veterans heal with the aid of loved ones, and others choose to recover in isolation, reflecting on their losses and the friends no longer with them. In this epilogue to the hardships of Kira Yamato and Athrun Zala, the heroes come to terms with their roles in the recent war and prepare for adventures yet to come. [Written by MAL Rewrite]","['Prequel (TV) Kidou Senshi Gundam SEED', 'Sequel (TV) Kidou Senshi Gundam SEED Destiny']",Kidou Senshi Gundam SEED: Hoshi no Hazama de,,['Mecha'],,
137,Ghost in the Shell: Stand Alone Complex - Tachikoma Fan Disc Specials,ファンディスク 攻殻機動隊 STAND ALONE COMPLEX-インターバル-,Ghost in the Shell: Stand Alone Complex: Tachikomatic Days Fan Disc,,,,['Special'],3,Finished Airing,"Feb 25, 2004",,,"None found,","None found,",['Production I.G'],Unknown,"['Comedy', 'Sci-Fi']",,1 min. per ep.,G - All Ages,6.34,#8009,#8102,"6,385",1,1517,Tachikomatic Days shorts released on a fan disc compilation. Later re-released on a BD box with all the Tachikoma shorts.,[],Koukaku Kidoutai: Stand Alone Complex - Tachikoma na Hibi - Interval,,['Mecha'],,
138,"RahXephon Episode 9.5, RahXephon Special",ラーゼフォン 特別編集版 翼の記憶 -Memory-,,,,,['TV Special'],1,Finished Airing,"Apr 9, 2002",,,"None found,",['Sentai Filmworks'],['Bones'],Original,"['Action', 'Drama', 'Mystery', 'Romance', 'Sci-Fi']","['Mecha', 'Music']",35 min.,PG-13 - Teens 13 or older,6.37,#7844,#9405,"4,281",0,1283,Recap TV Special for the series RahXephon.,[],RahXephon: Tsubasa no Kioku - Memory,,,,
139,,ジョジョの奇妙な冒険 ファントム ブラッド,JoJo's Bizarre Adventure: Phantom Blood Pilot,,,,['Special'],1,Finished Airing,"Mar 28, 2004",,,['KlockWorx'],"None found,",['APPP'],['Manga'],"['Action', 'Supernatural']",,2 min.,R - 17+ (violence & profanity),6.66,#6123,#9579,"4,057",11,1520,"A 2-minute animated video highlighting key points in the battle between the courageous Jonathan Joestar and his adoptive brother Dio Brando, who has turned into a powerful vampire.","['Adaptation (Manga) JoJo no Kimyou na Bouken Part 1: Phantom Blood', '']",JoJo no Kimyou na Bouken: Phantom Blood Pilot,['Shounen'],['Vampire'],,
140,"Scientific Boys Club, China-san: Specials, Shrinking of Miss China, Planet of Miss China, Sake Cup of Miss China, Drinking of Miss China",チャイナさん 短編集,Spirit of Wonder: China-san Short Stories,,,,['Special'],3,Finished Airing,"Jan 25, 2001 to Jan 23, 2004",,,['Toshiba EMI'],"None found,",['Ajia-do'],['Manga'],"['Comedy', 'Sci-Fi']",,13 min. per ep.,R+ - Mild Nudity,6.58,#6589,#10366,"3,162",4,1073,Three short stories featuring China-san.,[],Spirit of Wonder: China-san Tanpenshuu,['Seinen'],,,
141,,クレヨンしんちゃん Specials,,,,,['Special'],Unknown,Currently Airing,"Dec 28, 1992 to ?",,,"None found,","None found,",['Shin-Ei Animation'],['Manga'],"['Comedy', 'Ecchi']",,48 min.,G - All Ages,[],#17447,#15453,712,2,,"87 Crayon Shin-chan TV Specials exist as of August 6, 2022.",[],Crayon Shin-chan Specials,['Seinen'],['School'],,
