,Synonyms,Japanese,English,German,Spanish,French,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Theme,Genre,Demographics
10,Akagami no Shirayukihime 2nd Season,赤髪の白雪姫,Snow White with the Red Hair 2,,,,['TV'],12,Finished Airing,"Jan 12, 2016 to Mar 29, 2016",['Winter 2016'],Tuesdays at 00:00 (JST),"['Hakusensha', 'Warner Bros. Japan', 'KlockWorx', 'Showgate', 'BS Fuji', 'Docomo Anime Store', 'Hakuhodo DY Media Partners']",['Funimation'],['Bones'],['Manga'],"['Drama', 'Romance']",,['Shoujo'],24 min. per ep.,PG-13 - Teens 13 or older,7.97,#703,#674,"374,146","1,769",207586,"Shirayuki and Zen Wistalia have finally confirmed their romantic feelings for each other, and everyone has resumed their daily lives. Shirayuki remains an apprentice court herbalist at the royal palace of Clarines, and Zen continues his duties alongside his aides. However, their daily routines are disrupted when Crown Prince Izana, Zen’s older brother, receives an invitation from Raji Shenazard, the prince of Tanbarun. The herbalist finds herself ordered to go to Tanbarun for seven days, to build a new friendship with the formerly selfish and haughty ruler who once ordered Shirayuki to become his concubine. Along the way, Shirayuki is bound to run into trouble once again, as she is sought by a mysterious boy named Kazuki, someone she has never met. [Written by MAL Rewrite]","['Prequel (TV) Akagami no Shirayuki-hime', 'Adaptation (Manga) Akagami no Shirayuki-hime']",Akagami no Shirayuki-hime 2nd Season,['Medical'],,
11,,Dimension W,Dimension W,,,,['TV'],12,Finished Airing,"Jan 10, 2016 to Mar 27, 2016",['Winter 2016'],Sundays at 22:30 (JST),"['Bandai Visual', 'Square Enix', 'Lantis', 'Tokyo MX', 'Good Smile Company', 'Q-Tec', 'I Will']",['Funimation'],"['Orange', 'Studio 3Hz']",['Manga'],"['Action', 'Sci-Fi']",,['Seinen'],24 min. per ep.,R - 17+ (violence & profanity),7.18,#3494,#857,"305,823",839,142322,"In the near future, humans have discovered a fourth dimension, Dimension W, and a supposedly infinite source of energy within. In order to harness this profound new energy, mankind develops advanced ""coils,"" devices that link to and use the power of Dimension W. However, by year 2071, the New Tesla Energy corporation has monopolized the energy industry with coils, soon leading to the illegal distribution of unofficial coils that begin flooding the markets. Kyouma Mabuchi is an ex-soldier who is wary of all coil-based technology to the extent that he still drives a gas-powered car. Kyouma is a ""Collector,"" individuals with the sole duty of hunting down illegal coils in exchange for money. What started out as just any other mission is turned on its head when he bumps into Mira Yurizaki, an android with a connection to the ""father"" of coils. When a series of strange events begin to take place, these two unlikely allies band together to uncover the mysteries of Dimension W. [Written by MAL Rewrite]","['Adaptation (Manga) Dimension W', '']",Dimension W,,,
12,Showa and Genroku Era Lover's Suicide Through Rakugo,昭和元禄落語心中,Showa Genroku Rakugo Shinju,,,Showa Genroku Rakugo Shinju,['TV'],13,Finished Airing,"Jan 9, 2016 to Apr 2, 2016",['Winter 2016'],Saturdays at 02:25 (JST),"['Starchild Records', 'Mainichi Broadcasting System', 'Kodansha', 'DAX Production']","None found,",['Studio Deen'],['Manga'],,"['Historical', 'Love Polygon', 'Performing Arts']",['Josei'],26 min. per ep.,PG-13 - Teens 13 or older,8.55,#122,#877,"300,536","5,891",96740,"Yotarou is a former yakuza member fresh out of prison and fixated on just one thing: rather than return to a life of crime, the young man aspires to take to the stage of rakugo, a traditional Japanese form of comedic storytelling. Inspired during his incarceration by the performance of distinguished practitioner Yakumo Yuurakutei, he sets his mind on meeting the man who changed his life. After hearing Yotarou's desperate appeal for his mentorship, Yakumo is left with no choice but to accept his very first apprentice. As he eagerly begins his training, Yotarou meets Konatsu, an abrasive young woman who has been under Yakumo's care ever since her beloved father Sukeroku Yuurakutei, another prolific rakugo performer, passed away. Through her hidden passion, Yotarou is drawn to Sukeroku's unique style of rakugo despite learning under contrasting techniques. Upon seeing this, old memories and feelings return to Yakumo who reminisces about a much earlier time when he made a promise with his greatest rival. Shouwa Genroku Rakugo Shinjuu is a story set in both the past and present, depicting the art of rakugo, the relationships it creates, and the lives and hearts of those dedicated to keeping the unique form of storytelling alive. [Written by MAL Rewrite]","['Sequel (TV) Shouwa Genroku Rakugo Shinjuu: Sukeroku Futatabi-hen', 'Adaptation (Manga) Shouwa Genroku Rakugo Shinjuu']",Shouwa Genroku Rakugo Shinjuu,,['Drama'],
13,Nijiiro Days,虹色デイズ,Rainbow Days,,,Rainbow Days,['TV'],24,Finished Airing,"Jan 10, 2016 to Jun 26, 2016",['Winter 2016'],Sundays at 22:00 (JST),"['Tokuma Japan', 'Shueisha', 'Kyoraku Industrial Holdings', 'Yomiuri TV Enterprise']",['Funimation'],['Production Reed'],['Manga'],"['Comedy', 'Romance']",,['Shoujo'],13 min. per ep.,PG-13 - Teens 13 or older,7.26,#3051,#1083,"239,810",733,101403,"Nijiiro Days follows the colorful lives and romantic relationships of four high school boys—Natsuki Hashiba, a dreamer with delusions of love; Tomoya Matsunaga, a narcissistic playboy who has multiple girlfriends; Keiichi Katakura, a kinky sadist who always carries a whip; and Tsuyoshi Naoe, an otaku who has a cosplaying girlfriend. When his girlfriend unceremoniously dumps him on Christmas Eve, Natsuki breaks down in tears in the middle of the street and is offered tissues by a girl in a Santa Claus suit. He instantly falls in love with this girl, Anna Kobayakawa, who fortunately attends the same school as him. Natsuki's pursuit of Anna should have been simple and uneventful; however, much to his dismay, his nosy friends constantly meddle in his relationship, as they strive to succeed in their own endeavors of love. [Written by MAL Rewrite]","['Adaptation (Manga) Nijiiro Days', '']",Nijiiro Days,['School'],,
14,Oshiete! Gyaruko-chan,おしえて! ギャル子ちゃん,Please tell me! Galko-chan,Please tell me! Galko-chan,Please tell me! Galko-chan,Please Tell Me! Galko-chan,['TV'],12,Finished Airing,"Jan 8, 2016 to Mar 25, 2016",['Winter 2016'],Fridays at 22:30 (JST),"None found,","None found,",['feel.'],['Web manga'],,,,7 min. per ep.,PG-13 - Teens 13 or older,7.01,#4375,#1383,"184,557",533,80095,"At first glance, Galko, Otako, and Ojou are three high school girls who seem like they wouldn’t have anything to do with each other. Galko is a social butterfly with a reputation for being a party animal, even though she is actually innocent and good-hearted despite her appearance. Otako is a plain-looking girl with a sarcastic personality and a rabid love of manga. And Ojou is a wealthy young lady with excellent social graces, though she can be a bit absent-minded at times. Despite their differences, the three are best friends, and together they love to talk about various myths and ask candid questions about the female body. Oshiete! Galko-chan is a lighthearted and humorous look at three very different girls and their frank conversations about themselves and everyday life. No topic is too safe or too sensitive for them to joke about—even though every so often, Galko seems to get a bit embarrassed by their discussions! [Written by MAL Rewrite]","['Adaptation (Manga) Oshiete! Galko-chan', '']",Oshiete! Galko-chan,['School'],['Comedy'],
15,PuriSuto,プリンス・オブ・ストライド　オルタナティブ,Prince of Stride: Alternative,,,,['TV'],12,Finished Airing,"Jan 5, 2016 to Mar 22, 2016",['Winter 2016'],Tuesdays at 23:00 (JST),"['Media Factory', 'Kadokawa']",['Funimation'],['Madhouse'],Mixed media,,,,24 min. per ep.,PG-13 - Teens 13 or older,6.90,#4840,#1412,"178,661",637,81403,"""Stride""—an extreme sport that combines parkour, free running, relay, and sprinting—is what made first year high school student Nana Sakurai enroll in Honan Academy, after being captivated by the school's stride team. Sharing the mutual intention of joining the team is fellow first year and stride maniac, Takeru Fujiwara, and together they request to join. Much to their dismay, however, the stride club is no longer active due to lack of members, and they are now operating under the shogi club. In order to revive the stride club, Nana and Takeru recruit first year Riku Yagami—a fast runner who is interested in almost every sport. With this new team, the club now aims high at a new goal: to win the prestigious End of Summer competition, and bring the Honan stride team back to their prime. [Written by MAL Rewrite]","['Adaptation (Manga) Prince of Stride: Galaxy Rush', '']",Prince of Stride: Alternative,['School'],['Sports'],
16,ディバゲ,ディバインゲート,Divine Gate,,,,['TV'],12,Finished Airing,"Jan 8, 2016 to Mar 25, 2016",['Winter 2016'],Fridays at 22:30 (JST),"None found,",['Funimation'],['Pierrot'],Game,"['Action', 'Fantasy', 'Sci-Fi']",,,23 min. per ep.,PG-13 - Teens 13 or older,5.52,#12035,#1475,"171,239",216,73956,"The legend of the Divine Gate is a story told to young children that depicts the merging of the living world, the heavens, and the underworld. ""Adapters""—people born with unique elemental abilities gifted to them from the union of these worlds—formed the World Council, an organization which controls the chaos of the Gate by portraying its legend as nothing more than a myth. These Adapters train in a special academy owned by the World Council that allows the students to hone their skills. Aoto, a teenage boy with exceptional water powers and a tragic past, rejects the offer to join the academy numerous times—until he is successfully pressured by the energetic wind user Midori and stubborn fire user Akane. Together, with the World Council and their mysterious leader Arthur, they seek out the Gate in the hopes of uncovering the truth. But in order to reach their goals, they must unite and overcome their own despair while dealing with behind the scene mischief. [Written by MAL Rewrite]",[],Divine Gate,,,
17,Aokana,蒼の彼方のフォーリズム,Aokana: Four Rhythm Across the Blue,Aokana: Four Rhythm Across the Blue,Anokana: Four Rhythm Across The Blue,Aokana: Four Rhythm Across the Blue,['TV'],12,Finished Airing,"Jan 12, 2016 to Mar 29, 2016",['Winter 2016'],Tuesdays at 02:05 (JST),"['MediaNet', 'AT-X', 'DLE', 'NBCUniversal Entertainment Japan', 'Docomo Anime Store', 'bilibili', 'Kanon Sound', 'Hobibox', 'Pony Canyon Enterprises']","['Funimation', 'Crunchyroll']",['Gonzo'],Visual novel,"['Sci-Fi', 'Sports']",,,24 min. per ep.,PG-13 - Teens 13 or older,6.64,#6261,#1626,"152,674",531,67048,"With the invention of anti-gravitational shoes known as Grav-Shoes, the ability to fly freely has become an everyday experience for the people inhabiting a four-island archipelago south of Japan. This invention has brought the people new ways of living and also a new sport known as ""Flying Circus,"" where participants gain points by either touching floating buoys or their opponent's back. The gullible and clumsy Asuka Kurashina, newly transferred to Kunahama High School, enters this world of flight unknowingly when she is able to pull off a difficult maneuver the first time she participates in a Flying Circus match. Eventually, this leads her to join her school’s Flying Circus club. Led by their coach, Masaya Hinata, their members consist of the experienced Misaki Tobisawa and her overprotective friend, Mashiro Arisaka. Ao no Kanata no Four Rhythm follows this rookie group soaring high above the skies and toward their dreams, armed only with their unwavering passion against an uncertain future. [Written by MAL Rewrite]","['Adaptation (Manga) Ao no Kanata no Four Rhythm', '']",Ao no Kanata no Four Rhythm,['School'],,
18,,彼女と彼女の猫 -Everything Flows-,She and Her Cat: Everything Flows,,She And Her Cat: Everything Flows,She And Her Cat: Everything Flows,['TV'],4,Finished Airing,"Mar 4, 2016 to Mar 25, 2016",['Winter 2016'],Fridays at 23:17 (JST),"['Lantis', 'CoMix Wave Films', 'LIDENFILMS']",['Discotek Media'],['LIDENFILMS Kyoto Studio'],Original,,,,7 min. per ep.,G - All Ages,7.67,#1372,#1731,"140,088",700,60833,"For the longest time, it's just been the two of them. ""Kanojo"" and her cat Daru are inseparable, having grown up together. Now a junior in college, Tomoka—her roommate of a year and a half—moves out of their shared apartment, and in order to keep her living space, Kanojo must find a job. Day by day, Daru watches her continued efforts from a cat's-eye view, eagerly awaiting his owner's return. When she gets back, once again, it's just she and her cat. Kanojo to Kanojo no Neko: Everything Flows is a charming short series about the bond between a pet and his owner. [Written by MAL Rewrite]",[],Kanojo to Kanojo no Neko: Everything Flows,['Pets'],['Slice of Life'],
19,"The girls who aim for the wildlands, Girls beyond the youth KOYA, Shokomeza",少女たちは荒野を目指す,Girls Beyond the Wasteland,Girls Beyond the Wasteland,Girls Beyond The Wasteland,Girls Beyond the Wasteland,['TV'],12,Finished Airing,"Jan 7, 2016 to Mar 24, 2016",['Winter 2016'],Thursdays at 22:30 (JST),"['Sotsu', 'Lantis', 'Barnum Studio', 'Magic Capsule', 'Warner Bros. Japan', 'KlockWorx', 'Cospa', 'ASCII Media Works', 'Medicos Entertainment', 'Hakuhodo DY Media Partners', 'Kadokawa', 'Hawkeye']",['Sentai Filmworks'],['Project No.9'],Visual novel,,"['Otaku Culture', 'School']",,24 min. per ep.,PG-13 - Teens 13 or older,6.30,#8293,#1908,"123,984",176,45490,"Shoujo-tachi wa Kouya wo Mezasu is a series all about finding oneself and a direction in life... no matter how far off the beaten path it might be. Buntarou Hojo is a high school student who has a talent for writing, but no real direction in life or any plans for the future. His classmate, Sayuki Kuroda notices his talent, decides to help him find a way to use it properly by enlisting him in her bishoujo game development group. When Buntarou is cornered in the men's bathroom at school by Sayuki, he is surprised when he is asked out on what he thinks is a date, and even further surprised when he finds out that it's not a date, but a job interview. Reluctantly agreeing, the two start recruiting other members for their team but will they learn more about game creation, or life itself along the way?","['Adaptation (Manga) Shoujo-tachi wa Kouya wo Mezasu: Tori Naku Uta', 'Adaptation (Manga) Shoujo-tachi wa Kouya wo Mezasu: Yukidoke no Oto']",Shoujo-tachi wa Kouya wo Mezasu,,,
