,Synonyms,Japanese,English,German,Spanish,French,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genre,Themes,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Genres,Theme,Demographics
307,,月曜日のたわわ 特典,Tawawa on Monday Specials,,,,['Special'],2,Finished Airing,"Dec 29, 2016",,,"['NBCUniversal Entertainment Japan', 'i0+']","None found,",['PINE JAM'],Other,,,,5 min. per ep.,PG-13 - Teens 13 or older,6.56,#6711,#3490,"45,791",36,23675,Two special episodes of Getsuyoubi no Tawawa included on Blu-ray. 1. Ukkarimono daga Aisare Jouzu no Kawaii Kouhai 2. Ai-chan to Private Film,[],Getsuyoubi no Tawawa Specials,"['Slice of Life', 'Ecchi']",,
308,Masou Gakuen Hybrid x Heart Specials,魔装学園H×H,Hybrid x Heart Magias Academy Ataraxia Specials,,,,['Special'],6,Finished Airing,"Sep 30, 2016 to Feb 24, 2017",,,"['DAX Production', 'flying DOG']","None found,",['Production IMS'],['Light novel'],['Ecchi'],,,4 min. per ep.,R+ - Mild Nudity,6.54,#6833,#3763,"39,931",62,15686,Masou Gakuen HxH specials included with the volumes of the DVD/BD.,[],Masou Gakuen HxH Specials,,['Harem'],
309,,田中くんはいつもけだるげ特典,Tanaka-kun is Always Listless Specials,,,,['Special'],7,Finished Airing,"Jun 24, 2016 to Dec 22, 2016",,,"None found,",['Sentai Filmworks'],['SILVER LINK.'],['Web manga'],['Slice of Life'],"['Iyashikei', 'School']",,4 min. per ep.,PG-13 - Teens 13 or older,7.41,#2335,#3879,"37,485",34,14581,Bundled with the Blu-ray and DVD releases of Tanaka-kun wa Itsumo Kedaruge.,"['Adaptation (Manga) Tanaka-kun wa Itsumo Kedaruge', '']",Tanaka-kun wa Itsumo Kedaruge Specials,,,
310,,名探偵コナン エピソードONE 小さくなった名探偵,Detective Conan: Episode One - The Great Detective Turned Small,Detektiv Conan: Episode - ONE,"Detective Conan: Episodio 1, el Detective que encogió",Detective Conan Épisode 01: Les Origines,['TV Special'],1,Finished Airing,"Dec 9, 2016",,,['YTV'],['Discotek Media'],['TMS Entertainment'],['Manga'],,,['Shounen'],1 hr. 33 min.,PG-13 - Teens 13 or older,8.24,#349,#4153,"32,552",64,15710,"The ""real"" episode 1 of Meitantei Conan written by the Mangaka Gosho Aoyama.",[],Meitantei Conan: Episode One - Chiisaku Natta Meitantei,"['Adventure', 'Comedy', 'Mystery']",['Detective'],
311,"Danganronpa 3 Picture Drama, Danganronpa 3 Future Zap/Mirai Bashi~tsu",ダンガンロンパ3 モノクマ劇場,,,,,['Special'],3,Finished Airing,"Oct 27, 2016 to Dec 21, 2016",,,"None found,","None found,",['Lerche'],Visual novel,['Comedy'],,,3 min. per ep.,PG-13 - Teens 13 or older,6.93,#4663,#4212,"31,273",77,10319,Danganronpa 3 skits included in the Blu-ray Box Sets.,[],Danganronpa 3: Monokuma Gekijou,,['Parody'],
312,,競女!!!!!!!!,,,,,['Special'],6,Finished Airing,"Nov 23, 2016 to May 31, 2017",,,"['Sotsu', 'Lantis', 'Warner Bros. Japan', 'Shogakukan']",['Funimation'],['Xebec'],['Manga'],,,['Shounen'],3 min. per ep.,PG-13 - Teens 13 or older,6.46,#7307,#4509,"27,312",15,9594,Specials bundled with the DVD/BD release of the main series.,[],Keijo!!!!!!!! Specials,"['Comedy', 'Ecchi']",,
313,"I've Always Liked You Picture Drama Special, HoneyWorks: Kinyoubi no Ohayou",ずっと前から好きでした。～告白実行委員会～ 「金曜日のおはよう」,I've Always Liked You: A Friday's Good Morning,,,,['Special'],1,Finished Airing,"Oct 26, 2016",,,['Aniplex'],"None found,",['Qualia Animation'],Music,['Romance'],,,3 min.,PG - Children,7.17,#3557,#4569,"26,600",32,9745,A picture drama special bundled with the BD/DVD release of the main film. It focuses on the relationship between Sena and Midori.,[],Zutto Mae kara Suki deshita. Kokuhaku Jikkou Iinkai: Kinyoubi no Ohayou,,['School'],
314,,響け！ユーフォニアム2,Sound! Euphonium 2 Specials,,,,['Special'],7,Finished Airing,"Dec 21, 2016 to Jun 21, 2017",,,"None found,","None found,",['Kyoto Animation'],Original,['Comedy'],"['Music', 'Performing Arts', 'School']",,3 min. per ep.,PG-13 - Teens 13 or older,6.80,#5339,#4714,"24,574",25,9925,Short specials included in the Blu-ray/DVD releases.,[],Hibike! Euphonium 2 Specials,,,
315,,SERVAMP-サーヴァンプ- オリジナルビデオアニメーション「Sleepy Life of SERVAMP」,,,,,['Special'],4,Finished Airing,"Nov 25, 2016 to Feb 24, 2017",,,"None found,",['Funimation'],['Platinum Vision'],['Manga'],,,['Josei'],5 min. per ep.,PG-13 - Teens 13 or older,6.91,#4774,#5183,"19,573",22,4380,"Sleepy Life of SERVAMP When they are not busy battling supernatural threats, servamps and their Eves enjoy carefree day-to-day affairs and lighthearted quarrels. Naturally, while other servamps and Eves work through their own troubles, Kuro plays video games and dozes off—not much of a change from his usual sleepy self. Hai ni Mamireta Shoukei: All the world's a stage During a fight, Hyde recalls the time he used his charm as a hedgehog to trick Licht Jekylland Todoroki—piano prodigy and self-proclaimed angel—into forming a blood bond and becoming his Eve. [Written by MAL Rewrite]",[],Servamp Specials,"['Comedy', 'Fantasy']",['Vampire'],
316,"3-gatsu no Lion Episode 11.5, March Comes in Like a Lion Episode 11.5",3月のライオン総集編,March Comes in Like a Lion: Omnibus Special Episode,March comes in Like a Lion Special,March Comes in like a Lion: Episodio 11.5 – Capítulo Recopilatorio,March comes in Like a Lion Special,['TV Special'],1,Finished Airing,"Dec 29, 2016",,,"['Aniplex', 'Dentsu', 'NHK', 'Hakusensha', 'Asmik Ace', ""Toy's Factory""]","None found,",['Shaft'],['Manga'],['Drama'],"['Childcare', 'Strategy Game']",['Seinen'],25 min.,PG-13 - Teens 13 or older,6.71,#5825,#5466,"17,044",14,8260,Recap of the first 11 episodes of 3-gatsu no Lion.,"['Adaptation (Manga) 3-gatsu no Lion', '']",3-gatsu no Lion Recap,,,
317,,BORUTOジャンプフェスタ 2016,,,,,['Special'],1,Finished Airing,"Nov 27, 2016",,,"None found,","None found,",['Pierrot'],['Manga'],,,['Shounen'],11 min.,PG-13 - Teens 13 or older,6.11,#9321,#5543,"16,393",18,7217,The special anime adaptation of Boruto will be screening at Shueisha’s by-invitation anime event Jump Special Anime Festa 2016!,[],Boruto: Jump Festa 2016 Special,"['Action', 'Adventure', 'Fantasy']",['Martial Arts'],
318,,ポケットモンスターXY&Z,,,,,['Special'],2,Finished Airing,"Nov 3, 2016 to Nov 10, 2016",,,"None found,",['The Pokemon Company International'],['OLM'],Game,,,['Kids'],23 min. per ep.,PG - Children,7.10,#3923,#6093,"12,793",4,6307,"Professor Sycamore and Alexa explore some ruins, where they discover a stone statue of a woman named Aila, and a legend emerges. A collection of Kalos records reveals that Aila's true love, Jan, attempted to vanquish the Destruction Pokémon Yveltal. When he failed, the land was drained of all life as Yveltal became a cocoon and turned Aila to stone. Jan continued his quest, seeking out the Life Pokémon Xerneas to replenish the barren land—although it couldn't save Aila. When Kalos seemed hopelessly out of balance, the Order Pokémon Zygarde appeared to restore it, and Jan remained at Aila’s side as the cycle of life and destruction continued. (Source: Builbapedia)",[],Pokemon XY&Z Specials,"['Action', 'Adventure', 'Comedy', 'Fantasy']",,
319,,おそ松さん おうまでこばなし,,,,,['TV Special'],1,Finished Airing,"Dec 13, 2016",,,['Avex Pictures'],"None found,",['Pierrot'],['Manga'],,"['Gag Humor', 'Parody']",,24 min.,R - 17+ (violence & profanity),7.23,#3213,#7170,"8,651",6,4282,"Special episode of Osomatsu-san, released as a collaboration with the Japan Racing Association (JRA). The episode consists of multiple short skits surrounding horse racing.",[],Osomatsu-san: Ouma de Kobanashi,"['Comedy', 'Sports']",,
320,Arslan Senki ONA,企業戦士アルスラーン,Corporate Warrior Arslan,,,,['Special'],6,Finished Airing,"Oct 5, 2016",,,"None found,","None found,",['W-Toon Studio'],['Manga'],['Comedy'],,,4 min. per ep.,PG - Children,6.50,#7094,#7762,"7,076",3,1767,"Short anime of Arslan Senki (TV) characters working in an office environment. The first 3 episodes were released via NBCUniversal Anime/Music, and the remaining 3 episodes were released on October 5, 2016 when all 6 episodes were bundled in Volume 2 BD & DVD of Arslan Senki (TV): Fuujin Ranbu.",[],Kigyou Senshi Arslan,,['Parody'],
321,"6♥Princess, 6 Princess",6HP(シックスハートプリンセス),,,,,['TV Special'],Unknown,Currently Airing,"Dec 30, 2016 to ?",,,"None found,","None found,",['Poncotan'],Original,['Fantasy'],,,24 min.,PG-13 - Teens 13 or older,6.10,#9410,#7986,"6,617",12,615,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],6HP (Six Hearts Princess),,['Mahou Shoujo'],
322,Fudanshi Koukou Seikatsu Episode 13,腐男子高校生活　スポーツの秋煩悩の秋,The Highschool Life of a Fudanshi Special,,,,['Special'],1,Finished Airing,"Oct 14, 2016",,,['DAX Production'],"None found,",['EMT Squared'],['4-koma manga'],['Comedy'],"['Otaku Culture', 'School']",['Josei'],4 min.,PG-13 - Teens 13 or older,6.26,#8504,#8340,"5,942",3,1745,A bonus episode bundled with the DVD and Blu-ray releases taking place at a sports day.,"['Prequel (TV) Fudanshi Koukou Seikatsu', 'Adaptation (Manga) Fudanshi Koukou Seikatsu']","Fudanshi Koukou Seikatsu: Sports no Aki, Bonnou no Aki",,,
323,,91 Daze,,,,,['Special'],7,Finished Airing,"Nov 30, 2016 to Jul 5, 2017",,,"None found,","None found,",['Shuka'],Original,['Comedy'],"['Historical', 'Organized Crime']",,2 min. per ep.,PG-13 - Teens 13 or older,5.69,#11415,#8415,"5,842",6,2436,"91 Daze is a series of shorts included in various disk packages. They focus around Angelo, Nero, and sometimes Corteo in various comedic situations. (Source: 91-days.wikia)",[],91 Daze,,,
324,Drifters: The Black King Show,黒王様御乱心,,,,,['Special'],1,Finished Airing,"Dec 30, 2016",,,['Rakuonsha'],"None found,",['Hoods Entertainment'],['Manga'],['Comedy'],,,8 min.,PG-13 - Teens 13 or older,5.60,#11788,#8500,"5,718",0,1377,Short parody special released with Blu-ray BOX.,"['Sequel (Special) Drifters (OVA): Kokuou-sama Goranshin', '']",Drifters: Kokuou-sama Goranshin,,['Parody'],
325,"Amanchu! Specials, Upyo Upyo! Dive Tsukkome! Umi no Sekai!",あまんちゅ！うぴょぴょ ダ～イブツッコめ！海の世界！,,,,,['Special'],6,Finished Airing,"Oct 26, 2016 to Mar 29, 2017",,,"None found,","None found,",['J.C.Staff'],['Manga'],['Comedy'],,,7 min. per ep.,PG-13 - Teens 13 or older,6.33,#8065,#10238,"3,282",3,653,Special shorts included on the Blu-ray volumes 2-7 of Amanchu!.,[],Amanchu!: Upyopyo Dive Tsukkome! Umi no Sekai!,,,
326,"Oha-Suta, Ribon x Oha Suta Specials, Ribbon x Oha Suta Specials",バディゴ!,,,,,['Special'],4,Finished Airing,"Oct 4, 2016 to Oct 25, 2016",,,"None found,","None found,","None found,",['Manga'],,,['Shoujo'],1 min. per ep.,PG - Children,6.09,#9431,#10263,"3,250",7,1397,2nd Broadcast of Buddy Go! of Oha Suta!,"['Prequel (Special) Buddy Go!', 'Adaptation (Manga) Buddy Go!']",Buddy Go! 2,"['Comedy', 'Romance']",['Crossdressing'],
327,Gakuen Handsome 12.5,学園ハンサム,,,,,['Special'],1,Finished Airing,"Dec 20, 2016",,,"None found,","None found,",['Team YokkyuFuman'],Game,,"['Parody', 'School']",,3 min.,PG-13 - Teens 13 or older,5.66,#11564,#10669,"2,899",3,732,Unaired episode 12.5 included with the Blu-ray Disc/DVD release.,"['Prequel (TV) Gakuen Handsome', '']",Gakuen Handsome Special,"['Boys Love', 'Comedy']",,
328,,チア男子!!,,,,,['Special'],2,Finished Airing,"Dec 22, 2016",,,"None found,",['Funimation'],"[""Brain's Base""]",Novel,['Sports'],"['Performing Arts', 'School']",,13 min. per ep.,PG-13 - Teens 13 or older,5.85,#10667,#10717,"2,852",2,426,Specials included with the fourth volume of the DVD and Blu-ray disc.,[],Cheer Danshi!! Specials,,,
329,"Yuma the Sacred Slayer (Plus Her Merry Friends), Soushin Shoujo Matoi Special",「装神少女まとい」特別編「ゆまちん、まとめました～何も着てなくて…夏～」,,,,,['Special'],1,Finished Airing,"Dec 27, 2016",,,"['Bandai Visual', 'Lantis']","None found,",['White Fox'],Original,['Supernatural'],,,22 min.,PG-13 - Teens 13 or older,5.81,#10869,#10775,"2,810",2,1014,A special recap episode of Soushin Shoujo Matoi.,[],"Soushin Shoujo Matoi: Yuma-chin, Matomemashita - Nanimo Kitenakute... Natsu",,,
330,,探偵オペラミルキィホームズファンファンパーリーナイト♪～ケンとジャネットの贈り物～,,,,,['TV Special'],1,Finished Airing,"Dec 31, 2016",,,"None found,","None found,",['J.C.Staff'],Original,,,,23 min.,PG-13 - Teens 13 or older,6.64,#6250,#11005,"2,615",3,819,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Tantei Opera Milky Holmes: Fun Fun Party Night♪ - Ken to Janet no Okurimono,"['Comedy', 'Mystery']",['Super Power'],
331,"Fate/Grand Order Farewell to 2016 - Guda Guda Order, Fate/Grand Order Toshiwasure Guda Guda Order 2016",年忘れぐだぐだオーダー2016,Farewell to 2016 Guda Guda Order,,,,['Special'],1,Finished Airing,"Dec 31, 2016",,,['Studio Mausu'],"None found,",['TROYCA'],Game,['Comedy'],,,6 min.,PG-13 - Teens 13 or older,6.06,#9644,#11312,"2,393",4,1016,"Oda Nobunaga will join the fight for ""GUDAGUDA Honnouji"" that suddenly appears at Chaldea! This event features an original story written by none other than the one with a super confusing pen name, Keikenti-san! Of course, the scenario was (basically not) supervised by Kinoko Nasu! (Source: Fate/Grand Order Wiki)",[],Toshiwasure Guda Guda Order 2016,,,
332,,オズマフィア 13,,,,,['Special'],1,Finished Airing,"Oct 28, 2016",,,"None found,","None found,",['Creators in Pack'],Visual novel,,"['Historical', 'School']",['Shoujo'],4 min.,PG-13 - Teens 13 or older,5.44,#12284,#11731,"2,110",2,499,Ozmafia!! special included with the 1st volume of the DVD/BD.,[],Ozmafia!! Special,,,
333,Long Riders! Episode 4.5,ろんぐらいだぁす! 特別編｢わたしのサイクルアルバム｣,,,,,['TV Special'],1,Finished Airing,"Nov 12, 2016",,,"None found,","None found,",['Actas'],['Manga'],,,['Shounen'],23 min.,PG-13 - Teens 13 or older,5.90,#10460,#12311,"1,748",0,570,Recap of the first four episodes of the Long Riders series.,[],Long Riders! Recap,"['Comedy', 'Sports']",['CGDCT'],
334,Doraemon Crayon Shin-chan Haru da! Eiga da! 3-Jikan Anime Matsuri 2,ドラえもん (2005) Specials,,,,,['TV Special'],Unknown,Currently Airing,"Apr 15, 2005 to ?",,,"None found,","None found,",['Shin-Ei Animation'],Unknown,['Comedy'],,['Seinen'],45 min.,PG - Children,6.79,#5403,#12789,"1,502",5,470,"59 Doraemon (2005) TV Specials exist as of January 24, 2018.",[],Doraemon (2005) Specials,,,
335,"Sega Hard Girls OVA, SeHa Girls Episode 14, Dai-54-Kai Hanpa Jano! Zenryoku de Guu! Yūshō Suru no wa Only You! Subete no Gakkou Gyouji o Kako ni Suru! SeHaGaga Gakuen Taiikusai",第54回 ハンパじゃノー！全力でグー！優勝するのはオンリーユー！すべての学校行事を過去にする！セハガガ学園体育祭,,,,,['Special'],1,Finished Airing,"Nov 3, 2016",,,['Sega'],"None found,",['TMS Entertainment'],Other,,"['School', 'Video Game']",,14 min.,PG-13 - Teens 13 or older,6.17,#9011,#13741,"1,149",1,277,The special episode was bundled with the complete series DVD set and focuses on a school sports festival.,[],Hi☆sCoool! SeHa Girls Special,"['Comedy', 'Sports']",,
