,Synonyms,Japanese,English,German,Spanish,French,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Theme,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Themes,Genre,Demographics
94,"Soreike! Anpanman, Go! Anpanman, Anpanman TV",それいけ！アンパンマン,,,,,['TV'],Unknown,Currently Airing,"Oct 3, 1988 to ?",['Fall 1988'],Fridays at 16:20 (JST),"['Sotsu', 'Nippon Television Network']","None found,",['TMS Entertainment'],Picture book,"['Comedy', 'Fantasy']",,['Kids'],24 min.,PG - Children,6.58,#6589,#9185,"4,604",31,1736,"One night, a Star of Life falls down the chimney of a bakery nestled deep in the forest, causing the dough in the oven to come to life. The dough becomes Anpanman, a superhero made of anpan (a sweet roll with bean jam filling). Together with his friends, Anpanman fights his rival Baikinman and helps the malnourished. (Source: ANN)",[],Sore Ike! Anpanman,,,
95,,おじゃる丸,Prince Mackaroo,,,,['TV'],Unknown,Currently Airing,"Oct 5, 1998 to ?",['Fall 1998'],Not scheduled once per week,['NHK'],['Enoki Films'],['Gallop'],Original,"['Adventure', 'Award Winning', 'Comedy', 'Fantasy']",,['Kids'],10 min.,G - All Ages,6.39,#7753,#11554,"2,223",5,553,"In the Heian era, around 1000 years ago, a young boy of noble family named Ojarumaru is bored with his life of privilege. Meanwhile, three demons steal the power-stick of Enma, king of demons, and then lose it. Ojarumaru finds it, and uses it to transport himself to the present time. Here, he is befriended by a young boy named Kazuma, and becomes a member of his family. As time goes on, Ojarumaru makes many new friends, while dodging the comedic efforts of the three demons, Akane, Kisuke, and Aobee, as they try to recover the stick. (from ANN)","['Adaptation (Manga) Ojarumaru', '']",Ojarumaru,,,
96,"Balala the Fairies Season 3, Balala, Little Magic Fairy: The Dream Melody",巴啦啦小魔仙之梦幻旋律,Balala the Fairies: Finding Melody,,,,['TV'],52,Finished Airing,"Jan 26, 2015 to Aug 26, 2015",['Winter 2015'],Not scheduled once per week,"['B.CMAY PICTURES', 'Alpha Group']","None found,","None found,",Unknown,"['Comedy', 'Fantasy']",['Mahou Shoujo'],,22 min. per ep.,PG - Children,6.22,#8742,#12392,"1,700",4,342,"To help the fairy Queen find her disappeared friend Melody, who was a skillful music fairy from the Music Castle, Sally, Maggie, Michelle and Beibei encountering nine musical magicians and fighting with dark musical witch Voiceless. Sally and the fairies suspect that Melody is connected with the dark power behind the scene. While, what is the truth? (Source: Mahou Shoujo Wikia)","['Prequel (TV) Balala Xiao Mo Xian: Qiji Wubu', 'Sequel (TV) Balala Xiao Mo Xian: Feiyue Cai Ling Bao']",Balala Xiao Mo Xian Zhi: Meng Huan Xuan Lu,,,
97,Nami Shen Bing,ナノ・インベーダーズ,,,,,['TV'],52,Finished Airing,"Oct 10, 2014 to Oct 4, 2015",['Fall 2014'],Sundays at 06:30 (JST),['TV Tokyo'],"None found,","None found,",Original,"['Action', 'Adventure']",['Super Power'],,24 min. per ep.,PG - Children,[],#20576,#13189,"1,337",2,,"Nano Invaders follows the eye-popping adventures of Hikaru, 11, who is dragged into a series of battles between two rival alien clans. One day Hikaru tries on a bracelet that belongs to his classmate Mimi and he turns into a monster. Mimi’s family is a special scouting unit from planet Anima. When alien invaders from a rival planet Damon attack the city, Hikaru joins force with Mimi’s family to fight back. The battle gets on the TV, making Hikaru and the aliens instant heroes. Simple-minded Hikaru is happy to see his dream come true, not knowing that Mimi’s family is plotting to take over the earth too! (Source: Mondo TV)",[],Nano Invaders,,,
98,,터닝메카드,Turning Mecard,,,,['TV'],52,Finished Airing,"Feb 3, 2015 to Feb 5, 2016",['Winter 2015'],Fridays at 17:30 (JST),"None found,","None found,","None found,",Unknown,,,['Kids'],28 min. per ep.,PG - Children,6.25,#8571,#13177,"1,340",5,515,"A Korean/Japanese co-production created by Bakugan and Dragon Ball Super contributor Atsushi Maekawa. Turning Mecard stars Jason, a grade-schooler who meets a Mecanimal, a transforming minicar from the alternate world of Triforce, named Evan. Jason and Evan are both searching for missing family members, and team up to help each other. Together, they meet more Mecanimals as they battle across dimensions and learn important lessons along the way. (Source: Crunchyroll)","['Sequel (TV) Turning Mecard W', '']",Turning Mecard,"['Mecha', 'Racing', 'Strategy Game']",['Adventure'],
99,Kamiusagi Rope 4,紙兎ロペ 〜笑う朝には福来たるってマジっすか!?,,,,,['TV'],Unknown,Currently Airing,"Nov 16, 2012 to ?",['Fall 2012'],Not scheduled once per week,"None found,","None found,","None found,",Original,"['Comedy', 'Slice of Life']",,,2 min.,G - All Ages,[],#19285,#13297,"1,296",0,,"Fourth season of Kamiusagi Rope, events occur after the feature film. Airs on Mezamashi TV instead of the theaters.","['Prequel (Movie) Kamiusagi Rope tsuka, Natsuyasumi Rasuichi tte Maji ssuka!?', '']",Kamiusagi Rope: Warau Asa ni wa Fukuraitaru tte Maji ssuka!?,,,
100,Larva in New York,라바 인 뉴욕,Larva 3,Larva Staffel 3,Larva Temporada 3,Larva Saison 3,['TV'],104,Finished Airing,"Aug 4, 2014 to Dec 7, 2015",['Summer 2014'],Unknown,['TUBA'],"None found,","None found,",Original,,,,2 min. per ep.,G - All Ages,6.42,#7593,#13372,"1,271",3,729,Third season of Larva.,"['Prequel (TV) Larva 2nd Season', 'Sequel (ONA) Larva Island']",Larva 3rd Season,,['Comedy'],
101,Hana Kappa,はなかっぱ,,,,,['TV'],Unknown,Currently Airing,"Mar 29, 2010 to ?",['Spring 2010'],Not scheduled once per week,"['Group TAC', 'TOHO animation']","None found,","['Xebec', 'OLM']",Picture book,,,['Kids'],10 min.,PG - Children,6.00,#9917,#14260,"1,003",0,171,Story about Kappa with flowers on their heads.,[],Hanakappa,,['Comedy'],
102,,しあわせ配達おみくじタネコ,,,,,['TV'],Unknown,Currently Airing,"Mar 26, 2011 to ?",['Spring 2011'],Not scheduled once per week,"None found,","None found,",['Kachidoki Studio'],Original,,,,Unknown,None,[],#14195,#14341,980,4,,"The story centers around a cat who answers people's wishes and delivers happiness. (""Tane"" and ""neko"" are the Japanese words for ""seed"" and ""cat,"" respectively.) (Source: ANN)",[],Shiawase Haitatsu Taneko,,['Comedy'],
103,"Man Lan, Shalen",侠岚,,,,,['TV'],156,Finished Airing,"Jan 29, 2012 to Jul 15, 2016",['Winter 2012'],Sundays at Unknown,"None found,","None found,",['Rocen'],Original,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Supernatural']",,,25 min. per ep.,PG-13 - Teens 13 or older,6.05,#9662,#14671,892,2,172,"When Nian Chi was a young child, his elder sister was kidnapped in front of him, while he could do nothing but watch, a thing that has tormented him for all these years. Now 10 years later, he's dead set on going to rescue his sister, and sets out.","['Sequel (ONA) Hua Jianghu: Xia Lan', '']",Xia Lan,"['Historical', 'Martial Arts']",,
104,Kutsushita ga Daru Daru ni Nacchau Wake: Imadoki Youkai Zukan,くつだる。,,,,,['TV'],48,Finished Airing,"Apr 2, 2014 to Sep 16, 2015",['Spring 2014'],Wednesdays at 18:45 (JST),['NHK'],"None found,",['Egg'],['Manga'],"['Fantasy', 'Slice of Life']",['School'],['Kids'],9 min. per ep.,PG - Children,[],#19683,#15081,795,1,,"In a Tokyo suburb small town, there lives a girl named Nekota Kaoru. Being born into a normal family, being raised in a normal way, this spring she'll become a normal happy middle-schooler. However, since young age, Nekota had an abnormal ability to see Imadoki youkai (Modern Monster). And she has kept it a secret from others...",[],KutsuDaru.,,,
105,Punkzkiss,ぱんきす! 2次元,,,,,['TV'],24,Finished Airing,"Jan 8, 2015 to Jun 18, 2015",['Winter 2015'],Thursdays at 23:54 (JST),"None found,","None found,",['DLE'],Original,,['Music'],,4 min. per ep.,G - All Ages,5.74,#11187,#15113,785,0,164,"St. Muse Academy: the place for the ""sound of the spirits."" In order for people to live pleasantly among the sound, there is an academy where people learn to balance and control sound. Now, the five failing students receive a special mission... (Source: MAL News)",[],Pankis! 2-jigen,,['Comedy'],
106,,猫ピッチャー,,,,,['TV'],51,Finished Airing,"May 3, 2014 to Mar 29, 2016",['Spring 2014'],Tuesdays at 20:00 (JST),"None found,","None found,","None found,",['4-koma manga'],"['Comedy', 'Sports']",,['Kids'],2 min. per ep.,G - All Ages,6.05,#9694,#15179,767,1,210,A story about Cat pitcher Mi-Tarou's actions. It is a 23-koma that serialized in Yomiuri Shimbun Sunday.,"['Adaptation (Manga) Neko Pitcher', '']",Neko Pitcher,"['Anthropomorphic', 'Team Sports']",,
107,,しまじろうのわお!,,,,,['TV'],Unknown,Currently Airing,"Apr 2, 2012 to ?",['Spring 2012'],Mondays at 07:30 (JST),"None found,","None found,",['The Answer Studio'],Other,"['Adventure', 'Comedy', 'Fantasy']",,['Kids'],8 min.,G - All Ages,[],#14227,#15589,688,1,,Fourth season of the Shimajirou children's television series.,"['Prequel (TV) Shimajirou Hesoka', '']",Shimajirou no Wow!,,,
108,"Nyanfu, Nyanfull",にゃん符,,,,,['TV'],124,Finished Airing,"Feb 22, 2014 to Sep 29, 2016",['Winter 2014'],Not scheduled once per week,"None found,","None found,",['MMDGP'],Original,,['Music'],,1 min. per ep.,G - All Ages,[],#20754,#16088,613,1,,"Shorts that feature music note cats. The series premiered on February 22, 2014 on television; the first episode was published on an official YouTube channel that same day. The whole world is in love with character illustrations of cats, dogs, and bears. A brand-new show, and the first of its kind in Japan, featuring nothing but cat characters for cat lovers started airing in February 2014. A variety of cat characters designed by Japan's topnotch creators and illustrators are animated and they are voiced by popular KAWAII (cute) anime voice actors. This show is a must-see not just for the fans of cat characters but for all anime lovers! (Source: YouTube)",[],Nyanfuru,,['Comedy'],
109,,鉄人28号ガオ!,,,,,['TV'],151,Finished Airing,"Apr 6, 2013 to Mar 26, 2016",['Spring 2013'],Saturdays at 04:52 (JST),['Fuji TV'],"None found,","['Eiken', 'TYO Animations']",['Manga'],,['Mecha'],,5 min. per ep.,G - All Ages,[],#14807,#16148,605,0,,"This series of anime shorts, roughly five minutes in length, will focus on protagonist Shoutarou Kaneda's everyday life instead of focusing on battle scenes as previous Tetsujin 28 titles have done. The visuals of the title robot, its nemesis Black Ox, and other elements will have a pop-art style. (Source: ANN)",[],Tetsujin 28-gou Gao!,,['Slice of Life'],
110,Annyeong Jaduya,안녕 자두야,Hello Jadoo,,,,['TV'],122,Finished Airing,"Jul 18, 2011 to Feb 1, 2016",['Summer 2011'],Not scheduled once per week,"None found,","None found,","None found,",Original,,,['Kids'],11 min. per ep.,PG - Children,6.16,#9061,#16112,610,3,160,"Hello Jadoo is a South-Korean TV show about a girl named Choi Jadoo who is a very free-spirited girl. In every episode, she would always get into drama, whether it was with her parents or school. At the same time, she meets new people and she tries to solve problems occurring.",[],Annyeong Jadoo,,['Comedy'],
111,Rice Monster Pap,ごはんかいじゅうパップ,,,,,['TV'],Unknown,Currently Airing,"Apr 25, 2011 to ?",['Spring 2011'],Not scheduled once per week,"None found,","None found,",['DLE'],Original,"['Action', 'Comedy']",,['Kids'],30 sec.,G - All Ages,[],#18204,#16436,567,0,,"A series of short, 30-second segments featuring Gohan Kaijuu Pap and various ""side dish"" monsters to produce delicious meals.",[],Gohan Kaijuu Pap,,,
112,,출동! 슈퍼윙스,Super Wings,Super Wings,Super Wings. ¡Siempre Cumplimos!,Super Wings,['TV'],52,Finished Airing,"Sep 1, 2013 to Feb 25, 2016",['Fall 2013'],Unknown,"None found,","None found,","None found,",Original,,['Racing'],['Kids'],12 min. per ep.,PG - Children,5.86,#10651,#16600,547,1,209,"Super Wings follows the adventures of an adorable jet plane named Jett who travels around the world delivering packages to children. On every delivery, Jett encounters new problems that he must solve with the help of his friends the ""Super Wings"": Dizzy, Jerome and Donnie. Together, the team explores different countries and learns the diversity of new cultures. (Source: Official YouTube channel)","['Sequel (TV) Chuldong! Super Wings 2', '']",Chuldong! Super Wings,,['Adventure'],
113,Yowamon,よわむしモンスターズ,,,,,['TV'],Unknown,Currently Airing,"Dec 25, 2012 to ?",['Winter 2013'],Not scheduled once per week,['NHK'],"None found,","None found,",Original,,,['Kids'],1 min.,PG - Children,[],#16128,#16778,527,0,,An NHK toddler's anime following cowardly creatures representing typical Halloween monsters like Dracula and a witch.,[],Yowamushi Monsters,,,
114,"GuraP & Rodeo, GraP & RodeO",ぐらＰ＆ろで夫,,,,,['TV'],61,Finished Airing,"Oct 19, 2014 to Dec 29, 2015",['Fall 2014'],Not scheduled once per week,['Lantis'],"None found,",['Pie in the sky'],Original,,['Music'],,2 min. per ep.,PG-13 - Teens 13 or older,[],#18240,#16800,525,1,,"Rodeo is a normal high school boy who aims to be like GRANRODEO. Gra-P, a self-proclaimed music producer who comes from the future, tries to help him.","['Sequel (Special) Gra-P & Rodeo: Band wo P', 'Sequel (TV) Gra-P & Rodeo II']",Gra-P & Rodeo,,['Comedy'],
115,,えほん寄席,,,,,['TV'],73,Finished Airing,"Apr 2006 to Nov 11, 2023",['Spring 2006'],Unknown,"['NHK', 'Pony Canyon']","None found,","None found,",Other,,,['Kids'],5 min. per ep.,PG - Children,[],#17862,#17183,487,0,,Anime rakugo of classic Japanese horror tales shown in a wide variety of art styles.,[],Ehon Yose,"['Historical', 'Performing Arts']",['Horror'],
116,"Panpaka Panties, Panpaka Underwear",パンパカパンツ,Panpaka Pantsu,,,,['TV'],27,Finished Airing,"Oct 1, 2008 to Oct 22, 2015",['Fall 2008'],Unknown,['Shizuoka Broadcasting System'],"None found,",['DLE'],Original,,,['Kids'],15 sec. per ep.,G - All Ages,[],#20946,#17398,466,2,,A series of shorts about pigs who wear underpants.,[],Panpaka Pants,,['Comedy'],
117,,ともだち8にん,,,,,['TV'],398,Finished Airing,"Mar 28, 2011 to Jan 5, 2019",['Spring 2011'],Not scheduled once per week,"None found,","None found,",['Egg'],Original,,,['Kids'],1 min. per ep.,G - All Ages,[],#14949,#17776,436,0,,"A series oriented to three-year-old children, showing the everydays of 9 characters, each of them having a distinct feature. Children will recognize characters and situations from their own life. Sometimes through conflicts, sometimes through encouragement, they will find everyone's place in the world. The story conveys messages such as ""Nobody's alone"", ""It's good to be different"" and the importance of being connected with others, in a fun way. (Source: Official site)",[],Tomodachi 8-nin,,['Comedy'],
118,,うわばきクックのテキトー占い!,,,,,['TV'],125,Finished Airing,"Jan 5, 2015 to Jun 26, 2015",['Winter 2015'],Mondays at 11:26 (JST),['Yomiuri Telecasting'],"None found,","None found,",Original,,,,30 sec. per ep.,G - All Ages,[],#15175,#17836,431,0,,A collaboration shorts that aired as part of Yomiuri TV's morning program block.,[],Uwabaki Cook no Tekitou Uranai!,,['Comedy'],
119,,パッコロリン,Pakkororin,,,,['TV'],Unknown,Currently Airing,"Mar 28, 2011 to ?",['Spring 2011'],Not scheduled once per week,['NHK'],"None found,",['Three-d'],Original,,,['Kids'],1 min.,G - All Ages,[],#20935,#18313,397,0,,"A minute long children's anime that follows 3 siblings. Two brothers who are rectangular and circular shaped, and a sister who is triangluar shaped. They have unique personalities and foster growth and discovery through their play time.",[],Pakkororin,,,
120,Lobosteulein,로봇트레인,,,,,['TV'],32,Finished Airing,"Feb 26, 2015 to Nov 18, 2015",['Winter 2015'],Unknown,"['CJ ENM', 'York Animation']","None found,",['Studio BAZOOKA'],Original,,['Anthropomorphic'],['Kids'],13 min. per ep.,PG - Children,[],#21388,#21292,211,0,,"Set in the ""Train World"" where all citizens are trains. However, among the residents there are special trains that can transform into robots, the Robot Trains. Featuring our 5 train heroes, with special powers: Kay, Alf, Duck, Selly and Victor - and their exciting adventures. Can the Robot Trains save the village from the evil dark forces that be? (Source: IMDB)","['Sequel (TV) Robot Trains Season 2', '']",Robot Trains,,,
121,,翻开这一页,Story in the Book,,,,['TV'],49,Finished Airing,"Oct 3, 2014 to Sep 13, 2017",['Fall 2014'],Unknown,"None found,","None found,","None found,",Original,,,['Kids'],13 min. per ep.,G - All Ages,[],#17910,#22256,165,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Fan Kai Zhe Yi Ye,"['Historical', 'School']",,
122,Anime de Wakaru Shinryou Naika,アニメで分かる心療内科,Comical Psychosomatic Medicine,Comical Psychosomatic Medicine,Comical Psychosomatic Medicine,Comical Psychosomatic Medicine,['ONA'],20,Finished Airing,"Feb 13, 2015 to Jun 26, 2015",,,"None found,","None found,",['Shin-Ei Animation'],['Manga'],,,['Seinen'],5 min. per ep.,PG-13 - Teens 13 or older,6.54,#6808,#3496,"45,755",51,18012,"The psychologist Ryou and his cheerful nurse Asuna explain many aspects of mental illness to the reader. They cover topics such as the validity, prevalence, and origins of mental disorders, in addition to addressing specific disorders. The information is imparted in a cheerful and comic manner, with various jokes, puns, and pop culture references. (Source: MU)","['Adaptation (Manga) Manga de Wakaru Shinryounaika', '']",Anime de Wakaru Shinryounaika,"['Educational', 'Medical']",['Comedy'],
123,"Enmusubi no Youko-chan, Huyao Xiao Hongniang: Xia Sha",狐妖小红娘,Fox Spirit Matchmaker,Fox Spirit Matchmaker,Fox Spirit Matchmaker (Enmusubi no Yoko-chan),Fox Spirit Matchmaker,['ONA'],13,Finished Airing,"Jun 26, 2015 to Nov 27, 2015",,,['Tencent Animation & Comics'],"None found,","['Haoliners Animation League', 'Garden Culture']",['Manga'],"['Comedy', 'Romance', 'Supernatural']",['Historical'],,13 min. per ep.,PG-13 - Teens 13 or older,7.15,#3663,#3564,"44,097",171,11310,"True love never dies—even when it is between a human and a near-immortal youkai. Thankfully, fox spirit youkai have discovered a solution which allows a human to be reincarnated, and with the services of a Fox Spirit Matchmaker, eventually recall memories of their past life, so they can begin anew with their beloved youkai. Enter Bai Yuechu—a powerful human Taoist who desires freedom from the ruling Yi Qi Dao League—and Tushan Susu, a small and innocent fox spirit who dreams of becoming a renowned matchmaker, despite her reputation as a colossal screw-up. After Susu literally falls through the roof and into his life, Yuechu gets dragged into helping her bring together two separated lovers: prince Fan Yun Fei and his reincarnated lover, Li Xueyang. However, not everyone wants them to be reunited, including Xueyang herself. Thrown together by fate, Yuechu and Susu will discover who they truly are... and who they used to be. [Written by MAL Rewrite]","['Sequel (ONA) Huyao Xiao Hongniang: Wangquan Fugui', 'Adaptation (Manhua) Xiangsishu Xia']",Huyao Xiao Hongniang,,,
124,,ニンジャスレイヤー フロムアニメイシヨン,Ninja Slayer From Animation,,,,['ONA'],26,Finished Airing,"Apr 16, 2015 to Oct 8, 2015",,,"['Movic', 'KlockWorx', 'Ultra Super Pictures', 'Grooove', 'Good Smile Company', 'famima.com', 'King Records', 'Fields', 'QREAZY']",['Funimation'],['Trigger'],Novel,,,,12 min. per ep.,R - 17+ (violence & profanity),6.59,#6562,#3579,"43,821",206,13058,"Ninja... Ninja were... merciless demi-gods, ruling Japan with their karate in the age of ninja tranquillity. But, ""some"" committed a forbidden form of hara-kiri storing their souls at Kinkaku Temple for future resurrection. Their lost history was falsified and concealed and the truth about these ninja was long forgotten. Now, in the future where the universalization of cybernetic technology and electronic networks are God, suddenly, sinister ninja souls, resurrected from thousands of years past are unleashed on the dark shadows of Neo-Saitama. Fujikido Kenji, is a salaryman whose wife and child were killed in a ninja turf war. In a brush with his own death, Fujikido is possessed by an enigmatic ninja soul. Fujikido cheats death and becomes Ninja Slayer. A Grim Reaper destined to kill evil ninja, committed to a personal war of vengeance. Set in the dystopian underworld of Neo-Saitama, Ninja Slayer takes on Soukai Syndicate ninjas in mortal combat. (Source: Animanga wikia)","['Adaptation (Manga) Ninja Slayer: Glamorous Killers', 'Adaptation (Manga) Ninja Slayer', 'Adaptation (Manga) Ninja Slayer Kills', 'Adaptation (Manga) Ninja Slayer: Kyoto Hell On Earth']",Ninja Slayer From Animation,,['Action'],
125,"Japan Animator Expo, The Dragon Dentist, Hill Climb Girl, Me!Me!Me!, Carnage, Nishi-Ogikubo, Until You Come to Me, Tomorrow From There",日本アニメ（ーター）見本市,Japan Anima(tor)'s Exhibition,,,,['ONA'],35,Finished Airing,"Nov 7, 2014 to Oct 9, 2015",,,['Dwango'],"None found,","['Sunrise', 'Khara', 'Studio Rikka', 'Bridge', 'Kamikaze Douga', 'Trigger', 'Graphinica', 'Studio Colorido', 'dwarf', 'Sola Digital Arts', ""Steve N' Steven"", 'StealthWorks']",Original,"['Action', 'Avant Garde', 'Fantasy', 'Sci-Fi', 'Supernatural', 'Ecchi']",,,8 min. per ep.,R+ - Mild Nudity,7.32,#2741,#3607,"43,064",145,12472,"Nihon Animator Mihonichi is a collaborative series of standalone anime shorts with the support of various directors and studios. Aiming to expose new animators to a worldwide audience, these small works offer a glimpse into the future of the industry, featuring rising talents, cutting-edge techniques, and experimental aesthetic designs. [Written by MAL Rewrite]","['Adaptation (Manga) The Ultraman', 'Adaptation (Manga) Ochibi-san', 'Adaptation (Manga) Bikachou Shinshi Kaikoroku', '']",Nihon Animator Mihonichi,"['Mecha', 'Military', 'Music', 'School', 'Space']",,
126,Saint Seiya: Ougon Tamashii,聖闘士星矢 -黄金魂 soul of gold-,,,,,['ONA'],13,Finished Airing,"Apr 11, 2015 to Sep 26, 2015",,,['Bandai Visual'],"None found,","['Toei Animation', 'Bridge']",['Manga'],"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",['Mythology'],['Shounen'],24 min. per ep.,PG-13 - Teens 13 or older,7.07,#4082,#4186,"31,844",109,17711,"In the Underworld, during the fight against Hades, the 12 Gold Saints gave up their lives to destroy the Wailing Wall and allow Seiya and his friends to keep moving forward. Aioria and the Gold Saints, who should have disappeared, come back to life in this beautiful Earth full of light. How have they resurrected if they were supposed to be dead? While the big mystery remains, Aioria gets involved in a new battle and when his Cosmo exceeds its limits... a change happens to the Leo Cloth! (Source: AniChart/AniList)",[],Saint Seiya: Soul of Gold,,,
127,"Gatchaman Crowds 2nd Season: Episode 0, Gatchaman Crowds Second Season: Episode 0, Gatchaman Crowds Insight: #0 Inbound",GATCHAMAN CROWDS insight（インサイト）「#0 inbound」,,,,,['ONA'],1,Finished Airing,"Jun 20, 2015",,,"None found,",['Sentai Filmworks'],['Tatsunoko Production'],Original,"['Action', 'Sci-Fi']",['Super Power'],,14 min.,PG-13 - Teens 13 or older,6.97,#4536,#4627,"25,677",11,12171,Episode 0 of Gatchaman Crowds Insight to be streamed on Hulu before the airing of the main series.,"['Prequel (TV) Gatchaman Crowds', 'Sequel (TV) Gatchaman Crowds Insight']",Gatchaman Crowds Insight: Inbound,,,
128,Love Live! School Idol Project 2nd Season Recap,30分でわかる！これまでのラブライブ！TVアニメトセカンドシーズンの要約,Love Live! School Idol Project in 30 Minutes,,,,['ONA'],2,Finished Airing,"Apr 24, 2015 to May 22, 2015",,,"None found,","None found,",['Sunrise'],Other,,,,30 min. per ep.,PG-13 - Teens 13 or older,7.10,#3890,#6654,"10,352",25,3759,Web-exclusive recaps of Love Live! School Idol Project originally released on Lantis' official YouTube channel. Each episode recaps each season respectively.,[],30-pun de Wakaru! Kore made no Love Live!,"['Idols (Female)', 'Music', 'School']",['Slice of Life'],
129,Robot Girls Z+,ロボットガールズZプラス,Robot Girls Z Plus,,,,['ONA'],6,Finished Airing,"May 20, 2015 to Oct 2, 2015",,,"['Nippon Columbia', 'LandQ studios']","None found,",['Toei Animation'],Original,,,,8 min. per ep.,PG-13 - Teens 13 or older,6.29,#8373,#7512,"7,664",1,3498,"Robot Girls Z+, the new Robot Girls Z anime, will be six monthly shorts that will debut next spring. The protagonists of Team Z will appear in the new shorts, along with the reformed Team G, Team LOD, Team Gou, and characters that first appeared in the franchise's online game. The new shorts' story will be based two classic ""Toei Manga Matsuri"" films, Great Mazinger tai Getter Robo (Great Mazinger Vs. Getter Robo) and Great Mazinger tai Getter Robo G - Kuuchuu Dai-Gekitotsu (Great Mazinger Vs. Getter Robo G - The Great Space Encounter). (Source: ANN)","['Prequel (Special) Robot Girls Z', '']",Robot Girls Z Plus,"['Anthropomorphic', 'Parody']",['Comedy'],
130,,ガンスリンガー ストラトス -THE ANIMATION- 帰還／風の行方,,,,,['ONA'],1,Finished Airing,"Jun 20, 2015",,,"None found,","None found,",['A-1 Pictures'],Game,"['Action', 'Sci-Fi']",,,23 min.,PG-13 - Teens 13 or older,5.97,#10048,#10191,"3,333",2,925,"Web version of episode 12, aired on Niconico and Daisuki. Features alternative ending. Because the Frontier S Tooru cannot believe the eradication of the Timekeepers leads to true salvation for both futures, he challenges the 17th Tooru for one last battle. The ultimate showdown begins, with the two futures at stake. (Source: AniDB)",[],Gunslinger Stratos The Animation: Kikan/Kaze no Yukue,,,
131,"The Desolate Era, Age of Desolation, Records of Barbarian Ji of the Primeval Era",莽荒纪,The Legend of Jade Sword,,,,['ONA'],19,Finished Airing,"Apr 4, 2015 to Aug 8, 2015",,,"None found,","None found,","None found,",Novel,"['Action', 'Adventure', 'Fantasy']",,,12 min. per ep.,PG-13 - Teens 13 or older,5.72,#11302,#11609,"2,185",5,519,"Fate had never been kind to Ji Ning. Wracked by illnesses and infirm his entire life on Earth, Ning knew early on that he would die as a teenager. What he didn’t know was that there really was such a thing as life after death, and that the universe was a far larger place than he thought. A lucky twist of fate (one of the few in Ning’s life) meant that Ning was reborn into a world of Immortals and monsters, of Ki Refiners and powerful Fiendgods, a world where Dynasties lasted for millions of years. A world which is both greater and yet also smaller than he ever could imagine. He would have the opportunity to join them, and in this life, Ning swore to himself, he would never let himself be weak again! The Era he was born into was a Desolate one, but Ning would make it his era. (Source: Novel Update)",[],Mang Huang Ji,"['Historical', 'Martial Arts']",,
132,Ribon x Oha Suta Specials,猫田のことが気になって仕方ない。,,,,,['ONA'],4,Finished Airing,"Apr 7, 2015 to Apr 28, 2015",,,"None found,","None found,","None found,",['Manga'],,['School'],['Shoujo'],1 min. per ep.,G - All Ages,6.09,#9458,#11924,"1,986",2,833,"Mikiko Amane is an elementary-school girl who has transferred schools many times. Because of this, she stopped making friends or getting deeply involved with people, since she knew she would move again soon. She had lived her life with a cool and uninterested personality, but at her new school, she meets a boy with a cat face. She's so interested in him, she just can't help herself. (Source: ANN)","['Adaptation (Manga) Nekota no Koto ga Kininatte Shikatanai.', '']",Nekota no Koto ga Kininatte Shikatanai. (ONA),,,
133,"Shi Xiong Season 2, I am Bai Xiaofei",我叫白小飞,,,,,['ONA'],39,Finished Airing,"Apr 16, 2015 to Mar 10, 2016",,,"['Tencent Animation & Comics', 'LAN Studio']","None found,",['Haoliners Animation League'],['Web manga'],"['Action', 'Comedy', 'Horror']",,,11 min. per ep.,PG-13 - Teens 13 or older,6.07,#9566,#12468,"1,667",2,325,"Bai Xiaofei lived a dull, boring life. That all changes when, on his way to find his girlfriend, he meets a mutant with unprecedented power. As an ordinary human being, Xiaofei felt totally out of his depth; there was no way he could defeat powerful enemies and track down the cause of these strange mutations. After giving himself a shot of body enhancer bought online, however, he gradually reaches his potential. (Source: Haoliners.net)","['Prequel (ONA) Shi Xiong', '']",Wo Jiao Bai Xiaofei,,,
134,,1/100 SHIBUYA Crossing,1/100 SHIBUYA Crossing,,,,['ONA'],1,Finished Airing,"Jun 28, 2015",,,['Terada Mokei'],"None found,","None found,",Original,,,,2 min.,G - All Ages,5.14,#13022,#13919,"1,095",1,626,"A thousand Genki-kun figures scramble across the famous Shibuya Crossing in Tokyo—the busiest street intersection in the world. Despite it being so crowded, everyone manages to safely make it across! [Written by MAL Rewrite]",[],1/100 Shibuya Crossing,,['Slice of Life'],
