,Synonyms,Japanese,English,German,Spanish,French,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Theme,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Themes,Genre,Demographics
10,"Ore Monogatari!!, My Story!!",俺物語!!,My Love Story!!,My Love Story!!,My Love Story!!: Ore Monogatari!!,My Love Story!!,['TV'],24,Finished Airing,"Apr 9, 2015 to Sep 24, 2015",['Spring 2015'],Thursdays at 01:29 (JST),"['VAP', 'Nippon Television Network', 'Shueisha']",['Sentai Filmworks'],['Madhouse'],['Manga'],"['Comedy', 'Romance']",,['Shoujo'],22 min. per ep.,PG-13 - Teens 13 or older,7.90,#818,#309,"703,513","5,289",336533,"With his muscular build and tall stature, Takeo Gouda is no ordinary high school freshman. However, behind Takeo's intimidating appearance lies a pure heart of gold, and he is considered a hero by his male peers for his courage and chivalry. Unfortunately for Takeo, his appearance does not bode well for his love life. As if his looks were not already enough to scare the opposite sex away, Takeo's cool, handsome best friend and constant companion Makoto Sunakawa easily, and unintentionally, steals the hearts of the female students—including every girl Takeo has ever liked. One day, when Takeo saves cute Rinko Yamato from being molested, he falls in love with her instantly. Unfortunately, he suspects that she might be interested in Sunakawa. Despite his romantic feelings for Yamato continuing to bloom, Takeo decides to act as her cupid, even as he yearns for his own love story. [Written by MAL Rewrite]","['Adaptation (Manga) Ore Monogatari!!', '']",Ore Monogatari!!,,,
11,Gintama' (2015),銀魂°,Gintama Season 4,Gintama Season 4,Gintama Temporada 4,Gintama Saison 4,['TV'],51,Finished Airing,"Apr 8, 2015 to Mar 30, 2016",['Spring 2015'],Wednesdays at 18:00 (JST),"['TV Tokyo', 'Aniplex', 'Dentsu']","['Funimation', 'Crunchyroll']",['Bandai Namco Pictures'],['Manga'],"['Action', 'Comedy', 'Sci-Fi']",,['Shounen'],24 min. per ep.,PG-13 - Teens 13 or older,9.05,#6,#344,"657,014","17,039",260569,"Gintoki, Shinpachi, and Kagura return as the fun-loving but broke members of the Yorozuya team! Living in an alternate-reality Edo, where swords are prohibited and alien overlords have conquered Japan, they try to thrive on doing whatever work they can get their hands on. However, Shinpachi and Kagura still haven't been paid... Does Gin-chan really spend all that cash playing pachinko? Meanwhile, when Gintoki drunkenly staggers home one night, an alien spaceship crashes nearby. A fatally injured crew member emerges from the ship and gives Gintoki a strange, clock-shaped device, warning him that it is incredibly powerful and must be safeguarded. Mistaking it for his alarm clock, Gintoki proceeds to smash the device the next morning and suddenly discovers that the world outside his apartment has come to a standstill. With Kagura and Shinpachi at his side, he sets off to get the device fixed; though, as usual, nothing is ever that simple for the Yorozuya team. Filled with tongue-in-cheek humor and moments of heartfelt emotion, Gintama's fourth season finds Gintoki and his friends facing both their most hilarious misadventures and most dangerous crises yet. [Written by MAL Rewrite]","[""Prequel (TV) Gintama': Enchousen"", 'Sequel (TV) Gintama.', 'Adaptation (Manga) Gintama', '']",Gintama°,"['Gag Humor', 'Historical', 'Parody', 'Samurai']",,
12,,響け！ユーフォニアム,Sound! Euphonium,Sound! Euphonium,Sound! Euphonium,Sound! Euphonium,['TV'],13,Finished Airing,"Apr 8, 2015 to Jul 1, 2015",['Spring 2015'],Wednesdays at 00:30 (JST),"['Lantis', 'Pony Canyon', 'Rakuonsha']","['Ponycan USA', 'Crunchyroll']",['Kyoto Animation'],Novel,,,,23 min. per ep.,PG-13 - Teens 13 or older,8.02,#648,#492,"485,960","7,806",202955,"Now that Kumiko Oumae has enrolled in Kitauji High School, she hopes to forget about her past. Despite her desire for a fresh start, she gets dragged into the school's band club by her new friends—Sapphire Kawashima and Hazuki Katou—and is once again stuck playing the euphonium. As the band currently stands, they won't be able to participate in the local festival, Sunfest, let alone compete at a national level. The band's new advisor, Noboru Taki, gives them a choice: they can relax and have fun, or practice hard and attempt to get into nationals. Not wanting to repeat her mistakes from middle school, Kumiko is doubtful as to whether they should try for nationals. Amidst the chaos, she learns that her old bandmate, Reina Kousaka (who she had a bitter relationship with) has joined Kitauji's band club. Under the pressure of Noboru's strict training, Kumiko and her bandmates must learn to overcome their struggles and find success together. [Written by MAL Rewrite]","['Sequel (TV) Hibike! Euphonium 2', 'Adaptation (Manga) Hibike! Euphonium: Kitauji Koukou Suisougaku-bu e Youkoso', 'Adaptation (Manga) Hibike! Euphonium: Kitauji Koukou Suisougaku-bu no Ichiban Atsui Natsu', 'Adaptation (Novel) Hibike! Euphonium']",Hibike! Euphonium,"['Music', 'Performing Arts', 'School']",['Drama'],
13,Le Eden de la Grisaia,グリザイアの楽園,The Eden of Grisaia,The Eden of Grisaia,The Eden of Grisaia,L’Eden de la Grisaia,['TV'],10,Finished Airing,"Apr 19, 2015 to Jun 21, 2015",['Spring 2015'],Sundays at 23:00 (JST),"['Frontier Works', 'AT-X', 'Magic Capsule', 'Bushiroad', 'NBCUniversal Entertainment Japan', 'i0+', 'Front Wing']",['Sentai Filmworks'],['8bit'],Visual novel,"['Drama', 'Romance', 'Suspense']",,,23 min. per ep.,R - 17+ (violence & profanity),7.73,#1216,#577,"424,468","2,071",227962,"Grisaia no Rakuen begins right at the end of the previous installment, Grisaia no Meikyuu. Kazami Yuuji is arrested under suspicion for terrorism. A video showing apparently concrete proof that Yuuji committed these acts, and he is held in custody by Ichigaya. Ichigaya knows full well that Yuuji didn't commit the crimes he has been accused of. But he did fail to assassinate Heath Oslo, who is the leader of the terrorist organization with an extremely devastating weapon in their possession. In fact, Ichigaya have their own plans for Yuuji... But all may not be lost for Yuuji. The girls of the Mihama Academy are not about to let Yuuji be used for political gain, and neither may the mysterious new figure which appears before them.","['Prequel (TV Special) Grisaia no Meikyuu: Caprice no Mayu 0', 'Sequel (Movie) Grisaia: Phantom Trigger The Animation', 'Adaptation (Manga) Grisaia no Rakuen: Sanctuary Fellows', '']",Grisaia no Rakuen,"['Harem', 'Psychological']",,
14,,アルスラーン戦記,The Heroic Legend of Arslan,The Heroic Legend of Arslan,La Heroica Leyenda de Arslan,The Heroic Legend of Arslân,['TV'],25,Finished Airing,"Apr 5, 2015 to Sep 27, 2015",['Spring 2015'],Sundays at 17:00 (JST),"['Dentsu', 'Mainichi Broadcasting System', 'Kodansha', 'Magic Capsule', 'Ultra Super Pictures', 'Graphinica', 'NBCUniversal Entertainment Japan']",['Funimation'],"['SANZIGEN', 'LIDENFILMS']",['Manga'],"['Action', 'Adventure', 'Drama', 'Fantasy']",,['Shounen'],24 min. per ep.,R - 17+ (violence & profanity),7.65,#1409,#651,"385,700","1,758",171013,"The year is 320. Under the rule of the belligerent King Andragoras III, the Kingdom of Pars is at war with the neighboring empire, Lusitania. Though different from his father in many aspects, Arslan, the young prince, sets out to prove his valor on the battlefield for the very first time. However, when the king is betrayed by one of his most trusted officials, the Parsian army is decimated and the capital city of Ecbatana is sieged. With the army in shambles and the Lusitanians out for his head, Arslan is forced to go on the run. With a respected general by his side, Daryun, Arslan soon sets off on a journey in search of allies that will help him take back his home. However, the enemies that the prince faces are far from limited to just those occupying his kingdom. Armies of other kingdoms stand ready to conquer Ecbatana. Moreover, the mastermind behind Lusitania's victory, an enigmatic man hiding behind a silver mask, poses a dangerous threat to Arslan and his company as he possesses a secret that could jeopardize Arslan's right to succession. With the odds stacked against him, Arslan must find the strength and courage to overcome these obstacles, and allies who will help him fight in the journey that will help prepare him for the day he becomes king. [Written by MAL Rewrite]","['Sequel (TV) Arslan Senki (TV): Fuujin Ranbu', 'Adaptation (Manga) Arslan Senki']",Arslan Senki (TV),"['Historical', 'Military']",,
15,Punchline,パンチライン,Punch Line,,,,['TV'],12,Finished Airing,"Apr 10, 2015 to Jun 26, 2015",['Spring 2015'],Fridays at 00:55 (JST),"['Aniplex', 'Dentsu', 'Fuji TV', 'MAGES.', 'Kyoraku Industrial Holdings', 'Kansai Telecasting']",['Sentai Filmworks'],['MAPPA'],Original,"['Comedy', 'Sci-Fi', 'Supernatural', 'Ecchi']",,,23 min. per ep.,PG-13 - Teens 13 or older,6.89,#4912,#1082,"240,108",643,96567,"After escaping a bus hijacking with the help of masked superhero Strange Juice, Yuuta Iridatsu finds his soul separated from his body and in the care of a perverse cat spirit, Chiranosuke. As a spirit, Yuuta wanders around his residence, the Korai House, aiming to regain his body and observe the other residents: Meika Daihatsu, a genius inventor; Mikatan Narugino, a cheerful idol; Ito Hikiotani, a shut-in NEET; and Rabura Chichibu, a spiritual medium. After catching a glimpse of Narugino's undergarments, Chiranosuke reveals to Yuuta that he becomes exponentially stronger upon seeing panties. However, if he sees another pair while he is still a spirit, his power will cause an asteroid to crash into the earth, ending the world and killing his friends. Punch Line follows Yuuta as he unravels the mysteries surrounding Korai House, its residents, and a villainous organization attempting to end the world. Will Yuuta be able to save everyone, or will the ever-present threat of panties result in their doom? [Written by MAL Rewrite]","['Adaptation (Manga) Punch Line Max', '']",Punch Line,"['Super Power', 'Time Travel']",,
16,"Danna ga Nani wo Itteiru ka Wakaranai Ken 2nd Season, I Can't Understand What My Husband Is Saying Second Season",旦那が何を言っているかわからない件2スレ目,I Can't Understand What My Husband Is Saying: 2nd Thread,I Can't Understand What My Husband Is Saying: 2nd Thread,No Puedo Entender lo que Dice mi Esposo Temporada 2,I Can't Understand What My Husband Is Saying Saison2,['TV'],13,Finished Airing,"Apr 3, 2015 to Jun 26, 2015",['Spring 2015'],Fridays at 01:00 (JST),"['DAX Production', 'Dream Creation']","None found,",['Seven'],['4-koma manga'],"['Comedy', 'Romance']",,,3 min. per ep.,PG-13 - Teens 13 or older,7.31,#2787,#1256,"204,518",188,123105,"The Tsunashi couple is as lively and offbeat as ever. Hardcore otaku shut-in Hajime and workaholic office lady Kaoru still get themselves into hilarious situations thanks to both their own eccentric natures and the bizarre group of friends surrounding them. After learning about Kaoru's pregnancy, Hajime works harder than ever to become a good husband and a worthy father. Meanwhile, Kaoru reflects on their relationship and remembers all of the trials and tribulations that brought them closer. The two of them continue to put their best foot forward in their lives and their marriage—all for the sake of long-lasting, selfless love. [Written by MAL Rewrite]","['Prequel (TV) Danna ga Nani wo Itteiru ka Wakaranai Ken', 'Adaptation (Manga) Danna ga Nani wo Itteiru ka Wakaranai Ken']",Danna ga Nani wo Itteiru ka Wakaranai Ken 2 Sure-me,"['Adult Cast', 'Otaku Culture']",,
17,,トリアージX,Triage X,,,,['TV'],10,Finished Airing,"Apr 9, 2015 to Jun 11, 2015",['Spring 2015'],Thursdays at 01:05 (JST),"['DAX Production', 'Nippon Columbia', 'Kadokawa']",['Sentai Filmworks'],['Xebec'],['Manga'],"['Action', 'Adventure', 'Ecchi']",,['Shounen'],23 min. per ep.,R+ - Mild Nudity,6.31,#8218,#1473,"171,365",309,67475,"In a deadly terrorist attack, Arashi Mikami narrowly escapes death but loses everything in the process, including his family and best friend. However, the surgeon that rescues him is far from just an ordinary doctor—he commands a strike team known as Black Label whose task is to exterminate deadly criminals who have fallen too far. Filled with a new determination, Arashi joins the ranks of the vigilante organization. Black Label's targets are aplenty, as evil scum lurks everywhere—dangerous arms dealers, corrupt politicians, and shady gangsters all find themselves hunted by the extermination team. Although haunted by their dark and sinister past, all of the hunters are highly skilled at slaying their targets. In spite of the perilous lives the members live, Arashi and the gorgeous ladies surrounding him still manage to get caught up in a variety of sultry moments and racy hijinks. Though they face strong opposition, nothing can stop Black Label's objective of cleansing the world of ghastly evil. [Written by MAL Rewrite]","['Sequel (OVA) Triage X: Recollection XOXO', 'Adaptation (Manga) Triage X']",Triage X,,,
18,He Is an Ultimate Teacher,電波教師,Ultimate Otaku Teacher,,,,['TV'],24,Finished Airing,"Apr 4, 2015 to Sep 26, 2015",['Spring 2015'],Saturdays at 17:30 (JST),"['Yomiuri Telecasting', 'Shogakukan']",['Funimation'],['A-1 Pictures'],['Manga'],"['Comedy', 'Romance']",,['Shounen'],23 min. per ep.,PG-13 - Teens 13 or older,6.86,#5032,#1576,"159,442",324,71401,"Junichirou Kagami is a young published physicist, a genius, and a hopeless otaku. At the mercy of YD, a self-diagnosed illness which causes him to only be able to do what he ""Yearns to Do,"" Junichirou foregoes his scientific career to maintain and improve his anime blog. However, when he gets hired as a high school physics teacher; his sister Suzune, no longer willing to tolerate his NEET lifestyle, forces him to take the position. Despite the fact that Junichirou has no motivation to teach the standard curriculum, he may still have something of value to teach his students outside of academics. With his class in tow, Junichirou embarks on an unlikely journey filled with life lessons such as acceptance of others, how to make lasting friends, and what it means to live a better life by doing what you yearn to do. [Written by MAL Rewrite]","['Adaptation (Manga) Denpa Kyoushi', '']",Denpa Kyoushi,"['Otaku Culture', 'School']",,
19,"Daiya no Ace: Second Season, Ace of the Diamond: 2nd Season",ダイヤのA[エース]～Second Season～,Ace of Diamond: Second Season,Ace of the Diamond: Zweite Staffel,Ace of the Diamond Temporada 2,Ace of the Diamond: Deuxième saison,['TV'],51,Finished Airing,"Apr 6, 2015 to Mar 28, 2016",['Spring 2015'],Mondays at 18:00 (JST),"['TV Tokyo', 'Sotsu', 'Pony Canyon', 'Kodansha', 'AT-X']","None found,","['Production I.G', 'Madhouse']",['Manga'],,,['Shounen'],24 min. per ep.,PG-13 - Teens 13 or older,8.30,#279,#1703,"143,154","1,095",79503,"After the National Tournament, the Seidou High baseball team moves forward with uncertainty as the Fall season quickly approaches. In an attempt to build a stronger team centered around their new captain, fresh faces join the starting roster for the very first time. Previous losses weigh heavily on the minds of the veteran players as they continue their rigorous training, preparing for what will inevitably be their toughest season yet. Rivals both new and old stand in their path as Seidou once again climbs their way toward the top, one game at a time. Needed now more than ever before, Furuya and Eijun must be determined to pitch with all their skill and strength in order to lead their team to victory. And this time, one of these young pitchers may finally claim that coveted title: ""The Ace of Seidou."" [Written by MAL Rewrite]","['Prequel (TV) Diamond no Ace', 'Sequel (TV) Diamond no Ace: Act II', 'Adaptation (Manga) Diamond no Ace', '']",Diamond no Ace: Second Season,"['School', 'Team Sports']",['Sports'],
20,The Vanishing of Nagato Yuki-chan,長門有希ちゃんの消失,The Disappearance of Nagato Yuki-chan,Das Verschwinden der Yuki Nagato,,Disparition de Yuki,['TV'],16,Finished Airing,"Apr 4, 2015 to Jul 18, 2015",['Spring 2015'],Saturdays at 01:40 (JST),"['Lantis', 'Kadokawa Shoten', 'AT-X', 'KlockWorx', 'chara-ani.com', 'Tokyo MX', 'Sankyo Planning', 'Docomo Anime Store', 'Kadokawa Media House']",['Funimation'],['Satelight'],['Manga'],"['Comedy', 'Romance']",['School'],['Seinen'],24 min. per ep.,PG-13 - Teens 13 or older,6.72,#5785,#1709,"142,482",318,55622,"In a familiar yet different universe, shy bookworm and gamer Yuki Nagato is the president of North High School's Literary Club. Her friends, the overly-cautious Ryouko Asakura and completely average Kyon, are the only other members of the club. Nevertheless, Yuki enjoys the peace and quiet she shares with them, especially when she is with Kyon, whom she has a crush on. Added to the mix are Tsuruya and Mikuru Asahina, two friends with opposite personalities who frequently stop by the Literary Club. While walking back to her apartment on a cold December day, Yuki is coerced into drawing strange symbols on the ground by a girl supposedly attempting to capture Santa Claus. The girl introduces herself as Haruhi Suzumiya, an eccentric student from the prestigious Kouyouen Academy who is on the hunt for aliens, time travelers, and espers. When Haruhi and her friend Itsuki Koizumi make a sudden appearance in the clubroom, they declare themselves as official members of the Literary Club, with Haruhi taking up residence as the executive president. With the tranquil days of the Literary Club now behind them, Yuki and her friends get caught up in a series of misadventures under Haruhi's leadership—with each incident bringing Yuki and Kyon closer than ever before. [Written by MAL Rewrite]","['Sequel (OVA) Nagato Yuki-chan no Shoushitsu: Owarenai Natsuyasumi', 'Adaptation (Manga) Nagato Yuki-chan no Shoushitsu']",Nagato Yuki-chan no Shoushitsu,,,
21,"Knights of Sidonia: War of the Ninth Planet, Sidonia no Kishi: Dai-kyuu Wakusei Seneki",シドニアの騎士 第九惑星戦役,Knights of Sidonia: Battle for Planet Nine,,,,['TV'],12,Finished Airing,"Apr 11, 2015 to Jun 27, 2015",['Spring 2015'],Saturdays at 01:55 (JST),"['Starchild Records', 'Mainichi Broadcasting System', 'Kodansha', 'Studio Mausu']","['Funimation', 'Sentai Filmworks']",['Polygon Pictures'],['Manga'],"['Action', 'Sci-Fi']",,['Seinen'],24 min. per ep.,R - 17+ (violence & profanity),7.71,#1273,#1925,"121,970",349,65110,"After barely escaping a collision with a gigantic Gauna at the cost of many human lives, Kobayashi—the captain of the spaceship Sidonia—is prompted to change her political paradigm. Once she seizes full power, Kobayashi aims to eradicate the Gaunas from the Lem system where former Sidonians have recently established a colony. Her ambition is justified by two breakthroughs: the development of highly effective, long-range anti-Gauna weapons, and the creation of Tsumugi Shiraui—the first human-Gauna chimera possessing great destructive power. Facing hostility toward chimeras and her uncertain large-scale military expedition, Kobayashi enlists the help of the new elite pilot Nagate Tanikaze. Due to his personal experiences with Shizuka Hoshijiro and Benisuzume's placenta, Tanikaze soon develops a close bond with Tsumugi. As the final battle against humanity's most formidable opponent approaches, Tanikaze tries to enjoy the last days of peace with his friend Izana Shinatose—all while Kobayashi secretly pursues the development of an experimental weapon that could very well lead to the complete destruction of Sidonia. [Written by MAL Rewrite]","['Prequel (TV) Sidonia no Kishi', 'Sequel (Movie) Sidonia no Kishi: Ai Tsumugu Hoshi', 'Adaptation (Manga) Sidonia no Kishi', '']",Sidonia no Kishi: Daikyuu Wakusei Seneki,"['Mecha', 'Space']",,
22,Baby Steps Second Season,ベイビーステップ 第2シリーズ,,Baby Steps Saison 2,Baby Steps Temporada 2,Baby Steps Saison 2,['TV'],25,Finished Airing,"Apr 5, 2015 to Sep 20, 2015",['Spring 2015'],Sundays at 17:30 (JST),['NHK'],"None found,",['Pierrot'],['Manga'],,['School'],['Shounen'],24 min. per ep.,PG-13 - Teens 13 or older,8.00,#665,#2323,"93,030",309,55815,"After having decided to play tennis at the professional level, Eiichirou Maruo now needs to convince his parents to support his decision. To do so, he makes a wager: if he cannot win the All-Japan Junior Tennis Tournament, he will give up on his dream. However, he will need to improve his skills quickly if he wants to qualify for the tournament and have any chance of defeating the best players in the country. For this reason, his new coach Ryuuhei Aoi suggests that Eiichirou travel abroad to train at the Florida Tennis Academy. Baby Steps 2nd Season takes the action to America as Eiichirou begins his two-week training program, getting a taste of what tennis is like outside of Japan. With this exciting experience awaiting him, Eiichirou hopes that his training will get him closer to his goal of becoming a professional player. [Written by MAL Rewrite]","['Prequel (TV) Baby Steps', 'Adaptation (Manga) Baby Steps']",Baby Steps 2nd Season,,['Sports'],
23,,ミカグラ学園組曲,Mikagura School Suite,Mikagura School Suite,Mikagura School Suite,Mikagura School Suite,['TV'],12,Finished Airing,"Apr 7, 2015 to Jun 23, 2015",['Spring 2015'],Tuesdays at 02:35 (JST),"['Media Factory', 'Movic', 'AT-X', 'Showgate']",['Funimation'],['Doga Kobo'],Mixed media,"['Action', 'Comedy', 'Fantasy', 'Girls Love']",,,24 min. per ep.,PG-13 - Teens 13 or older,6.67,#6067,#2341,"91,765",179,36245,"To be around cute girls wearing cute clothing is all Eruna Ichinomiya desires. Since Mikagura High School happens to have the cutest uniforms around, she decides to enroll in this prestigious high school known for its cultural clubs. However, she does not realize that joining a club is mandatory, and representatives from each club must battle for a ranking. Based on these rankings, club members are awarded housing and food. Chasing after Seisa Mikagura, the most beautiful girl in school, Eruna joins the going-home club but finds herself thrust into fighting the next club battle. With the other club representatives wielding unique powers, the competition is sure to be fierce! Based on the popular song series, Mikagura Gakuen Kumikyoku follows Eruna as she explores the various clubs in school and assists the members with their troubled lives, all of whom are also vying for the top spot in school. [Written by MAL Rewrite]","['Adaptation (Light Novel) Mikagura Gakuen Kumikyoku', '']",Mikagura Gakuen Kumikyoku (TV),"['School', 'Super Power', 'Visual Arts']",,
24,,境界のRINNE,RIN-NE,RIN-NE,RIN-NE,RIN-NE,['TV'],25,Finished Airing,"Apr 4, 2015 to Sep 19, 2015",['Spring 2015'],Saturdays at 17:30 (JST),"['Shogakukan-Shueisha Productions', 'NHK', 'Shogakukan']",['Sentai Filmworks'],"[""Brain's Base""]",['Manga'],"['Comedy', 'Supernatural']",,['Shounen'],24 min. per ep.,PG-13 - Teens 13 or older,6.88,#4921,#2366,"90,353",134,33300,"Rinne Rokudou has bigger problems than going to school—namely, helping spirits pass over to the next life. Because of this responsibility, he often finds himself short on money and struggles to buy his necessities: food, clothes, and exorcism tools. Sakura Mamiya has been able to see ghosts since she was little. She hoped she would outgrow it, but even after starting high school, nothing has changed. To make matters worse, the first time her ever-absent classmate, Rinne, shows up for school, only Sakura can see him. She assumes, as anyone would, that he is a ghost. However, to Sakura's surprise, Rinne proceeds to attend school like normal the next day. Kyoukai no Rinne chronicles Sakura's journey as she learns of Rinne's true nature and the existence of a hidden supernatural world. [Written by MAL Rewrite]","['Sequel (TV) Kyoukai no Rinne 2nd Season', 'Adaptation (Manga) Kyoukai no Rinne']",Kyoukai no Rinne,"['Mythology', 'School']",,
25,SB69,SHOW BY ROCK!!（ショウ・バイ・ロック!!）,,,,,['TV'],12,Finished Airing,"Apr 5, 2015 to Jun 21, 2015",['Spring 2015'],Sundays at 22:00 (JST),"['Shochiku', 'Pony Canyon', 'Sanrio', 'Tokyo MX', 'Studio GOONEYS', 'Docomo Anime Store', 'Sammy', 'FuRyu']",['Funimation'],['Bones'],Game,"['Comedy', 'Fantasy']",,,24 min. per ep.,PG-13 - Teens 13 or older,7.03,#4247,#2375,"89,744",378,28844,"The great music adventure in Show by Rock!! begins after Cyan decides to play her favorite rhythm game and suddenly gets sucked in, finding herself in a world called Midi City where music reigns supreme. She learns that anyone who delivers amazing and powerful music also has the ability to control the city. However, not all music is pure. An evil plan is set in motion to engulf the whole Midi City in darkness. Is it too late for Cyan to do something? Cyan Hijirikawa always regards herself as nothing but an ordinary girl living in a mediocre world. She has great talent and extreme guitar skills, but she also lacks the confidence to take the first step in realizing her dream to play in a band and be a music millionaire! Little did she know that an eminent power resides deep within herself—the power to defeat evil with her magical music! Join Cyan, Chuchu, Retoree and Moa in a world where music is everything.","['Sequel (TV) Show By Rock!! #', '']",Show By Rock!!,"['Isekai', 'Music']",,
26,Eto Tamashii,えとたま（干支魂）,Etotama,,,,['TV'],12,Finished Airing,"Apr 9, 2015 to Jun 25, 2015",['Spring 2015'],Thursdays at 23:00 (JST),"['Pony Canyon', 'Tablier Communications']",['Ponycan USA'],"['Shirogumi', 'Encourage Films']",Original,"['Action', 'Comedy', 'Fantasy']",['Gag Humor'],,24 min. per ep.,PG-13 - Teens 13 or older,6.78,#5428,#2521,"81,634",139,28784,"Every 60 years, the heavens conduct a sacred ritual called ETM12. This custom involves selecting worthy Eto-musume—celestial beings representing different animals—to become one of the members of the Chinese zodiac, or Eto-shin. However, since the first ETM12 two thousand years ago, the original batch of Eto-shin reigns with no one being able to replace them. Nyaa-tan is a cat Eto-musume who aspires to become a member of the zodiac in the ongoing ETM12. Fulfilling her ambition requires her to secure 12 seals, one for each Eto-shin. To that end, she must win various types of battles using Sol/Lull—divine energy created by people's positive emotions. This task is not easy however, as her powers as an Eto-musume are far below the abilities of a single Eto-shin. As such, she needs a constant source of energy. But in a chance encounter, Nyaa-tan meets Takeru Amato, a man who has just transferred to the apartment where she is secretly staying. To Nyaa-tan's delight, Takeru discovers that he gives out high quality Sol/Lull—something that sets him apart from most people. With this, the story of Takeru and Nyaa-tan begins. As Takeru supports Nyaa-tan in her dreams, he meets the Eto-shin and begins to uncover a mysterious past. [Written by MAL Rewrite]","['Sequel (ONA) Etotama: Nyankyaku Banrai', 'Adaptation (Manga) Etotama']",Etotama,,,
27,"Kiniro Mosaic 2nd Season, KINMOZA! 2nd Season, Kinmosa 2nd Season, Golden Mosaic 2nd Season",ハロー!!きんいろモザイク,Hello!! KINMOZA!,Hello!! KINMOZA,Hello!! KINMOZA!,Hello!! Kin'iro Mosaic: Saison 2,['TV'],12,Finished Airing,"Apr 6, 2015 to Jun 22, 2015",['Spring 2015'],Mondays at 00:00 (JST),"['Genco', 'Media Factory', 'flying DOG', 'Showgate']",['Sentai Filmworks'],['Studio Gokumi'],['4-koma manga'],,,['Seinen'],23 min. per ep.,PG-13 - Teens 13 or older,7.49,#2000,#2527,"81,394",250,38765,"Although learning different languages continues to be an interest for Shinobu and her friends, the new school year brings unexpected difficulties. Not only is there always something new and different to distract them from their studies, but Alice and Yoko also are having trouble adjusting to being in a different class from Shinobu and Aya. Meanwhile, Karen isn't getting along at all with her new homeroom teacher, and it doesn't help that the teacher is having trouble figuring out how to make herself seem friendlier to her students as well. Craziness may ensue, but sometimes, all it takes is the right mutual experience to bring everyone together. While some of those experiences may not be as well-thought-out as others (like when Alice and Aya act like juvenile delinquents to seem more grown up), the gang's new adventures are certain to warm everyone's heart as the fun and friendships keep growing in HELLO!! KINMOZA! (Source: Sentai Filmworks)","['Prequel (TV) Kiniro Mosaic', 'Sequel (Movie) Kiniro Mosaic: Pretty Days', 'Adaptation (Manga) Kiniro Mosaic', '']",Hello!! Kiniro Mosaic,"['CGDCT', 'School']",['Slice of Life'],
