,Japanese,English,German,Spanish,French,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genre,Themes,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Synonyms,Genres,Theme,Demographics
123,あはれ! 名作くん,Aware! Meisaku-kun,,,,['TV'],230,Finished Airing,"Apr 8, 2016 to Mar 4, 2022",['Spring 2016'],Fridays at 18:20 (JST),"None found,","None found,",['Pie in the sky'],Original,['Comedy'],"['Parody', 'School']",['Kids'],5 min. per ep.,G - All Ages,6.12,#9254,#14431,951,1,213,"A long, long time ago, there was a prestigious school called ""Ryuuguu Elementary School"" that produced many masterpiece characters. One day, an ordinary boy named Meisaku Matsuda enrolled at the school. Little did he know that the place for learning was filled with crazy characters like Sweets, the energetic idiot; Musubi, a rice ball who gets angry when called ""onigiri""; Nokio, a narcissistic self-proclaimed robot; and Bolt, who's clearly faster than a rabbit. Surrounded by such unique characters, will Meisaku be able to graduate as a splendid masterpiece character? (Source: Anime News Network)",[],Aware! Meisaku-kun,Ahare! Meisaku-kun,,,
124,朝だよ！貝社員,,,,,['TV'],744,Finished Airing,"Apr 4, 2016 to Mar 29, 2019",['Spring 2016'],Not scheduled once per week,"None found,","None found,",['DLE'],Original,['Comedy'],,,44 sec. per ep.,G - All Ages,5.59,#11848,#14705,888,2,159,The series follows a variety of employed shellfish who exhibit selfish or odd personality traits. (Source: LiveChart),[],Asa da yo! Kaishain,Clamployee,,['Workplace'],
125,신비아파트: 고스트볼X의 탄생,,,La Casa Embrujada: El Secreto de la Bola Fantasma Temporada 2,,['TV'],23,Finished Airing,"Nov 9, 2017 to Jan 24, 2019",['Fall 2017'],Unknown,['CJ ENM'],"None found,",['Studio BAZOOKA'],Unknown,['Supernatural'],,,20 min. per ep.,G - All Ages,6.27,#8469,#15427,715,2,199,"With help from a 102-year-old goblin dwelling beneath their haunted apartment building, two siblings deal with ghosts and take on spooky mysteries.","['Prequel (TV) Sinbi Apartment: Ghost Ball Bimil', 'Sequel (TV) Sinbi Apartment: Ghost Ball Double X']",Sinbi Apartment: Ghost Ball X-ui Tansaeng,The Haunted House: The Secret of the Ghost Ball 2,,,
126,ヒノマル!,Hinomaru!,,,,['TV'],12,Finished Airing,"Jul 5, 2017 to Jun 2018",['Summer 2017'],Unknown,"None found,","None found,","None found,",['Manga'],,,,10 min. per ep.,G - All Ages,[],#18584,#15478,707,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Hinomaru!,,"['Adventure', 'Comedy', 'Fantasy']",,
127,ね子とま太,,,,,['TV'],88,Finished Airing,"Apr 21, 2017 to Sep 17, 2020",['Spring 2017'],Fridays at 01:25 (JST),"['Fuji TV', 'Creek & River']","None found,","None found,",Original,['Supernatural'],,,42 sec. per ep.,G - All Ages,[],#20617,#15542,697,0,,"The series centers around two cats: a younger sister named Neko, and an older brother named Mata. Neko is a nekomata (a mythical two-tailed cat), innocently selfish, and spoiled by her brother. Mata is a neighborhood cat with an eartipped mark as a sign of being neutered. They meet under a streetlight in the city at night to talk. (Source: ANN)",[],Neko to Mata,,,,
128,しまじろうのわお!,,,,,['TV'],Unknown,Currently Airing,"Apr 2, 2012 to ?",['Spring 2012'],Mondays at 07:30 (JST),"None found,","None found,",['The Answer Studio'],Other,,,['Kids'],8 min.,G - All Ages,[],#14228,#15589,688,1,,Fourth season of the Shimajirou children's television series.,"['Prequel (TV) Shimajirou Hesoka', '']",Shimajirou no Wow!,,"['Adventure', 'Comedy', 'Fantasy']",,
129,ポチっと発明 ピカちんキット,,,,,['TV'],115,Finished Airing,"Jan 6, 2018 to Mar 28, 2020",['Winter 2018'],Saturdays at 09:30 (JST),['Bandai'],"None found,","['OLM', 'Shin-Ei Animation']",Original,,,['Kids'],24 min. per ep.,PG - Children,[],#21028,#16264,588,1,,"A fifth-year elementary student named Eiji Toomatsu, and his ""inspiration"" buddy, a dog named Pochirou. One day Eiji finds a mysterious book called the ""Pikachin Research Book,"" and learns about the seven tools that make up the Pikachin Kit. Eiji presses a button inside the research book, and immediately a ""Future Amazon"" delivery arrives at his door with the kit. Eiji uses the blueprints included in the box to assemble the kit, but it seems as though 1% part of the kit is still missing. In the franchise, the word ""Pikachin"" means the flash of inspiration or insight one gets about a new project, similar to the visual of a lightbulb turning on above one's head when someone has an idea. The concept of the franchise is ""invention is 99% plastic models, 1% inspiration."" (Source: ANN)","['Prequel (ONA) Pochitto Hatsumei: Pikachin-Kit', '']",Pikachin-Kit,Pochitto Hatsumei: Pikachin-Kit,"['Comedy', 'Sci-Fi']",,
130,ユラユラすいぞくかん,,,,,['TV'],50,Finished Airing,"Jul 24, 2017 to Jul 8, 2018",['Summer 2017'],Unknown,['Asmik Ace'],"None found,",['Kachidoki Studio'],Original,['Comedy'],,,1 min. per ep.,PG - Children,[],#16192,#16390,573,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Yura Yura Suizokukan,Swaying Water Pipes,,,
131,ごはんかいじゅうパップ,,,,,['TV'],Unknown,Currently Airing,"Apr 25, 2011 to ?",['Spring 2011'],Not scheduled once per week,"None found,","None found,",['DLE'],Original,,,['Kids'],30 sec.,G - All Ages,[],#18204,#16436,567,0,,"A series of short, 30-second segments featuring Gohan Kaijuu Pap and various ""side dish"" monsters to produce delicious meals.",[],Gohan Kaijuu Pap,Rice Monster Pap,"['Action', 'Comedy']",,
132,ぴったんこ!! ねこざかな,,,,,['TV'],93,Finished Airing,"Oct 9, 2017 to Dec 23, 2019",['Fall 2017'],Unknown,"None found,","None found,","None found,",Unknown,,,,5 min. per ep.,G - All Ages,[],#21057,#16533,556,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (TV) Pittanko! Nekozakana', 'Sequel (TV) Pittanko!! Nekozakana (2020)']",Pittanko!! Nekozakana,,,,
133,よわむしモンスターズ,,,,,['TV'],Unknown,Currently Airing,"Dec 25, 2012 to ?",['Winter 2013'],Not scheduled once per week,['NHK'],"None found,","None found,",Original,,,['Kids'],1 min.,PG - Children,[],#16128,#16778,527,0,,An NHK toddler's anime following cowardly creatures representing typical Halloween monsters like Dracula and a witch.,[],Yowamushi Monsters,Yowamon,,,
134,공룡메카드,Dino Mecard,,,,['TV'],52,Finished Airing,"Nov 23, 2017 to Dec 27, 2018",['Fall 2017'],Thursdays at 13:50 (JST),"None found,","None found,","None found,",Original,['Adventure'],"['Mecha', 'Racing', 'Strategy Game']",['Kids'],28 min. per ep.,PG - Children,[],#18223,#16904,512,0,,"Gonglyong Mecard is a spin-off-series of Mecard, based on the idea that dinosaurs didn't become extinct 65 million years ago, but transformed into mecanimals. Its characters don't have any relations to the cast from Turning Mecard, Turning Mecard W and Turning Mecard R. (Source: Gonglyong Mecard Wikia)",[],Gonglyong Mecard,Dinosaur Mecard,,,
135,えほん寄席,,,,,['TV'],73,Finished Airing,"Apr 2006 to Nov 11, 2023",['Spring 2006'],Unknown,"['NHK', 'Pony Canyon']","None found,","None found,",Other,['Horror'],"['Historical', 'Performing Arts']",['Kids'],5 min. per ep.,PG - Children,[],#17862,#17183,487,0,,Anime rakugo of classic Japanese horror tales shown in a wide variety of art styles.,[],Ehon Yose,,,,
136,ともだち8にん,,,,,['TV'],398,Finished Airing,"Mar 28, 2011 to Jan 5, 2019",['Spring 2011'],Not scheduled once per week,"None found,","None found,",['Egg'],Original,['Comedy'],,['Kids'],1 min. per ep.,G - All Ages,[],#14949,#17777,436,0,,"A series oriented to three-year-old children, showing the everydays of 9 characters, each of them having a distinct feature. Children will recognize characters and situations from their own life. Sometimes through conflicts, sometimes through encouragement, they will find everyone's place in the world. The story conveys messages such as ""Nobody's alone"", ""It's good to be different"" and the importance of being connected with others, in a fun way. (Source: Official site)",[],Tomodachi 8-nin,,,,
137,オトッペ,,,,,['TV'],265,Finished Airing,"Apr 3, 2017 to Mar 31, 2023",['Spring 2017'],Mondays at 08:40 (JST),['NHK'],"None found,","None found,",Original,['Fantasy'],,['Kids'],3 min. per ep.,G - All Ages,[],#20907,#17773,435,0,,"The series follows a young girl named Shina who hopes to become the world's best DJ, and is interested in new sounds. Shina explores a mysterious world filled with Otoppe, strange creatures capable of unique sounds.",[],Otoppe,,,['Music'],
138,드래곤에그,Dragon Egg,,,,['TV'],52,Finished Airing,"Nov 6, 2017 to Apr 25, 2019",['Fall 2017'],Mondays at 17:00 (JST),"None found,","None found,","None found,",Original,,,['Kids'],24 min. per ep.,G - All Ages,[],#17790,#17824,432,1,,"10 years ago, a mysterious stone which looks just like an egg was found. This egg turns out to be an ancient legendary Dragon Egg and it later transformed in to a dragon. People call this the ‘First Hatching’ and found out that they are able to use a dragon’s powerful energy only if they can speak the language of dragon. Soon after they found out this, an international society choose talented children to communicate with dragon and train them to carry out impossible missions. This group of children are called as Knights of Dragon. The Knights of Dragon carry out impossible missions successfully by finding dragons and their language hidden all around the world. Everything working out great only before they got attack from Defectors… (Source: Official YouTube channel)",[],Dragon Egg,,"['Action', 'Sci-Fi']",,
139,"戦隊ヒーロー スキヤキフォース -ぐんまの平和を願うシーズン え, また?-",,,,,['TV'],24,Finished Airing,"Jan 15, 2018 to Jun 25, 2018",['Winter 2018'],Unknown,"None found,","None found,",['Studio 4°C'],Original,['Comedy'],"['Parody', 'Super Power']",,2 min. per ep.,G - All Ages,[],#13993,#18335,396,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (TV) Sentai Hero Sukiyaki Force: Gunma no Heiwa wo Negau Season', '']","Sentai Hero Sukiyaki Force: Gunma no Heiwa wo Negau Season e, Mata?",,,,
140,パッコロリン,Pakkororin,,,,['TV'],Unknown,Currently Airing,"Mar 28, 2011 to ?",['Spring 2011'],Not scheduled once per week,['NHK'],"None found,",['Three-d'],Original,,,['Kids'],1 min.,G - All Ages,[],#20935,#18314,397,0,,"A minute long children's anime that follows 3 siblings. Two brothers who are rectangular and circular shaped, and a sister who is triangluar shaped. They have unique personalities and foster growth and discovery through their play time.",[],Pakkororin,,,,
141,몬카트,MONKART,Monkart,Monkart,Monkart,['TV'],52,Finished Airing,"Aug 28, 2017 to Aug 14, 2018",['Summer 2017'],Tuesdays at Unknown,"None found,","None found,",['SAMG Entertainment'],Original,,,['Kids'],11 min. per ep.,PG - Children,6.43,#7508,#18312,396,4,119,"Carmon Kingdom is a medieval style fantasy world where humans and monsters live together. Monkart Race is the most popular sport in the kingdom, as the highest ranker can be selected as knight. 12 year-old Jin of Latona Village also dreams to be the winner someday. One day, Destro, commander of the knights, invades the kingdom and tries to marry princess Sena. The princess escapes and comes across Jin. Their encounter awakes a dragon monster named Draka, who has been sealed in Jin’s sword. Now Jin, Sena, and their monsters start the most exciting adventures to save the kingdom. (Source: SAMG Animation)",[],Monkateu,Monkart: Legend of Monster Kart,"['Action', 'Adventure', 'Fantasy']",,
142,스톤에이지: 전설의 펫을 찾아서,Stone Age: The Legendary Pet,,,,['TV'],26,Finished Airing,"Jul 12, 2017 to May 2, 2018",['Summer 2017'],Unknown,"None found,","None found,",['Iconix Entertainment'],Game,['Fantasy'],,['Kids'],10 min. per ep.,G - All Ages,[],#14592,#18715,363,0,,"An animated adaptation of the mobile game of the same name. Each episode is composed of two stories. The story is set in the future, after the destruction of machine civilization which leaves humans in a more primitive state. Dinosaurs, woolly mammoths, saber-tooth tigers, etc. roam free, as their species were brought back to life and modified to be friendlier thanks to cloning fossil samples during the machine civilization era. Children can become Stone Leaders by having one of these creatures as a ""pet"" which they can do friendly battles with against others.",[],Stone Age: Jeonseol-ui Pes-eul Chaj-aseo,,,,
143,うちのウッチョパス,,,,,['TV'],38,Finished Airing,"Jan 9, 2018 to Sep 25, 2018",['Winter 2018'],Tuesdays at 17:20 (JST),"['NHK', 'Echoes']","None found,","None found,",Picture book,,,['Kids'],5 min. per ep.,G - All Ages,[],#15100,#19140,336,0,,"The main character is the mysterious lifeform Oochopus. In the series, the Oochopus appears at the house of five-year-old Kantarou and three-year-old An-chan. Kantarou and An-chan accept the cute but somewhat irresponsible Oochopus as family. (Source: ANN)",[],Uchi no Oochopus,,,,
144,猫のダヤン (2017),,,,,['TV'],30,Finished Airing,"Oct 14, 2017 to May 3, 2018",['Fall 2017'],Unknown,"None found,","None found,","None found,",Picture book,,,['Kids'],1 min. per ep.,G - All Ages,[],#20610,#19197,332,0,,Fourth season of Dayan the Cat.,"['Prequel (TV) Neko no Dayan: Fushigi Gekijou', '']",Neko no Dayan (2017),Dayan the Cat (2017),,,
145,에어로버: 스페이스 드론의 귀환,Aerover: Return of the Space Drone,,,,['TV'],13,Finished Airing,"Jan 18, 2018 to May 3, 2018",['Winter 2018'],Unknown,"None found,","None found,","None found,",Unknown,,,,14 min. per ep.,G - All Ages,[],#16480,#19335,323,1,,"Tells about a future where drones are common. Drones have played an indispensable and important function in human life. One day, a large meteorite fell on earth, and scientists discovered that it had an infinite source of energy, the ""Cosmo Stone"", and applied it to a drone, what people call a ""space drone."" One day, drone wars around the world broke out, and space drones were active as a weapon of war. As the damage spreads, world leaders proposed a ceasefire and sought to turn drones into symbols of peace, not weapons of war anymore. The result is the ""Aerover Championship"".","['Sequel (TV) Aerover: Pinigseuui Buhwal', '']",Aerover: Seupeiseu Drone Gwihwan,,"['Action', 'Comedy']",,
146,런닝맨,,,,,['TV'],48,Finished Airing,"Jul 29, 2017 to Oct 12, 2018",['Summer 2017'],Saturdays at 11:30 (JST),"None found,","None found,","None found,",Other,,,['Kids'],10 min. per ep.,G - All Ages,[],#21442,#19907,290,6,,"The Soul Tree, the great source of our race. But for its ultimate power and by those whose minds were blinded by it, it also became the catastrophic cause that had brought never-ending wars between the tribes. Tortured by the agonies of the wars, the leaders of the tribes finally came to a peace agreement that they would instead open a competition. Players, equipped with special watches and shields, compete against each other as winner’s tribe would be awarded with Materion, the sacred fruit of the Soul Tree. These brave players, who throw themselves in this fierce fight, we call them the Runningman. (Source: Official YouTube Channel)",[],Running Man,Runningman The Animation,"['Action', 'Adventure']",,
147,アイスくりたろう,Ice Kuritaro,,,,['TV'],49,Finished Airing,"Oct 12, 2017 to Sep 27, 2018",['Fall 2017'],Thursdays at 01:39 (JST),"['Kamio Japan', 'Anime Beans']","None found,","None found,",Original,,,['Kids'],1 min. per ep.,G - All Ages,[],#18819,#19865,292,0,,"A short anime that airs within ""Enkame: That's Enka Tainment"" (and enka variety show) program on Asahi TV. It follows a cast of ice cream characters.",[],Ice Kuritarou,,,,
148,꿈의 왕국 소피 루비,Dream Kingdom SofyRuby,,,,['TV'],52,Finished Airing,"Oct 21, 2017 to Nov 3, 2018",['Fall 2017'],Unknown,"None found,","None found,","None found,",Unknown,['Comedy'],,['Kids'],12 min. per ep.,G - All Ages,[],#19476,#21613,196,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (TV) SofyRuby', '']",Kkum-ui Wang-gug SofyRuby,"Sophie Ruby Season 2, SofyRuby Season 2",,,
149,타오르지마 버스터,,,,,['TV'],44,Finished Airing,"Jan 7, 2017 to Apr 11, 2019",['Winter 2017'],Unknown,['Studio Goindol'],"None found,","None found,",Original,['Comedy'],,['Kids'],15 min. per ep.,PG - Children,[],#14749,#21977,176,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Taoleujima Beoseuteo,,,['Mecha'],
150,뱅글스쿨,Bangle School,,,,['TV'],26,Finished Airing,"Dec 2, 2017 to Jun 30, 2018",['Winter 2018'],Unknown,"None found,","None found,","None found,",Original,,,['Kids'],12 min. per ep.,PG - Children,[],#16809,#23404,125,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Bangle School,Baeng-geulseukul,"['Comedy', 'Fantasy']",['School'],
151,小鹿杏仁儿,Almond the Deer,,,,['TV'],52,Finished Airing,"Jan 23, 2018 to Jan 15, 2019",['Winter 2018'],Unknown,"None found,","None found,","None found,",Original,['Fantasy'],,['Kids'],7 min. per ep.,PG - Children,[],#15696,#24163,108,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Sequel (TV) Xiaolu Xingren Er 2nd Season', '']",Xiaolu Xingren Er,,,,
152,좀비덤 2,ZombieDumb 2,,,,['TV'],22,Finished Airing,"Oct 21, 2017 to Feb 9, 2019",['Fall 2017'],Not scheduled once per week,"None found,","None found,",['ANYZAC'],Original,,,['Kids'],13 min. per ep.,PG - Children,[],#16402,#24383,104,0,,The second season of Zombie Dumb.,"['Prequel (TV) Zombie Dumb', 'Sequel (TV) Zombie Dumb 3']",Zombie Dumb 2,,"['Comedy', 'Supernatural']",,
153,バキ,,,,,['ONA'],26,Finished Airing,"Jun 25, 2018 to Dec 17, 2018",,,"None found,",['Sentai Filmworks'],['TMS Entertainment'],['Manga'],['Sports'],"['Combat Sports', 'Gore']",['Shounen'],24 min. per ep.,R - 17+ (violence & profanity),7.31,#2784,#534,"450,621","2,758",252482,"After emerging victorious from a brutal underground tournament, Baki Hanma continues on his path to defeat his father, Yuujirou, the strongest man in the world. However, he gets no time to rest when the tournament runner, Tokugawa Mitsunari, visits him at school. He reveals to Baki that five incredibly dangerous death row inmates from around the world—all skilled in martial arts—have simultaneously escaped confinement and are heading to Tokyo, each wishing to finally know the taste of defeat. Tokugawa warns that, due to his well-known strength, Baki is bound to encounter them sooner or later, and he will not be their only target. Adapting the first saga of the second manga series, Baki centers on the all-out war between the esteemed martial artists of Japan and those of the dark underground world. [Written by MAL Rewrite]","['Prequel (TV) Grappler Baki: Saidai Tournament-hen', 'Sequel (ONA) Baki: Dai Raitaisai-hen', 'Adaptation (Manga) Baki: New Grappler Baki', 'Adaptation (Manga) Baki Tokubetsu-hen Saga']",Baki,,,,
154,アグレッシブ烈子,Aggretsuko (ONA),Aggretsuko,Aggretsuko,Aggretsuko,['ONA'],10,Finished Airing,"Apr 20, 2018",,,"['Sanrio', 'Netflix']","None found,",['Fanworks'],Other,['Comedy'],"['Anthropomorphic', 'Workplace']",,15 min. per ep.,PG-13 - Teens 13 or older,7.64,#1447,#1360,"188,498","1,363",121345,"Some offices have stereotypical dynamics: the chauvinistic pig of a boss who never does any real work; the employees whose goal is to suck up to the boss; the ones whose lives seem perfect; and the individuals who have all the actual work pushed onto them. Retsuko the red panda is in the last group, as she stays late most nights to make up the work her coworkers are too lazy to do themselves. Her relief from the stress of her everyday life comes in the form of singing death metal at a local karaoke club. Night after night, Retsuko channels her grief into a microphone and considers the place to be her own personal sanctuary. But as she moves further away from her comfort zone and the ideas people have of her, she discovers that letting others into her world of death metal may not be such a bad thing. [Written by MAL Rewrite]","['Sequel (ONA) Aggressive Retsuko: We Wish You a Metal Christmas', 'Sequel (ONA) Aggressive Retsuko (ONA) 2nd Season']",Aggressive Retsuko (ONA),,,,
155,衛宮さんちの今日のごはん,Today's Menu for the Emiya Family,Today's Menu for The Emiya Family,Today's Menu for the Emiya Family,Today's Menu for The Emiya Family,['ONA'],13,Finished Airing,"Jan 25, 2018 to Jan 1, 2019",,,"['Aniplex', 'Kadokawa']",['Aniplex of America'],['ufotable'],['Web manga'],,,,13 min. per ep.,PG-13 - Teens 13 or older,7.79,#1062,#1747,"137,927",764,61456,"With the threat of the Holy Grail War no longer looming over Fuyuki City, its inhabitants can finally enjoy a time of peace. Now that all of the Masters and Servants have adjusted to their new mundane lives, Shirou has taken it upon himself to cook for his household and show Saber the wonders of modern cuisine. Every day, he ventures into the marketplace to see what kind of different meals he can cook up with unique ingredients and a limited budget. However, his legendary skills often attract uninvited guests from all over the city, so there is never a dull moment at dinner with the Emiya family. As his guests entertain themselves in the living room, Shirou walks through the step-by-step process of creating some of his favorite meals. With delicacies such as his savory New Year soba with shrimp tempura, steamy foil-baked salmon, and cheesy bamboo shoot gratin, everything is up for grabs on his menu. Itadakimasu! [Written by MAL Rewrite]","['Adaptation (Manga) Emiya-san Chi no Kyou no Gohan', '']",Emiya-san Chi no Kyou no Gohan,,"['Gourmet', 'Slice of Life']",['Iyashikei'],
156,刺客伍六七,Scissor Seven,Scissor Seven,Scissor Seven,Scissor Seven,['ONA'],10,Finished Airing,"Apr 25, 2018 to Jun 20, 2018",,,"None found,","None found,","['Sharefun Studio', 'AHA Entertainment']",Original,,"['Martial Arts', 'Super Power']",,15 min. per ep.,PG-13 - Teens 13 or older,7.91,#799,#1923,"122,019","1,584",58871,"To the casual eye, the amnesiac bounty hunter Wu Liuqi looks quite intimidating. With his deadly telekinetic scissor techniques and his ability to seamlessly transform into anything, one would not expect his modest demeanor. In fact, Wu is quite terrible at his job. Often times the freelancer can be found botching an assassination or targeting the wrong person. While his failures could be due to his subpar skills, it usually boils down to him being a normal kid, with a heart unsuited for his line of work. Accompanied by his feathered friend Dai Bo, Wu is on a simple quest to regain his memories. Although his inconspicuous day job as a hairdresser and his after-hours occupation are simply a means for him to repay debt, his various ventures seem to intertwine with his pursuit to recover his lost past. [Written by MAL Rewrite]","['Prequel (ONA) Cike Wu Liuqi Fanwai', 'Sequel (ONA) Wu Liuqi: Zui Qiang Fa Xing Shi']",Cike Wu Liuqi,"Cike Wuliuqi, Ci Ke Wu Liu Qi, Assassin Seven, Killer Seven","['Action', 'Comedy', 'Drama', 'Mystery', 'Romance']",,
157,全职高手特别篇,The King's Avatar (2018),,,,['ONA'],3,Finished Airing,"Apr 27, 2018 to May 11, 2018",,,"['Tencent Animation & Comics', 'Tencent Penguin Pictures', 'China Literature Limited', 'Colored Pencil Animation Japan']","None found,",['Colored Pencil Animation'],Web novel,['Action'],,,27 min. per ep.,PG-13 - Teens 13 or older,8.20,#389,#2092,"109,460",350,56179,"The All-Star Tournament is a three-day event that allows e-sports participants from various professional clubs to display their skills, while also giving casual Glory players the chance to interact with pros in the flesh. Retired top-tier Glory player Ye Xiu agrees to watch the tournament together with Tang Rou and Chen Guo after the latter manages to get ahold of three tickets. It is a strange sensation for Ye Xiu, as unlike previous occasions, this time he attends the tournament as a spectator, not a participant. However, despite his attempts to keep a low profile, events in the All-Star Tournament may force the former Glory legend back into the limelight. [Written by MAL Rewrite]","['Prequel (ONA) Quanzhi Gaoshou', 'Sequel (ONA) Quanzhi Gaoshou 2', 'Adaptation (Manhua) Quanzhi Gaoshou', 'Adaptation (Novel) Quanzhi Gaoshou']",Quanzhi Gaoshou Specials,"Quanzhi Gaoshou (2018), Quan Zhi Gao Shou, Full-Time Expert, Master of Skills, Quanzhi Gaoshou: Tebie Pian",,['Video Game'],
158,一人之下2,Hitori no Shita - The Outcast 2,Hitori no Shita - The Outcast 2,Hitori no Shita: The Outcast Temporada 2,Hitori no Shita: The Outcast Saison 2,['ONA'],24,Finished Airing,"Oct 27, 2017 to May 18, 2018",,,['Tencent Animation & Comics'],"None found,",['Haoliners Animation League'],['Web manga'],,,,24 min. per ep.,R - 17+ (violence & profanity),7.37,#2482,#2579,"78,685",138,31245,"Chou Soran must participate in the Raten Taishou to uncover his grandfather's secrets and the key to Fou Houhou's past. Though Houhou trains Soran, will that be enough to defeat powerful enemies who all seem out to get him while they struggle for power and victory in the tournament? [Written by fullmeltdownalch]","['Prequel (TV) Yi Ren Zhi Xia', 'Prequel (TV Special) Yi Ren Zhi Xia Recap', 'Sequel (ONA) Yi Ren Zhi Xia: Fanwai Pian', 'Sequel (ONA) Yi Ren Zhi Xia 3: Rushi Pian']",Yi Ren Zhi Xia 2,"Hitori no Shita: The Outcast 2nd Season, hitorinoshita - The Outcast","['Action', 'Supernatural']",['Super Power'],
159,实验品家庭 -クリーチャーズ・ファミリー・デイズ-,Frankenstein Family,Frankenstein Family,Frankenstein Family: Jikkenhin Kazoku,Frankenstein Family,['ONA'],12,Finished Airing,"Apr 9, 2018 to Jun 19, 2018",,,"['Tencent Penguin Pictures', 'Da Huoniao Donghua']","None found,",['Big Firebird Culture'],['Web manga'],,,,16 min. per ep.,PG-13 - Teens 13 or older,6.31,#8211,#3350,"49,057",56,13446,"Tanis, a child genius, is the youngest son of two mad scientists. His family has spent their lives withdrawn from normal society living on an isolated island, where the couple conducts experiments on Tanis' siblings that result in them gaining abnormal abilities. However, this activity is put to a stop when they are caught and arrested. Tanis is brought by government officials to a more populated island, alongside his four siblings: Snow, a dog-human hybrid; Ashise, a plant-human hybrid; Aisley, a spider-human hybrid; and Suishi, a mind-reader. Being the only one who has not been genetically modified, Tanis takes on the responsibility of adapting his siblings to society, all while trying to conceal their' distinctive characteristics. [Written by MAL Rewrite]","['Adaptation (Manhua) Shiyan Pin Jiating', '']",Shiyan Pin Jiating,"Jikken-hin Kazoku: Creatures Family Days, Jikkenhin Kazoku","['Sci-Fi', 'Slice of Life']",,
160,異世界居酒屋～古都アイテーリアの居酒屋のぶ～,Isekai Izakaya: Japanese Food From Another World,Isekai Izakaya: Japanese Food From Another World,Isekai Izakaya: Japanese Food from another World,Isekai Izakaya: Japanese Food From Another World,['ONA'],24,Finished Airing,"Apr 13, 2018 to Sep 14, 2018",,,['Kadokawa'],"None found,",['Sunrise'],['Light novel'],['Gourmet'],"['Adult Cast', 'Isekai', 'Workplace']",,14 min. per ep.,PG-13 - Teens 13 or older,7.48,#2052,#3405,"47,503",191,18221,"Experienced head chef Nobuyuki Yazawa and friendly waitress Shinobu Senke run a traditional Japanese izakaya called Nobu—a bar known for serving a tasty array of food and drink. Welcoming any and all customers, the pair strive to showcase Nobu's exclusive menu and provide the best possible experience. However, despite its ordinary appearance, the establishment opens to the heart of Aitheria, a city from a parallel universe. As news of the restaurant's exquisite dishes spreads throughout the lands, Aitherian citizens from various social backgrounds travel to Nobu in search of new and delicious cuisine, bringing with them an empty stomach and riveting stories to tell. [Written by MAL Rewrite]","['Adaptation (Manga) Isekai Izakaya ""Nobu""', 'Adaptation (Light Novel) Isekai Izakaya ""Nobu""']",Isekai Izakaya: Koto Aitheria no Izakaya Nobu,,,,
161,凸变英雄 LEAF,To Be Heroine,To Be Heroine,To Be Heroine,To Be Heroine,['ONA'],12,Finished Airing,"Apr 14, 2018 to Jul 6, 2018",,,"['Haoliners Animation League', 'bilibili']",['Discotek Media'],['LAN Studio'],Original,['Comedy'],,,21 min. per ep.,PG-13 - Teens 13 or older,7.00,#4398,#3867,"37,744",106,8207,"Following the first season's gag action theme, the second season titled To Be Heroine features an original story and a new set of characters. You is about to leave home when she suddenly enters an incredible world. Appearing in front of her is an eight-year-old naked boy, and before she could even grasp the situation, she's attacked by assassins from a mafia group who were chasing the young boy. What was even more unrealistic for You was that the leader of this mafia was another assassin's attack. Who are those naked kids, why did her shoe turn into a warrior and above all, what kind of world did eight-year-old boy come from? Just like the first one, he's also almost naked! While trying to escape from the attackers, You loses one of her shoes and by a strange kind of magic, her shoe turned into a warrior who was able to save her by blocking the You enter? (Source: MAL News)","['Prequel (TV) To Be Hero', 'Sequel (ONA) Tu Bian Yingxiong X']",Tu Bian Ying Xiong Leaf,To Be Hero 2,,['Super Power'],
